[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
10.5 1 0.939497 0.498549 0.0807525 0.00910741 0.0109078 1.74312e-05 0.141475 0.147702 0.134961 0.406309 
10.6 0 -0.938429 -0.498547 0.0813323 0.00912938 0.0109404 -1.76917e-05 0.141668 0.147922 0.135124 0.406891 
10.6 1 0.938438 0.498546 0.0813538 0.00912951 0.0109402 1.74186e-05 0.141668 0.147922 0.135125 0.406865 
10.7 0 -0.938593 -0.498505 0.0822034 0.00916643 0.0110169 -1.28297e-05 0.142068 0.148439 0.135398 0.409856 
10.7 1 0.938603 0.498504 0.0822252 0.00916663 0.0110167 1.25851e-05 0.142068 0.148437 0.1354 0.409816 
10.8 0 -0.937783 -0.49854 0.0828586 0.00919169 0.0110574 -2.08649e-05 0.142299 0.148712 0.135584 0.410817 
10.8 1 0.937792 0.498539 0.0828807 0.00919196 0.0110572 2.06798e-05 0.142299 0.148711 0.135586 0.410764 
10.9 0 -0.93746 -0.498552 0.0836122 0.00922592 0.0111119 -2.59023e-05 0.142611 0.149079 0.135835 0.412054 
10.9 1 0.937469 0.498551 0.0836347 0.00922624 0.0111117 2.57909e-05 0.142611 0.149077 0.135837 0.411992 
11 0 -0.936646 -0.498634 0.0843709 0.00926146 0.0111394 -4.2582e-05 0.142832 0.149268 0.136092 0.410788 
11 1 0.936655 0.498633 0.0843937 0.00926181 0.0111391 4.25643e-05 0.142832 0.149265 0.136094 0.410721 
11.1 0 -0.93657 -0.49853 0.0853303 0.00929154 0.0112115 -2.21355e-05 0.143189 0.149745 0.136318 0.413873 
11.1 1 0.936579 0.498529 0.0853536 0.0092919 0.0112112 2.2222e-05 0.143189 0.149743 0.136321 0.413809 
11.2 0 -0.93577 -0.49852 0.0860017 0.00931051 0.011259 -2.06182e-05 0.143421 0.150061 0.136457 0.416049 
11.2 1 0.936023 0.498525 0.0860947 0.00930859 0.0112742 2.25251e-05 0.143467 0.150163 0.136443 0.417597 
11.3 0 -0.936193 -0.498625 0.0868064 0.00937193 0.0113185 -3.34086e-05 0.143842 0.15046 0.136904 0.414816 
11.3 1 0.936202 0.498623 0.0868307 0.00937223 0.0113183 3.36915e-05 0.143842 0.150458 0.136906 0.414768 
11.4 0 -0.936379 -0.49874 0.0875362 0.00943272 0.0113659 -4.54911e-05 0.144217 0.150778 0.137344 0.412622 
11.4 1 0.936387 0.498738 0.087561 0.00943294 0.0113657 4.58474e-05 0.144217 0.150777 0.137345 0.41259 
11.5 0 -0.936083 -0.498642 0.0882541 0.00946921 0.0114175 -4.11979e-05 0.144522 0.151118 0.137611 0.413253 
11.5 1 0.936092 0.49864 0.0882794 0.00946934 0.0114174 4.16051e-05 0.144523 0.151118 0.137611 0.413238 
11.6 0 -0.936157 -0.498455 0.0891643 0.00950812 0.0114862 -7.0558e-06 0.144894 0.151567 0.137899 0.414991 
11.6 1 0.936043 0.498452 0.0892253 0.00950939 0.0114783 7.81615e-06 0.144871 0.151515 0.137908 0.414172 
11.7 0 -0.935014 -0.498418 0.0899417 0.00955647 0.0114782 -1.35516e-05 0.145033 0.151514 0.138249 0.409194 
11.7 1 0.935022 0.498415 0.0899682 0.00955642 0.0114783 1.39813e-05 0.145034 0.151515 0.138248 0.409212 
11.8 0 -0.934479 -0.498391 0.0906678 0.00957795 0.011535 -9.48683e-06 0.145303 0.151888 0.138405 0.411908 
11.8 1 0.934242 0.498389 0.0907656 0.00958029 0.0115191 9.46598e-06 0.145256 0.151784 0.138421 0.410268 
11.9 0 -0.934432 -0.49836 0.0914999 0.00963391 0.0115755 7.61221e-06 0.145634 0.152154 0.138808 0.409554 
11.9 1 0.934196 0.498296 0.0915536 0.00962257 0.0115762 -1.30318e-06 0.145598 0.152159 0.138727 0.410804 
12 0 -0.934889 -0.498522 0.0922803 0.00969975 0.0116298 -2.34254e-05 0.146047 0.152513 0.13928 0.407437 
12 1 0.934896 0.498518 0.0923087 0.00969942 0.0116301 2.37751e-05 0.146046 0.152515 0.139278 0.407499 
12.1 0 -0.934609 -0.498534 0.0929642 0.0097454 0.0116697 -2.85317e-05 0.146339 0.152775 0.139606 0.406155 
12.1 1 0.934616 0.49853 0.0929931 0.00974499 0.01167 2.8833e-05 0.146339 0.152777 0.139603 0.406227 
12.2 0 -0.934084 -0.498623 0.0936439 0.00977987 0.0117101 -4.29352e-05 0.146595 0.153043 0.139849 0.406181 
12.2 1 0.93409 0.498619 0.0936732 0.00977938 0.0117104 4.31878e-05 0.146594 0.153045 0.139846 0.406262 
12.3 0 -0.933313 -0.498546 0.0944347 0.00980247 0.0117524 -3.51627e-05 0.146816 0.153317 0.140013 0.407454 
12.3 1 0.93332 0.498542 0.0944644 0.00980192 0.0117527 3.53549e-05 0.146815 0.153319 0.140009 0.40754 
12.4 0 -0.933041 -0.498609 0.0953535 0.00982406 0.0118214 -3.68019e-05 0.147124 0.153767 0.140167 0.411176 
12.4 1 0.933048 0.498605 0.0953834 0.00982345 0.0118217 3.69329e-05 0.147123 0.153769 0.140163 0.411267 
12.5 0 -0.932278 -0.49861 0.0960184 0.00984217 0.0118682 -3.89251e-05 0.147344 0.154071 0.140296 0.41331 
12.5 1 0.932285 0.498605 0.0960484 0.00984152 0.0118685 3.89919e-05 0.147343 0.154073 0.140291 0.413403 
12.6 0 -0.932492 -0.498455 0.096856 0.00988549 0.0119371 -2.22272e-05 0.147725 0.154514 0.140608 0.414612 
12.6 1 0.932499 0.498451 0.0968859 0.00988481 0.0119374 2.2223e-05 0.147723 0.154516 0.140603 0.414705 
12.7 0 -0.932719 -0.498468 0.0977064 0.00992661 0.0120094 -1.84847e-05 0.148108 0.154981 0.1409 0.41648 
12.7 1 0.932727 0.498464 0.0977361 0.00992592 0.0120097 1.83985e-05 0.148107 0.154983 0.140895 0.416572 
12.8 0 -0.931972 -0.498416 0.0984661 0.00995481 0.0120433 -7.28593e-07 0.148317 0.155198 0.141101 0.416428 
12.8 1 0.93198 0.498413 0.0984954 0.00995414 0.0120435 5.66728e-07 0.148316 0.1552 0.141097 0.416514 
12.9 0 -0.93098 -0.498352 0.0991917 0.00997479 0.0120745 -6.99074e-07 0.14849 0.1554 0.141243 0.417009 
12.9 1 0.930989 0.498349 0.0992204 0.00997416 0.0120747 4.67835e-07 0.148489 0.155401 0.141239 0.417088 
13 0 -0.930718 -0.498287 0.100055 0.010008 0.0121296 -4.03952e-06 0.148787 0.155754 0.141478 0.418221 
13 1 0.930728 0.498284 0.100083 0.0100075 0.0121297 3.75392e-06 0.148786 0.155754 0.141474 0.418289 
13.1 0 -0.930706 -0.498298 0.100784 0.0100548 0.0121807 -1.85035e-05 0.149116 0.156083 0.141807 0.417799 
13.1 1 0.930716 0.498296 0.100812 0.0100543 0.0121808 1.81747e-05 0.149115 0.156083 0.141804 0.417856 
13.2 0 -0.930212 -0.498355 0.101599 0.0100783 0.0122336 -5.19092e-05 0.149372 0.156428 0.141965 0.419956 
13.2 1 0.930222 0.498354 0.101625 0.0100779 0.0122336 5.15568e-05 0.14937 0.156428 0.141962 0.419998 
13.3 0 -0.929472 -0.498283 0.102206 0.0101109 0.0122612 -4.83176e-05 0.149573 0.156603 0.142196 0.41897 
13.3 1 0.929483 0.498282 0.102232 0.0101105 0.0122612 4.79589e-05 0.149572 0.156603 0.142193 0.419002 
13.4 0 -0.928969 -0.498356 0.10288 0.0101424 0.0123036 -5.76569e-05 0.14982 0.156876 0.142414 0.419377 
13.4 1 0.92898 0.498357 0.102905 0.0101421 0.0123035 5.7303e-05 0.149819 0.156876 0.142412 0.4194 
13.5 0 -0.928467 -0.498361 0.103693 0.0101681 0.0123534 -7.65924e-05 0.150072 0.157201 0.142586 0.421068 
13.5 1 0.928478 0.498362 0.103717 0.0101678 0.0123534 7.62495e-05 0.150071 0.157201 0.142585 0.421081 
13.6 0 -0.928209 -0.498392 0.104405 0.0101971 0.0124127 -6.653e-05 0.150366 0.157573 0.142795 0.42283 
13.6 1 0.928221 0.498394 0.104428 0.010197 0.0124126 6.62114e-05 0.150365 0.157573 0.142793 0.422838 
13.7 0 -0.927957 -0.498324 0.10518 0.0102201 0.0124793 -5.74143e-05 0.150663 0.157992 0.142959 0.425736 
13.7 1 0.92797 0.498327 0.105201 0.01022 0.0124793 5.71208e-05 0.150663 0.157992 0.142958 0.42574 
13.8 0 -0.928196 -0.498161 0.106054 0.010255 0.0125592 -3.08841e-05 0.151044 0.158491 0.14321 0.428405 
13.8 1 0.928209 0.498165 0.106074 0.0102549 0.0125592 3.06182e-05 0.151043 0.15849 0.14321 0.428406 
13.9 0 -0.92771 -0.49815 0.106906 0.0102793 0.0126106 -3.96012e-05 0.151294 0.158816 0.143378 0.43008 
13.9 1 0.927723 0.498154 0.106925 0.0102792 0.0126106 3.93539e-05 0.151294 0.158816 0.143377 0.430079 
14 0 -0.927228 -0.498085 0.107585 0.0103085 0.0126551 -3.78871e-05 0.151538 0.159096 0.143582 0.43071 
14 1 0.927242 0.498089 0.107603 0.0103085 0.0126551 3.76636e-05 0.151537 0.159095 0.143582 0.430708 
14.1 0 -0.927481 -0.498179 0.108522 0.0103672 0.0127057 -3.30876e-05 0.151898 0.159412 0.143991 0.429087 
14.1 1 0.927495 0.498185 0.108538 0.0103672 0.0127057 3.28876e-05 0.151898 0.159412 0.143991 0.429085 
14.2 0 -0.926517 -0.498167 0.109108 0.0103863 0.0127351 -3.29054e-05 0.152057 0.159597 0.144124 0.429532 
14.2 1 0.926532 0.498173 0.109123 0.0103863 0.0127351 3.27249e-05 0.152057 0.159597 0.144124 0.429532 
14.3 0 -0.926283 -0.498178 0.109884 0.0104097 0.0128011 -3.75744e-05 0.152351 0.16001 0.144285 0.432311 
14.3 1 0.926298 0.498185 0.109898 0.0104097 0.0128011 3.74112e-05 0.152351 0.160011 0.144285 0.432312 
14.4 0 -0.925805 -0.498197 0.110591 0.010433 0.012853 -4.19339e-05 0.152598 0.160336 0.144446 0.434035 
14.4 1 0.92582 0.498204 0.110604 0.010433 0.0128531 4.17778e-05 0.152598 0.160336 0.144446 0.434039 
14.5 0 -0.925326 -0.498253 0.111302 0.010455 0.012906 -5.79909e-05 0.152843 0.16067 0.144593 0.43601 
14.5 1 0.925342 0.498261 0.111313 0.010455 0.0129061 5.78262e-05 0.152843 0.16067 0.144593 0.436017 
14.6 0 -0.924353 -0.498243 0.111882 0.0104735 0.0129348 -5.82875e-05 0.152998 0.160849 0.144721 0.436438 
14.6 1 0.924369 0.498251 0.111892 0.0104735 0.0129349 5.81144e-05 0.152998 0.160849 0.144721 0.436448 
14.7 0 -0.92484 -0.498095 0.112745 0.0105306 0.0130005 -4.33531e-05 0.153398 0.161253 0.14512 0.435992 
14.7 1 0.924856 0.498104 0.112754 0.0105305 0.0130006 4.31706e-05 0.153399 0.161253 0.145119 0.436005 
14.8 0 -0.924116 -0.498041 0.113499 0.0105411 0.0130536 -5.47245e-05 0.153606 0.161584 0.145189 0.438904 
14.8 1 0.924133 0.49805 0.113507 0.0105411 0.0130537 5.45216e-05 0.153606 0.161585 0.145189 0.438916 
14.9 0 -0.923633 -0.498093 0.114174 0.0105697 0.0130981 -5.97731e-05 0.153844 0.161861 0.145385 0.439575 
14.9 1 0.923651 0.498102 0.11418 0.0105697 0.0130982 5.95436e-05 0.153844 0.161862 0.145384 0.439587 
15 0 -0.92316 -0.497946 0.115155 0.0105937 0.0131497 -5.06632e-05 0.154089 0.162177 0.145552 0.441042 
15 1 0.923177 0.497956 0.115161 0.0105936 0.0131498 5.04161e-05 0.154089 0.162178 0.145552 0.441051 
15.1 0 -0.9222 -0.497942 0.116019 0.0106058 0.0131858 -4.73744e-05 0.154245 0.162399 0.145636 0.442479 
15.1 1 0.922217 0.497952 0.116023 0.0106057 0.0131858 4.71023e-05 0.154245 0.162399 0.145635 0.442485 
15.2 0 -0.922223 -0.498006 0.11683 0.0106378 0.0132548 -5.98632e-05 0.154572 0.162826 0.145852 0.444547 
15.2 1 0.922241 0.498016 0.116833 0.0106378 0.0132548 5.95642e-05 0.154572 0.162826 0.145852 0.444548 
15.3 0 -0.921764 -0.498025 0.117649 0.0106718 0.0132922 -5.83494e-05 0.154803 0.163055 0.146086 0.444201 
15.3 1 0.921782 0.498035 0.117651 0.0106718 0.0132922 5.80338e-05 0.154803 0.163055 0.146085 0.444199 
15.4 0 -0.921308 -0.497972 0.118372 0.0106873 0.0133534 -4.75254e-05 0.155051 0.163428 0.146194 0.446964 
15.4 1 0.921326 0.497982 0.118373 0.0106872 0.0133534 4.71939e-05 0.15505 0.163427 0.146194 0.446958 
15.5 0 -0.920603 -0.497888 0.11911 0.0107192 0.0133782 -2.60006e-05 0.155233 0.163575 0.146417 0.445863 
15.5 1 0.920621 0.497898 0.11911 0.0107192 0.0133781 2.56668e-05 0.155233 0.163575 0.146417 0.445855 
15.6 0 -0.920385 -0.497982 0.11987 0.0107451 0.0134396 -4.93878e-05 0.155514 0.163954 0.146589 0.447897 
15.6 1 0.920404 0.497992 0.119869 0.0107451 0.0134395 4.90349e-05 0.155514 0.163953 0.14659 0.447883 
15.7 0 -0.919682 -0.497952 0.120518 0.010761 0.0134853 -4.45016e-05 0.155712 0.164232 0.146699 0.449568 
15.7 1 0.919701 0.497961 0.120516 0.0107611 0.0134851 4.4162e-05 0.155712 0.16423 0.1467 0.44955 
15.8 0 -0.919712 -0.49795 0.121403 0.0108167 0.0135249 -5.13351e-05 0.156018 0.164474 0.147076 0.447624 
15.8 1 0.919487 0.498015 0.121355 0.0108081 0.0135208 6.03215e-05 0.155977 0.164452 0.147015 0.448123 
15.9 0 -0.919014 -0.497991 0.122024 0.0108419 0.0135585 -6.12148e-05 0.156206 0.164681 0.147245 0.44782 
15.9 1 0.919033 0.498001 0.12202 0.010842 0.0135583 6.09108e-05 0.156206 0.16468 0.147246 0.447795 
16 0 -0.917821 -0.497899 0.122774 0.0108517 0.0135817 -5.873e-05 0.156312 0.164821 0.147312 0.448527 
16 1 0.918085 0.497969 0.122734 0.0108629 0.0135825 5.05049e-05 0.15635 0.164824 0.14739 0.44761 
16.1 0 -0.917606 -0.497921 0.123555 0.0108685 0.013655 -6.71047e-05 0.1566 0.165267 0.147424 0.451969 
16.1 1 0.917626 0.49793 0.123549 0.0108687 0.0136549 6.68612e-05 0.1566 0.165266 0.147425 0.451941 
16.2 0 -0.917146 -0.49782 0.124241 0.0108954 0.0137015 -4.762e-05 0.156834 0.165543 0.147611 0.45267 
16.2 1 0.917167 0.497828 0.124234 0.0108956 0.0137013 4.74167e-05 0.156834 0.165542 0.147613 0.452643 
16.3 0 -0.916936 -0.497862 0.125154 0.0109178 0.013768 -5.54031e-05 0.157117 0.165946 0.147761 0.455146 
16.3 1 0.916957 0.49787 0.125146 0.0109181 0.0137679 5.52319e-05 0.157118 0.165946 0.147763 0.455119 
16.4 0 -0.916483 -0.49776 0.125968 0.01095 0.0138069 -4.00604e-05 0.157343 0.166178 0.147982 0.454968 
16.4 1 0.916504 0.497768 0.125959 0.0109502 0.0138069 3.99164e-05 0.157344 0.166177 0.147984 0.454944 
16.5 0 -0.916042 -0.497732 0.126812 0.0109888 0.0138372 -3.25469e-05 0.157563 0.166359 0.148246 0.453759 
16.5 1 0.916064 0.49774 0.126802 0.0109891 0.0138372 3.24307e-05 0.157564 0.166359 0.148248 0.453739 
16.6 0 -0.915237 -0.497759 0.127619 0.0110023 0.0138769 -5.12871e-05 0.157732 0.1666 0.148333 0.455266 
16.6 1 0.915259 0.497766 0.127608 0.0110026 0.013877 5.11844e-05 0.157733 0.166601 0.148335 0.455251 
16.7 0 -0.915167 -0.497669 0.128447 0.011027 0.0139476 -3.83394e-05 0.158034 0.167021 0.148503 0.457669 
16.7 1 0.915189 0.497676 0.128434 0.0110273 0.0139477 3.82427e-05 0.158035 0.167022 0.148504 0.457659 
16.8 0 -0.915222 -0.497609 0.129219 0.0110998 0.0139659 -3.3691e-05 0.158322 0.167131 0.148993 0.453071 
16.8 1 0.915245 0.497616 0.129206 0.0111 0.0139662 3.3599e-05 0.158323 0.167132 0.148994 0.453066 
16.9 0 -0.915278 -0.497691 0.129902 0.0111564 0.0140036 -5.14231e-05 0.158619 0.167359 0.149369 0.45104 
16.9 1 0.915057 0.497766 0.129882 0.0111422 0.0140076 5.25826e-05 0.158587 0.167383 0.149273 0.452416 
17 0 -0.915337 -0.497691 0.13067 0.0111932 0.0140675 -4.22396e-05 0.158936 0.167739 0.149617 0.45211 
17 1 0.91536 0.497697 0.130654 0.0111934 0.0140679 4.20991e-05 0.158938 0.167741 0.149618 0.452112 
17.1 0 -0.914664 -0.49772 0.131298 0.0112131 0.0141064 -5.18605e-05 0.159121 0.167972 0.149748 0.453016 
17.1 1 0.914687 0.497725 0.131281 0.0112134 0.0141068 5.16864e-05 0.159123 0.167975 0.149749 0.45302 
17.2 0 -0.914478 -0.497721 0.131976 0.0112516 0.0141513 -7.15819e-05 0.159383 0.168245 0.149999 0.452913 
17.2 1 0.914501 0.497727 0.131958 0.0112519 0.0141518 7.13716e-05 0.159385 0.168247 0.150001 0.452918 
17.3 0 -0.913799 -0.497634 0.132692 0.0112845 0.0141728 -5.54272e-05 0.159554 0.168368 0.150223 0.451585 
17.3 1 0.913822 0.49764 0.132673 0.0112848 0.0141733 5.5179e-05 0.159556 0.168371 0.150225 0.451589 
17.4 0 -0.913854 -0.497717 0.13354 0.0113401 0.0142121 -8.13202e-05 0.159851 0.168609 0.150584 0.449859 
17.4 1 0.913878 0.497722 0.13352 0.0113404 0.0142126 8.10511e-05 0.159853 0.168611 0.150586 0.449862 
17.5 0 -0.913678 -0.497609 0.134339 0.0113729 0.0142668 -6.26454e-05 0.160124 0.168927 0.150808 0.45057 
17.5 1 0.913701 0.497615 0.134318 0.0113732 0.0142673 6.23539e-05 0.160126 0.16893 0.15081 0.45057 
17.6 0 -0.912521 -0.497599 0.135104 0.0113797 0.0142908 -6.18471e-05 0.16022 0.169069 0.150854 0.451517 
17.6 1 0.912788 0.497645 0.135019 0.0113831 0.0143024 5.19729e-05 0.160267 0.169135 0.150879 0.451913 
17.7 0 -0.912594 -0.497598 0.136046 0.0114038 0.0143705 -4.0216e-05 0.160544 0.169535 0.151018 0.454433 
17.7 1 0.912616 0.497603 0.136024 0.0114042 0.0143709 3.98933e-05 0.160546 0.169537 0.151021 0.454425 
17.8 0 -0.912668 -0.497579 0.136804 0.0114422 0.0144316 -4.342e-05 0.160853 0.169895 0.151272 0.455215 
17.8 1 0.912689 0.497585 0.136781 0.0114426 0.014432 4.30882e-05 0.160856 0.169898 0.151275 0.455203 
17.9 0 -0.912499 -0.497563 0.137548 0.0114689 0.0144919 -4.9358e-05 0.161123 0.170251 0.151447 0.456832 
17.9 1 0.912519 0.497568 0.137525 0.0114694 0.0144922 4.90249e-05 0.161126 0.170253 0.15145 0.456814 
18 0 -0.911847 -0.497624 0.138265 0.0114996 0.0145163 -3.69252e-05 0.161295 0.170392 0.151652 0.455931 
18 1 0.911866 0.49763 0.138242 0.0115001 0.0145166 3.66061e-05 0.161297 0.170394 0.151655 0.455906 
18.1 0 -0.911445 -0.497558 0.139128 0.0115146 0.0145774 -3.15235e-05 0.16153 0.170749 0.151751 0.458415 
18.1 1 0.911463 0.497565 0.139104 0.0115151 0.0145776 3.12336e-05 0.161532 0.170751 0.151755 0.458385 
18.2 0 -0.911039 -0.497538 0.139914 0.0115451 0.0146177 -5.19648e-05 0.161749 0.170989 0.151949 0.458587 
18.2 1 0.911179 0.497568 0.139859 0.0115479 0.0146227 4.6674e-05 0.161773 0.171017 0.151968 0.458655 
18.3 0 -0.909902 -0.497477 0.140528 0.0115555 0.0146366 -6.24472e-05 0.16184 0.171102 0.152015 0.458978 
18.3 1 0.909919 0.497485 0.140503 0.0115561 0.0146367 6.22497e-05 0.161842 0.171102 0.152019 0.458937 
18.4 0 -0.910229 -0.49737 0.141321 0.0115972 0.0147087 -6.77603e-05 0.162191 0.171523 0.152287 0.460131 
18.4 1 0.910244 0.497379 0.141296 0.0115978 0.0147087 6.76163e-05 0.162193 0.171524 0.152291 0.460088 
18.5 0 -0.909827 -0.497342 0.141944 0.0116351 0.0147384 -7.47613e-05 0.162399 0.171698 0.152534 0.459106 
18.5 1 0.909841 0.497353 0.141918 0.0116357 0.0147384 7.46899e-05 0.162401 0.171699 0.152538 0.459061 
18.6 0 -0.909176 -0.497439 0.142689 0.0116638 0.0147637 -8.65949e-05 0.162565 0.17185 0.152718 0.458546 
18.6 1 0.90919 0.49745 0.142663 0.0116644 0.0147638 8.66009e-05 0.162568 0.17185 0.152722 0.458502 
18.7 0 -0.909015 -0.497419 0.143389 0.0117006 0.0148121 -7.16139e-05 0.162827 0.172126 0.152964 0.458543 
18.7 1 0.909028 0.497432 0.143363 0.0117012 0.0148121 7.17049e-05 0.162829 0.172126 0.152968 0.458501 
18.8 0 -0.909101 -0.497398 0.144228 0.0117193 0.014899 -6.98821e-05 0.163151 0.17263 0.153087 0.46217 
18.8 1 0.909112 0.497412 0.144203 0.0117199 0.014899 7.0052e-05 0.163153 0.17263 0.15309 0.462133 
18.9 0 -0.908699 -0.497401 0.144868 0.011755 0.0149322 -6.68279e-05 0.163362 0.172821 0.153321 0.461455 
18.9 1 0.90871 0.497416 0.144842 0.0117555 0.0149322 6.70871e-05 0.163364 0.172822 0.153324 0.461423 
19 0 -0.908298 -0.497395 0.145695 0.0117822 0.0149766 -7.00217e-05 0.163581 0.173079 0.153497 0.462031 
19 1 0.908431 0.497417 0.14563 0.0117813 0.0149863 6.87042e-05 0.163608 0.173134 0.153492 0.46264 
19.1 0 -0.907906 -0.497288 0.146523 0.0118015 0.0150312 -6.81726e-05 0.163807 0.173393 0.153623 0.463719 
19.1 1 0.907915 0.497306 0.146497 0.0118019 0.0150314 6.85726e-05 0.163808 0.173394 0.153626 0.463706 
19.2 0 -0.907514 -0.497181 0.147328 0.0118268 0.0150773 -6.96291e-05 0.164025 0.17366 0.153788 0.464505 
19.2 1 0.907523 0.497201 0.147303 0.0118271 0.0150776 7.00776e-05 0.164026 0.173661 0.153789 0.464504 
19.3 0 -0.90712 -0.497226 0.148028 0.0118421 0.0151358 -8.49924e-05 0.16425 0.174 0.153882 0.466767 
19.3 1 0.907129 0.497247 0.148002 0.0118422 0.0151362 8.54676e-05 0.164251 0.174002 0.153883 0.466782 
19.4 0 -0.907709 -0.497029 0.148971 0.0118739 0.0152389 -4.88792e-05 0.16466 0.174583 0.154099 0.470001 
19.4 1 0.907718 0.497052 0.148945 0.0118739 0.0152394 4.93603e-05 0.164661 0.174586 0.154098 0.47003 
19.5 0 -0.906839 -0.4971 0.149622 0.011907 0.0152426 -4.89826e-05 0.164771 0.174604 0.154313 0.467891 
19.5 1 0.906848 0.497124 0.149595 0.0119068 0.0152432 4.94482e-05 0.164772 0.174608 0.154312 0.467935 
19.6 0 -0.906454 -0.497181 0.150295 0.0119325 0.015288 -7.01456e-05 0.164986 0.174868 0.154473 0.468677 
19.6 1 0.906464 0.497207 0.150268 0.0119321 0.0152886 7.05707e-05 0.164987 0.174872 0.154471 0.468736 
19.7 0 -0.905576 -0.49717 0.150845 0.0119478 0.015314 -7.03555e-05 0.165111 0.175017 0.154573 0.46902 
19.7 1 0.905587 0.497197 0.150818 0.0119474 0.0153147 7.07035e-05 0.165112 0.175021 0.15457 0.469092 
19.8 0 -0.905433 -0.497243 0.151755 0.011972 0.0153773 -9.26372e-05 0.165376 0.175384 0.154722 0.470897 
19.8 1 0.905688 0.497334 0.151769 0.0119824 0.0153803 0.000102328 0.165417 0.175405 0.154786 0.470407 
19.9 0 -0.904314 -0.497357 0.152495 0.0119974 0.0153722 -8.56009e-05 0.165438 0.175353 0.154889 0.468817 
19.9 1 0.904571 0.497361 0.15239 0.0119962 0.0153909 9.33393e-05 0.16549 0.175462 0.154878 0.469959 
20 0 -0.904416 -0.497227 0.153275 0.0120321 0.0154384 -6.92374e-05 0.165742 0.175726 0.155117 0.469894 
20 1 0.904429 0.49726 0.153246 0.0120314 0.0154393 6.9251e-05 0.165743 0.175731 0.155113 0.469991 
