0       -0.000866545    -7.10023e-05    -2.5413e-06     -0.000115891    0       -2.5413e-06     0       
0.05    -0.080927       0.000507887     1.33044 -0.00994923     -1.33043        9.27378e-06     0.0201148       
0.1     -0.132055       0.00174814      0.707557        -0.0132828      -0.707579       -2.20191e-05    0.0266133       
0.15    -0.150818       0.00298852      0.0426862       -0.010033       -0.0428985      -0.00021229     0.0200744       
0.2     -0.136011       0.00360411      -0.626868       -0.00117593     0.626204        -0.000663166    0.00235233      
0.25    -0.0882794      0.0031188       -1.27307        0.0114757       1.27167 -0.00139959     -0.0229525      
0.3     -0.00889435     0.00125394      -1.90153        0.0259723       1.89918 -0.0023593      -0.0519463      
0.35    0.102042        -0.00208835     -2.54871        0.0406517       2.54528 -0.00343581     -0.0813067      
0.4     0.246471        -0.006843       -3.24644        0.0536942       3.24191 -0.00452157     -0.107394       
0.45    0.426552        -0.012719       -3.95056        0.0622204       3.94503 -0.00552477     -0.124446       
0.5     0.638778        -0.0190749      -4.46652        0.0623666       4.46014 -0.00637841     -0.12473        
0.55    0.86617 -0.0249074      -4.47981        0.0515402       4.47278 -0.00703692     -0.103061       
0.6     1.07652 -0.0291301      -3.75591        0.0309589       3.74848 -0.00742952     -0.0618889      
0.65    1.23185 -0.0309563      -2.31299        0.00468598      2.30556 -0.00742661     -0.0093497      
0.7     1.30087 -0.0300358      -0.365353       -0.0230059      0.358428        -0.0069251      0.0460153       
0.75    1.26533 -0.0264358      1.79474 -0.0478156      -1.80068        -0.00594044     0.0956125       
0.8     1.12291 -0.020678       3.82418 -0.0649905      -3.82878        -0.0045993      0.129952        
0.85    0.889255        -0.0137536      5.36148 -0.0702323      -5.36458        -0.00309704     0.140467        
0.9     0.596787        -0.0070028      6.12749 -0.0612491      -6.12913        -0.00163888     0.122671        
0.95    0.287424        -0.00188084     6.0482  -0.0379093      -6.04867        -0.000463549    0.0766767  
