0       0.00106736      1.90571e-05     -2.49256e-06    3.23264e-05     0       -2.49256e-06    0       
0.05    0.108942        -0.000141387    -2.15686        0.00284589      2.15688 1.79557e-05     -0.00575192     
0.1     0.215905        -0.000512617    -2.126  0.0042308       2.12607 6.30538e-05     -0.00847535     
0.15    0.321655        -0.000948395    -2.10314        0.00413635      2.10325 0.000110686     -0.00827574     
0.2     0.425939        -0.00130454     -2.05774        0.00270624      2.05789 0.000142267     -0.00541327     
0.25    0.526582        -0.00146343     -1.94706        0.000312932     1.9472  0.000147044     -0.000626111    
0.3     0.619277        -0.00135479     -1.73265        -0.00249913     1.73277 0.00012299      0.00499822      
0.35    0.698211        -0.000966443    -1.39549        -0.00514744     1.39556 7.46771e-05     0.0102949       
0.4     0.757271        -0.000341249    -0.942948       -0.00713602     0.942958        9.94754e-06     0.0142722       
0.45    0.791363        0.000435623     -0.407061       -0.00812196     0.406999        -6.25211e-05    0.0162441       
0.5     0.797481        0.00125337      0.162784        -0.00793652     -0.162918       -0.000134168    0.0158732       
0.55    0.775334        0.00199325      0.709996        -0.00658963     -0.710193       -0.000196805    0.0131793       
0.6     0.727429        0.00254652      1.1819  -0.00427061     -1.18214        -0.000242957    0.00854119      
0.65    0.658594        0.00283196      1.54065 -0.00133625     -1.54091        -0.000266589    0.00267239      
0.7     0.575006        0.0028111       1.77187 0.00172802      -1.77214        -0.000264078    -0.00345623     
0.75    0.482884        0.00249776      1.888   0.00438334      -1.88823        -0.000235467    -0.00876702     
0.8     0.387229        0.00195835      1.9234  0.00614308      -1.92359        -0.000185617    -0.0122871      
0.85    0.29099 0.0013014       1.92212 0.00666988      -1.92224        -0.000124123    -0.0133435      
0.9     0.194966        0.000660087     1.92272 0.0058121       -1.92278        -6.35439e-05    -0.0116417      
0.95    0.0984015       0.000175544     1.94674 0.00356521      -1.94676        -1.72354e-05    -0.00720902     
