,id,bubble_lifetime,bubble_radius,d1_radius,d1_velocity,t_d1,ndrops,solution,delta_gamma_infinity,beta,delta_gamma_infinity_tanh,beta_tanh,surface_tension,clean_surface_tension,bo,la,lad1,ca,t_d1_over_tcap
39,250320_135524,1.525,0.0009891249855084,6.855657290675165e-05,3.217763988363948,0.002,6.0,0gly_1tx,0.58,0.1546787064672686,0.52,0.1309419212872249,0.0614343,0.072,0.13433934590623497,74625.53160586579,5172.319750484345,0.04382803429757761,0.5434221025642946
40,250320_135617,1.75,0.0009891249855084,7.088533851441326e-05,3.255095319656712,0.002,7.0,0gly_1tx,0.58,0.1546787064672686,0.52,0.1309419212872249,0.0614343,0.072,0.13433934590623497,74625.53160586579,5348.015819235334,0.04433651126300769,0.5434221025642946
41,250320_135721,1.35,0.0009891249855084,6.86188687605018e-05,3.292593385029295,0.0019,5.0,0gly_1tx,0.58,0.1546787064672686,0.52,0.1309419212872249,0.0614343,0.072,0.13433934590623497,74625.53160586579,5177.019723967025,0.0448472592548385,0.5162509974360798
42,250320_135823,1.525,0.0009891249855084,7.24355797164665e-05,3.072713429390985,0.002,4.0,0gly_1tx,0.58,0.1546787064672686,0.52,0.1309419212872249,0.0614343,0.072,0.13433934590623497,74625.53160586579,5464.975329424106,0.04185235152639272,0.5434221025642946
43,250320_135918,1.65,0.0009891249855084,7.267114319913673e-05,3.1372048584169767,0.002,5.0,0gly_1tx,0.58,0.1546787064672686,0.52,0.1309419212872249,0.0614343,0.072,0.13433934590623497,74625.53160586579,5482.747653830774,0.04273076665362773,0.5434221025642946
44,250320_140009,1.45,0.0009891249855084,7.319838936164771e-05,3.019349690076913,0.002,5.0,0gly_1tx,0.58,0.1546787064672686,0.52,0.1309419212872249,0.0614343,0.072,0.13433934590623497,74625.53160586579,5522.526272044842,0.04112550275645129,0.5434221025642946
45,250320_155118,12.45,0.0008920645596464901,8.085343442269583e-05,1.988368600494957,0.0024,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.10926811633662323,67302.7099362526,6100.068863241192,0.027082871066323403,0.7613789651950107
46,250320_155237,10.85,0.0009568738949098395,9.704173483580112e-05,1.66579382644716,0.0028,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,7321.411506307182,0.022689193247929864,0.7995765211931217
47,250320_155351,0.9,0.0009568738949098395,9.409090209630094e-05,1.806147381372997,0.0025,1.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,7098.7829557281975,0.02460089977498444,0.7139076082081445
48,250320_155453,12.35,0.0009568738949098395,8.676722516712299e-05,1.901972525009956,0.0026,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,6546.240767271997,0.025906100435156634,0.7424639125364701
49,250320_155600,18.825,0.0008595068038161723,7.843935301617078e-05,2.090152188864659,0.0023,3.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.10143773012833225,64846.35722822488,5917.936058043503,0.028469229611614338,0.7715035327204703
50,250320_155730,13.85,0.0009568738949098395,8.416761478197535e-05,1.9796664682517728,0.0027,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,6350.110541262126,0.02696434237627791,0.771020216864796
51,250320_155842,12.8,0.0009568738949098395,8.592600608613525e-05,1.941786025905701,0.0027,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,6482.774145727257,0.026448386161852383,0.771020216864796
52,250320_155958,10.825,0.0009568738949098395,8.755157761706911e-05,1.922712626654071,0.0026999999999999,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,6605.417028514157,0.026188594082758088,0.7710202168647674
53,250320_160114,12.025,0.0009568738949098395,8.818372718090614e-05,1.8861646025324688,0.0027,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,6653.110189587736,0.025690786269474453,0.771020216864796
54,250320_160232,11.975,0.0009568738949098395,8.602539999569304e-05,1.9769044889598104,0.0026,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,6490.273019426543,0.026926722425412938,0.7424639125364701
55,250320_160354,11.55,0.0009568738949098395,8.919542827865686e-05,1.8601468937787804,0.0027,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,6729.4389987392715,0.025336408187140072,0.771020216864796
56,250320_160505,12.6,0.0009568738949098395,8.900360993130647e-05,1.8584451462193867,0.0027,1.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.12572171526377954,72192.31556537778,6714.967070163508,0.025313229280710444,0.771020216864796
57,250320_160618,13.9,0.0008920645596464901,7.989655534129923e-05,2.1058503897522574,0.0024,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.10926811633662323,67302.7099362526,6027.876156376091,0.028683049298017675,0.7613789651950107
58,250320_160736,21.6,0.0008920645596464901,7.566676310629829e-05,2.157831840219689,0.0023,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.10926811633662323,67302.7099362526,5708.755217421074,0.02939107039657028,0.7296548416452185
59,250320_160900,13.3,0.0008920645596464901,8.200779234617846e-05,1.9934260493936204,0.0024999999999999,2.0,0gly_20tx,0.58,0.6459758538637912,0.52,0.4387371750604169,0.0439029,0.072,0.10926811633662323,67302.7099362526,6187.160560413371,0.027151756803310462,0.7931030887447711
60,250320_141140,1.25,0.0009568738949098395,7.475782005214711e-05,2.6182098740509896,0.0021,5.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.12572171526377954,72192.31556537778,5640.179092452775,0.0356617180666838,0.5996823908948413
61,250320_141247,1.7,0.001148846596816221,0.000114044693107,1.9555824406561024,0.0029,4.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.18122786277485783,86675.88957621391,8604.21683268198,0.026636302286543567,0.6294902330408091
62,250320_141404,1.35,0.0009891249855084,8.632289506227348e-05,2.606047230330101,0.0021999999999999,5.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6512.717834610618,0.03549605496395905,0.5977643128206969
63,250320_141503,1.35,0.0009891249855084,7.805711929625605e-05,2.64293714296091,0.0021,6.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,5889.098049738957,0.03599851952067124,0.5705932076925092
64,250320_141623,1.4,0.0009891249855084,8.64712587839967e-05,2.573953013584522,0.0021999999999999,5.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6523.911285152089,0.03505891089827687,0.5977643128206969
65,250320_141723,0.55,0.0009891249855084,7.9252217763156e-05,2.5702387162902025,0.0022,8.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,5979.263458277216,0.03500831975803305,0.5977643128207241
66,250320_141826,1.325,0.0009891249855084,8.457275606307698e-05,2.6210403286778754,0.0022,5.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6380.676833612077,0.03570027069606044,0.5977643128207241
67,250320_141921,1.375,0.0009891249855084,8.482498673366122e-05,2.62356380373071,0.0021,4.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6399.706630812053,0.03573464206436608,0.5705932076925092
68,250320_142023,1.4,0.0009891249855084,8.607505391035896e-05,2.5386024687791857,0.0022,4.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6494.019209071476,0.03457741353061129,0.5977643128207241
69,250320_142122,1.475,0.0009891249855084,8.696397649723182e-05,2.5861891250373223,0.0021,4.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6561.0848697045985,0.035225574679201024,0.5705932076925092
70,250320_142246,1.35,0.0009891249855084,8.431977088348642e-05,2.611648131934827,0.0022,4.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6361.590111719547,0.035572342879579014,0.5977643128207241
71,250320_142412,1.525,0.0009891249855084,9.132562719282433e-05,1.9620712843515804,0.0025,5.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6890.1540031371005,0.02672468454983741,0.6792776282053682
72,250320_142540,1.4,0.0009891249855084,8.54773032485502e-05,2.5932111200370915,0.0021,5.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6448.921307836771,0.03532121880934861,0.5705932076925092
73,250320_142637,1.475,0.0009891249855084,8.36073400145742e-05,2.621386230758994,0.0022,5.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6307.840046658076,0.0357049821069438,0.5977643128207241
74,250320_142731,1.275,0.0009891249855084,8.885947443603021e-05,2.610634245932397,0.0021,5.0,0gly_2tx,0.58,0.2040342710555728,0.52,0.1710183875866494,0.0587159,0.072,0.13433934590623497,74625.53160586579,6704.092622428536,0.03555853309407299,0.5705932076925092
75,250320_145136,1.075,0.0007612272213620142,7.811183862950714e-05,2.541466783419026,0.0017,4.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.07956636267874968,57431.55506055505,5893.226404995177,0.034616427355344224,0.6841660465745473
76,250320_145239,0.75,0.0007940874352021896,8.226788748810199e-05,2.438477667291379,0.0018,4.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.08658397761866365,59910.72701802522,6206.783700581213,0.033213648739435,0.6799141507960343
77,250320_145504,0.95,0.0007612272213620142,7.973595908778324e-05,2.567434635355995,0.0017,5.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.07956636267874968,57431.55506055505,6015.759810142677,0.034970126355470886,0.6841660465745473
78,250320_145614,,,9.04795660888294e-05,2.209328462265037,0.002,4.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,,,6826.322070285648,0.030092487817293057,
79,250320_145726,1.275,0.0008595068038161723,9.230289740013186e-05,2.239754318329595,0.0021,5.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.10143773012833225,64846.35722822488,6963.885139051553,0.030506907727501767,0.7044162690056468
80,250320_145826,1.225,0.0008595068038161723,8.986356816499132e-05,2.3422343950751814,0.002,3.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.10143773012833225,64846.35722822488,6779.847485973232,0.03190275289659001,0.6708726371482351
81,250320_145927,1.1,0.0008268475563911612,8.919542827865686e-05,2.344444346322442,0.0019,3.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.09387539538173899,62382.34738452828,6729.4389987392715,0.03193285386714322,0.6754597756570854
82,250320_150018,1.3,0.0008595068038161723,9.276464564143728e-05,2.255975368271938,0.0021,4.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.10143773012833225,64846.35722822488,6998.722200575966,0.03072784895743243,0.7044162690056468
83,250320_150141,1.275,0.0008595068038161723,9.146587651096654e-05,2.3226272331591247,0.002,3.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.10143773012833225,64846.35722822488,6900.735254320785,0.03163569062352007,0.6708726371482351
84,250320_150240,1.15,0.0008595068038161723,9.095057169773596e-05,2.261002362296711,0.0021,4.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.10143773012833225,64846.35722822488,6861.857563240494,0.030796319879267654,0.7044162690056468
85,250320_150351,,,9.526426323576592e-05,2.2327777760780103,0.002,3.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,,,7187.308369686103,0.0304118826932896,
86,250320_150502,1.325,0.0009891249855084,9.642334697785032e-05,1.94935534204345,0.0024,3.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.13433934590623497,74625.53160586579,7274.756611006493,0.026551485161186744,0.6521065230771534
87,250320_150625,1.375,0.0009568738949098395,0.0001034355716751,2.023702296475471,0.0023,3.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.12572171526377954,72192.31556537778,7803.800971869617,0.027564138942057673,0.6567949995514929
88,250320_150817,1.2,0.0009891249855084,0.0001038478314665,1.9011133543960448,0.0024,3.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.13433934590623497,74625.53160586579,7834.904327404747,0.025894397973674023,0.6521065230771534
89,250320_151007,1.3,0.0009568738949098395,8.452221960438868e-05,1.9312327901387265,0.0024,3.0,0gly_5tx,0.58,0.3147047656187677,0.52,0.2475010725302489,0.052704,0.072,0.12572171526377954,72192.31556537778,6376.864059543739,0.0263046442401894,0.6853513038798186
90,250319_091326,0.65,0.0009229411943406352,8.216394823309414e-05,2.547507354916214,0.0021999999999999,5.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.12820574965035855,9648.096397865853,858.9124614255502,0.09759484119972377,0.6334559473555008
91,250319_091438,1.025,0.0009551600187107771,8.138017246521008e-05,2.831907830024351,0.0021,4.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.13731301779879115,9984.900438312998,850.719150509074,0.10849020491741458,0.5743278478644498
92,250319_091550,4.0,0.0009551600187107771,7.978952708783816e-05,2.426570123360522,0.0022,4.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.13731301779879115,9984.900438312998,834.0911139344707,0.09296174371875489,0.6016767930008522
93,250319_091651,1.625,0.0009551600187107771,5.1800336226667465e-05,2.5338696079149714,0.0021,3.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.13731301779879115,9984.900438312998,541.5021459886162,0.09707237999844802,0.5743278478644498
94,250319_091743,1.125,0.0009229411943406352,7.577961441897878e-05,2.856073964895856,0.0019,5.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.12820574965035855,9648.096397865853,792.1729243321331,0.10941600797374106,0.5470755908979574
95,250319_091934,2.35,0.0009551600187107771,8.602539999569304e-05,2.5173156129319745,0.0023,4.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.13731301779879115,9984.900438312998,899.2786939327895,0.09643819752652352,0.6290257381372546
96,250319_092108,4.5,0.0009551600187107771,8.866692930308709e-05,2.3294556012179584,0.0023,3.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.13731301779879115,9984.900438312998,926.892294400296,0.08924129268712193,0.6290257381372546
97,250319_092214,6.95,0.0009551600187107771,8.948238482140668e-05,2.239683981438138,0.0023,3.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.13731301779879115,9984.900438312998,935.4167740715494,0.08580214776777716,0.6290257381372546
98,250319_092301,1.675,0.0009551600187107771,8.637237795258677e-05,2.4371630100209334,0.0023,4.0,33gly_0tx,0.645,0.1107237646182359,0.58,0.1007342103920776,0.0661471,0.07,0.13731301779879115,9984.900438312998,902.905877112577,0.09336755651826435,0.6290257381372546
