[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
0.7 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 25 -1.7325 3.94249 -0.0445819 0.0112207 0.0172108 0.0104226 0.168617 0.223876 0.082114 0.930306 
0.7 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 32 112.968 1.01644 2.1219 0.0559859 0.0584188 0.000555632 0.338238 0.342169 0.33426 0.213751 
0.7 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.7 34 -15.7242 2.04735 3.61825 0.202894 0.0650084 -0.0695062 0.517593 0.680956 0.268523 0.918968 
0.7 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 0 -5.27892 -0.744821 -0.115697 0.284923 0.318636 0.32279 0.776891 1.11804 -nan -nan 
0.75 1 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 7 137.802 -0.352629 -1.45288 0.056305 0.0560061 0.00227764 0.335129 0.341872 0.328247 0.279496 
0.75 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 41 -0.0439988 -1.72294 -0.903549 0.000363897 0.00519838 0.00127095 0.0745807 0.104997 0.0100135 0.995442 
0.75 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 48 -0.0266755 -1.1525 0.0193735 0.00100537 0.00100537 0.00100537 0.0448413 0.0634152 0 1 
0.75 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 52 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 55 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 70 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 71 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 72 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 73 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 74 -14.5744 1.63093 3.89326 0.135315 0.0469748 -0.0471756 0.426954 0.55816 0.230299 0.91091 
0.75 75 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 76 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 77 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 78 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 79 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 80 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 81 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 82 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 83 -0.26359 0.472885 0.0276979 0.0246403 0.00427111 -0.0092538 0.170034 0.237556 0.0372812 0.987609 
0.75 84 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 85 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 86 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 87 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 88 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 89 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 90 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.75 91 113.135 0.743435 2.2278 0.0563099 0.0590515 0.000210248 0.339649 0.343708 0.335541 0.216698 
0.75 92 -1.76436 3.96641 0.257269 0.0111721 0.0138263 0.00814953 0.158109 0.203745 0.0921121 0.89197 
0.75 93 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 0 134.402 -0.153971 -1.51169 0.0190152 0.0554942 -0.0128229 0.272964 0.345111 0.172967 0.865336 
0.8 1 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 24 -0.0262188 -1.56909 -0.449474 0.000337979 0.00102056 0.00050863 0.0368583 0.0508289 0.0115539 0.973822 
0.8 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 32 -0.308118 -0.954854 -0.341209 0.0177262 0.0156689 0.0162226 0.182743 0.256721 0.0297438 0.993265 
0.8 33 -2.80173 -0.743643 0.212674 0.0136475 -0.000485024 -0.00138067 0.114728 0.166019 -nan -nan 
0.8 34 -0.0083924 -1.73828 -1.85547 -0 -0 -0 -0 0 -0 -nan 
0.8 35 -0.0178871 -1.77734 -1.75754 -0 0.000381394 -0 0.0195293 0.0276186 0 1 
0.8 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 39 -0.0549927 -0.130686 -2.23325 0.00268119 0.000336756 0.000672964 0.0549358 0.075639 0.0177379 0.972114 
0.8 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 41 -0.0171069 -0.195302 -0.136719 0.00038147 7.70372e-34 9.23522e-34 0.0195312 0.0276214 0 1 
0.8 42 -0.135185 0.186071 -0.112653 0.0193465 0.000552429 -0.00238032 0.141064 0.198208 0.0226116 0.993472 
0.8 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 51 113.108 0.464367 2.30209 0.0564306 0.0593106 0.000133146 0.340208 0.344432 0.33593 0.220816 
0.8 52 -14.0351 1.15216 4.10829 0.102927 0.0361786 -0.0308742 0.372968 0.479619 0.21949 0.889141 
0.8 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 55 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 62 -1.77929 3.9618 0.56276 0.01194 0.0123111 0.00749715 0.155728 0.198116 0.0961887 0.874228 
0.8 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 64 -0.195214 0.502791 0.222173 0.0204704 0.00150623 -0.00436391 0.148245 0.207009 0.0331731 0.987077 
0.8 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.8 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 0 134.801 0.0182899 -1.53263 0.0471724 0.0300679 -0.0144343 0.277921 0.33286 0.209009 0.778278 
0.85 1 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 25 0.0089331 -1.69922 -1.93359 0 4.93038e-32 0 2.22045e-16 3.14018e-16 0 1 
0.85 26 0.249013 -1.80083 -1.65085 0.00116401 0.0135549 -0.00348422 0.121322 0.170103 0.0224266 0.991271 
0.85 27 -2.97354 -1.14854 -0.131662 0.0130242 0.00387201 0.00283743 0.129986 0.166328 0.0782779 0.882334 
0.85 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 30 -0.411962 -0.000287565 -0.0754461 0.0314051 0.00144837 0.00419127 0.181255 0.252905 0.0417854 0.986256 
0.85 31 -0.0173338 -1.77734 -0.976637 4.93038e-32 0.000381464 -1.04164e-32 0.0195311 0.0276212 0 1 
0.85 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 51 112.946 0.180327 2.34284 0.0567239 0.0589507 -0.000626118 0.34011 0.343845 0.336333 0.207887 
0.85 52 -13.7293 0.651841 4.25568 0.0791681 0.0298973 -0.0181724 0.330251 0.412663 0.218723 0.84798 
0.85 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 55 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 65 -1.76469 3.92447 0.862578 0.012246 0.00949105 0.00532718 0.147435 0.180947 0.103597 0.819887 
0.85 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 67 -0.195571 0.535353 0.430842 0.0106318 0.00147168 -0.0027025 0.110016 0.150796 0.0383093 0.967192 
0.85 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.85 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 1 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 5 133.689 0.196826 -1.53491 0.0479561 0.0156287 -0.00919363 0.25216 0.317452 0.162462 0.859122 
0.9 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 26 0.00860417 -1.77734 -2.01172 0 0 0 0 0 0 -nan 
0.9 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 28 -3.0027 -1.45197 -0.627134 0.010097 0.00443633 0.00285519 0.120554 0.150246 0.0805773 0.844026 
0.9 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 31 -0.5886 -0.233985 -0.167653 0.0225131 0.00561623 0.0103626 0.167718 0.234242 0.0372713 0.98726 
0.9 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 36 0.00883105 -1.69922 -2.20703 0 0 0 0 0 0 -nan 
0.9 37 0.00848555 -1.73828 -2.12891 0 0 0 0 0 0 -nan 
0.9 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 52 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 55 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 58 113.122 -0.103048 2.35034 0.0567153 0.0596693 -0.000603472 0.341152 0.345797 0.336442 0.231026 
0.9 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 60 -13.5968 0.135832 4.33294 0.0647078 0.0272902 -0.00762224 0.303312 0.363871 0.227144 0.78123 
0.9 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 70 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 71 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 72 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 73 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 74 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 75 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 76 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 77 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 78 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 79 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 80 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 81 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 82 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 83 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 84 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 85 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 86 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 87 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 88 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 89 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 90 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 91 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 92 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 93 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 94 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 95 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 96 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
