-41.6875 113.985
-42.389 115

-34.5 103.713
-34.8589 104.219

-36.2969 106.256
-37.3906 107.812

-34.858 104.219
-36.127 106.016

-36.2969 106.263
-36.1231 106.016

-39.8906 111.394
-39.8995 111.406

-38.0938 108.817
-38.6483 109.609

-39.8906 111.394
-38.6471 109.609

-39.8994 111.406
-41.1463 113.203

-41.6875 113.989
-41.1445 113.203

-38.0938 108.82
-37.3888 107.812

2.11133 57.3892
2.00716 57.5

2.33594 57.1507
2.21838 57.2754

2.11133 57.3893
2.21849 57.2754

3.00977 56.4393
2.85552 56.6016

3.23438 56.2035
3.06903 56.377

3.00977 56.4395
3.06924 56.377

2.56055 56.9129
2.43018 57.0508

2.78516 56.6758
2.64256 56.8262

2.56055 56.9131
2.64271 56.8262

2.33594 57.1509
2.43031 57.0508

2.78516 56.6759
2.85568 56.6016

3.9082 55.5002
3.71314 55.7031

4.13281 55.2671
3.92903 55.4785

3.9082 55.5005
3.92932 55.4785

4.58203 54.8027
4.58013 54.8047

5.03125 54.3414
5.01748 54.3555

4.80664 54.5717
4.79847 54.5801

4.58203 54.803
4.79871 54.5801

4.80664 54.5719
5.01769 54.3555

4.35742 55.0347
4.14553 55.2539

4.58036 54.8047
4.36264 55.0293

4.35742 55.035
4.36297 55.0293

4.13281 55.2674
4.14584 55.2539

3.45898 55.9684
3.28314 56.1523

3.68359 55.7339
3.49784 55.9277

3.45898 55.9687
3.4981 55.9277

3.23438 56.2038
3.28338 56.1523

3.68359 55.7342
3.71341 55.7031

5.48047 53.8827
5.45735 53.9062

5.92969 53.4268
5.89982 53.457

5.70508 53.6544
5.67825 53.6816

5.48047 53.883
5.67847 53.6816

5.70508 53.6547
5.90003 53.457

6.37891 52.9737
6.34494 53.0078

6.82812 52.5233
6.79287 52.5586

6.60352 52.7481
6.56851 52.7832

6.37891 52.9739
6.56873 52.7832

6.60352 52.7484
6.793 52.5586

6.1543 53.1999
6.12205 53.2324

5.92969 53.4271
6.12226 53.2324

6.1543 53.2001
6.34515 53.0078

7.27734 52.0757
7.24348 52.1094

7.72656 51.6308
7.69688 51.6602

7.50195 51.8529
7.46983 51.8848

7.27734 52.0759
7.47002 51.8848

7.50195 51.8531
7.69708 51.6602

8.17578 51.1887
8.15312 51.2109

8.625 50.7493
8.61229 50.7617

8.40039 50.9686
8.38234 50.9863

8.17578 51.1889
8.38255 50.9863

8.40039 50.9689
8.6125 50.7617

7.95117 51.4094
7.92465 51.4355

7.72656 51.631
7.92485 51.4355

7.95117 51.4096
8.15334 51.2109

7.05273 52.2992
7.01783 52.334

6.82812 52.5235
7.01803 52.334

7.05273 52.2993
7.24367 52.1094

5.25586 54.1117
5.23709 54.1309

5.03125 54.3416
5.23731 54.1309

5.25586 54.1119
5.45756 53.9062

16.9355 43.0712
16.8745 43.125

17.1602 42.8739
17.13 42.9004

16.9355 43.0715
17.1303 42.9004

17.6094 42.4807
17.3864 42.6758

17.1602 42.8742
17.3848 42.6773

17.3848 42.6777
17.3869 42.6758

18.957 41.3091
18.9351 41.3281

18.957 41.3094
19.1816 41.1153

19.4062 40.9214
19.1952 41.1035

19.1816 41.1157
19.1957 41.1035

18.0586 42.0889
17.9006 42.2266

18.5078 41.6984
18.4169 41.7773

18.2832 41.8935
18.1585 42.002

18.0586 42.0891
18.1587 42.002

18.2832 41.8936
18.4171 41.7773

17.834 42.2846
17.6432 42.4512

17.6094 42.4811
17.6436 42.4512

17.834 42.2849
17.9009 42.2266

18.7324 41.5036
18.6758 41.5527

18.5078 41.6986
18.676 41.5527

18.7324 41.5038
18.9355 41.3281

21.2031 39.378
21.0242 39.5312

22.1016 38.6088
22.0735 38.6328

21.6523 38.9933
21.5487 39.082

21.4277 39.1857
21.2865 39.3066

21.2031 39.3782
21.2867 39.3066

21.4277 39.1858
21.549 39.082

21.877 38.8011
21.8111 38.8574

21.6523 38.9935
21.8114 38.8574

21.877 38.8013
22.0738 38.6328

22.1016 38.6091
22.3262 38.4168

22.5508 38.2245
22.3362 38.4082

22.3262 38.4172
22.3367 38.4082

22.7754 38.0322
22.5986 38.1836

23 37.8398
22.8609 37.959

22.7754 38.0325
22.8612 37.959

22.5508 38.2249
22.599 38.1836

20.0801 40.3412
19.9772 40.4297

20.3047 40.1482
20.2385 40.2051

20.0801 40.3414
20.2388 40.2051

19.6309 40.7278
19.4555 40.8789

19.8555 40.5344
19.7162 40.6543

19.6309 40.7281
19.7165 40.6543

19.4062 40.9217
19.4559 40.8789

19.8555 40.5346
19.9774 40.4297

20.5293 39.9554
20.5 39.9805

20.5293 39.9556
20.7539 39.763

20.3047 40.1484
20.5004 39.9805

20.9785 39.5704
20.7622 39.7559

20.7539 39.7634
20.7627 39.7559

20.9785 39.5707
21.0246 39.5312

9.29883 50.0955
9.07457 50.3125

9.52344 49.8789
9.30672 50.0879

9.29883 50.0959
9.30714 50.0879

10.1973 49.2329
10.0077 49.4141

10.4219 49.0189
10.2428 49.1895

10.1973 49.2332
10.2432 49.1895

9.74805 49.6629
9.53964 49.8633

9.97266 49.4475
9.77328 49.6387

9.74805 49.6632
9.77368 49.6387

9.52344 49.8792
9.54004 49.8633

9.97266 49.4479
10.0081 49.4141

11.0957 48.3807
10.9528 48.5156

11.3203 48.1693
11.191 48.291

11.0957 48.3809
11.1912 48.291

11.9941 47.5387
11.91 47.6172

12.2188 47.3297
12.1512 47.3926

11.9941 47.5389
12.1514 47.3926

11.5449 47.9585
11.4299 48.0664

11.7695 47.7483
11.6696 47.8418

11.5449 47.9586
11.6697 47.8418

11.3203 48.1695
11.4301 48.0664

11.7695 47.7484
11.9102 47.6172

10.6465 48.8055
10.4787 48.9648

10.8711 48.5928
10.7154 48.7402

10.6465 48.8058
10.7157 48.7402

10.4219 49.0192
10.4791 48.9648

10.8711 48.593
10.9531 48.5156

12.8926 46.7064
12.8792 46.7188

12.8926 46.7066
13.1172 46.5

14.0156 45.6795
13.8608 45.8203

13.5664 46.0886
13.3686 46.2695

13.3418 46.294
13.1236 46.4941

13.1172 46.5004
13.1241 46.4941

13.3418 46.2944
13.369 46.2695

13.791 45.8837
13.6143 46.0449

13.5664 46.0889
13.6146 46.0449

13.791 45.884
13.861 45.8203

14.9141 44.8677
14.8539 44.9219

15.3633 44.465
15.3547 44.4727

15.1387 44.6661
15.104 44.6973

14.9141 44.8679
15.1043 44.6973

15.1387 44.6664
15.355 44.4727

15.3633 44.4652
15.5879 44.2647

15.8125 44.0646
15.6065 44.248

15.5879 44.2651
15.607 44.248

14.4648 45.2725
14.3559 45.3711

14.2402 45.4757
14.108 45.5957

14.0156 45.6797
14.1082 45.5957

14.2402 45.4759
14.3561 45.3711

14.6895 45.0699
14.6045 45.1465

14.4648 45.2727
14.6047 45.1465

14.6895 45.07
14.8541 44.9219

12.4434 47.1213
12.3931 47.168

12.668 46.9136
12.6358 46.9434

12.4434 47.1216
12.636 46.9434

12.2188 47.3299
12.3933 47.168

12.668 46.9138
12.8795 46.7188

8.84961 50.5306
8.84296 50.5371

8.625 50.7495
8.84317 50.5371

8.84961 50.5308
9.07422 50.3128

9.07422 50.3133
9.075 50.3125

16.0371 43.865
15.8588 44.0234

16.2617 43.6659
16.1117 43.7988

16.0371 43.8652
16.112 43.7988

16.4863 43.4673
16.3654 43.5742

16.7109 43.269
16.6196 43.3496

16.4863 43.4674
16.6198 43.3496

16.2617 43.6661
16.3656 43.5742

15.8125 44.0649
15.8592 44.0234

16.7109 43.2692
16.8748 43.125

-20.125 84.0853
-20.4058 84.4531

-20.4047 84.4531
-21.7649 86.25

-9.34375 70.4303
-10.5228 71.875

-7.54688 68.2547
-7.56934 68.2812

-5.75 66.1327
-6.0529 66.4844

-7.54688 68.2551
