0 0.000000 0.000000
1.20136 9.781272 9.781274
4.46541 1.605085 1.605085
8.63082 0.933762 0.933762
12.904 0.335645 0.335645
17.4319 0.722951 0.722951
22.2017 0.606944 0.606944
27.216 0.490963 0.490963
32.4461 0.498009 0.498009
37.9749 0.366977 0.366979
43.7703 0.410002 0.410002
49.8223 0.416587 0.416587
56.1149 0.410800 0.410800
62.6697 0.377442 0.377442
69.4619 0.337700 0.337700
76.5115 0.270276 0.270276
83.8407 0.311760 0.311760
91.4123 0.304239 0.304239
99.2449 0.285315 0.285315
107.287 0.261541 0.261541
115.631 0.230175 0.230175
124.217 0.217672 0.217672
133.063 0.234952 0.234952
142.094 0.215442 0.215442
151.419 0.200743 0.200743
160.953 0.181865 0.181865
170.824 0.177836 0.177836
180.936 0.172686 0.172686
191.304 0.170864 0.170864
201.807 0.158422 0.158422
212.593 0.146867 0.146867
223.683 0.145536 0.145536
234.934 0.141492 0.141492
246.526 0.135498 0.135498
258.299 0.130630 0.130630
270.262 0.123615 0.123615
282.424 0.121345 0.121345
295.013 0.120495 0.120495
307.831 0.115372 0.115372
320.891 0.110973 0.110973
333.951 0.106180 0.106180
347.272 0.105179 0.105179
360.87 0.104304 0.104304
374.765 0.100617 0.100617
388.974 0.097217 0.097217
403.184 0.093064 0.093064
417.741 0.092944 0.092944
432.671 0.091190 0.091190
447.6 0.089061 0.089061
462.945 0.086209 0.086209
478.289 0.084540 0.084540
494.099 0.083416 0.083416
509.908 0.081505 0.081505
526.244 0.080403 0.080403
542.581 0.077808 0.077808
559.522 0.077345 0.077345
576.464 0.075839 0.075839
593.405 0.074056 0.074056
611.083 0.072748 0.072748
628.761 0.071640 0.071640
646.439 0.070734 0.070734
664.117 0.069750 0.069750
682.777 0.068594 0.068594
701.438 0.066800 0.066800
720.098 0.066474 0.066474
738.758 0.065307 0.065307
757.418 0.064376 0.064376
776.078 0.063403 0.063403
794.738 0.062779 0.062779
813.399 0.062024 0.062024
832.059 0.061138 0.061138
850.719 0.060516 0.060516
869.379 0.059739 0.059739
888.039 0.059195 0.059195
906.699 0.058499 0.058499
925.359 0.057872 0.057872
944.02 0.057077 0.057077
962.68 0.056688 0.056688
981.34 0.056238 0.056238
1000 0.055638 0.055638
1029.27 0.075582 0.075582
1054.18 0.055827 0.055827
1079.09 0.057894 0.057894
1104 0.059014 0.059014
1128.35 0.059273 0.059273
1152.71 0.060511 0.060511
1177.06 0.061575 0.061575
1200.85 0.062316 0.062316
1224.64 0.063011 0.063011
1248.43 0.064312 0.064312
1271.64 0.065561 0.065561
1294.28 0.066314 0.066314
1316.93 0.067938 0.067938
1339.57 0.069064 0.069064
1361.63 0.070300 0.070300
1383.69 0.071691 0.071691
1405.76 0.073718 0.073718
1427.22 0.074711 0.074711
1448.11 0.076462 0.076462
1468.99 0.078056 0.078056
1489.88 0.080849 0.080849
1509.6 0.082573 0.082573
1529.33 0.083786 0.083786
1549.06 0.086277 0.086277
1568.78 0.089334 0.089334
1587.35 0.091821 0.091821
1605.91 0.094451 0.094451
1624.48 0.098334 0.098334
1643.04 0.100540 0.100540
1660.45 0.103174 0.103174
1677.85 0.108912 0.108912
1695.26 0.113658 0.113658
1711.54 0.115304 0.115304
1726.8 0.117807 0.117807
1742.07 0.125465 0.125465
1757.33 0.133060 0.133060
1772.6 0.136677 0.136677
1787.33 0.140395 0.140395
1800.23 0.145438 0.145438
1813.13 0.156531 0.156531
1826.47 0.163912 0.163912
1839.35 0.168712 0.168712
1852.23 0.180237 0.180237
1863.1 0.186123 0.186123
1874.33 0.200662 0.200662
1885.56 0.208363 0.208363
1896.79 0.227701 0.227701
1908.02 0.247277 0.247277
1917.44 0.245590 0.245590
1926.85 0.256093 0.256093
1936.27 0.279786 0.279786
1945.69 0.307209 0.307209
1953.4 0.297305 0.297305
1961.35 0.310341 0.310341
1969.31 0.332095 0.332095
1977.26 0.366894 0.366894
1985.51 0.383945 0.383945
1992.43 0.368299 0.368299
1999.59 0.365760 0.365760
2006.75 0.345153 0.345153
2013.9 0.247937 0.247937
2021.66 0.246824 0.246824
2029.41 0.555613 0.555613
2036.24 0.441258 0.441258
2043.06 0.399687 0.399687
2050.19 0.416993 0.416993
2057.33 0.443760 0.443760
2064.46 0.452142 0.452142
2071.59 0.439772 0.439772
2078.73 0.430994 0.430994
2085.86 0.442515 0.442515
2092.99 0.440791 0.440791
2099.68 0.420997 0.420997
2106.37 0.416731 0.416731
2113.57 0.432773 0.432773
2120.77 0.445655 0.445655
2127.98 0.441707 0.441707
2134.52 0.410758 0.410758
2141.07 0.394503 0.394503
2147.62 0.405871 0.405871
2154.17 0.416765 0.416765
2160.71 0.424457 0.424457
2167.26 0.408445 0.408445
2173.81 0.380326 0.380326
2180.36 0.376400 0.376400
2186.9 0.380485 0.380485
2193.45 0.388191 0.388191
2200 0.394006 0.394006
