[1]t	 [2]tag	 [3]Atot	 [4]Gamma	 [5]mu_x	 [6]mu_y	 [7]mu_z	 [8]M20	 [9]M02	 [10]M11	 [11]a	 [12]b	 [13]c	 [14]e	 [15]maxvor 
14.9 0 0.7869873046875 1.00058438876706 -0.104934380926634 -0.492465377509123 5.59971723025454e-07 0.00582604569492097 0.00633090473423769 9.31896025936981e-05 0.110258561704562 0.112672595784739 0.107790477396875 0.291174797393899 18.022021567304 
14.9 1 0.785888671875 1.00023916479189 0.0895477435750405 0.48837652430809 -3.63416434363536e-07 0.00555482215387857 0.00583560340855375 2.42982528899401e-05 0.106725936690349 0.108052678039603 0.105382493296252 0.220936827447271 17.928168149776 
14.9 2 62.4271240234375 0.000313018603521842 76.8002470568838 -78.1890286540813 -0.0712599575618567 -5893.97412664168 -6110.28100659504 6000.66809849314 -nan -nan -nan -nan 1e+30 
14.95 0 0.78662109375 1.00058365805711 -0.0975542694309515 -0.493902094406965 5.08052021089706e-07 0.00582503307056151 0.00633962507982745 8.66274661915757e-05 0.110293509103614 0.112728139695047 0.10780390912055 0.292329542035138 17.9795048453006 
14.95 1 0.78466796875 1.00022606210383 0.0821155389914541 0.489783621902997 -4.56344818509378e-07 0.0055544398386472 0.00582807017055891 1.67142504277534e-05 0.106688846695454 0.1079730276627 0.105389018952461 0.217465461747649 17.914179431507 
14.95 2 62.4287109375 0.000346368526467743 69.7913814695797 -70.9292248747802 -0.0347912425407758 -4867.02119161899 -5027.82869532061 4945.93027447516 -nan -nan -nan -nan 1e+30 
15 0 0.7861328125 1.00059671686646 -0.0901488959287751 -0.495224934979392 6.03508486780722e-07 0.00582486836129818 0.00634969406136421 7.65818018299814e-05 0.110338399583565 0.11278865594772 0.107832480889719 0.293178053135219 17.9676868235382 
15 1 0.782470703125 1.00021707319757 0.0746652888882782 0.491084954412416 -4.96540418319806e-07 0.00555536968555371 0.00582071510803111 9.90808853944549e-06 0.106658730508031 0.107898883822004 0.105403986912903 0.213799999881598 17.9084695748668 
15 2 62.431396484375 0.00035251152292988 68.850890973298 -70.3261635247501 -0.000406370811999395 -4737.25833333965 -4942.59503717823 4838.08676349681 -nan -nan -nan -nan 1e+30 
15.05 0 0.7862548828125 1.00060869492743 -0.0827300725744787 -0.49644503231228 6.6246119110792e-07 0.00582511928920903 0.006359137606808 6.75253041840606e-05 0.110382321483184 0.112849844428356 0.107858362700952 0.294118958574602 17.954641339077 
