[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e	 [13]maxvor 
5.1 0 0.956406 -0.012894 -0.500563 0.00522713 0.00581983 2.15942e-05 0.105105 0.107895 0.102238 0.319526 24.1063
5.1 1 0.955913 0.0120098 0.499463 0.00521595 0.00581849 1.82585e-05 0.105045 0.10788 0.102131 0.32208 24.1165
5.15 0 0.956273 -0.00530895 -0.500691 0.00523426 0.00583174 1.22503e-05 0.105195 0.108 0.102313 0.320212 24.0522
5.15 1 0.95596 0.00444079 0.499601 0.00522855 0.00583019 1.34259e-05 0.105161 0.107986 0.102257 0.321391 24.0611
5.2 0 0.956263 0.00224182 -0.500732 0.00524494 0.00584363 4.54091e-06 0.105302 0.108108 0.10242 0.320097 23.9985
5.2 1 0.955946 -0.00312078 0.499593 0.00524158 0.00583929 4.76914e-06 0.105266 0.108068 0.102387 0.319957 24.0069
5.25 0 0.956439 0.00979263 -0.500619 0.00525739 0.00585959 -5.78045e-06 0.105437 0.108256 0.102541 0.320607 23.9445
5.25 1 0.956181 -0.0106517 0.499443 0.00525724 0.00585353 -8.7723e-06 0.105408 0.1082 0.102539 0.319234 23.9522
5.3 0 0.956433 0.017358 -0.5004 0.00526937 0.00587016 -1.62111e-05 0.105544 0.108357 0.102654 0.320137 23.8913
5.3 1 0.956176 -0.0182227 0.499218 0.00526761 0.0058659 -1.84261e-05 0.105515 0.108319 0.102636 0.319653 23.8997
5.35 0 0.956186 0.0249518 -0.5001 0.00527746 0.00587721 -2.4192e-05 0.105616 0.108427 0.102728 0.319938 23.8386
5.35 1 0.955989 -0.0258175 0.498913 0.00527472 0.00587601 -2.57608e-05 0.105597 0.108417 0.1027 0.320445 23.8477
5.4 0 0.956182 0.0325322 -0.499635 0.00528687 0.00589084 -3.39612e-05 0.105725 0.108561 0.10281 0.321153 23.7868
5.4 1 0.956105 -0.0333696 0.498478 0.00528726 0.00588997 -3.47977e-05 0.105722 0.108554 0.102813 0.320893 23.7974
5.45 0 0.956119 0.0400692 -0.499084 0.00530267 0.00589527 -4.50077e-05 0.10582 0.108616 0.102949 0.318772 23.7361
5.45 1 0.955915 -0.0409448 0.497923 0.00529638 0.0058977 -4.47039e-05 0.105802 0.108637 0.102889 0.32097 23.7486
5.5 0 0.955932 0.0476355 -0.498459 0.00530833 0.00590703 -4.91412e-05 0.105903 0.108729 0.102998 0.320377 23.6879
5.5 1 0.955786 -0.048482 0.497251 0.00530833 0.00590438 -5.432e-05 0.10589 0.108713 0.10299 0.320199 23.703
5.55 0 0.955987 0.0551583 -0.497696 0.00532059 0.00591953 -6.29762e-05 0.106019 0.108868 0.103093 0.321369 23.6421
5.55 1 0.955779 -0.0560344 0.496453 0.00531939 0.00591602 -6.44876e-05 0.105997 0.108839 0.103078 0.321028 23.6602
5.6 0 0.955674 0.062689 -0.496833 0.00533024 0.00592273 -7.09773e-05 0.10608 0.108914 0.103168 0.320503 23.6008
5.6 1 0.955769 -0.0635437 0.495575 0.00533032 0.00592795 -7.85913e-05 0.106105 0.108978 0.103152 0.322592 23.6084
5.65 0 0.955787 0.0702074 -0.495821 0.0053433 0.00593656 -8.8741e-05 0.106207 0.109083 0.10325 0.322619 23.5565
5.65 1 0.955758 -0.071054 0.494569 0.00534156 0.00593927 -8.43805e-05 0.106211 0.109096 0.103246 0.323059 23.5483
5.7 0 0.955773 0.0777118 -0.494702 0.00535388 0.00594882 -9.59749e-05 0.106314 0.109215 0.103332 0.323761 23.4966
5.7 1 0.95593 -0.0785657 0.493404 0.00535614 0.00595306 -9.22971e-05 0.106345 0.109243 0.103365 0.323592 23.4934
5.75 0 0.955757 0.085176 -0.493489 0.00536398 0.00596152 -0.000100657 0.106421 0.109344 0.103416 0.324772 23.4422
5.75 1 0.955857 -0.0860075 0.492135 0.00536489 0.00596526 -9.77393e-05 0.106443 0.109369 0.103435 0.324915 23.4435
5.8 0 0.955626 0.092625 -0.492092 0.00537576 0.00596849 -0.000109129 0.106509 0.109434 0.103502 0.324783 23.3924
5.8 1 0.955244 -0.0934369 0.49069 0.00537493 0.00595813 -0.000110044 0.106457 0.109345 0.103488 0.322908 23.3995
5.85 0 0.955314 0.100083 -0.490595 0.00538891 0.00596784 -0.00011506 0.106568 0.109452 0.103604 0.322501 23.3499
5.85 1 0.955366 -0.100922 0.489299 0.0053895 0.00597008 -0.000117456 0.106581 0.10948 0.103601 0.323275 23.3638
5.9 0 0.955123 0.10753 -0.489106 0.00539927 0.00597445 -0.000122932 0.106648 0.109541 0.103673 0.322896 23.316
5.9 1 0.954862 -0.10837 0.487737 0.00539654 0.00597 -0.000126911 0.106614 0.109516 0.103631 0.323382 23.3202
5.95 0 0.955467 0.114876 -0.487374 0.00541588 0.00599257 -0.000141947 0.10681 0.109778 0.103758 0.326611 23.2702
5.95 1 0.95522 -0.115727 0.486026 0.00540974 0.00599216 -0.000143742 0.10678 0.109779 0.103694 0.328313 23.2604
6 0 0.955338 0.122259 -0.485575 0.00542806 0.00599913 -0.000149094 0.106898 0.10987 0.103841 0.326706 23.2137
6 1 0.954961 -0.123086 0.48421 0.00542071 0.00599571 -0.000147621 0.106848 0.109831 0.103779 0.327365 23.2129
6.05 0 0.955146 0.12954 -0.48366 0.00544433 0.00599921 -0.000157974 0.106975 0.109918 0.103947 0.325111 23.1709
6.05 1 0.954951 -0.130372 0.482218 0.00544624 0.00599106 -0.000154152 0.106945 0.109833 0.103977 0.322158 23.1777
6.1 0 0.954957 0.136867 -0.48166 0.00546114 0.00599893 -0.000167979 0.107052 0.109973 0.104048 0.323821 23.1414
6.1 1 0.955132 -0.137664 0.480271 0.00546326 0.00600239 -0.000160931 0.107078 0.109971 0.104105 0.322242 23.1509
6.15 0 0.955255 0.144159 -0.479549 0.00547691 0.00601546 -0.000172062 0.107202 0.110143 0.104179 0.324598 23.0928
6.15 1 0.9553 -0.144978 0.478088 0.00547427 0.0060206 -0.000173769 0.107214 0.110192 0.104151 0.326576 23.0881
6.2 0 0.955303 0.151362 -0.477246 0.00548982 0.00602757 -0.000182431 0.107319 0.110305 0.104248 0.326831 23.022
6.2 1 0.955054 -0.15217 0.475808 0.00548834 0.0060209 -0.000178324 0.107281 0.110228 0.104251 0.324815 23.0421
6.25 0 0.954996 0.158589 -0.474943 0.00550336 0.0060269 -0.00019174 0.107379 0.11036 0.104313 0.326448 22.9744
6.25 1 0.954502 -0.15937 0.473483 0.00550079 0.00601357 -0.000192209 0.107305 0.110251 0.104276 0.324729 23.0041
6.3 0 0.954494 0.165755 -0.472515 0.00551633 0.00602049 -0.000200181 0.10741 0.110366 0.10437 0.325126 22.9436
6.3 1 0.954973 -0.166579 0.470981 0.00551742 0.00603561 -0.000201757 0.107485 0.110498 0.104385 0.327993 22.9432
6.35 0 0.955091 0.172877 -0.469916 0.00553449 0.00604488 -0.000206061 0.107608 0.110614 0.104515 0.327462 22.8715
6.35 1 0.954663 -0.173684 0.46835 0.00552743 0.0060382 -0.000205066 0.107544 0.110547 0.104454 0.32742 22.8825
6.4 0 0.954772 0.180026 -0.467204 0.00554736 0.00604481 -0.00021384 0.107667 0.110672 0.104576 0.327295 22.826
6.4 1 0.954288 -0.180817 0.465719 0.00554633 0.0060298 -0.000217931 0.107592 0.110576 0.104524 0.326304 22.8492
6.45 0 0.954096 0.187061 -0.464457 0.0055598 0.00603364 -0.00022799 0.107673 0.110684 0.104575 0.327649 22.7979
6.45 1 0.954394 -0.187846 0.462952 0.00555759 0.00604558 -0.00022514 0.107718 0.110757 0.104591 0.329023 22.793
6.5 0 0.954574 0.193978 -0.461523 0.00557823 0.00605413 -0.000236109 0.107853 0.110918 0.104699 0.330132 22.7321
6.5 1 0.954867 -0.194804 0.460012 0.00558968 0.0060504 -0.000230804 0.107889 0.11087 0.104823 0.32575 22.7423
6.55 0 0.95407 -0.201758 0.456987 0.00559767 0.00603943 -0.000238834 0.107875 0.11085 0.104816 0.32542 22.7238
6.55 1 0.954203 0.200916 -0.458503 0.00559491 0.00604753 -0.00023953 0.1079 0.110912 0.104802 0.327339 22.7001
6.6 0 0.954372 -0.20861 0.45386 0.00560936 0.00606129 -0.00024722 0.108031 0.111088 0.104885 0.32949 22.6584
6.6 1 0.954012 0.207853 -0.455427 0.00560565 0.00605372 -0.000244588 0.107979 0.111008 0.104862 0.328125 22.66
6.65 0 0.953694 -0.215518 0.450645 0.00562421 0.00604711 -0.000256491 0.108034 0.111068 0.104912 0.328307 22.6293
6.65 1 0.954322 0.214767 -0.452279 0.00562569 0.00606709 -0.000257592 0.108133 0.111226 0.104949 0.331175 22.6117
6.7 0 0.954177 -0.22231 0.447325 0.00564214 0.00606797 -0.000262196 0.108213 0.111291 0.105046 0.330273 22.5813
6.7 1 0.954006 0.221566 -0.448982 0.00564644 0.0060582 -0.000261537 0.108188 0.111222 0.105066 0.328066 22.5777
6.75 0 0.954165 -0.229111 0.443896 0.00566362 0.00606923 -0.00027414 0.108318 0.111422 0.105123 0.331465 22.5229
6.75 1 0.954234 0.228397 -0.445518 0.005659 0.0060773 -0.000273131 0.108334 0.111464 0.105111 0.332797 22.5012
6.8 0 0.953724 -0.235787 0.440419 0.00568197 0.00605859 -0.000276673 0.108354 0.1114 0.10522 0.328442 22.4845
6.8 1 0.953867 0.235094 -0.441958 0.00568624 0.00605971 -0.000279553 0.108379 0.111438 0.105231 0.329069 22.4711
6.85 0 0.9542 -0.242446 0.43672 0.00570725 0.00607135 -0.000281983 0.108529 0.111579 0.105391 0.328387 22.423
6.85 1 0.954403 0.241727 -0.438402 0.00570788 0.00607947 -0.00029292 0.10857 0.111719 0.105326 0.333419 22.4082
6.9 0 0.953712 -0.249075 0.432998 0.00572274 0.00606313 -0.000292649 0.108563 0.111638 0.105398 0.329629 22.3984
6.9 1 0.953973 0.248371 -0.434672 0.00572608 0.00606855 -0.000288081 0.108603 0.111646 0.105472 0.327939 22.3791
6.95 0 0.953452 -0.255623 0.42917 0.00573039 0.00607017 -0.000295751 0.10863 0.111726 0.105444 0.330597 22.3395
6.95 1 0.953903 0.254937 -0.43087 0.00573387 0.00608221 -0.000295902 0.108702 0.111816 0.105496 0.331435 22.3308
7 0 0.953506 -0.262157 0.425262 0.00575524 0.00606924 -0.000299285 0.10874 0.111805 0.105587 0.328855 22.3226
7 1 0.95304 0.261391 -0.426944 0.00574245 0.00606912 -0.000306392 0.108681 0.11183 0.105438 0.333247 22.2971
7.05 0 0.953434 -0.26851 0.421217 0.00576488 0.00608151 -0.000312922 0.108841 0.112017 0.10557 0.334355 22.2546
7.05 1 0.953578 0.267801 -0.422883 0.00576614 0.00608492 -0.000305082 0.108863 0.11198 0.105653 0.331362 22.2343
7.1 0 0.953127 -0.274864 0.417158 0.00579159 0.00606654 -0.000316272 0.108895 0.112017 0.105681 0.331563 22.219
7.1 1 0.953282 0.274195 -0.418789 0.00579603 0.00606792 -0.000317444 0.108922 0.112047 0.105704 0.331699 22.1975
7.15 0 0.95355 -0.281216 0.412906 0.00581131 0.00608315 -0.00031897 0.109062 0.112196 0.105835 0.331928 22.1577
7.15 1 0.953702 0.28055 -0.414641 0.00581236 0.00608789 -0.000317143 0.109088 0.112213 0.105871 0.331422 22.14
7.2 0 0.953125 -0.287511 0.408603 0.00582858 0.0060748 -0.000325786 0.109103 0.112249 0.105862 0.33251 22.1247
7.2 1 0.953272 0.286815 -0.410274 0.00583413 0.00607475 -0.000323209 0.109128 0.112244 0.10592 0.330902 22.1211
7.25 0 0.953408 -0.293649 0.404112 0.00585641 0.00607836 -0.000326536 0.109246 0.112359 0.106043 0.330564 22.0849
7.25 1 0.953432 0.292915 -0.405877 0.00585233 0.00608542 -0.000331718 0.10926 0.112432 0.105993 0.333551 22.0659
7.3 0 0.953702 -0.299686 0.39965 0.0058799 0.00608757 -0.000334043 0.109396 0.112548 0.10615 0.332359 22.0383
7.3 1 0.953309 0.299042 -0.401434 0.00587964 0.00607624 -0.000334743 0.109343 0.112488 0.106104 0.332092 22.0265
7.35 0 0.952677 -0.305687 0.395032 0.00588385 0.00607311 -0.000340323 0.109348 0.112532 0.106068 0.334031 22
7.35 1 0.95355 0.305077 -0.396821 0.00589262 0.00609416 -0.000338259 0.109484 0.112662 0.106211 0.33351 21.9649
7.4 0 0.953212 -0.311718 0.390346 0.00590603 0.00609128 -0.000343941 0.109532 0.112737 0.106231 0.334816 21.9382
7.4 1 0.952815 0.311108 -0.392188 0.00590475 0.00608112 -0.000344326 0.10948 0.11268 0.106184 0.334631 21.9245
7.45 0 0.95266 -0.317671 0.385616 0.00592877 0.00607235 -0.000343679 0.10955 0.112709 0.106296 0.332495 21.9159
7.45 1 0.953238 0.31697 -0.387402 0.00593832 0.00608291 -0.000341424 0.109641 0.11278 0.106411 0.331291 21.9017
7.5 0 0.952591 -0.323449 0.380697 0.00595317 0.00606872 -0.000351318 0.109644 0.112845 0.106348 0.334423 21.87
7.5 1 0.952977 0.322824 -0.38255 0.00595171 0.00608435 -0.000347037 0.109709 0.112884 0.10644 0.333029 21.839
7.55 0 0.952762 -0.329218 0.375761 0.00596805 0.00608105 -0.00034427 0.109768 0.112902 0.106543 0.330875 21.8135
7.55 1 0.952669 0.328606 -0.377615 0.00596925 0.00608001 -0.0003535 0.109769 0.112982 0.10646 0.334849 21.7999
7.6 0 0.952338 -0.334882 0.370721 0.00598363 0.00607571 -0.000358932 0.109815 0.113062 0.106469 0.336504 21.7856
7.6 1 0.952844 0.334217 -0.372551 0.00599709 0.00607984 -0.000351413 0.109895 0.113069 0.106627 0.332728 21.7534
7.65 0 0.952819 -0.340486 0.365579 0.00601794 0.00607876 -0.000355561 0.109985 0.113183 0.106691 0.333808 21.7384
7.65 1 0.952839 0.33987 -0.367488 0.00601706 0.00608413 -0.00036579 0.110005 0.113295 0.106614 0.338332 21.7216
7.7 0 0.952753 -0.346044 0.360463 0.00603389 0.00608364 -0.000359494 0.11008 0.113306 0.106756 0.335075 21.693
7.7 1 0.952658 0.345439 -0.362285 0.00603716 0.00607935 -0.000357107 0.110075 0.113278 0.106776 0.333934 21.6765
7.75 0 0.952318 -0.351464 0.355132 0.00605398 0.00607248 -0.000365657 0.11012 0.113393 0.106747 0.337326 21.658
7.75 1 0.952631 0.35084 -0.356919 0.00606404 0.00607511 -0.000363121 0.110178 0.113426 0.106831 0.336022 21.6233
7.8 0 0.952193 -0.356774 0.34965 0.00607382 0.00606952 -0.000356168 0.110197 0.113383 0.106916 0.3329 21.6082
7.8 1 0.952447 0.356192 -0.351643 0.0060737 0.00608248 -0.000366864 0.110255 0.113534 0.106876 0.337421 21.5872
7.85 0 0.952432 -0.362089 0.344344 0.00609746 0.00607754 -0.000365663 0.11034 0.113607 0.106974 0.336702 21.5685
7.85 1 0.952327 0.361517 -0.346203 0.0060989 0.0060754 -0.000363102 0.110337 0.113582 0.106994 0.33562 21.548
7.9 0 0.952366 -0.367312 0.33877 0.00612365 0.00607206 -0.000368804 0.110434 0.113733 0.107034 0.338121 21.527
7.9 1 0.952433 0.366726 -0.34063 0.00612862 0.00607199 -0.000364414 0.110456 0.113717 0.107096 0.336244 21.5015
7.95 0 0.951996 -0.372327 0.333119 0.00613659 0.00606921 -0.000366422 0.11048 0.113762 0.107097 0.337239 21.4909
7.95 1 0.952294 0.371827 -0.334986 0.00613898 0.00607973 -0.000363692 0.110538 0.113792 0.107186 0.335742 21.4614
8 0 0.95185 -0.377421 0.327459 0.00615245 0.00607125 -0.000366424 0.110561 0.113847 0.107174 0.337308 21.4419
8 1 0.952174 0.376868 -0.329449 0.00616449 0.00607287 -0.000362748 0.110623 0.11388 0.107266 0.335818 21.4163
8.05 0 0.952167 -0.382323 0.321713 0.00619069 0.00606629 -0.00036764 0.110711 0.114029 0.107291 0.338679 21.3963
8.05 1 0.952534 0.381847 -0.323624 0.00619532 0.00607718 -0.000365966 0.110781 0.114079 0.107383 0.337551 21.3808
8.1 0 0.951613 -0.387159 0.31581 0.00619311 0.00606742 -0.000364328 0.110727 0.114017 0.107336 0.337279 21.3792
8.1 1 0.951853 0.386675 -0.317734 0.0061959 0.00607669 -0.000365476 0.110782 0.114075 0.107387 0.337379 21.3492
8.15 0 0.951907 -0.391907 0.30985 0.00622629 0.00606611 -0.000359131 0.110871 0.114142 0.107501 0.33611 21.3203
8.15 1 0.952145 0.391398 -0.311904 0.00623381 0.00607144 -0.000363385 0.110929 0.114236 0.10752 0.337829 21.2853
8.2 0 0.9519 -0.396651 0.303912 0.00625052 0.00606517 -0.000363854 0.110976 0.114309 0.10754 0.339029 21.2752
8.2 1 0.951898 0.396119 -0.305931 0.00625256 0.00606684 -0.000358689 0.110993 0.114282 0.107603 0.336863 21.2527
8.25 0 0.951403 -0.401132 0.297975 0.00625885 0.00606243 -0.000360132 0.111001 0.114315 0.107586 0.338024 21.2427
8.25 1 0.951657 0.400688 -0.29988 0.00626994 0.0060643 -0.000359672 0.11106 0.114378 0.107639 0.338197 21.2203
8.3 0 0.951962 -0.405667 0.291791 0.00629264 0.00607008 -0.000361222 0.111188 0.114537 0.107735 0.339481 21.2002
8.3 1 0.951768 0.40525 -0.293712 0.00629282 0.00606816 -0.000360931 0.11118 0.114529 0.107726 0.339518 21.1732
8.35 0 0.951639 -0.41007 0.285554 0.00631442 0.00606057 -0.000359135 0.111243 0.114616 0.107764 0.34056 21.181
8.35 1 0.951617 0.409618 -0.287512 0.00632163 0.00605775 -0.00035805 0.111263 0.114641 0.107779 0.34079 21.1389
8.4 0 0.951326 -0.414371 0.279307 0.0063293 0.00605703 -0.000351085 0.111294 0.114627 0.107857 0.338575 21.1155
8.4 1 0.951323 0.413939 -0.281362 0.00633502 0.00605691 -0.000354898 0.111319 0.114692 0.107841 0.340451 21.0831
8.45 0 0.951306 -0.418628 0.273058 0.00635947 0.00604981 -0.00035121 0.111397 0.114791 0.107896 0.341342 21.0855
8.45 1 0.951621 0.418115 -0.275029 0.00636321 0.0060605 -0.000345342 0.111462 0.114795 0.108026 0.338306 21.0631
8.5 0 0.950891 -0.422646 0.266648 0.00636254 0.00605514 -0.000352038 0.111435 0.11483 0.107933 0.34136 21.0355
8.5 1 0.951498 0.422237 -0.268684 0.00637348 0.00606898 -0.000347984 0.111546 0.114901 0.108087 0.339237 21.0137
8.55 0 0.951436 -0.426692 0.26018 0.00640139 0.00605702 -0.000345118 0.111617 0.115021 0.108107 0.341484 21.0114
8.55 1 0.951605 0.426276 -0.262215 0.00640695 0.00606358 -0.000353922 0.111672 0.11514 0.108092 0.34451 20.9893
8.6 0 0.950881 -0.430581 0.253708 0.00640517 0.00605634 -0.000338354 0.111631 0.114991 0.108167 0.339342 20.9714
8.6 1 0.95129 0.430184 -0.255666 0.00641536 0.00606497 -0.000334546 0.111715 0.115046 0.108282 0.33783 20.93
8.65 0 0.951177 -0.434403 0.247101 0.00644504 0.00605046 -0.000339238 0.111783 0.11524 0.108216 0.343803 20.9363
8.65 1 0.950857 0.434007 -0.249139 0.0064481 0.00604234 -0.000336045 0.111761 0.115219 0.108191 0.343911 20.9009
8.7 0 0.950734 -0.438132 0.240495 0.00645161 0.0060503 -0.000326774 0.111812 0.11519 0.108328 0.339997 20.8826
8.7 1 0.950541 0.437762 -0.242551 0.00644859 0.00605285 -0.000330086 0.11181 0.1152 0.108313 0.340582 20.848
8.75 0 0.950614 -0.441729 0.233819 0.00648631 0.00603545 -0.000324205 0.111901 0.115376 0.108314 0.344465 20.8561
8.75 1 0.951043 0.441333 -0.235915 0.00648583 0.00605493 -0.00032238 0.111986 0.115396 0.108468 0.341281 20.828
8.8 0 0.950718 -0.44522 0.227092 0.00650024 0.00604712 -0.000319293 0.112015 0.115457 0.108464 0.342751 20.8031
8.8 1 0.950966 0.444798 -0.229228 0.00649985 0.00606119 -0.000322954 0.112076 0.115507 0.108537 0.342115 20.7777
8.85 0 0.950737 -0.448687 0.220347 0.00651825 0.00605144 -0.000312406 0.112115 0.115541 0.108581 0.341831 20.7814
8.85 1 0.951149 0.448337 -0.222384 0.00652623 0.00606305 -0.000312596 0.112202 0.115617 0.108679 0.341196 20.7583
8.9 0 0.950602 -0.451894 0.213543 0.00653234 0.00605567 -0.000312603 0.112196 0.115647 0.108636 0.342882 20.7349
8.9 1 0.950841 0.45158 -0.21559 0.00654311 0.00605896 -0.000310247 0.112259 0.115711 0.108697 0.342874 20.7078
8.95 0 0.950777 -0.455191 0.206611 0.00655695 0.00605787 -0.000292426 0.112316 0.115688 0.108839 0.33896 20.7079
8.95 1 0.950645 0.454862 -0.208743 0.0065654 0.00605302 -0.000303615 0.112332 0.115814 0.108738 0.344195 20.6667
9 0 0.95066 -0.458256 0.199707 0.00657581 0.00605835 -0.000294045 0.112402 0.115834 0.108861 0.341707 20.6731
9 1 0.950034 0.457938 -0.201849 0.00658131 0.00603906 -0.000291249 0.11234 0.115828 0.108741 0.344436 20.6319
9.05 0 0.950341 -0.461246 0.192746 0.0066012 0.00604526 -0.000282516 0.112456 0.115927 0.108875 0.343461 20.6236
9.05 1 0.950452 0.46095 -0.194852 0.00661073 0.0060469 -0.000287982 0.112506 0.116033 0.108865 0.34602 20.5832
9.1 0 0.950336 -0.464166 0.185709 0.00661827 0.00605099 -0.000283592 0.112558 0.116067 0.108936 0.345101 20.5964
9.1 1 0.950023 0.463865 -0.187857 0.00661639 0.0060486 -0.000281672 0.112539 0.116038 0.108927 0.34468 20.5566
9.15 0 0.949908 -0.466916 0.178649 0.00664024 0.00603728 -0.000269511 0.112595 0.116131 0.108944 0.346324 20.5478
9.15 1 0.950386 0.466632 -0.180815 0.00663993 0.00605959 -0.000273667 0.112692 0.116178 0.109095 0.343811 20.5143
9.2 0 0.950272 -0.469575 0.171594 0.00667073 0.00604249 -0.00026854 0.112753 0.11636 0.109026 0.349411 20.5073
9.2 1 0.950813 0.469327 -0.173721 0.00667314 0.00606381 -0.000265006 0.112858 0.116381 0.109222 0.345324 20.4757
9.25 0 0.949712 -0.472134 0.164426 0.00667076 0.00604435 -0.000252799 0.112761 0.116276 0.109133 0.345082 20.4849
9.25 1 0.95044 0.471835 -0.166608 0.00668084 0.00606522 -0.000254665 0.112898 0.116383 0.109303 0.343478 20.4536
9.3 0 0.950262 -0.474637 0.157269 0.00669743 0.00605895 -0.000251089 0.112944 0.116485 0.109289 0.346023 20.4386
9.3 1 0.950363 0.474404 -0.159441 0.00669686 0.00606889 -0.000244849 0.112986 0.116456 0.109405 0.34269 20.4153
9.35 0 0.950206 -0.476964 0.150077 0.00671875 0.00605809 -0.000239155 0.113035 0.116587 0.109367 0.346427 20.4009
9.35 1 0.950127 0.476747 -0.152193 0.00671609 0.00606476 -0.000238766 0.113052 0.11657 0.109422 0.344775 20.3788
9.4 0 0.949833 -0.479119 0.142831 0.00672364 0.00606176 -0.000226048 0.113073 0.116563 0.109471 0.343493 20.3765
9.4 1 0.950125 0.478959 -0.144966 0.00673957 0.00606452 -0.00023383 0.113155 0.116727 0.109466 0.347194 20.3491
9.45 0 0.950061 -0.481322 0.135553 0.00675228 0.0060642 -0.000217067 0.11321 0.116748 0.109558 0.345517 20.3456
9.45 1 0.950165 0.481082 -0.137703 0.00675689 0.00607108 -0.000225998 0.113261 0.11683 0.109575 0.346918 20.315
9.5 0 0.950064 -0.483374 0.128244 0.00676715 0.00607093 -0.000204555 0.113305 0.116814 0.109684 0.344029 20.3041
9.5 1 0.949806 0.483187 -0.13041 0.00677226 0.00606566 -0.000210506 0.113305 0.116878 0.109615 0.34702 20.2651
9.55 0 0.949582 -0.485257 0.120887 0.00677872 0.00606578 -0.000197814 0.113334 0.116875 0.109677 0.345514 20.2733
9.55 1 0.949922 0.485062 -0.123052 0.00679176 0.0060724 -0.00019784 0.11342 0.116984 0.109741 0.346386 20.2271
9.6 0 0.949389 -0.486985 0.113538 0.00679174 0.00606884 -0.00019494 0.113404 0.11697 0.109723 0.346498 20.2475
9.6 1 0.949428 0.486813 -0.115746 0.00680597 0.00606461 -0.000187617 0.113449 0.117053 0.109725 0.348264 20.1967
9.65 0 0.949679 -0.488741 0.106086 0.00682104 0.00607261 -0.000181942 0.11355 0.117157 0.109825 0.348225 20.2162
9.65 1 0.949482 0.488537 -0.108344 0.0068302 0.00606514 -0.00017466 0.113558 0.117202 0.109792 0.349935 20.17
9.7 0 0.949624 -0.490305 0.0986933 0.00683666 0.00607693 -0.000165176 0.113638 0.117226 0.109932 0.347234 20.1665
9.7 1 0.949354 0.490107 -0.100926 0.00684822 0.00606565 -0.000164781 0.113639 0.117316 0.10984 0.351274 20.1216
9.75 0 0.949261 -0.491804 0.0912355 0.00684075 0.00608175 -0.000156657 0.113677 0.117233 0.110006 0.345676 20.1273
9.75 1 0.949222 0.491602 -0.0934655 0.00686154 0.00607054 -0.000159587 0.113719 0.11741 0.109905 0.351786 20.0824
9.8 0 0.949072 -0.493123 0.0838117 0.00685885 0.00608006 -0.000144515 0.113749 0.117344 0.110037 0.347355 20.0929
9.8 1 0.948921 0.493015 -0.0860138 0.00686712 0.00607608 -0.000147879 0.113768 0.117421 0.109994 0.350005 20.0488
9.85 0 0.94882 -0.494279 0.0763462 0.0068738 0.00607934 -0.000133056 0.113812 0.117435 0.11007 0.348577 20.0622
9.85 1 0.948795 0.494166 -0.0785598 0.00687306 0.00608714 -0.000132236 0.113843 0.117428 0.110141 0.346799 20.0194
9.9 0 0.948937 -0.495462 0.0688433 0.0068947 0.00608519 -0.000123514 0.113929 0.117585 0.110152 0.349899 20.0348
9.9 1 0.949159 0.49533 -0.0710613 0.00690272 0.00609336 -0.000124603 0.114 0.117656 0.110224 0.349789 19.9937
9.95 0 0.948937 -0.496457 0.0613264 0.0069178 0.0060853 -0.000109395 0.114031 0.117745 0.110192 0.352385 20.0026
9.95 1 0.948971 0.496318 -0.0635654 0.00691895 0.00609361 -0.000110794 0.114073 0.117759 0.110263 0.351071 19.9649
10 0 0.948751 -0.497314 0.0538185 0.00693522 0.00608456 -9.95089e-05 0.114104 0.11787 0.11021 0.354629 19.9583
10 1 0.949086 0.497169 -0.0559786 0.00693669 0.00610234 -9.84508e-05 0.114189 0.117883 0.110371 0.351256 19.9228
10.05 0 0.948687 -0.498082 0.0462773 0.00694748 0.00609213 -8.32874e-05 0.114191 0.117945 0.110309 0.353956 19.9201
10.05 1 0.949385 0.497995 -0.0485345 0.0069543 0.00611725 -8.92165e-05 0.114331 0.118014 0.110525 0.350574 19.8851
10.1 0 0.948559 -0.498712 0.0386819 0.00695965 0.00609784 -7.14217e-05 0.114269 0.11803 0.110381 0.354137 19.884
10.1 1 0.94908 0.498689 -0.0409794 0.00696311 0.00612008 -7.14098e-05 0.114382 0.11806 0.110581 0.350272 19.8509
10.15 0 0.948247 -0.499235 0.0311257 0.00696509 0.00610345 -5.64783e-05 0.114318 0.118057 0.110452 0.35313 19.8502
10.15 1 0.949019 0.49924 -0.0334093 0.00697995 0.00612406 -6.45548e-05 0.114473 0.118193 0.110627 0.352026 19.818
10.2 0 0.948119 -0.499666 0.0235857 0.0069803 0.0061067 -4.72722e-05 0.114398 0.118177 0.110491 0.354735 19.8168
10.2 1 0.948773 0.49965 -0.0258485 0.00698568 0.00613166 -5.1652e-05 0.114531 0.118227 0.110712 0.350841 19.7866
10.25 0 0.948114 -0.499998 0.0160449 0.00698836 0.00612015 -3.60319e-05 0.114492 0.118236 0.110622 0.353041 19.7845
10.25 1 0.948463 0.499963 -0.0182449 0.00699167 0.00613697 -3.93137e-05 0.11458 0.118266 0.110772 0.350329 19.7556
10.3 0 0.948109 -0.500216 0.00843437 0.00700033 0.00613011 -2.43234e-05 0.114588 0.11833 0.11072 0.352837 19.7524
