[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e	 [13]maxvor 
10.3 1 0.948457 0.500144 -0.0106712 0.00700379 0.00614685 -2.53328e-05 0.114676 0.11836 0.11087 0.350077 19.7248
10.35 0 0.948166 -0.500283 0.000893729 0.00700845 0.00614545 -1.20752e-05 0.11469 0.118394 0.110863 0.350973 19.7205
10.35 1 0.948514 0.500206 -0.00308648 0.00702027 0.00615504 -9.02821e-06 0.114784 0.118494 0.11095 0.351102 19.6946
10.4 0 0.948163 -0.500257 -0.0066994 0.00702012 0.00615585 -1.53535e-06 0.114787 0.118492 0.110958 0.350876 19.6889
10.4 1 0.948634 0.500199 0.00447288 0.00703106 0.00617014 1.77414e-06 0.114896 0.118584 0.111087 0.349924 19.6642
10.45 0 0.948038 -0.500116 -0.0142594 0.00703252 0.00616177 1.21907e-05 0.114866 0.118598 0.11101 0.351942 19.6572
10.45 1 0.948513 0.500067 0.0120163 0.00704188 0.0061775 1.86129e-05 0.114976 0.118678 0.111149 0.350507 19.6343
10.5 0 0.948037 -0.499862 -0.0218358 0.00704428 0.00617216 2.49332e-05 0.114963 0.118701 0.111099 0.35213 19.6263
10.5 1 0.948271 0.499832 0.0196346 0.00705123 0.00618221 2.97035e-05 0.115037 0.118762 0.111186 0.351445 19.6037
10.55 0 0.948161 -0.499431 -0.0293596 0.00705841 0.00618455 4.1402e-05 0.115078 0.118831 0.111199 0.352598 19.5954
10.55 1 0.948089 0.49945 0.0271815 0.00705576 0.00619308 4.48988e-05 0.115104 0.118812 0.111272 0.350551 19.5714
10.6 0 0.948044 -0.498973 -0.0369612 0.00706971 0.00619156 5.31515e-05 0.115158 0.118936 0.111251 0.353643 19.5657
10.6 1 0.94803 0.499003 0.0347881 0.00707005 0.00619951 5.29986e-05 0.115194 0.118939 0.111322 0.352113 19.5381
10.65 0 0.947619 -0.498334 -0.0445485 0.00706687 0.00620096 7.03269e-05 0.115186 0.118933 0.111313 0.352189 19.5367
10.65 1 0.947967 0.498436 0.0423288 0.00708168 0.00620804 6.33592e-05 0.115281 0.119048 0.111386 0.352955 19.5054
10.7 0 0.947375 -0.49767 -0.0521359 0.00707406 0.00620751 8.09984e-05 0.115246 0.119009 0.111355 0.352827 19.5097
10.7 1 0.948212 0.497701 0.0498606 0.0070986 0.00622227 7.89129e-05 0.115416 0.119211 0.111492 0.353995 19.4744
10.75 0 0.947683 -0.496836 -0.0596244 0.00708993 0.00622469 9.98438e-05 0.115389 0.119175 0.111475 0.353616 19.4851
10.75 1 0.947968 0.496914 0.0574088 0.00710249 0.00623179 9.17393e-05 0.115474 0.119265 0.111555 0.353715 19.4458
10.8 0 0.947377 -0.495936 -0.0671491 0.00709372 0.00623227 0.000112958 0.115438 0.119233 0.111514 0.353959 19.4629
10.8 1 0.947841 0.495993 0.064939 0.00710742 0.00624459 0.000113057 0.115551 0.119348 0.111625 0.353894 19.4193
10.85 0 0.947738 -0.49485 -0.0746777 0.00711479 0.00624699 0.00012653 0.115593 0.119439 0.111615 0.35599 19.4273
10.85 1 0.947406 0.494968 0.0724746 0.00711163 0.00624782 0.00012303 0.115583 0.119405 0.11163 0.354954 19.3804
10.9 0 0.947733 -0.493714 -0.0821768 0.00712534 0.00625869 0.000136551 0.115689 0.119552 0.111693 0.356583 19.3937
10.9 1 0.947645 0.493758 0.0799075 0.00713039 0.00626072 0.000138488 0.11572 0.119599 0.111707 0.357236 19.341
10.95 0 0.947365 -0.492309 -0.0896372 0.00712388 0.00626923 0.00015284 0.115729 0.119586 0.111738 0.356286 19.3582
10.95 1 0.947461 0.492466 0.0873921 0.00713711 0.00627004 0.000150539 0.115789 0.119687 0.111756 0.357976 19.305
11 0 0.947309 -0.490925 -0.0970963 0.00713104 0.00628193 0.000160219 0.115814 0.119668 0.111828 0.356019 19.325
11 1 0.947339 0.491042 0.0948365 0.00713198 0.00629162 0.000163519 0.11586 0.119689 0.111901 0.354818 19.2736
11.05 0 0.947006 -0.489409 -0.104556 0.00712767 0.00629596 0.000174348 0.11586 0.119689 0.111901 0.354836 19.2976
11.05 1 0.947277 0.489618 0.102225 0.00713932 0.00630445 0.000175477 0.115947 0.119789 0.111974 0.355284 19.2473
11.1 0 0.946943 -0.487803 -0.112002 0.00713792 0.00630615 0.000188313 0.115949 0.119821 0.111942 0.356643 19.2691
11.1 1 0.94745 0.487981 0.109627 0.00714843 0.00632394 0.000196179 0.116071 0.119939 0.112068 0.356294 19.2237
11.15 0 0.947182 -0.486063 -0.119382 0.00715518 0.00632102 0.000208859 0.116087 0.120038 0.111997 0.359845 19.2261
11.15 1 0.947447 0.486206 0.117049 0.00716057 0.0063343 0.000201008 0.116167 0.120057 0.112143 0.357073 19.1832
11.2 0 0.946994 -0.484172 -0.126681 0.00715095 0.00633944 0.000214414 0.116148 0.120034 0.112127 0.356939 19.189
11.2 1 0.947264 0.484341 0.124375 0.00715987 0.00635052 0.000217442 0.116234 0.120122 0.112212 0.356864 19.1491
11.25 0 0.946936 -0.482228 -0.133985 0.00715251 0.00635744 0.000226594 0.116232 0.120105 0.112227 0.356208 19.1617
11.25 1 0.94691 0.482354 0.131733 0.00715214 0.00636633 0.000223082 0.116269 0.120092 0.112316 0.353995 19.1235
11.3 0 0.946511 -0.480198 -0.141282 0.00714552 0.00637138 0.000247769 0.116262 0.12015 0.11224 0.356851 19.1397
11.3 1 0.946909 0.480418 0.139013 0.00715832 0.00638259 0.000238862 0.116365 0.120216 0.112383 0.355074 19.1069
11.35 0 0.947113 -0.477926 -0.148579 0.00717105 0.00639036 0.000256093 0.116453 0.120396 0.112373 0.358929 19.0969
11.35 1 0.947201 0.478194 0.146262 0.00717795 0.00639744 0.000256431 0.116513 0.120455 0.112434 0.358796 19.066
11.4 0 0.946758 -0.475608 -0.155817 0.00716113 0.00640852 0.000265492 0.116489 0.120377 0.112466 0.356547 19.0658
11.4 1 0.946833 0.475863 0.15353 0.00717388 0.00641015 0.000266716 0.116551 0.120481 0.112483 0.358266 19.0361
11.45 0 0.946643 -0.473264 -0.162986 0.00716105 0.00642588 0.000273721 0.116563 0.120431 0.112563 0.355524 19.0481
11.45 1 0.946535 0.473517 0.160693 0.00716912 0.00642583 0.000277096 0.116597 0.120508 0.112551 0.357336 19.0197
11.5 0 0.946693 -0.470785 -0.170149 0.00717172 0.00644071 0.000293191 0.116672 0.120622 0.112585 0.358914 19.0129
11.5 1 0.946459 0.470976 0.167924 0.00717713 0.00643837 0.000290977 0.116685 0.120648 0.112584 0.359469 18.9875
11.55 0 0.946322 -0.468103 -0.177277 0.00716806 0.00645284 0.000300845 0.116709 0.120646 0.112633 0.358364 18.9815
11.55 1 0.946514 0.468363 0.17492 0.00718616 0.00645416 0.000303024 0.116792 0.120792 0.11265 0.360923 18.9452
11.6 0 0.94627 -0.465375 -0.184382 0.00716892 0.00647226 0.000314975 0.116795 0.120749 0.112703 0.358937 18.9677
11.6 1 0.946281 0.465648 0.182024 0.00717613 0.00647711 0.000318732 0.116847 0.120827 0.112726 0.36 18.921
11.65 0 0.946437 -0.462554 -0.191459 0.00717822 0.00649103 0.000320333 0.116916 0.120867 0.112826 0.358641 18.9323
11.65 1 0.946458 0.462773 0.18898 0.00718713 0.00649479 0.000325033 0.11697 0.120961 0.112837 0.360297 18.8812
11.7 0 0.946073 -0.459497 -0.198396 0.00716484 0.00651354 0.000341294 0.116955 0.120921 0.112849 0.359233 18.8943
11.7 1 0.946466 0.459866 0.196017 0.00718348 0.00651997 0.000334404 0.117062 0.121019 0.112966 0.358683 18.8471
11.75 0 0.946201 -0.456545 -0.205328 0.00716975 0.00653504 0.000350988 0.117067 0.121042 0.112953 0.359428 18.8719
11.75 1 0.945859 0.456843 0.203007 0.00717231 0.0065312 0.000345278 0.117062 0.12102 0.112966 0.358714 18.8315
11.8 0 0.946138 -0.453308 -0.212145 0.00718145 0.00654339 0.000352697 0.117153 0.121145 0.113021 0.360029 18.8247
11.8 1 0.945974 0.453685 0.209989 0.00718507 0.00654619 0.000360128 0.11718 0.121219 0.112998 0.361999 18.7874
11.85 0 0.945844 -0.450093 -0.219084 0.00717337 0.00656352 0.000372167 0.117204 0.12124 0.113025 0.361839 18.8041
11.85 1 0.945921 0.450397 0.216838 0.0071798 0.00657058 0.000365992 0.117262 0.121255 0.113128 0.359925 18.7685
11.9 0 0.94535 -0.446772 -0.225889 0.00716917 0.00657222 0.000378731 0.117224 0.121267 0.113035 0.362161 18.767
11.9 1 0.94609 0.447069 0.223594 0.00717991 0.00659883 0.000379443 0.117383 0.121386 0.113238 0.360189 18.738
11.95 0 0.94572 -0.443227 -0.232675 0.00717516 0.00660168 0.000390371 0.117375 0.121431 0.113173 0.362482 18.742
11.95 1 0.945852 0.44358 0.23036 0.00717147 0.00662095 0.000393851 0.117441 0.121464 0.113276 0.360939 18.7136
12 0 0.945776 -0.439727 -0.239346 0.00716681 0.00663334 0.000400598 0.117474 0.121502 0.113303 0.361114 18.718
12 1 0.946038 0.440052 0.237039 0.00717582 0.00664496 0.000399575 0.117562 0.121574 0.113408 0.360309 18.6814
12.05 0 0.945474 -0.435985 -0.245988 0.00716139 0.00665037 0.000412513 0.117523 0.121582 0.113319 0.362356 18.6908
12.05 1 0.94579 0.436301 0.243716 0.00717062 0.00666334 0.000407544 0.117618 0.121631 0.113463 0.360263 18.641
12.1 0 0.945847 -0.432249 -0.252598 0.00716611 0.00668045 0.000417019 0.117671 0.121703 0.113496 0.361 18.6585
12.1 1 0.945553 0.432649 0.250344 0.00717058 0.00667769 0.000420769 0.117679 0.121752 0.113459 0.362742 18.6183
12.15 0 0.945535 -0.428269 -0.259126 0.00715846 0.00669915 0.000426862 0.117718 0.121766 0.113526 0.361616 18.619
12.15 1 0.945296 0.428664 0.256818 0.00717033 0.00669059 0.000423172 0.117732 0.121794 0.113526 0.362171 18.5801
12.2 0 0.945229 -0.424453 -0.265642 0.00716085 0.00670843 0.000434477 0.117768 0.121856 0.113532 0.363252 18.594
12.2 1 0.945247 0.424798 0.263247 0.00716477 0.00671606 0.000433248 0.117817 0.121888 0.1136 0.362437 18.5633
12.25 0 0.94504 -0.420247 -0.271987 0.00715121 0.00673216 0.000436628 0.117828 0.121869 0.113643 0.361156 18.5606
12.25 1 0.945314 0.420662 0.269684 0.00715931 0.0067461 0.000444636 0.117921 0.122008 0.113687 0.362968 18.5349
12.3 0 0.944929 -0.416135 -0.278297 0.00714786 0.00675379 0.000447235 0.117905 0.12198 0.113685 0.362468 18.5396
12.3 1 0.945568 0.416599 0.276099 0.00716908 0.00676741 0.000448821 0.118053 0.122147 0.113812 0.363078 18.5051
12.35 0 0.945123 -0.411883 -0.284612 0.0071474 0.0067845 0.000464404 0.118033 0.122185 0.113731 0.365499 18.5134
12.35 1 0.945072 0.412263 0.282411 0.00715773 0.00678345 0.000459001 0.118073 0.122199 0.113797 0.364389 18.4664
12.4 0 0.945179 -0.407554 -0.29089 0.00714921 0.00680574 0.000461359 0.118131 0.122227 0.113888 0.363053 18.4737
12.4 1 0.944822 0.407993 0.288579 0.00714497 0.00680892 0.000465638 0.118127 0.122245 0.113859 0.364009 18.4358
12.45 0 0.944936 -0.403044 -0.296989 0.00713838 0.0068302 0.000472975 0.118189 0.122325 0.113902 0.364658 18.45
12.45 1 0.945256 0.403479 0.294735 0.00715478 0.0068368 0.000471709 0.118286 0.122422 0.114 0.364494 18.4145
12.5 0 0.944808 -0.398574 -0.303114 0.0071271 0.006858 0.000474197 0.118259 0.122356 0.114014 0.362905 18.4119
12.5 1 0.944401 0.398957 0.300822 0.00713734 0.00684527 0.000477414 0.118248 0.122397 0.113948 0.365104 18.389
12.55 0 0.944819 -0.393886 -0.309117 0.00713538 0.00687227 0.000478609 0.118354 0.122476 0.114083 0.363813 18.4028
12.55 1 0.944589 0.394306 0.30688 0.00714209 0.00686871 0.000477223 0.118367 0.122489 0.114096 0.363792 18.3647
12.6 0 0.944269 -0.389124 -0.315114 0.00712773 0.0068826 0.000486228 0.118365 0.122528 0.11405 0.365512 18.3605
12.6 1 0.944836 0.389618 0.312815 0.00712695 0.00691515 0.000489196 0.118499 0.122651 0.114197 0.364816 18.3174
12.65 0 0.945007 -0.384339 -0.320917 0.00712795 0.00693044 0.00048871 0.118568 0.122701 0.114286 0.363959 18.3254
12.65 1 0.944663 0.384827 0.318694 0.00712622 0.00693198 0.000495735 0.118567 0.122754 0.114227 0.366192 18.2947
12.7 0 0.944831 -0.379413 -0.32675 0.0071252 0.0069491 0.000494545 0.118635 0.122796 0.114323 0.365036 18.3066
12.7 1 0.944476 0.37989 0.324555 0.00712651 0.00694664 0.000496221 0.11863 0.122808 0.1143 0.365722 18.2793
12.75 0 0.943785 -0.374437 -0.332499 0.00709189 0.00696655 0.000499867 0.118568 0.122744 0.11424 0.365722 18.2762
12.75 1 0.94405 0.374875 0.330155 0.00710252 0.00697613 0.000496408 0.118653 0.122799 0.114358 0.364336 18.2347
12.8 0 0.944392 -0.369332 -0.338059 0.00711502 0.00698776 0.00050269 0.118755 0.122948 0.114409 0.366172 18.2461
12.8 1 0.94449 0.369824 0.335832 0.00711696 0.00700137 0.000509082 0.118821 0.123057 0.114427 0.367881 18.209
12.85 0 0.944343 -0.364094 -0.343678 0.00710434 0.00701852 0.000506503 0.11884 0.123043 0.114482 0.366473 18.2158
12.85 1 0.944368 0.36467 0.34148 0.00711003 0.00702469 0.000504412 0.11889 0.123074 0.114553 0.365621 18.1835
12.9 0 0.943979 -0.358906 -0.349268 0.00708883 0.00704201 0.000504447 0.118873 0.123048 0.114546 0.365255 18.1836
12.9 1 0.944057 0.359418 0.346942 0.00708408 0.00706164 0.000509568 0.118936 0.123147 0.11457 0.366658 18.1542
12.95 0 0.944524 -0.353542 -0.3546 0.00709409 0.00708007 0.000514563 0.119055 0.123302 0.114651 0.367959 18.1636
12.95 1 0.944184 0.35409 0.352321 0.00710066 0.00707183 0.000512178 0.119048 0.123277 0.114664 0.367235 18.124
13 0 0.943794 -0.348159 -0.359928 0.0070853 0.00708419 0.000516851 0.119036 0.123301 0.114611 0.368761 18.1326
13 1 0.944001 0.348728 0.357694 0.00709301 0.00709344 0.000504868 0.119107 0.123273 0.11479 0.364545 18.098
13.05 0 0.943987 -0.342678 -0.365198 0.00707366 0.00712447 0.000515089 0.119156 0.123408 0.114746 0.368037 18.0978
13.05 1 0.943886 0.343182 0.362977 0.00707061 0.00713467 0.000513466 0.119186 0.123427 0.114788 0.367534 18.0718
13.1 0 0.943987 -0.337084 -0.37034 0.00706033 0.00715962 0.000514767 0.119247 0.123508 0.114829 0.368252 18.0764
13.1 1 0.94443 0.337637 0.368177 0.00708963 0.00715694 0.000509628 0.119359 0.123564 0.115 0.365795 18.0363
13.15 0 0.943858 -0.331444 -0.375469 0.00706997 0.00716717 0.00051456 0.119319 0.123575 0.114906 0.367943 18.0477
13.15 1 0.94388 0.332048 0.373152 0.00707649 0.00717261 0.00051427 0.11937 0.123621 0.114961 0.367687 18.0207
13.2 0 0.943506 -0.325756 -0.380385 0.00704954 0.00719559 0.000507136 0.119353 0.123571 0.11498 0.366356 18.0191
13.2 1 0.943653 0.326323 0.378271 0.00705236 0.00720991 0.000511199 0.119425 0.12368 0.115012 0.367768 17.9889
13.25 0 0.943391 -0.319946 -0.385347 0.00704025 0.00722266 0.000507463 0.119427 0.123669 0.115029 0.367216 17.9873
13.25 1 0.943405 0.320498 0.383199 0.0070502 0.00722519 0.000512116 0.11948 0.123752 0.115049 0.368372 17.9485
13.3 0 0.943373 -0.313966 -0.390207 0.0070284 0.00725561 0.000501748 0.119516 0.123745 0.115131 0.366583 17.9552
13.3 1 0.943582 0.314591 0.387912 0.00704903 0.00725564 0.000514581 0.119602 0.123913 0.11513 0.369769 17.931
13.35 0 0.943691 -0.308127 -0.39484 0.00704277 0.00727656 0.00051159 0.119663 0.123971 0.115195 0.369569 17.9476
13.35 1 0.943649 0.308733 0.392757 0.00704689 0.00728159 0.000509 0.119702 0.123989 0.115255 0.368663 17.9096
13.4 0 0.943812 -0.302121 -0.399563 0.00703601 0.00730972 0.000507287 0.119774 0.124083 0.115303 0.369464 17.904
13.4 1 0.943594 0.302713 0.397241 0.00703344 0.00731542 0.000507493 0.119787 0.124106 0.115306 0.369849 17.8689
13.45 0 0.94334 -0.295977 -0.40411 0.00702596 0.00732419 0.000506127 0.119792 0.124119 0.115303 0.370135 17.8733
13.45 1 0.943414 0.296578 0.401902 0.00703506 0.00732817 0.000501918 0.119847 0.124133 0.115401 0.368419 17.8486
13.5 0 0.943091 -0.289798 -0.408544 0.00701669 0.00734602 0.000501958 0.119844 0.124174 0.115352 0.370194 17.8481
13.5 1 0.94329 0.29038 0.40636 0.00701863 0.0073619 0.00049581 0.119919 0.124217 0.115461 0.368803 17.8124
13.55 0 0.943143 -0.283555 -0.412926 0.00700262 0.0073837 0.000490774 0.119943 0.124255 0.11547 0.369319 17.8204
13.55 1 0.942733 0.284213 0.410645 0.00701626 0.00736623 0.000497573 0.119927 0.124247 0.115445 0.369685 17.8013
13.6 0 0.942784 -0.277358 -0.417146 0.0070035 0.00739232 0.000495161 0.119983 0.124337 0.115464 0.370995 17.8105
13.6 1 0.943113 0.278003 0.415018 0.00701107 0.00740828 0.000496209 0.120081 0.124452 0.115544 0.37153 17.7662
13.65 0 0.943407 -0.271007 -0.421347 0.00700385 0.00743624 0.000484374 0.120167 0.124503 0.115669 0.36997 17.764
13.65 1 0.943057 0.271642 0.419165 0.00700941 0.00742978 0.000493611 0.120163 0.124548 0.115612 0.371944 17.7375
13.7 0 0.942915 -0.264548 -0.425432 0.00700038 0.00744277 0.000479092 0.12018 0.124493 0.115706 0.36904 17.7453
13.7 1 0.943063 0.265218 0.423166 0.00700172 0.00745873 0.000481048 0.120252 0.124602 0.115738 0.370417 17.7038
13.75 0 0.94293 -0.258031 -0.4294 0.00699134 0.00747645 0.000485753 0.120282 0.124714 0.11568 0.373672 17.7063
13.75 1 0.942996 0.258751 0.427268 0.00699661 0.00748349 0.000476666 0.120333 0.124702 0.1158 0.371047 17.6816
13.8 0 0.942857 -0.25149 -0.433259 0.00697938 0.00750635 0.000466374 0.120357 0.124728 0.115821 0.371117 17.6932
13.8 1 0.942511 0.252201 0.431086 0.0069782 0.00750718 0.000476406 0.120355 0.124801 0.115739 0.374087 17.6551
13.85 0 0.942196 -0.244932 -0.437042 0.00695718 0.00752604 0.000457089 0.120346 0.124739 0.115786 0.372016 17.6587
13.85 1 0.942446 0.245631 0.434902 0.00697023 0.0075329 0.000454524 0.120429 0.124789 0.115905 0.370551 17.6379
13.9 0 0.942494 -0.238287 -0.440738 0.00696755 0.00755 0.000461627 0.120489 0.124937 0.11587 0.373992 17.6471
13.9 1 0.942648 0.238948 0.438516 0.00698128 0.00755179 0.000458892 0.120553 0.124955 0.115985 0.372053 17.6046
13.95 0 0.942572 -0.231628 -0.444352 0.00697489 0.00756567 0.000450525 0.120584 0.124972 0.116031 0.371451 17.6055
13.95 1 0.942763 0.232311 0.442157 0.00697575 0.00758421 0.000452337 0.120665 0.125101 0.116059 0.373267 17.5817
14 0 0.942452 -0.224852 -0.447759 0.00696251 0.00759578 0.000439888 0.120658 0.125069 0.116079 0.372287 17.5808
14 1 0.942472 0.225527 0.44564 0.00697699 0.00759262 0.00044308 0.120705 0.125094 0.116149 0.371356 17.5445
14.05 0 0.942455 -0.217991 -0.451161 0.00695829 0.00762298 0.000436425 0.120753 0.125213 0.116121 0.374104 17.5506
14.05 1 0.942597 0.218742 0.44898 0.00696976 0.00762666 0.000432281 0.120816 0.125229 0.116235 0.372125 17.5297
14.1 0 0.941909 -0.211175 -0.454453 0.00694867 0.00763315 0.000423517 0.120755 0.125183 0.116159 0.37281 17.5224
14.1 1 0.942165 0.211864 0.452266 0.0069582 0.00764357 0.000418465 0.120838 0.125234 0.116276 0.371413 17.4926
14.15 0 0.942285 -0.204272 -0.457579 0.00694501 0.00767459 0.000421106 0.120912 0.125435 0.116212 0.376351 17.5059
14.15 1 0.941867 0.204997 0.455503 0.00694089 0.0076738 0.000417162 0.120891 0.1254 0.116207 0.37582 17.4732
14.2 0 0.941611 -0.197319 -0.460542 0.00693276 0.00768174 0.000398435 0.12089 0.125332 0.116279 0.373151 17.4715
14.2 1 0.941822 0.198056 0.458479 0.00693509 0.00769958 0.000405988 0.120974 0.125499 0.116273 0.376321 17.4507
14.25 0 0.941868 -0.190349 -0.463656 0.00693065 0.00771617 0.000393186 0.121024 0.125532 0.116341 0.37559 17.4555
14.25 1 0.941935 0.191035 0.46144 0.00693647 0.00772392 0.000391946 0.12108 0.125585 0.116401 0.375368 17.4243
14.3 0 0.941451 -0.183228 -0.466394 0.00692449 0.0077282 0.000382861 0.121048 0.12555 0.116373 0.375297 17.4326
14.3 1 0.941891 0.184 0.464346 0.00693427 0.00774569 0.000380148 0.121161 0.125666 0.116482 0.375268 17.4089
14.35 0 0.941683 -0.176093 -0.469163 0.00692226 0.00776252 0.000374714 0.121181 0.125741 0.116443 0.377391 17.4019
14.35 1 0.942072 0.17696 0.467044 0.00694339 0.00776486 0.000371362 0.121278 0.12576 0.116622 0.374225 17.3728
14.4 0 0.941698 -0.169031 -0.471871 0.00693242 0.00777223 0.000357993 0.121263 0.125731 0.116624 0.373661 17.3811
14.4 1 0.941945 0.169801 0.469709 0.00693826 0.00778817 0.000365392 0.121352 0.125886 0.116643 0.376113 17.3428
14.45 0 0.941702 -0.161876 -0.47429 0.00693232 0.00779495 0.000350862 0.121356 0.125854 0.116684 0.374714 17.3496
14.45 1 0.941535 0.162639 0.472191 0.00693673 0.00779396 0.000347128 0.12137 0.125832 0.116737 0.373277 17.3257
14.5 0 0.941755 -0.15472 -0.476733 0.00692704 0.00782437 0.000330563 0.121455 0.12596 0.116777 0.374832 17.3178
14.5 1 0.941846 0.155437 0.474606 0.00694256 0.00782217 0.000338977 0.12151 0.125997 0.116851 0.374046 17.2934
14.55 0 0.941581 -0.147453 -0.479011 0.00692539 0.00784147 0.000322067 0.121519 0.126043 0.11682 0.375475 17.297
14.55 1 0.941665 0.1482 0.476945 0.00693089 0.00784966 0.000325017 0.121575 0.126119 0.116855 0.376185 17.2645
14.6 0 0.941221 -0.140194 -0.481267 0.00692572 0.00784828 0.000308798 0.121548 0.126033 0.116892 0.37388 17.2753
14.6 1 0.941729 0.140941 0.479083 0.00693059 0.00787433 0.000307714 0.121675 0.12622 0.116954 0.376085 17.2451
14.65 0 0.941226 -0.132882 -0.483288 0.00692388 0.00787256 0.000296839 0.121641 0.126157 0.11695 0.375011 17.2427
14.65 1 0.941066 0.133659 0.48128 0.00692377 0.00787713 0.000298512 0.121659 0.126197 0.116945 0.375852 17.2243
14.7 0 0.941477 -0.125554 -0.485267 0.00692514 0.00790331 0.000280779 0.121772 0.126318 0.117049 0.375997 17.2173
14.7 1 0.941076 0.126356 0.483253 0.00691454 0.00791028 0.000285487 0.121757 0.126383 0.116949 0.37911 17.1939
14.75 0 0.941236 -0.118228 -0.487122 0.00691864 0.00792354 0.000270462 0.121828 0.126426 0.117051 0.377893 17.1991
14.75 1 0.940844 0.119 0.485044 0.00691028 0.00792767 0.000271911 0.121811 0.126458 0.11698 0.37984 17.1689
14.8 0 0.940756 -0.11086 -0.488853 0.00691089 0.0079343 0.000249657 0.121841 0.126428 0.117075 0.377469 17.179
14.8 1 0.941032 0.11163 0.486835 0.0069187 0.00794777 0.000257865 0.121928 0.12656 0.117113 0.379113 17.1512
14.85 0 0.940882 -0.103409 -0.490558 0.0069172 0.00795473 0.000240821 0.121951 0.126554 0.117167 0.377947 17.1487
14.85 1 0.94092 0.104193 0.488416 0.0069178 0.00796577 0.000235288 0.121998 0.126619 0.117196 0.37856 17.136
14.9 0 0.940649 -0.0959692 -0.492027 0.00691433 0.0079707 0.000226018 0.122004 0.126626 0.117201 0.378581 17.1231
14.9 1 0.940922 0.0967763 0.489981 0.0069244 0.00798079 0.000228126 0.122087 0.126712 0.11728 0.378599 17.107
14.95 0 0.940655 -0.0884838 -0.493427 0.00691634 0.00799092 0.000208411 0.122095 0.126727 0.11728 0.378863 17.1014
14.95 1 0.940687 0.0893084 0.49137 0.00692084 0.00799693 0.00020937 0.122138 0.126777 0.117316 0.379059 17.0813
15 0 0.940664 -0.0810197 -0.494723 0.00692055 0.00800871 0.000190909 0.122185 0.126817 0.117371 0.378696 17.0834
15 1 0.940754 0.081841 0.492678 0.00692417 0.00801802 0.000187516 0.122238 0.12688 0.117413 0.379024 17.059
15.05 0 0.940425 -0.0735077 -0.495831 0.00691867 0.00802367 0.000178007 0.122239 0.126899 0.117394 0.37972 17.068
15.05 1 0.940701 0.0743307 0.493872 0.0069275 0.00803424 0.000170649 0.122318 0.126964 0.117489 0.379071 17.0386
15.1 0 0.940422 -0.0659644 -0.49692 0.00691873 0.00804635 0.000165575 0.122332 0.127045 0.11743 0.381612 17.043
15.1 1 0.940707 0.0667755 0.494929 0.00693071 0.00805349 0.000157731 0.12241 0.127084 0.11755 0.380032 17.0174
15.15 0 0.940426 -0.0584788 -0.497946 0.00692178 0.00806546 0.000146505 0.122422 0.127153 0.117502 0.382159 17.0179
15.15 1 0.940462 0.0592766 0.49586 0.00693335 0.00806339 0.00014891 0.122461 0.127143 0.117593 0.380242 16.9986
15.2 0 0.940068 -0.0508759 -0.498787 0.00692528 0.0080689 0.000124574 0.122451 0.12714 0.117574 0.380547 16.9926
15.2 1 0.940403 0.0517238 0.496759 0.00693225 0.00808469 0.000128359 0.122544 0.12727 0.117628 0.381818 16.9716
15.25 0 0.940076 -0.0432877 -0.499516 0.00693151 0.00808455 0.000106724 0.12254 0.127235 0.117658 0.380618 16.9664
15.25 1 0.940289 0.0441479 0.497486 0.00693178 0.00810321 0.00010767 0.122617 0.127382 0.11766 0.383156 16.9441
15.3 0 0.93996 -0.0357362 -0.500103 0.00693946 0.008093 8.63714e-05 0.122607 0.127275 0.117754 0.379486 16.9402
15.3 1 0.94011 0.0365858 0.49806 0.0069391 0.00811006 9.3453e-05 0.122675 0.127416 0.117743 0.382201 16.9176
15.35 0 0.939967 -0.0281646 -0.500586 0.00694762 0.00810657 6.86899e-05 0.122695 0.127363 0.117844 0.379333 16.9156
15.35 1 0.940297 0.0289671 0.498587 0.00694726 0.0081312 7.63264e-05 0.122794 0.127563 0.117833 0.383042 16.8923
15.4 0 0.93973 -0.0205908 -0.500961 0.00694753 0.00812014 5.45158e-05 0.12275 0.127457 0.117856 0.380769 16.8915
15.4 1 0.940361 0.0214219 0.498922 0.00696275 0.00813891 6.20848e-05 0.122889 0.12761 0.117979 0.381125 16.8675
15.45 0 0.939675 -0.0130039 -0.50119 0.00695254 0.00813522 3.92091e-05 0.122832 0.127566 0.117909 0.381673 16.8677
15.45 1 0.94 0.0138579 0.499202 0.00696547 0.00814366 3.53562e-05 0.122919 0.12763 0.11802 0.380679 16.8434
15.5 0 0.939437 -0.00541882 -0.501336 0.0069592 0.00814075 2.16877e-05 0.122882 0.127602 0.117973 0.381091 16.8439
15.5 1 0.940007 0.00626841 0.499362 0.00697205 0.00815967 1.75521e-05 0.123011 0.127749 0.118083 0.381583 16.8194
15.55 0 0.939321 0.00220212 -0.501381 0.00696578 0.00815152 4.91848e-06 0.122952 0.127684 0.118032 0.381402 16.8201
15.55 1 0.939953 -0.00132999 0.499393 0.00698037 0.00817082 3.53245e-06 0.12309 0.127835 0.118155 0.381704 16.796
15.6 0 0.939206 0.00974206 -0.501331 0.0069797 0.00815365 -1.3928e-05 0.123018 0.127701 0.118149 0.379495 16.7962
