0       -0.000302194    -4.35215e-05    -1.99714        9.32918e-05     1.99728 0.000136166     -0.000941235    
0.05    0.202589        -0.00141492     -3.70848        0.0292022       3.7121  0.00362443      -0.0584513      
0.1     0.378074        -0.00557042     -3.39041        0.0503044       3.40148 0.0110761       -0.100609       
0.15    0.547709        -0.0108097      -3.37239        0.0513514       3.39125 0.0188554       -0.102706       
0.2     0.714252        -0.0155271      -3.18399        0.0419836       3.21015 0.0261617       -0.0839737      
0.25    0.863263        -0.0191013      -2.64902        0.028859        2.68179 0.0327676       -0.057727       
0.3     0.977127        -0.0212127      -1.77355        0.0128906       1.8116  0.0380474       -0.02579        
0.35    1.03985 -0.0216308      -0.619193       -0.00450484     0.660481        0.041288        0.00900495      
0.4     1.0406  -0.0203397      0.677618        -0.0207795      -0.63566        0.0419575       0.0415614       
0.45    0.97688 -0.0175965      1.91987 -0.0330358      -1.88001        0.0398568       0.0660805       
0.5     0.856699        -0.0139348      2.89236 -0.0388022      -2.85712        0.0352422       0.0776157       
0.55    0.698062        -0.0100728      3.42505 -0.0370689      -3.3962 0.0288487       0.0741459       
0.6     0.524893        -0.00671332     3.4641  -0.0292625      -3.44234        0.0217558       0.0585271       
0.65    0.360167        -0.00429503     3.10158 -0.0190368      -3.08652        0.0150667       0.0380712       
0.7     0.219649        -0.00285221     2.51801 -0.0103811      -2.50846        0.0095498       0.0207588       
0.75    0.110081        -0.0020952      1.87699 -0.00550312     -1.8715 0.00548398      0.0110036       
0.8     0.0319123       -0.00163598     1.2627  -0.00421556     -1.25993        0.00277097      0.00842957      
0.85    -0.0165818      -0.00119269     0.690404        -0.00479529     -0.689253       0.00115076      0.00958986      
0.9     -0.0373372      -0.000683649    0.147645        -0.00517859     -0.147316       0.000328938     0.0103569       
0.95    -0.0314986      -0.00021267     -0.376435       -0.00382358     0.37647 3.50569e-05     0.0076466   
