0       0.000208611     2.11171e-05     0.849282        4.88669e-05     -0.849281       1.27894e-06     0.000546009     
0.05    -0.0815592      0.00057832      1.34298 -0.0103892      -1.34295        2.8585e-05      0.0208035       
0.1     -0.133223       0.001858        0.711871        -0.0138808      -0.711838       3.32562e-05     0.0277616       
0.15    -0.152077       0.00313333      0.0357739       -0.0103604      -0.0359086      -0.00013474     0.0207205       
0.2     -0.136866       0.00374282      -0.643941       -0.0008437      0.643333        -0.000607705    0.00168719      
0.25    -0.0883438      0.00318133      -1.29573        0.0126684       1.2943  -0.00142608     -0.025337       
0.3     -0.00790438     0.00115583      -1.92542        0.028027        1.92289 -0.00252509     -0.0560543      
0.35    0.104279        -0.00242892     -2.57287        0.0434534       2.56908 -0.00378469     -0.0869073      
0.4     0.250013        -0.00748623     -3.27267        0.057082        3.26759 -0.00508399     -0.114165       
0.45    0.431386        -0.0137021      -3.98091        0.0659653       3.97459 -0.00631976     -0.131931       
0.5     0.644649        -0.0204047      -4.4984 0.0660895       4.49099 -0.00740696     -0.132179       
0.55    0.872384        -0.0265532      -4.50052        0.0546915       4.49225 -0.00827119     -0.10938        
0.6     1.08189 -0.0310165      -3.74905        0.032993        3.74024 -0.008808       -0.0659817      
0.65    1.23509 -0.0329673      -2.27743        0.00529398      2.26857 -0.00885991     -0.0105847      
0.7     1.30128 -0.0320338      -0.315818       -0.023945       0.307513        -0.00830435     0.0478904       
0.75    1.26304 -0.028275       1.84635 -0.0503689      -1.85351        -0.00715286     0.100735        
0.8     1.11848 -0.0222142      3.87473 -0.0690208      -3.88029        -0.00555367     0.138036        
0.85    0.883044        -0.0148738      5.40091 -0.0750818      -5.40465        -0.00374334     0.150159        
0.9     0.590274        -0.0076792      6.13767 -0.0659299      -6.13965        -0.00198328     0.131858        
0.95    0.282829        -0.00218488     6.00408 -0.0410765      -6.00467        -0.000582442    0.0821501 
