CORREC,Tsig,Asig,Fsig,DEBUG,RAND,RESTORE,Uv,Tv,F,Mhg,HMT,Tg,Ug,COAL,St,Re,Oh,Nbsup,Drho,nProc,Bo,Ga,rho_r,mu_r,PHI,Nb,ndc,dtprint,dimension,g,D,rho_d,LDn,N,Ls,mu_d,mu_f,LEVEL,rho_f,sig,DP,r1,RND,TMAX,FIRSTSTEP,SAVESTEP,MOVIES,ndcmin,Tsed,Used,Dx,
1,1.7389491,0.1052632,0.1111111,0,0,0,31.6227766,0.0316228,0.0581776,0.0581776,500,3.1622777,0.3162278,0,5.9791113,119.5822256,0.0149071,100,0.1111111,4,1,100,1.1111111,1.0,0.1,1,18.4282362,0.1,3,1.0,1.0,1.0,10,1,1.7364657,0.0035136,0.0035136,5,1.1111111,0.1111111,1.7364657,1.0,0.2945863,1581.1388301,0.1,527.0462767,1,10,0.0316228,31.6227766,0.0542646,
