x, y
12.401035305418567, 0.00007684654458678358
18.76568776452024, 0.0009482328687118876
24.957223120737208, 0.001865194084370381
31.79336153408664, 0.002262921375801203
44.38091600735432, 0.0019813307416992406
49.9572048064513, 0.0016529439689143075
55.63231120899711, 0.0011928894834952496
62.286298589825954, 0.0006064446732216463
69.73614627381379, 0.0006843166122163837
81.95046116934549, 0.00040705559177486953
88.36121566933436, 0.00044297564900018407
99.46345738804638, 0.00017474004568126186
108.40435480507168, 0.0001529959582407643
110.76244230982394, 0.00016252228009852783
122.02493869235974, 0.00011311370169909426
131.57060705920898, 0.00011587997545538951
141.86300626277313, 0.00006728400854371157
152.96055095994933, 0.00007061520368722124
174.04205621359372, 0.00004303165384866187
199.09732294550238, 0.00003338947986309971
231.46534695770015, 0.000022411565448381375
288.58939905987677, 0.000012549773470845699
361.7522283103865, 0.0000066155602902107346
427.4064988826008, 0.0000036160726384739374
513.1925863036848, 0.0000017729167885713586
577.6732308742168, 9.122753036192091e-7
626.222938810808, 5.626811021829767e-7
747.8797526047073, 2.1929479895850636e-7
823.9253221373981, 1.1148573655283434e-7
