x, y
12.401035305418567, 0.0000796827131838749
18.968691927906086, 0.0009482328687118876
24.8233169839341, 0.001865194084370381
31.79336153408664, 0.0023749573983327123
42.05636911627615, 0.0021046986696441456
52.43559111301666, 0.001500670738999582
56.84246423429124, 0.0012073878454583163
76.41481571613824, 0.000636469423440428
83.73310503858485, 0.0005919676941095485
87.41556824510049, 0.0004483595687923273
93.24513202949746, 0.0004483595687923273
112.56460952309531, 0.00025720731502449024
118.78630004490202, 0.0002732223764370186
128.76952216049258, 0.0001104134641191505
135.15780232272297, 0.00012309526372673453
144.17119713804968, 0.00010777768630737457
145.73081774064133, 0.00007592376817883722
168.51381627201582, 0.00008262355600352729
181.69617901362068, 0.00005750507722040056
179.75165479701928, 0.00004150001642757094
196.96657056518393, 0.00005034933096614031
211.23523156455485, 0.00003338947986309971
224.1131241445408, 0.000021613864471637748
257.75966181331216, 0.000010597016990190852
279.42269833645634, 0.000009505267057341264
302.9063733105572, 0.0000062277860320857545
316.22776601683796, 0.000006303478455710066
326.601888479938, 0.000004549067179932483
346.5130747205715, 0.000004549067179932483
354.05066998785685, 0.0000030534083564689485
383.80634448336974, 0.0000026734520732039588
405.02015498560866, 0.0000017516275322418417
422.83236698878846, 0.0000018606929470340168
463.3272575086297, 0.0000010545932681688556
483.70373318769475, 9.927777749606833e-7
538.6521668277273, 5.905391414928505e-7
650.255616653011, 2.5046140844694975e-7
760.0481766797528, 1.156003307318567e-7
