[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]mu_z	 [7]M20	 [8]M02	 [9]M11	 [10]a	 [11]b	 [12]c	 [13]e 
20.74 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.74 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.74 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.74 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 0 0.864648 -3.05515e-06 7.51839 4.89283 0.0123114 0.0108467 -0.000765602 0.152178 0.158987 0.145049 0.409462 
20.76 1 0.828038 9.04547e-05 6.50004 5.13178 0.0147921 0.0122547 -0.000742676 0.164459 0.173167 0.155263 0.442831 
20.76 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.76 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 0 0.864461 -3.05428e-06 7.51817 4.89292 0.0123045 0.0108555 -0.000773881 0.152184 0.158997 0.145051 0.409554 
20.78 1 0.824788 -7.24542e-07 6.5014 5.13855 0.0149109 0.0120261 -0.00085583 0.164125 0.174044 0.153566 0.47061 
20.78 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.78 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 0 0.864268 -3.04928e-06 7.51793 4.89303 0.0122973 0.0108645 -0.000781935 0.15219 0.159006 0.145054 0.409615 
20.8 1 0.825604 -2.24562e-05 6.5017 5.14582 0.0147972 0.0122037 -0.000797702 0.164319 0.173337 0.154777 0.450202 
20.8 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.8 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 0 0.864066 -3.03987e-06 7.51768 4.89313 0.0122898 0.0108736 -0.000789761 0.152195 0.159012 0.145058 0.409643 
20.82 1 0.826894 6.93963e-05 6.50158 5.15543 0.0147371 0.0122968 -0.000796879 0.16442 0.173057 0.155304 0.441186 
20.82 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.82 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 0 0.863857 -3.02531e-06 7.51743 4.89323 0.012282 0.0108828 -0.000797352 0.1522 0.159017 0.145063 0.409638 
20.84 1 0.824381 -4.43907e-07 6.50235 5.16304 0.0147785 0.0121328 -0.000905599 0.164047 0.173544 0.153964 0.461429 
20.84 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.84 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 0 0.863638 -3.00703e-06 7.51717 4.89334 0.012274 0.0108921 -0.000804699 0.152204 0.15902 0.145068 0.409599 
20.86 1 0.828038 -4.00008e-06 6.50329 5.16837 0.0148709 0.0122165 -0.000912605 0.164583 0.174094 0.154486 0.461054 
20.86 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.86 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 0 0.865354 4.30721e-05 7.51637 4.89328 0.0123635 0.0108894 -0.000770685 0.152489 0.159329 0.145327 0.409917 
20.88 1 0.827961 9.07181e-05 6.50465 5.17467 0.014883 0.0122173 -0.0010443 0.164622 0.174605 0.153993 0.471338 
20.88 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.88 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 0 0.869462 -5.95057e-05 7.51491 4.89335 0.0125693 0.0108633 -0.00076707 0.153077 0.160396 0.14539 0.422328 
20.9 1 0.82547 -1.74411e-05 6.50466 5.18178 0.0147227 0.0122904 -0.00109451 0.164357 0.174027 0.154081 0.464865 
20.9 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.9 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 0 0.871646 -2.63224e-06 7.51397 4.8936 0.0126773 0.0108492 -0.000803071 0.153384 0.161121 0.145235 0.432983 
20.92 1 0.82665 -7.51044e-05 6.50404 5.18993 0.0147414 0.0123887 -0.00119269 0.164712 0.174587 0.154206 0.468872 
20.92 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.92 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 0 0.869235 4.8743e-05 7.51313 4.894 0.0125806 0.0108524 -0.000748153 0.153079 0.160372 0.14542 0.421624 
20.94 1 0.826144 9.38818e-05 6.5043 5.1984 0.0146897 0.0123798 -0.000999282 0.164528 0.173563 0.154968 0.450326 
20.94 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.94 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 0 0.869005 4.84408e-05 7.51282 4.89411 0.0125713 0.0108619 -0.000754266 0.153079 0.160353 0.145442 0.421107 
20.96 1 0.826164 3.11893e-08 6.50492 5.20606 0.0146727 0.0123548 -0.0009136 0.164401 0.173145 0.155165 0.443738 
20.96 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.96 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 0 0.866604 -2.86699e-06 7.51196 4.89451 0.0124731 0.0108649 -0.000698578 0.152768 0.159588 0.145629 0.409015 
20.98 1 0.824747 -3.9859e-05 6.50698 5.21185 0.0146864 0.0123015 -0.0010753 0.16428 0.17378 0.154196 0.461173 
20.98 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
20.98 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 0 0.866369 -2.80353e-06 7.51164 4.89462 0.0124635 0.0108745 -0.000704431 0.152768 0.159567 0.145652 0.408422 
21 1 0.823344 -7.06157e-05 6.50797 5.21671 0.0146108 0.0123131 -0.00119832 0.164085 0.173908 0.153635 0.468571 
21 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 0 0.864149 -4.95747e-05 7.51081 4.89453 0.0123711 0.010891 -0.000756293 0.152519 0.159306 0.145416 0.408383 
21.02 1 0.827872 -9.95641e-05 6.50783 5.22472 0.0147833 0.0124086 -0.00120521 0.1649 0.174859 0.154299 0.470463 
21.02 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.02 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 0 0.859764 4.95884e-05 7.50962 4.89495 0.0122595 0.0108355 -0.000739667 0.15197 0.158582 0.145057 0.404104 
21.04 1 0.828351 -4.18871e-05 6.50814 5.23193 0.0147536 0.0124993 -0.00138728 0.165085 0.175579 0.153877 0.481589 
21.04 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.04 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 0 0.859539 4.94832e-05 7.50929 4.89507 0.0122497 0.0108453 -0.000743843 0.151971 0.158559 0.145083 0.403423 
21.06 1 0.825722 0.000203162 6.50828 5.24178 0.0146541 0.012465 -0.00127451 0.164679 0.174583 0.15414 0.469552 
21.06 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.06 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 0 0.859301 4.93745e-05 7.50894 4.89519 0.0122397 0.0108552 -0.000747711 0.15197 0.158533 0.14511 0.402701 
21.08 1 0.818331 -1.30187e-05 6.50934 5.24969 0.0143746 0.0123479 -0.00118053 0.16347 0.172726 0.153659 0.456721 
21.08 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.08 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 0 0.85687 -2.80077e-06 7.50823 4.89582 0.0122099 0.0107917 -0.000681672 0.151663 0.158015 0.145032 0.396952 
21.1 1 0.822004 6.78948e-06 6.50989 5.25428 0.0143937 0.0124879 -0.00118742 0.163956 0.172993 0.154391 0.451109 
21.1 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.1 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 0 0.856617 -2.69083e-06 7.50787 4.89595 0.0121991 0.0108018 -0.000684989 0.151661 0.15798 0.145066 0.395992 
21.12 1 0.821468 2.15593e-05 6.51143 5.25935 0.0142737 0.0125861 -0.00119832 0.16389 0.172601 0.154689 0.443601 
21.12 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.12 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 0 0.856355 -2.57277e-06 7.5075 4.89608 0.0121879 0.0108119 -0.000687973 0.151657 0.157942 0.145099 0.394986 
21.14 1 0.81937 6.60929e-05 6.51291 5.2658 0.0142142 0.0125943 -0.00122685 0.163733 0.172478 0.154494 0.4446 
21.14 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.14 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 0 0.856081 -2.44506e-06 7.50712 4.8962 0.0121767 0.010822 -0.000690623 0.151653 0.157903 0.145135 0.393937 
21.16 1 0.823807 -7.77471e-05 6.51432 5.276 0.0142496 0.0128069 -0.00135551 0.164489 0.173573 0.154872 0.451516 
21.16 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.16 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 0 0.855775 -2.30953e-06 7.50673 4.89634 0.0121653 0.0108323 -0.000693021 0.151649 0.157863 0.145171 0.392852 
21.18 1 0.826643 -5.23236e-05 6.51451 5.28364 0.0145118 0.012696 -0.00157687 0.164948 0.175633 0.153521 0.485743 
21.18 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.18 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 0 0.857888 -5.99894e-05 7.5057 4.89671 0.012263 0.0108331 -0.000748336 0.151974 0.158638 0.145004 0.405588 
21.2 1 0.822198 8.31765e-05 6.5149 5.29003 0.0143569 0.0126091 -0.00149989 0.164213 0.174464 0.153278 0.477627 
21.2 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.2 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.22 0 0.857789 4.98796e-05 7.50419 4.8975 0.0123021 0.010796 -0.00072878 0.151981 0.158726 0.144921 0.407898 
21.22 1 0.816346 -1.78205e-05 6.51479 5.29628 0.0140793 0.0125773 -0.00135899 0.163268 0.172516 0.153464 0.456816 
21.22 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.22 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.22 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.22 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.22 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
