[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]mu_z	 [7]M20	 [8]M02	 [9]M11	 [10]a	 [11]b	 [12]c	 [13]e 
12.6 1 0.814863 -0.0001715 7.17107 2.9965 0.00969654 0.0100194 -0.000200136 0.140413 0.142233 0.13857 0.225478 
12.6 2 0.144144 0.00114418 6.90612 3.97491 0.0068901 0.000810126 9.62423e-05 0.0877509 0.117402 0.0402145 0.939504 
12.62 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.62 1 0.821372 -0.000127049 7.16799 2.99972 0.00976526 0.0102094 -0.000309423 0.141332 0.144001 0.138611 0.271045 
12.62 2 0.13751 0.000798983 6.90838 3.97614 0.00691691 0.000758543 2.23877e-05 0.0876096 0.117618 0.0389477 0.943583 
12.64 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.64 1 0.826252 -9.57389e-06 7.16606 3.00338 0.00973646 0.0104184 -0.000322292 0.141968 0.145235 0.138624 0.298286 
12.64 2 0.123029 0.00171747 6.90651 3.98049 0.00711513 0.000568038 0.00010096 0.0876537 0.119304 0.0336595 0.959375 
12.66 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.66 1 0.822301 -7.03328e-06 7.16346 3.00547 0.00956257 0.0104603 -0.000373651 0.141502 0.145571 0.137313 0.332029 
12.66 2 0.10917 0.000853045 6.90163 3.98383 0.00673715 0.000392298 8.49891e-05 0.0844361 0.116089 0.02797 0.970541 
12.68 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.68 1 0.819881 5.40842e-05 7.16188 3.0072 0.00951799 0.0104275 -0.000301441 0.141228 0.14504 0.137311 0.322086 
12.68 2 0.103525 0.00135081 6.90505 3.9845 0.00658907 0.000384743 2.35929e-05 0.0835093 0.114797 0.0277364 0.970373 
12.7 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.7 1 0.824128 -0.000172135 7.15975 3.01037 0.00953821 0.0105812 -0.000278533 0.141843 0.145951 0.137612 0.333188 
12.7 2 0.0934472 0.000908794 6.90823 3.98455 0.00540825 0.000384214 -5.60845e-05 0.0761082 0.104008 0.0276979 0.963889 
12.72 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.72 1 0.823777 -6.99306e-05 7.1576 3.01209 0.00953599 0.0105884 -0.000277926 0.141861 0.145995 0.137602 0.334186 
12.72 2 0.0883105 0.000424636 6.91291 3.98426 0.00487084 0.000387553 6.13488e-06 0.0725148 0.0987 0.0278404 0.959394 
12.74 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.74 1 0.830262 -2.71823e-06 7.15492 3.01441 0.00959403 0.0107661 -0.000152892 0.142689 0.146872 0.138379 0.335127 
12.74 2 0.0854891 0.000437804 6.91352 3.98435 0.00487107 0.000386567 9.09003e-06 0.0725095 0.0987024 0.0278046 0.959502 
12.76 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.76 1 0.827415 6.27749e-05 7.15334 3.01737 0.00965622 0.010625 -0.000213863 0.142412 0.146083 0.138644 0.315038 
12.76 2 0.0802478 0.00108528 6.9167 3.98523 0.00479263 0.000375445 -5.76348e-05 0.0718893 0.097912 0.0273749 0.96012 
12.78 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.78 1 0.826812 5.70081e-05 7.15151 3.01973 0.00970454 0.010568 -0.000224165 0.142382 0.145758 0.138923 0.302637 
12.78 2 0.0724482 0.00122143 6.91749 3.98724 0.00465284 0.000344453 -6.36944e-05 0.0706915 0.0964757 0.0262111 0.962386 
12.8 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.8 1 0.82639 -5.82332e-05 7.14922 3.02264 0.00970988 0.0105834 -0.000364347 0.142455 0.146393 0.138404 0.325826 
12.8 2 0.0673036 0.000464403 6.91505 3.98848 0.00460223 0.00032126 3.0226e-05 0.0701676 0.0959421 0.0253396 0.964492 
12.82 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.82 1 0.826026 5.59751e-05 7.14624 3.02531 0.00964151 0.0106685 -0.000389282 0.142513 0.146965 0.137918 0.34545 
12.82 2 0.0601414 0.00215829 6.92243 3.98943 0.00421722 0.00030136 2.43977e-05 0.0672204 0.0918408 0.0245442 0.963628 
12.84 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.84 1 0.812624 0.000170817 7.14246 3.02809 0.00929801 0.0105491 -0.000246388 0.14088 0.145574 0.136024 0.35623 
12.84 2 0.047868 0.00278721 6.93136 3.99422 0.00395697 0.000174074 -1.24076e-06 0.0642732 0.0889603 0.0186587 0.977757 
12.86 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.86 1 0.803161 5.86881e-05 7.14032 3.0313 0.00921961 0.0102761 -0.000145046 0.139627 0.143497 0.135647 0.326216 
12.86 2 0.0408892 0.000447775 6.93185 3.99902 0.00442352 0 0 0.0665095 0.0940587 0 1 
12.88 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.88 1 0.805538 -4.81657e-06 7.13919 3.03466 0.00919692 0.0104114 -0.000136158 0.14003 0.144405 0.135513 0.345503 
12.88 2 0.0395254 0.000461499 6.93239 3.99902 0.00442 1.97215e-31 3.58748e-31 0.0664831 0.0940213 0 1 
12.9 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.9 1 0.800432 -0.000131676 7.13814 3.03732 0.00925087 0.0101652 -0.000135608 0.139342 0.142723 0.135876 0.306006 
12.9 2 0.0381676 0.000475459 6.93293 3.99902 0.00441593 0 0 0.0664525 0.093978 0 1 
12.92 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.92 1 0.813865 -0.0002218 7.13548 3.04157 0.00936756 0.0105904 -0.000314887 0.141273 0.14606 0.136318 0.359097 
12.92 2 0.0344151 0.00195553 6.94078 3.99902 0.00390538 1.97215e-31 4.40699e-31 0.062493 0.0883785 0 1 
12.94 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.94 1 0.822224 -0.000126127 7.13319 3.0444 0.00953134 0.0107539 -0.000403717 0.142426 0.14748 0.137186 0.367041 
12.94 2 0.0281829 0.00240094 6.94242 3.99902 0.00271585 1.97215e-31 2.89578e-31 0.0521138 0.0737 0 1 
12.96 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.96 1 0.823847 -4.35372e-05 7.13002 3.04738 0.00961632 0.01074 -0.00032579 0.142675 0.147157 0.138049 0.346353 
12.96 2 0.0245573 0.000510528 6.93302 3.99902 0.0020216 0 0 0.0449622 0.0635862 0 1 
12.98 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.98 1 0.827815 5.29348e-05 7.12755 3.0497 0.00970729 0.0107925 -0.000225923 0.143178 0.147225 0.139012 0.329343 
12.98 2 0.0236237 0.00052503 6.93328 3.99902 0.00202041 1.97215e-31 3.35273e-31 0.044949 0.0635674 0 1 
13 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13 1 0.825482 -6.7546e-06 7.12538 3.05273 0.00965883 0.010766 -0.000143823 0.142915 0.146863 0.138856 0.325682 
13 2 0.0202354 0.00310438 6.94128 3.99902 0.00171499 1.97215e-31 9.1191e-31 0.0414124 0.058566 0 1 
13.02 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.02 1 0.82505 5.33464e-06 7.12331 3.05593 0.00970032 0.0107223 -0.000215391 0.142908 0.146737 0.138973 0.320966 
13.02 2 0.0142473 0.00451282 6.94422 3.99902 0.000930507 0 0 0.0305042 0.0431395 0 1 
13.04 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.04 1 0.824493 -4.02131e-06 7.12193 3.05808 0.00978865 0.0106242 -0.000305015 0.142874 0.146449 0.139206 0.310603 
13.04 2 0.0110941 0.0104056 6.9521 3.99902 0.00083143 1.97215e-31 -4.39131e-31 0.0288345 0.0407782 0 1 
13.06 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.06 1 0.821725 6.205e-05 7.11957 3.06072 0.00977021 0.0105716 -0.000278018 0.142625 0.146004 0.139163 0.302511 
13.06 2 0.00276737 0.0205078 6.95215 3.99902 7.88861e-31 1.97215e-31 -3.9443e-31 9.93014e-16 1.40433e-15 0 1 
13.08 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.08 1 0.821405 5.96772e-05 7.11841 3.06209 0.00977336 0.0105708 -0.000277176 0.142633 0.145998 0.139187 0.301868 
13.08 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.1 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.1 1 0.822932 -0.000107588 7.11611 3.06568 0.00980699 0.0106207 -0.000252154 0.142925 0.146236 0.139536 0.299218 
13.1 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.12 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.12 1 0.826666 -9.55895e-05 7.11412 3.06787 0.00989732 0.0106972 -0.000371896 0.143508 0.147265 0.139651 0.317384 
13.12 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.14 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.14 1 0.825645 1.19681e-05 7.11244 3.07151 0.00998923 0.0106063 -0.000419428 0.143511 0.147095 0.139836 0.310255 
13.14 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.16 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.16 1 0.818275 5.74217e-05 7.10996 3.07648 0.00987711 0.0104854 -0.000187989 0.142697 0.145181 0.140169 0.260493 
13.16 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.18 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.18 1 0.814576 -6.16989e-05 7.10702 3.08171 0.00954009 0.0106885 -2.07812e-05 0.142227 0.146211 0.138128 0.327887 
13.18 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.2 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.2 1 0.81673 -0.000128369 7.10603 3.08489 0.00957562 0.0107304 2.14414e-06 0.142499 0.146495 0.138388 0.328057 
13.2 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.22 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.22 1 0.821276 -2.01124e-05 7.10368 3.08717 0.00956857 0.0109232 3.89488e-05 0.143149 0.147813 0.138329 0.352427 
13.22 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.24 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.24 1 0.821568 0.000101256 7.10079 3.09062 0.00946062 0.0110673 -0.000173983 0.143276 0.148902 0.137419 0.38508 
13.24 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.26 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.26 1 0.821336 -6.05674e-06 7.09853 3.09265 0.00949298 0.011035 -0.000233763 0.143276 0.148793 0.137538 0.381531 
13.26 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.28 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.28 1 0.821139 -2.01284e-06 7.09682 3.0953 0.00949745 0.0110413 -0.000231315 0.143313 0.14883 0.137576 0.38147 
13.28 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.3 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.3 1 0.821978 -5.59393e-05 7.09339 3.09778 0.0097098 0.0108708 -0.000126584 0.143459 0.147543 0.139256 0.330415 
13.3 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.32 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.32 1 0.823834 -2.2614e-06 7.09086 3.10125 0.00970757 0.0109554 -1.09266e-05 0.143746 0.148023 0.139338 0.337513 
13.32 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.34 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.34 1 0.823555 -3.582e-06 7.08961 3.10371 0.00968509 0.0109779 0.000119679 0.143746 0.148249 0.139098 0.345899 
13.34 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.36 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.36 1 0.824612 -3.38908e-05 7.08731 3.10583 0.00988071 0.0108391 0.000153898 0.143944 0.147399 0.140404 0.304409 
13.36 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.38 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.38 1 0.830333 -9.32994e-05 7.08395 3.10793 0.0100613 0.0108999 -3.89477e-05 0.14478 0.14766 0.141841 0.277953 
13.38 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.4 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.4 1 0.823458 5.06717e-05 7.08163 3.11219 0.00996049 0.0107863 -0.000155405 0.144037 0.147069 0.140941 0.285642 
13.4 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.42 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.42 1 0.828017 4.26644e-05 7.08009 3.11749 0.00995515 0.0109843 -0.000234226 0.144705 0.14856 0.140743 0.320103 
13.42 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.44 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.44 1 0.82305 -5.60097e-05 7.07829 3.12198 0.00996938 0.0107886 -0.00024168 0.144076 0.14734 0.140737 0.296022 
13.44 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.46 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.46 1 0.820512 0.000103764 7.0766 3.12597 0.00999071 0.0106684 -0.000308879 0.143733 0.146888 0.140507 0.29155 
13.46 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.48 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.48 1 0.818394 4.21389e-05 7.07437 3.12904 0.00992149 0.0106636 -0.000217056 0.143475 0.14644 0.140447 0.283162 
13.48 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.5 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.5 1 0.818808 4.02003e-05 7.07223 3.13233 0.00977184 0.0108388 -0.000102028 0.143564 0.147299 0.13973 0.316437 
13.5 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.52 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.52 1 0.818867 -6.22245e-05 7.07015 3.13444 0.00972701 0.0109012 -0.000126681 0.143625 0.147748 0.139381 0.331746 
13.52 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.54 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.54 1 0.820924 -5.13263e-06 7.06927 3.13738 0.00972066 0.0109935 -0.000207936 0.143924 0.148503 0.139194 0.348478 
13.54 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.56 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.56 1 0.822428 -4.65342e-05 7.06707 3.14036 0.00980616 0.0109939 -0.000272321 0.144222 0.148683 0.139619 0.34382 
13.56 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.58 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.58 1 0.824289 0.000104521 7.06461 3.14284 0.00979469 0.0111025 -0.000364388 0.144559 0.149648 0.139284 0.365666 
13.58 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.6 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.6 1 0.819584 -6.02922e-07 7.06264 3.14512 0.00970964 0.0110261 -0.000286153 0.143999 0.1489 0.138925 0.359851 
13.6 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.62 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.62 1 0.81081 0.000210836 7.05961 3.14745 0.00944702 0.0110002 -0.00017193 0.142994 0.148452 0.137319 0.379959 
13.62 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.64 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.64 1 0.8021 0.000117835 7.05693 3.15128 0.0092077 0.0109431 -0.000137477 0.141954 0.148013 0.135624 0.400503 
13.64 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.66 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.66 1 0.803296 -0.000161222 7.05466 3.15469 0.00936458 0.0108492 -9.55372e-05 0.142175 0.147345 0.13681 0.371336 
13.66 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.68 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.68 1 0.813414 -0.000108026 7.05129 3.16044 0.00961404 0.0110108 -0.000204743 0.143614 0.148595 0.138453 0.363102 
13.68 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.7 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.7 1 0.821771 5.34898e-06 7.04892 3.16487 0.0097795 0.0111675 -0.000356207 0.144731 0.150024 0.139237 0.372341 
13.7 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.72 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.72 1 0.819004 -6.8605e-05 7.0472 3.16794 0.00992352 0.0108999 -0.000369403 0.144303 0.148485 0.139996 0.333265 
13.72 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.74 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.74 1 0.82164 -1.21302e-05 7.04545 3.17102 0.00984039 0.011096 -0.000318539 0.144694 0.14948 0.139744 0.355 
13.74 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.76 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.76 1 0.819084 -5.21768e-05 7.04298 3.17365 0.00984331 0.0110064 -0.000234293 0.144394 0.148673 0.139985 0.336837 
13.76 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.78 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.78 1 0.820711 -2.47819e-06 7.04073 3.17743 0.00990673 0.0110095 -0.000123672 0.144624 0.14848 0.140663 0.320196 
13.78 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.8 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.8 1 0.820395 -0.000104941 7.03873 3.17983 0.00991519 0.0110044 -0.000118563 0.144636 0.14844 0.14073 0.318093 
13.8 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.82 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.82 1 0.824161 -2.33098e-06 7.03755 3.18219 0.0100026 0.0110756 -0.000119712 0.145183 0.148921 0.141346 0.314877 
13.82 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.84 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.84 1 0.823268 0.000113158 7.03453 3.1853 0.0101235 0.0109506 -5.67907e-05 0.145169 0.148017 0.142265 0.27606 
13.84 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.86 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.86 1 0.827074 1.45932e-05 7.03239 3.18838 0.0101464 0.0111036 -6.3127e-05 0.145774 0.149049 0.142424 0.29482 
13.86 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.88 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.88 1 0.826348 -0.000115248 7.03074 3.19212 0.0102106 0.0110295 -0.000108944 0.14574 0.148619 0.142803 0.277004 
13.88 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.9 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.9 1 0.832919 -5.96266e-05 7.02976 3.19558 0.0101752 0.0113359 -6.70753e-05 0.146667 0.150597 0.142628 0.320997 
13.9 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.92 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.92 1 0.826176 0.000215619 7.02728 3.20084 0.0100266 0.0112763 0.000109317 0.145955 0.150239 0.141542 0.335289 
13.92 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.94 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.94 1 0.82352 5.07455e-05 7.02472 3.20638 0.010003 0.0112097 0.000203821 0.145646 0.149955 0.141205 0.336588 
13.94 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.96 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.96 1 0.821049 -0.000106404 7.02251 3.21041 0.0100173 0.011094 0.000124441 0.145297 0.149052 0.141443 0.315408 
13.96 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.98 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.98 1 0.82128 -7.71268e-06 7.02049 3.21233 0.00996076 0.0111709 3.43242e-05 0.145367 0.149479 0.141137 0.329391 
13.98 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14 1 0.821506 -1.17971e-05 7.01762 3.21479 0.00984717 0.011323 -8.84663e-05 0.1455 0.150521 0.140299 0.36223 
14 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.02 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.02 1 0.823384 4.25548e-05 7.01474 3.21824 0.00985196 0.0114151 -0.000131416 0.145832 0.151169 0.140292 0.372454 
14.02 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.04 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.04 1 0.822898 0.000160398 7.01161 3.22154 0.0098785 0.0113868 8.17282e-06 0.145826 0.150909 0.140559 0.363958 
14.04 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.06 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.06 1 0.818244 4.73363e-05 7.01045 3.22436 0.0098839 0.0112038 1.65842e-05 0.145216 0.149693 0.140597 0.343284 
14.06 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.08 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.08 1 0.819367 8.9328e-06 7.00694 3.22671 0.0100586 0.0110839 0.000162645 0.145405 0.149058 0.141658 0.311169 
14.08 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.1 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.1 1 0.825078 -0.000159987 7.00413 3.23049 0.0101565 0.0112415 6.34394e-05 0.146281 0.149968 0.142498 0.311684 
14.1 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.12 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.12 1 0.831326 -0.000122948 7.00197 3.23491 0.0101991 0.0114682 -2.79129e-05 0.147198 0.151451 0.142818 0.332805 
14.12 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.14 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.14 1 0.831398 -4.9491e-06 7.00078 3.2392 0.0101864 0.0114888 2.91161e-06 0.147225 0.151584 0.142733 0.336704 
14.14 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.16 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.16 1 0.831052 0.000118365 6.99843 3.24266 0.0101948 0.0114875 1.81197e-06 0.147249 0.151575 0.142792 0.335456 
14.16 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.18 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.18 1 0.82837 5.26051e-05 6.99676 3.24786 0.010213 0.0113848 -8.64181e-05 0.146962 0.150938 0.142875 0.322456 
14.18 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.2 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.2 1 0.823703 4.45362e-05 6.9949 3.25201 0.0102496 0.0111593 -4.33795e-05 0.146318 0.149408 0.143161 0.286128 
14.2 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.22 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.22 1 0.82142 -3.1865e-06 6.99312 3.25617 0.010208 0.011114 1.0788e-05 0.146021 0.149092 0.142884 0.285559 
14.22 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.24 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.24 1 0.819076 4.69485e-05 6.99155 3.25906 0.010158 0.0110818 -5.08055e-05 0.145739 0.148893 0.142515 0.289566 
14.24 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.26 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.26 1 0.82093 1.66077e-06 6.98912 3.26173 0.0101582 0.0111841 -0.000128646 0.14609 0.149666 0.142424 0.307313 
14.26 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.28 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.28 1 0.820478 -4.1116e-06 6.9871 3.26486 0.0101148 0.0112322 -0.000272646 0.146106 0.150301 0.141787 0.331776 
14.28 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.3 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.3 1 0.817873 5.76585e-05 6.98562 3.26717 0.0101252 0.0111375 -0.000226447 0.145817 0.149571 0.141964 0.314859 
14.3 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.32 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.32 1 0.819709 -0.00011441 6.98408 3.27085 0.0100763 0.0112972 -0.000191901 0.146197 0.15051 0.141752 0.336146 
14.32 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.34 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.34 1 0.81092 8.9423e-05 6.98165 3.27352 0.00986862 0.0112099 -0.00018725 0.145184 0.149903 0.140307 0.352053 
14.34 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.36 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.36 1 0.817586 -4.40445e-05 6.97933 3.28033 0.00971056 0.0116999 -4.4933e-05 0.146323 0.152977 0.139352 0.412542 
14.36 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
