[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]mu_z	 [7]M20	 [8]M02	 [9]M11	 [10]a	 [11]b	 [12]c	 [13]e 
18.48 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.48 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.48 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.48 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.48 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.48 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.48 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.48 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.48 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 0 0.805003 7.03835 -4.97726e-05 2.67732 0.0104293 0.0124265 -9.46815e-05 0.151182 0.157677 0.144394 0.401725 
18.5 1 0.870314 7.01888 -2.19326e-06 3.89023 0.0112598 0.0125146 0.000153101 0.15419 0.158323 0.149943 0.321022 
18.5 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.5 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 0 0.806946 7.03651 -1.01916e-06 2.68079 0.0104199 0.0125283 -0.000153225 0.151487 0.158363 0.144283 0.412204 
18.52 1 0.868953 7.0208 -5.62854e-05 3.89274 0.0110683 0.0126591 5.91723e-05 0.154037 0.159131 0.148769 0.354948 
18.52 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.52 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 0 0.802054 7.03529 -1.28825e-06 2.6836 0.0104467 0.0123219 -0.00013486 0.150893 0.157045 0.144478 0.391964 
18.54 1 0.868758 7.02329 4.01607e-05 3.8956 0.0110732 0.0126488 -4.78165e-05 0.15402 0.159061 0.148807 0.353245 
18.54 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.54 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 0 0.799187 7.03277 6.01981e-05 2.68758 0.0105068 0.0121602 -0.000191281 0.150556 0.15609 0.14481 0.373241 
18.56 1 0.859303 7.02693 9.48401e-05 3.89846 0.010757 0.0125956 -1.45468e-05 0.152816 0.158718 0.146676 0.382078 
18.56 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.56 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 0 0.799813 7.03165 -9.18683e-05 2.69044 0.0106301 0.0120958 -0.000205439 0.150751 0.155718 0.145615 0.354339 
18.58 1 0.861514 7.02893 -6.30299e-05 3.90221 0.0108155 0.0126094 -9.24902e-05 0.153052 0.158835 0.147042 0.378114 
18.58 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.58 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 0 0.799507 7.02909 -2.51736e-06 2.69482 0.0106589 0.0120566 -0.000375831 0.150717 0.155893 0.145356 0.361396 
18.6 1 0.859288 7.02995 -2.27413e-05 3.90542 0.0108171 0.0125268 -0.00019739 0.152787 0.158425 0.146933 0.373929 
18.6 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.6 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 0 0.794608 7.02682 -9.48117e-05 2.69877 0.0107483 0.0117493 -0.000114243 0.149992 0.153376 0.146529 0.295454 
18.62 1 0.856668 7.03173 2.35269e-05 3.90863 0.0108949 0.0123431 -0.000198243 0.15244 0.157288 0.147433 0.348401 
18.62 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.62 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 0 0.79142 7.02505 -0.000147222 2.7013 0.0107877 0.0116132 -0.000126563 0.149669 0.152527 0.146757 0.272443 
18.64 1 0.858218 7.03353 -2.72423e-05 3.91177 0.0109725 0.0123419 -6.25991e-05 0.15269 0.157129 0.148119 0.333759 
18.64 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.64 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 0 0.799673 7.02243 -3.44501e-05 2.70481 0.0107749 0.0120096 -2.04033e-05 0.150945 0.154983 0.146796 0.320719 
18.66 1 0.856048 7.0363 4.37709e-05 3.91605 0.0109318 0.0123013 6.47223e-05 0.152424 0.156872 0.147843 0.33436 
18.66 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.66 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 0 0.808585 7.02087 -9.61144e-05 2.70795 0.0109617 0.0122229 0.000107596 0.152265 0.15641 0.148004 0.323412 
18.68 1 0.86017 7.03785 6.15533e-05 3.92086 0.0109749 0.0124315 -1.03622e-05 0.152991 0.157681 0.148154 0.342321 
18.68 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.68 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 0 0.814806 7.019 -3.0304e-05 2.7133 0.0108743 0.0125756 -0.000101014 0.153133 0.158629 0.147433 0.369013 
18.7 1 0.858423 7.03909 1.25952e-06 3.92386 0.0108648 0.0124708 -7.00793e-06 0.15276 0.157929 0.14741 0.358867 
18.7 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.7 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 0 0.816298 7.01618 -1.86033e-06 2.71807 0.0110068 0.0124779 -0.000255339 0.153247 0.158246 0.148079 0.352656 
18.72 1 0.858756 7.04114 2.6364e-06 3.92755 0.0107656 0.0125882 -6.62723e-05 0.152819 0.158686 0.146718 0.380977 
18.72 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.72 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 0 0.811966 7.01374 1.07527e-05 2.72027 0.0109572 0.012401 -0.000248996 0.152834 0.157751 0.147753 0.350341 
18.74 1 0.865991 7.04355 -8.69361e-06 3.92977 0.011012 0.0126318 -9.33489e-05 0.153765 0.158979 0.148368 0.359206 
18.74 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.74 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 0 0.809351 7.01213 -3.49761e-05 2.72228 0.010908 0.0123923 -0.000185477 0.152644 0.157576 0.147548 0.351038 
18.76 1 0.867834 7.0458 3.70043e-05 3.93336 0.0110663 0.0126462 2.39126e-05 0.153988 0.159038 0.148768 0.353532 
18.76 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.76 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 0 0.804037 7.00847 -7.7705e-05 2.72742 0.0107381 0.0123271 -0.000187888 0.151872 0.157156 0.146398 0.363629 
18.78 1 0.867866 7.04778 4.56018e-05 3.9366 0.0110476 0.012683 -6.07379e-05 0.154047 0.159281 0.148629 0.359546 
18.78 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.78 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 0 0.793654 7.00594 -2.35627e-05 2.73222 0.0107997 0.0117839 -0.000145691 0.150278 0.153655 0.146823 0.294869 
18.8 1 0.875217 7.05154 3.2881e-05 3.93905 0.0113062 0.0127035 -2.05845e-06 0.154951 0.159396 0.150374 0.331648 
18.8 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.8 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 0 0.797278 7.00535 -2.6895e-05 2.73492 0.0108098 0.0119541 -2.41813e-05 0.150877 0.154626 0.147033 0.30952 
18.82 1 0.87464 7.05352 3.65701e-05 3.94245 0.0114105 0.0125775 6.82041e-05 0.154881 0.158628 0.15104 0.30559 
18.82 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.82 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 0 0.793281 7.00238 -5.13231e-05 2.73858 0.0107865 0.0118048 -0.000129451 0.150304 0.153759 0.146767 0.298133 
18.84 1 0.874253 7.0551 -6.72978e-05 3.94515 0.0114239 0.01256 8.94397e-05 0.154867 0.158537 0.151108 0.302528 
18.84 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.84 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 0 0.794517 7.00083 1.04037e-06 2.74072 0.0108066 0.0118898 -0.000194063 0.150653 0.154425 0.146785 0.310647 
18.86 1 0.868579 7.05684 -0.000295913 3.94859 0.0112474 0.0125243 -5.83838e-05 0.154181 0.158285 0.149965 0.319944 
18.86 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.86 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
18.88 0 0.796632 6.99796 -3.86032e-05 2.74412 0.0107165 0.0121043 -0.000245939 0.151065 0.155863 0.146111 0.34816 
