[1]t	 [2]ekin	 [3]enstrophy	 [4]helicity 
2.700000 1007.68016 6175.17625 34.8219192 
2.720000 1007.59044 6163.82466 34.8223531 
2.740000 1007.50133 6152.55248 34.8227221 
2.760000 1007.41254 6141.35924 34.8231676 
2.780000 1007.32423 6130.24344 34.8235959 
2.800000 1007.23634 6119.20476 34.824001 
2.820000 1007.14873 6108.24179 34.8243917 
2.840000 1007.06168 6097.35346 34.824789 
2.860000 1006.97489 6086.53887 34.8252384 
2.880000 1006.88861 6075.79749 34.8256662 
2.900000 1006.80256 6065.1283 34.8260363 
2.920000 1006.71697 6054.52993 34.8264929 
2.940000 1006.63181 6044.0018 34.826903 
2.960000 1006.54693 6033.54317 34.8273347 
2.980000 1006.46239 6023.1532 34.8277503 
3.000000 1006.37828 6012.83138 34.8281318 
3.020000 1006.29463 6002.5763 34.8285491 
3.040000 1006.21121 5992.3877 34.8289418 
3.060000 1006.12832 5982.26415 34.8293105 
3.080000 1006.04547 5972.20575 34.8297513 
3.100000 1005.96331 5962.21143 34.830186 
3.120000 1005.88127 5952.28056 34.8305098 
3.140000 1005.79971 5942.41254 34.830914 
3.160000 1005.71833 5932.60618 34.8313225 
3.180000 1005.63739 5922.86116 34.8317301 
3.200000 1005.55676 5913.17658 34.8320662 
3.220000 1005.47647 5903.55233 34.8324699 
3.240000 1005.39655 5893.98681 34.832791 
3.260000 1005.31691 5884.4802 34.8331345 
3.280000 1005.23756 5875.03153 34.8335288 
3.300000 1005.15858 5865.63997 34.8338667 
3.320000 1005.07997 5856.30501 34.8342542 
3.340000 1005.00151 5847.02607 34.8346197 
3.360000 1004.9236 5837.80241 34.8349652 
3.380000 1004.84577 5828.63376 34.8352958 
3.400000 1004.76823 5819.51927 34.8356721 
3.420000 1004.69118 5810.45818 34.8359718 
3.440000 1004.6143 5801.45018 34.836356 
3.460000 1004.53783 5792.49464 34.8366477 
3.480000 1004.46142 5783.59094 34.8370414 
3.500000 1004.38559 5774.73875 34.8373605 
3.520000 1004.30994 5765.93734 34.8377274 
3.540000 1004.23442 5757.18627 34.8380929 
3.560000 1004.15955 5748.48467 34.8384219 
3.580000 1004.08465 5739.8321 34.8387037 
3.600000 1004.01028 5731.22816 34.8391108 
3.620000 1003.93597 5722.67239 34.8393773 
3.640000 1003.86203 5714.16408 34.8397155 
3.660000 1003.78834 5705.70302 34.8400924 
3.680000 1003.7149 5697.28848 34.8404732 
3.700000 1003.64176 5688.92004 34.8408033 
3.720000 1003.5689 5680.59716 34.8411769 
3.740000 1003.49617 5672.31945 34.8414925 
3.760000 1003.4238 5664.08644 34.8417803 
3.780000 1003.35176 5655.89783 34.8421311 
3.800000 1003.27993 5647.75316 34.8424716 
3.820000 1003.20834 5639.65186 34.8428605 
3.840000 1003.13695 5631.59353 34.8431841 
3.860000 1003.06586 5623.57789 34.8434849 
3.880000 1002.99517 5615.60426 34.8438352 
3.900000 1002.92451 5607.67246 34.8441668 
3.920000 1002.85418 5599.78228 34.844457 
3.940000 1002.78408 5591.93304 34.8447663 
3.960000 1002.71426 5584.12445 34.8451283 
3.980000 1002.64463 5576.35617 34.8454343 
4.000000 1002.57521 5568.62763 34.8458041 
4.020000 1002.50609 5560.93862 34.8460551 
4.040000 1002.43722 5553.28867 34.8464118 
4.060000 1002.36847 5545.67741 34.8467235 
4.080000 1002.3 5538.10475 34.8470987 
4.100000 1002.23189 5530.56991 34.8473951 
4.120000 1002.16378 5523.07274 34.8476751 
4.140000 1002.09608 5515.61292 34.8480122 
4.160000 1002.02843 5508.19006 34.8483301 
4.180000 1001.96106 5500.8039 34.8485669 
4.200000 1001.89404 5493.45425 34.8488732 
4.220000 1001.8271 5486.14059 34.8491341 
4.240000 1001.76048 5478.86243 34.8494279 
4.260000 1001.69408 5471.61976 34.8497343 
4.280000 1001.62781 5464.41226 34.8499942 
4.300000 1001.56172 5457.23943 34.8502709 
4.320000 1001.49597 5450.10103 34.8505531 
4.340000 1001.43036 5442.99688 34.8508165 
4.360000 1001.36495 5435.9266 34.8511324 
4.380000 1001.29968 5428.88976 34.8513444 
4.400000 1001.23465 5421.88648 34.8516703 
4.420000 1001.16983 5414.91608 34.8519359 
4.440000 1001.10539 5407.97826 34.8521773 
4.460000 1001.04097 5401.07291 34.8524032 
4.480000 1000.97671 5394.1997 34.852717 
4.500000 1000.91278 5387.35822 34.8529773 
4.520000 1000.84897 5380.54835 34.8531939 
4.540000 1000.78533 5373.76974 34.8534633 
4.560000 1000.72194 5367.02202 34.8537243 
4.580000 1000.65871 5360.30525 34.8540138 
4.600000 1000.59571 5353.61903 34.854222 
4.620000 1000.53282 5346.96275 34.8544924 
4.640000 1000.47021 5340.33669 34.8547708 
4.660000 1000.40774 5333.74031 34.8550322 
4.680000 1000.34547 5327.17352 34.8552524 
4.700000 1000.28348 5320.63607 34.8555072 
4.720000 1000.22148 5314.12778 34.8556897 
4.740000 1000.1598 5307.64826 34.855872 
4.760000 1000.09825 5301.19733 34.8561116 
4.780000 1000.03678 5294.77462 34.8563548 
4.800000 999.975597 5288.38002 34.8565721 
4.820000 999.914639 5282.01332 34.8568032 
4.840000 999.853763 5275.67435 34.8570138 
4.860000 999.793126 5269.36291 34.8572306 
4.880000 999.732658 5263.07836 34.8574685 
4.900000 999.672293 5256.821 34.857683 
4.920000 999.612119 5250.59048 34.8579144 
4.940000 999.552141 5244.38656 34.8581288 
4.960000 999.492356 5238.20911 34.8583205 
4.980000 999.432665 5232.05762 34.858562 
5.000000 999.37329 5225.93228 34.8587552 
5.020000 999.322215 5220.65651 34.8592181 
5.040000 999.26767 5215.1134 34.8596461 
5.060000 999.212143 5209.43961 34.8600349 
5.080000 999.156158 5203.72184 34.8602776 
5.100000 999.100434 5198.02556 34.860546 
5.120000 999.044837 5192.35102 34.8607999 
5.140000 998.989273 5186.69805 34.8610411 
5.160000 998.934016 5181.06661 34.8612804 
5.180000 998.878713 5175.45659 34.8615443 
5.200000 998.823597 5169.86801 34.8617568 
5.220000 998.768719 5164.30075 34.8619928 
5.240000 998.713901 5158.75478 34.8622666 
5.260000 998.659202 5153.22994 34.8625692 
5.280000 998.604619 5147.72615 34.8627857 
5.300000 998.550222 5142.24332 34.8630414 
5.320000 998.495839 5136.78128 34.8632864 
5.340000 998.441663 5131.33988 34.8635033 
5.360000 998.387596 5125.91894 34.8637391 
5.380000 998.333716 5120.51836 34.8639904 
5.400000 998.279814 5115.13792 34.8642227 
5.420000 998.226226 5109.77754 34.8644473 
5.440000 998.172683 5104.43699 34.864653 
5.460000 998.119292 5099.11614 34.8648603 
5.480000 998.066067 5093.81489 34.865082 
5.500000 998.012827 5088.53312 34.8652478 
5.520000 997.959826 5083.27059 34.8654799 
5.540000 997.906974 5078.02714 34.8656622 
5.560000 997.854326 5072.80271 34.8658874 
5.580000 997.801488 5067.59712 34.8660906 
5.600000 997.74898 5062.41021 34.8662749 
5.620000 997.696543 5057.24182 34.8664594 
5.640000 997.644291 5052.09183 34.866619 
5.660000 997.592124 5046.96002 34.866793 
5.680000 997.540103 5041.84635 34.8670435 
5.700000 997.488159 5036.75062 34.8672237 
5.720000 997.436357 5031.67259 34.8674135 
5.740000 997.384701 5026.61224 34.867544 
5.760000 997.333091 5021.56939 34.8677211 
5.780000 997.281743 5016.544 34.8678625 
5.800000 997.230497 5011.53587 34.8680048 
5.820000 997.179266 5006.5449 34.8682104 
5.840000 997.128125 5001.57094 34.8683817 
5.860000 997.077215 4996.61388 34.8685327 
5.880000 997.026354 4991.67365 34.8686424 
5.900000 996.975632 4986.75015 34.8688365 
5.920000 996.924923 4981.84329 34.8689853 
5.940000 996.87441 4976.95292 34.869106 
5.960000 996.824084 4972.07894 34.8692531 
5.980000 996.773793 4967.2213 34.8693827 
6.000000 996.723626 4962.37983 34.8694801 
6.020000 996.673478 4957.55449 34.8696138 
6.040000 996.623433 4952.74513 34.8697176 
6.060000 996.573621 4947.95168 34.8698205 
6.080000 996.523966 4943.17403 34.8698971 
6.100000 996.474291 4938.41211 34.8700396 
6.120000 996.424949 4933.68559 34.8704171 
6.140000 996.377392 4929.16364 34.871147 
6.160000 996.329032 4924.55774 34.8716899 
6.180000 996.277555 4919.61957 34.8716066 
6.200000 996.229299 4915.05598 34.8720987 
6.220000 996.177261 4910.08156 34.8721092 
6.240000 996.126648 4905.24928 34.8720669 
6.260000 996.078941 4900.7287 34.8725743 
6.280000 996.027198 4895.80501 34.8726025 
6.300000 995.97629 4890.96044 34.8726404 
6.320000 995.925458 4886.12727 34.8726638 
6.340000 995.874726 4881.3111 34.8727528 
6.360000 995.824749 4876.5727 34.8726596 
6.380000 995.777627 4872.14287 34.8730821 
6.400000 995.726691 4867.31929 34.8730985 
6.420000 995.676379 4862.57256 34.8731333 
6.440000 995.626196 4857.83655 34.8731634 
6.460000 995.576095 4853.11708 34.8731734 
6.480000 995.526161 4848.41357 34.8731703 
6.500000 995.476326 4843.72606 34.8731865 
6.520000 995.426598 4839.0544 34.8731823 
6.540000 995.376975 4834.39853 34.8732305 
6.560000 995.327497 4829.75849 34.873233 
6.580000 995.27819 4825.13388 34.8732759 
6.600000 995.228892 4820.52483 34.8732349 
6.620000 995.179763 4815.93107 34.8732369 
6.640000 995.130764 4811.35275 34.8732572 
6.660000 995.081784 4806.78967 34.8732475 
6.680000 995.03294 4802.24174 34.8732213 
6.700000 994.984261 4797.70895 34.8732219 
6.720000 994.935657 4793.19107 34.8731861 
6.740000 994.887081 4788.68818 34.8731792 
6.760000 994.838773 4784.20008 34.87318 
6.780000 994.790426 4779.72678 34.8731419 
6.800000 994.74228 4775.2682 34.8731106 
6.820000 994.69424 4770.82413 34.8731609 
6.840000 994.646226 4766.39468 34.8731219 
6.860000 994.59829 4761.97962 34.8731316 
6.880000 994.550583 4757.57906 34.8731009 
6.900000 994.50283 4753.19286 34.8730505 
6.920000 994.455206 4748.82088 34.8730753 
6.940000 994.407788 4744.46309 34.8729561 
6.960000 994.360398 4740.11944 34.8729749 
6.980000 994.313152 4735.78998 34.8729639 
7.000000 994.265947 4731.47454 34.8728618 
7.020000 994.218924 4727.17306 34.8728045 
7.040000 994.171941 4722.88547 34.8727302 
7.060000 994.125016 4718.61171 34.8726783 
7.080000 994.078188 4714.35183 34.8726225 
7.100000 994.03154 4710.10559 34.8725386 
7.120000 993.984908 4705.87301 34.8724704 
7.140000 993.938446 4701.654 34.8724704 
7.160000 993.891908 4697.44848 34.8723778 
7.180000 993.845618 4693.25655 34.8722875 
7.200000 993.799393 4689.07784 34.8722267 
7.220000 993.753185 4684.91247 34.8721441 
7.240000 993.707136 4680.76023 34.8720263 
7.260000 993.661174 4676.62121 34.8720063 
7.280000 993.615388 4672.49524 34.8718784 
7.300000 993.569525 4668.38229 34.8717316 
7.320000 993.523862 4664.28227 34.8716097 
7.340000 993.478305 4660.19507 34.8715731 
7.360000 993.432747 4656.12074 34.8714655 
7.380000 993.387389 4652.05907 34.8714045 
7.400000 993.342047 4648.01009 34.8713107 
7.420000 993.296994 4643.97364 34.8711977 
7.440000 993.251764 4639.94963 34.871117 
7.460000 993.206723 4635.93808 34.8710166 
7.480000 993.161789 4631.93893 34.8709425 
7.500000 993.116884 4627.95206 34.8708651 
7.520000 993.072138 4623.97733 34.8707416 
7.540000 993.02746 4620.01494 34.8705531 
7.560000 992.98285 4616.06449 34.8705223 
7.580000 992.938442 4612.126 34.8703977 
7.600000 992.893935 4608.19948 34.8703035 
7.620000 992.849558 4604.28482 34.8701911 
7.640000 992.805368 4600.38195 34.8701184 
7.660000 992.761149 4596.49087 34.8700248 
7.680000 992.717105 4592.61138 34.8699123 
7.700000 992.673012 4588.74355 34.8697957 
7.720000 992.629125 4584.88716 34.8697403 
7.740000 992.58533 4581.04224 34.8695733 
7.760000 992.541631 4577.2087 34.8694933 
7.780000 992.497875 4573.38643 34.8693167 
7.800000 992.454304 4569.57549 34.8692186 
7.820000 992.410777 4565.77572 34.8690739 
7.840000 992.367407 4561.98712 34.8689516 
7.860000 992.32405 4558.20958 34.8687944 
7.880000 992.280757 4554.44292 34.8687078 
7.900000 992.237624 4550.68726 34.8685635 
7.920000 992.194555 4546.94245 34.8683957 
7.940000 992.151521 4543.20843 34.8682811 
7.960000 992.108549 4539.48519 34.8681367 
7.980000 992.065792 4535.77264 34.8679652 
8.000000 992.022957 4532.07059 34.8678364 
8.020000 991.980253 4528.3791 34.8677133 
8.040000 991.937661 4524.69811 34.8675893 
8.060000 991.895127 4521.02767 34.867436 
8.080000 991.852669 4517.36755 34.8672969 
8.100000 991.810374 4513.71778 34.8671437 
8.120000 991.768011 4510.07819 34.8669921 
8.140000 991.72585 4506.4489 34.8668706 
8.160000 991.683763 4502.82985 34.8666873 
8.180000 991.64175 4499.22091 34.8665245 
8.200000 991.599768 4495.62199 34.8663762 
8.220000 991.557839 4492.03315 34.8662043 
8.240000 991.516046 4488.45423 34.8660439 
8.260000 991.47422 4484.88517 34.8658526 
8.280000 991.432551 4481.32593 34.8656724 
8.300000 991.391004 4477.77662 34.8654715 
8.320000 991.349445 4474.23692 34.8653519 
8.340000 991.307986 4470.7069 34.8651541 
8.360000 991.266719 4467.18652 34.8649488 
8.380000 991.225303 4463.67576 34.8648038 
8.400000 991.184179 4460.17438 34.8645886 
8.420000 991.142896 4456.68267 34.8643711 
8.440000 991.101777 4453.20034 34.8642226 
8.460000 991.060799 4449.72734 34.8639905 
8.480000 991.01973 4446.26365 34.8638312 
8.500000 990.978993 4442.80929 34.8637147 
8.520000 990.938175 4439.36419 34.8635084 
8.540000 990.897418 4435.92822 34.8632843 
8.560000 990.856778 4432.50148 34.8630412 
8.580000 990.816125 4429.08384 34.8628212 
8.600000 990.775648 4425.67534 34.8626146 
8.620000 990.735135 4422.27585 34.8623905 
8.640000 990.694823 4418.88523 34.8621727 
8.660000 990.65442 4415.50364 34.8619005 
8.680000 990.614178 4412.13095 34.8616745 
8.700000 990.574026 4408.76713 34.8614592 
8.720000 990.533811 4405.41215 34.861198 
8.740000 990.493948 4402.06586 34.8610024 
8.760000 990.453913 4398.72833 34.8607151 
8.780000 990.414041 4395.39951 34.8604967 
8.800000 990.37428 4392.0794 34.860233 
8.820000 990.334516 4388.76785 34.8599896 
8.840000 990.294763 4385.46485 34.8597384 
8.860000 990.255132 4382.17036 34.8594881 
8.880000 990.215546 4378.88434 34.8592229 
8.900000 990.176092 4375.60684 34.8590001 
8.920000 990.136597 4372.33769 34.8587137 
8.940000 990.09728 4369.07693 34.8584478 
8.960000 990.057982 4365.82451 34.8581781 
8.980000 990.018729 4362.58028 34.8578998 
9.000000 989.979559 4359.34446 34.8576852 
9.020000 989.940487 4356.1168 34.8574149 
9.040000 989.901473 4352.89727 34.8571235 
9.060000 989.862544 4349.68597 34.8568777 
9.080000 989.823534 4346.48274 34.8565578 
9.100000 989.784594 4343.28759 34.8563355 
9.120000 989.745919 4340.10054 34.8560465 
9.140000 989.707165 4336.92145 34.855778 
9.160000 989.668466 4333.75037 34.8554447 
9.180000 989.629923 4330.58726 34.8552275 
9.200000 989.591388 4327.43198 34.854932 
9.220000 989.552951 4324.2846 34.8546511 
9.240000 989.514544 4321.14506 34.8543573 
9.260000 989.476218 4318.01327 34.854048 
9.280000 989.437924 4314.88923 34.8537466 
9.300000 989.39969 4311.77302 34.8534446 
9.320000 989.361466 4308.66445 34.8531422 
9.340000 989.323443 4305.56359 34.8528656 
9.360000 989.285484 4302.47032 34.8525336 
9.380000 989.247521 4299.3846 34.8522541 
9.400000 989.209553 4296.30643 34.8520115 
9.420000 989.171713 4293.23577 34.8516675 
9.440000 989.133906 4290.17263 34.851358 
9.460000 989.09619 4287.11697 34.8510322 
9.480000 989.058532 4284.06864 34.8506641 
9.500000 989.020989 4281.02774 34.8503597 
9.520000 988.983373 4277.99419 34.8500335 
9.540000 988.945979 4274.96789 34.8496698 
9.560000 988.908478 4271.94892 34.8493029 
9.580000 988.871093 4268.93725 34.8489821 
9.600000 988.833809 4265.93278 34.8486108 
9.620000 988.796592 4262.93548 34.8482759 
9.640000 988.759341 4259.9454 34.84796 
9.660000 988.722198 4256.96245 34.8476424 
9.680000 988.685054 4253.98668 34.8472369 
9.700000 988.648131 4251.0179 34.8469063 
9.720000 988.611176 4248.05614 34.8465426 
9.740000 988.574252 4245.10143 34.8461791 
9.760000 988.537347 4242.15369 34.8457804 
9.780000 988.500563 4239.21291 34.8454292 
9.800000 988.463844 4236.27902 34.8450485 
9.820000 988.427223 4233.35198 34.8447099 
9.840000 988.39056 4230.43182 34.844323 
9.860000 988.353985 4227.51848 34.8438913 
9.880000 988.317434 4224.61188 34.8435618 
9.900000 988.281018 4221.71207 34.8431823 
9.920000 988.244662 4218.81894 34.8427517 
9.940000 988.20824 4215.93247 34.8424199 
9.960000 988.172038 4213.05262 34.8420076 
9.980000 988.135701 4210.17949 34.8416247 
10.000000 988.09956 4207.31291 34.8412215 
10.020000 987.963315 4196.48581 34.837968 
10.040000 987.929601 4193.85789 34.8377354 
10.060000 987.895217 4191.17738 34.8374735 
10.080000 987.860793 4188.47647 34.837124 
10.100000 987.826445 4185.78109 34.8367507 
10.120000 987.792165 4183.09144 34.8363839 
10.140000 987.758002 4180.40744 34.8360193 
10.160000 987.723799 4177.7291 34.835634 
10.180000 987.689653 4175.05639 34.8351947 
10.200000 987.655427 4172.38932 34.8348431 
10.220000 987.621421 4169.7279 34.8344796 
10.240000 987.587408 4167.07213 34.8340613 
10.260000 987.553415 4164.42199 34.8336592 
10.280000 987.519548 4161.77747 34.8332275 
10.300000 987.485657 4159.13855 34.8328702 
10.320000 987.451794 4156.5052 34.832464 
10.340000 987.418004 4153.87743 34.832057 
10.360000 987.384216 4151.25521 34.8316635 
10.380000 987.35049 4148.63847 34.8312401 
10.400000 987.316742 4146.02724 34.8308089 
10.420000 987.283124 4143.42147 34.8303813 
10.440000 987.249704 4140.82111 34.8299478 
10.460000 987.216091 4138.22619 34.8295237 
10.480000 987.1825 4135.63663 34.8291054 
10.500000 987.14907 4133.05241 34.8286904 
10.520000 987.115688 4130.47351 34.8282546 
10.540000 987.082314 4127.89987 34.8278275 
10.560000 987.048983 4125.33149 34.8274124 
10.580000 987.015706 4122.76833 34.8269791 
10.600000 986.982444 4120.21039 34.8265199 
10.620000 986.949268 4117.65761 34.8261373 
10.640000 986.91612 4115.11002 34.8256624 
10.660000 986.883022 4112.56753 34.8252112 
10.680000 986.849987 4110.03016 34.8247816 
10.700000 986.816977 4107.49788 34.8243359 
10.720000 986.784016 4104.97068 34.8238925 
10.740000 986.751034 4102.44849 34.8234218 
10.760000 986.718174 4099.93129 34.8229582 
10.780000 986.685399 4097.41909 34.8225518 
10.800000 986.652492 4094.91183 34.822045 
10.820000 986.61976 4092.40952 34.8215928 
10.840000 986.587036 4089.91212 34.8211049 
10.860000 986.554245 4087.41955 34.8206559 
10.880000 986.521639 4084.93183 34.8201785 
10.900000 986.489011 4082.44894 34.8196971 
10.920000 986.4565 4079.97086 34.8192002 
10.940000 986.423952 4077.49755 34.8187195 
10.960000 986.391523 4075.02898 34.8182665 
10.980000 986.359181 4072.56517 34.8177349 
11.000000 986.326752 4070.10605 34.8172132 
11.020000 986.29446 4067.6516 34.8167861 
11.040000 986.262098 4065.20186 34.8162717 
11.060000 986.229873 4062.75678 34.8157661 
11.080000 986.197629 4060.31634 34.8152587 
11.100000 986.165366 4057.88054 34.814754 
11.120000 986.133326 4055.45942 34.8143862 
11.140000 986.10223 4053.12664 34.8142549 
11.160000 986.070727 4050.75742 34.8140339 
11.180000 986.037475 4048.23644 34.8133795 
11.200000 986.00603 4045.88117 34.8131006 
11.220000 985.972521 4043.3419 34.8125588 
11.240000 985.939801 4040.86039 34.8119451 
11.260000 985.908452 4038.51728 34.8116453 
11.280000 985.875089 4035.99287 34.8110793 
11.300000 985.842097 4033.50116 34.8105186 
11.320000 985.809044 4031.01183 34.8099127 
11.340000 985.776171 4028.52754 34.8093388 
11.360000 985.743762 4026.07286 34.8087106 
11.380000 985.712688 4023.75662 34.8083715 
11.400000 985.679521 4021.26156 34.8077453 
11.420000 985.646744 4018.79869 34.8071946 
11.440000 985.614039 4016.33813 34.8066091 
11.460000 985.581374 4013.88252 34.8059728 
11.480000 985.548699 4011.4317 34.8053573 
11.500000 985.516117 4008.98563 34.8047235 
11.520000 985.483512 4006.54433 34.8040534 
11.540000 985.451037 4004.10782 34.8033914 
11.560000 985.418512 4001.67611 34.8027756 
11.580000 985.386177 3999.24904 34.802142 
11.600000 985.353716 3996.82671 34.8015059 
11.620000 985.321451 3994.40901 34.8008951 
11.640000 985.289176 3991.996 34.8002822 
11.660000 985.257004 3989.5877 34.799612 
11.680000 985.224777 3987.18403 34.7989869 
11.700000 985.192647 3984.78507 34.7983637 
11.720000 985.160572 3982.39069 34.7976869 
11.740000 985.128492 3980.00098 34.7970627 
11.760000 985.096481 3977.61585 34.7964151 
11.780000 985.064507 3975.23527 34.795754 
11.800000 985.032594 3972.85929 34.7950887 
11.820000 985.000739 3970.48789 34.7944341 
11.840000 984.968907 3968.12106 34.7937793 
11.860000 984.937028 3965.75875 34.7931164 
11.880000 984.905232 3963.40105 34.7924383 
11.900000 984.873611 3961.0478 34.7917941 
11.920000 984.841876 3958.69903 34.7911149 
11.940000 984.810254 3956.35483 34.7904597 
11.960000 984.778663 3954.0151 34.7897832 
11.980000 984.747103 3951.67992 34.7890849 
12.000000 984.715597 3949.34915 34.7884351 
12.020000 984.684124 3947.02292 34.7877404 
12.040000 984.652686 3944.70111 34.7871024 
12.060000 984.621331 3942.3838 34.786414 
12.080000 984.589972 3940.07087 34.7857205 
12.100000 984.558707 3937.76237 34.785049 
12.120000 984.527454 3935.45834 34.7844063 
12.140000 984.49618 3933.1587 34.7836952 
12.160000 984.46501 3930.86354 34.7830271 
