[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e	 [13]maxvor 
21.85 0 -0.856441 -0.499666 0.06063 0.0132201 0.0178324 -7.51531e-05 0.176217 0.188858 0.162597 0.50869 -6.98033
21.85 1 0.856545 0.499906 0.0604768 0.0132341 0.0178231 7.03084e-05 0.176231 0.188808 0.162684 0.507523 6.98034
21.9 0 -0.856124 -0.49969 0.060778 0.013241 0.017843 -7.46147e-05 0.176307 0.188914 0.162726 0.507971 -6.96792
21.9 1 0.856228 0.49995 0.0606441 0.01325 0.0178409 7.11345e-05 0.176326 0.188902 0.162781 0.50738 6.96793
21.95 0 -0.855623 -0.499693 0.060923 0.0132486 0.0178573 -7.47257e-05 0.176369 0.18899 0.162772 0.508139 -6.95556
21.95 1 0.855789 0.499972 0.0607938 0.0132618 0.0178543 7.27356e-05 0.176398 0.188973 0.162854 0.507281 6.95557
22 0 -0.855489 -0.499764 0.0611134 0.0132725 0.0178788 -7.19502e-05 0.176497 0.189103 0.16292 0.507691 -6.94325
22 1 0.855594 0.499967 0.0609824 0.0132836 0.017873 7.71081e-05 0.176512 0.189073 0.162986 0.506858 6.94324
22.05 0 -0.855416 -0.49979 0.061379 0.0132883 0.0179155 -7.60301e-05 0.176646 0.189298 0.163016 0.508333 -6.93096
22.05 1 0.855278 0.499972 0.0611939 0.0132892 0.0179043 7.77039e-05 0.176617 0.189238 0.163021 0.50783 6.93096
22.1 0 -0.855101 -0.499772 0.0615709 0.0133016 0.0179364 -7.29769e-05 0.176743 0.189407 0.163098 0.508441 -6.91874
22.1 1 0.855145 0.500005 0.0614118 0.0133096 0.0179301 7.71009e-05 0.176748 0.189375 0.163146 0.507758 6.91873
22.15 0 -0.854785 -0.499785 0.0618584 0.0133117 0.0179617 -7.67119e-05 0.176843 0.189541 0.163159 0.508927 -6.90656
22.15 1 0.854952 0.500043 0.0616361 0.0133253 0.0179572 8.35157e-05 0.176869 0.189519 0.163241 0.508023 6.90656
22.2 0 -0.854775 -0.499842 0.0620574 0.0133443 0.0179806 -7.30711e-05 0.176988 0.18964 0.163359 0.507897 -6.89446
22.2 1 0.854759 0.500025 0.0618707 0.013338 0.0179889 7.769e-05 0.176994 0.189685 0.16332 0.508592 6.89443
22.25 0 -0.854339 -0.499826 0.0622521 0.0133561 0.0179936 -7.42654e-05 0.177058 0.189709 0.163431 0.507787 -6.88241
22.25 1 0.854383 0.500015 0.0620527 0.0133473 0.0180103 7.57498e-05 0.177081 0.189797 0.163377 0.508945 6.88237
22.3 0 -0.853841 -0.49983 0.0623985 0.0133636 0.0180077 -7.43459e-05 0.17712 0.189784 0.163477 0.507948 -6.87041
22.3 1 0.854008 0.500042 0.0622387 0.0133676 0.0180166 7.55944e-05 0.177156 0.18983 0.163502 0.508091 6.87037
22.35 0 -0.853466 -0.499825 0.062616 0.0133742 0.0180278 -7.47788e-05 0.177206 0.18989 0.163542 0.508184 -6.85846
22.35 1 0.85351 0.500045 0.0623844 0.0133751 0.0180306 7.57427e-05 0.177217 0.189905 0.163547 0.508252 6.85841
22.4 0 -0.853518 -0.49984 0.0629082 0.0133945 0.0180681 -7.58042e-05 0.177377 0.190102 0.163666 0.508708 -6.84657
22.4 1 0.85344 0.50008 0.062686 0.0133986 0.018057 8.17387e-05 0.177357 0.190044 0.16369 0.508059 6.84651
22.45 0 -0.853144 -0.499821 0.0631224 0.0134085 0.0180832 -7.52868e-05 0.177459 0.190181 0.163751 0.508557 -6.83473
22.45 1 0.853249 0.500048 0.0629158 0.0134134 0.0180855 7.48973e-05 0.177479 0.190193 0.163782 0.508379 6.83465
22.5 0 -0.853015 -0.49981 0.0633886 0.0134183 0.0181233 -7.27501e-05 0.1776 0.190391 0.163812 0.509622 -6.82295
22.5 1 0.852936 0.500054 0.0631219 0.0134222 0.0181123 7.60667e-05 0.17758 0.190334 0.163835 0.508982 6.82285
22.55 0 -0.852703 -0.499832 0.0636192 0.0134285 0.0181483 -6.56975e-05 0.177699 0.190522 0.163875 0.510059 -6.81122
22.55 1 0.852929 0.500073 0.0634008 0.0134406 0.0181505 7.73196e-05 0.177739 0.190535 0.163947 0.509527 6.81112
22.6 0 -0.852636 -0.499879 0.0638644 0.0134476 0.01818 -7.83161e-05 0.177842 0.19069 0.16399 0.510324 -6.79956
22.6 1 0.85274 0.500095 0.0636694 0.0134536 0.0181812 7.32924e-05 0.177862 0.190695 0.164027 0.510034 6.79945
22.65 0 -0.852326 -0.499886 0.0640762 0.0134549 0.0182089 -7.921e-05 0.177943 0.190841 0.164034 0.511081 -6.78793
22.65 1 0.852308 0.500092 0.0639232 0.0134599 0.0182019 8.07798e-05 0.177938 0.190805 0.164064 0.510546 6.78783
22.7 0 -0.852199 -0.499859 0.0643137 0.0134718 0.0182397 -7.05356e-05 0.178077 0.191001 0.164139 0.511373 -6.77636
22.7 1 0.851876 0.500087 0.0640926 0.0134672 0.0182211 7.84682e-05 0.178012 0.190905 0.164109 0.510906 6.77622
22.75 0 -0.852073 -0.499866 0.0645925 0.0134777 0.0182851 -7.1603e-05 0.178221 0.191239 0.164174 0.512849 -6.76487
22.75 1 0.851932 0.500072 0.0644336 0.013473 0.0182816 7.41225e-05 0.178198 0.191221 0.164146 0.512967 6.76474
22.8 0 -0.851704 -0.499903 0.0647495 0.0134911 0.0183006 -7.27861e-05 0.178302 0.19132 0.164256 0.512746 -6.75337
22.8 1 0.851685 0.50004 0.0646172 0.0134916 0.0182995 7.44388e-05 0.178301 0.191315 0.164259 0.512681 6.75324
22.85 0 -0.851273 -0.499907 0.0649625 0.0134985 0.0183196 -7.70048e-05 0.178376 0.19142 0.1643 0.51311 -6.74195
22.85 1 0.851438 0.500087 0.0648271 0.0135061 0.0183234 8.11814e-05 0.178408 0.191441 0.164346 0.512866 6.74182
22.9 0 -0.851148 -0.49993 0.0651857 0.0135222 0.0183406 -8.04496e-05 0.178501 0.19153 0.164443 0.512685 -6.73059
22.9 1 0.851069 0.500109 0.0650113 0.0135156 0.0183442 8.47467e-05 0.178493 0.19155 0.164403 0.513188 6.73042
22.95 0 -0.850718 -0.499917 0.0653474 0.0135326 0.0183551 -7.76983e-05 0.178571 0.191606 0.164508 0.512692 -6.71922
22.95 1 0.8507 0.500152 0.0651607 0.013532 0.0183558 8.49048e-05 0.178572 0.191611 0.164502 0.512774 6.71906
23 0 -0.850471 -0.499886 0.065579 0.0135413 0.0183874 -6.85346e-05 0.178686 0.191773 0.164562 0.513466 -6.70795
23 1 0.850392 0.500116 0.0653528 0.0135453 0.0183762 7.9043e-05 0.178666 0.191716 0.164584 0.512848 6.70775
23.05 0 -0.850163 -0.499917 0.0657777 0.0135516 0.0184119 -7.16588e-05 0.178783 0.191901 0.164624 0.513881 -6.69672
23.05 1 0.850145 0.500086 0.0656237 0.0135543 0.0184078 7.60381e-05 0.17878 0.19188 0.16464 0.513591 6.69654
23.1 0 -0.850039 -0.499999 0.0660401 0.0135757 0.018432 -7.94275e-05 0.178907 0.192007 0.164769 0.513415 -6.68559
23.1 1 0.850022 0.500142 0.0658677 0.0135729 0.0184356 8.64839e-05 0.178909 0.192027 0.16475 0.513725 6.68539
23.15 0 -0.849855 -0.499984 0.0662858 0.0135862 0.0184661 -7.67772e-05 0.179032 0.192184 0.164833 0.514172 -6.67449
23.15 1 0.849715 0.500157 0.0660588 0.013587 0.0184548 8.76258e-05 0.179002 0.192127 0.164836 0.513728 6.67424
23.2 0 -0.849549 -0.499983 0.06647 0.0136013 0.018484 -7.60836e-05 0.179124 0.192277 0.164925 0.514073 -6.66346
23.2 1 0.84947 0.500146 0.0662974 0.0135931 0.0184905 8.34114e-05 0.179119 0.192312 0.164873 0.514779 6.66316
23.25 0 -0.849121 -0.49999 0.0666442 0.0136077 0.0185039 -7.7137e-05 0.179197 0.19238 0.164964 0.514504 -6.65191
23.25 1 0.849042 0.500141 0.0665025 0.0136035 0.0185046 8.01701e-05 0.179187 0.192384 0.164937 0.514762 6.65216
23.3 0 -0.848754 -0.499957 0.0667988 0.0136223 0.0185173 -7.64973e-05 0.179275 0.19245 0.165052 0.514254 -6.64052
23.3 1 0.848614 0.500125 0.0666571 0.0136149 0.0185173 7.91917e-05 0.179255 0.19245 0.165007 0.514649 6.64065
23.35 0 -0.848509 -0.499927 0.0670698 0.0136343 0.0185451 -6.98144e-05 0.179386 0.192593 0.165126 0.514677 -6.62911
23.35 1 0.848369 0.500137 0.0668617 0.0136311 0.0185387 7.87291e-05 0.179359 0.192561 0.165105 0.514625 6.62926
23.4 0 -0.848448 -0.499976 0.0673443 0.0136492 0.018583 -7.68224e-05 0.179533 0.192791 0.165215 0.515377 -6.61776
23.4 1 0.848308 0.500145 0.0671475 0.013644 0.0185794 8.01504e-05 0.179509 0.192773 0.165183 0.515519 6.61788
23.45 0 -0.848083 -0.499951 0.0675289 0.0136604 0.0186014 -7.03047e-05 0.179616 0.192885 0.165284 0.515477 -6.60653
23.45 1 0.847942 0.500132 0.067341 0.0136516 0.0186029 7.54775e-05 0.179595 0.192894 0.16523 0.51601 6.60663
23.5 0 -0.8479 -0.499974 0.0677798 0.0136704 0.0186362 -7.4318e-05 0.17974 0.193066 0.165344 0.516298 -6.59531
23.5 1 0.847699 0.500132 0.0676033 0.0136662 0.0186264 7.78274e-05 0.179701 0.193016 0.165318 0.516149 6.59538
23.55 0 -0.847719 -0.499972 0.0680265 0.0136805 0.0186706 -7.52562e-05 0.179864 0.193244 0.165405 0.517084 -6.58415
23.55 1 0.847578 0.500117 0.0678543 0.0136772 0.0186649 7.90643e-05 0.179839 0.193216 0.165384 0.51705 6.5842
23.6 0 -0.847416 -0.499978 0.0682912 0.0136872 0.0186999 -7.75641e-05 0.179964 0.193397 0.165445 0.517853 -6.57303
23.6 1 0.847336 0.500154 0.0680817 0.0136869 0.0186948 8.59117e-05 0.179949 0.193372 0.165441 0.517701 6.57309
23.65 0 -0.847236 -0.499994 0.0685351 0.0136995 0.0187317 -7.80855e-05 0.180087 0.193561 0.165519 0.51842 -6.56197
23.65 1 0.847156 0.500141 0.0683296 0.0136968 0.0187295 8.42848e-05 0.180073 0.193551 0.165502 0.518492 6.56202
23.7 0 -0.847056 -0.499971 0.0688147 0.0137147 0.0187596 -6.95296e-05 0.180206 0.193704 0.165612 0.518663 -6.55094
23.7 1 0.846854 0.500142 0.0685334 0.0137086 0.0187521 8.20384e-05 0.180169 0.193667 0.165573 0.518731 6.55101
23.75 0 -0.846938 -0.500027 0.0690861 0.013725 0.0187984 -8.20067e-05 0.180342 0.193906 0.165673 0.519619 -6.53999
23.75 1 0.84698 0.500186 0.068911 0.013724 0.0188047 8.54809e-05 0.180357 0.193939 0.165666 0.519919 6.54
23.8 0 -0.846638 -0.499985 0.0693058 0.0137411 0.0188143 -7.35149e-05 0.180431 0.193987 0.165771 0.519368 -6.52909
23.8 1 0.84668 0.500209 0.0690796 0.0137441 0.0188155 8.71901e-05 0.180443 0.193995 0.165787 0.519298 6.52912
23.85 0 -0.846216 -0.500065 0.0695274 0.013755 0.0188232 -7.27442e-05 0.180494 0.194032 0.165855 0.518985 -6.51825
23.85 1 0.84638 0.500227 0.0693069 0.0137588 0.0188336 8.30445e-05 0.180534 0.194087 0.165876 0.519209 6.51826
23.9 0 -0.845916 -0.500072 0.0697249 0.0137685 0.0188429 -7.36249e-05 0.180586 0.194134 0.165936 0.519035 -6.50745
23.9 1 0.845958 0.500257 0.0695455 0.0137697 0.0188465 7.70851e-05 0.1806 0.194153 0.165943 0.519119 6.50745
23.95 0 -0.845555 -0.500081 0.0698923 0.0137823 0.0188575 -6.93807e-05 0.180665 0.194209 0.16602 0.518867 -6.4967
23.95 1 0.845414 0.500273 0.0697192 0.0137757 0.0188563 7.38971e-05 0.180643 0.194203 0.16598 0.51917 6.49669
24 0 -0.845378 -0.50007 0.0701765 0.0137957 0.0188882 -6.94118e-05 0.180787 0.194366 0.166101 0.519328 -6.48598
24 1 0.845359 0.500246 0.069969 0.0137966 0.0188859 7.26943e-05 0.180783 0.194355 0.166106 0.519203 6.48596
24.05 0 -0.845018 -0.500082 0.0703782 0.0138012 0.0189138 -7.18439e-05 0.180873 0.194499 0.166133 0.520006 -6.47532
24.05 1 0.84512 0.50023 0.0702051 0.0138052 0.0189176 6.8863e-05 0.180894 0.194518 0.166158 0.519937 6.47528
24.1 0 -0.84478 -0.500077 0.0706083 0.013812 0.0189422 -7.17909e-05 0.180981 0.194644 0.166198 0.520506 -6.4647
24.1 1 0.844761 0.500252 0.070402 0.0138125 0.0189406 7.40947e-05 0.180978 0.194636 0.166201 0.520428 6.46466
24.15 0 -0.844604 -0.500104 0.0708468 0.0138219 0.0189769 -7.09581e-05 0.181105 0.194822 0.166259 0.521281 -6.45414
24.15 1 0.844462 0.500247 0.0706224 0.0138194 0.0189697 7.17177e-05 0.181077 0.194785 0.166243 0.521144 6.45408
24.2 0 -0.844122 -0.500109 0.071003 0.013829 0.0189905 -7.10836e-05 0.181161 0.194892 0.166301 0.521425 -6.4436
24.2 1 0.844103 0.500224 0.0708542 0.0138279 0.0189913 7.26543e-05 0.181161 0.194897 0.166294 0.521514 6.44354
24.25 0 -0.843701 -0.500079 0.0711996 0.0138362 0.0190084 -7.38432e-05 0.181231 0.194984 0.166344 0.521723 -6.4331
24.25 1 0.843743 0.500251 0.0710376 0.0138385 0.0190099 7.48704e-05 0.181241 0.194992 0.166358 0.521667 6.43304
24.3 0 -0.843586 -0.500042 0.0714489 0.0138543 0.0190375 -6.14848e-05 0.181361 0.195132 0.166455 0.521851 -6.42266
24.3 1 0.843262 0.500254 0.0711934 0.0138455 0.0190234 7.49369e-05 0.181298 0.195062 0.166399 0.521813 6.42258
24.35 0 -0.843472 -0.500078 0.0717023 0.0138729 0.0190653 -6.699e-05 0.181489 0.195275 0.166566 0.521942 -6.41229
24.35 1 0.84333 0.500254 0.0714973 0.0138675 0.0190618 7.40446e-05 0.181464 0.195258 0.166532 0.522106 6.4122
24.4 0 -0.843114 -0.5001 0.0720153 0.0138801 0.0190883 -6.73609e-05 0.181572 0.195393 0.166608 0.522425 -6.40198
24.4 1 0.843216 0.500243 0.0717538 0.0138841 0.0190922 7.31873e-05 0.181594 0.195413 0.166632 0.522377 6.40185
24.45 0 -0.842573 -0.50012 0.0722308 0.0138864 0.0190972 -6.99395e-05 0.181614 0.195439 0.166646 0.522439 -6.39168
24.45 1 0.84292 0.500239 0.0719705 0.013893 0.0191182 7.14393e-05 0.18169 0.195546 0.166686 0.522874 6.39153
24.5 0 -0.842399 -0.500148 0.0725267 0.0138984 0.0191292 -7.3469e-05 0.181735 0.195603 0.166718 0.523008 -6.38147
24.5 1 0.84244 0.500314 0.0722345 0.0139028 0.0191269 6.87149e-05 0.181741 0.19559 0.166744 0.522696 6.3813
24.55 0 -0.842165 -0.500155 0.072761 0.0139086 0.0191587 -7.26236e-05 0.181844 0.195753 0.166779 0.523566 -6.37126
24.55 1 0.842267 0.500321 0.072495 0.0139109 0.0191643 6.75097e-05 0.181866 0.195781 0.166794 0.523643 6.3711
24.6 0 -0.841931 -0.500191 0.0730444 0.0139126 0.0191962 -7.38975e-05 0.181958 0.195945 0.166802 0.524724 -6.36114
24.6 1 0.841971 0.500364 0.0728031 0.0139149 0.0191966 7.19448e-05 0.181966 0.195947 0.166817 0.52462 6.36098
24.65 0 -0.841637 -0.500227 0.0733462 0.013924 0.0192184 -7.22046e-05 0.182051 0.196058 0.166871 0.524954 -6.35108
24.65 1 0.841738 0.500369 0.0730739 0.0139275 0.0192228 7.53161e-05 0.182072 0.196081 0.166892 0.524942 6.35088
24.7 0 -0.841527 -0.500171 0.0736412 0.0139441 0.0192447 -6.19832e-05 0.182178 0.196191 0.166993 0.524877 -6.34105
24.7 1 0.841567 0.50034 0.0733705 0.013935 0.0192619 7.05189e-05 0.1822 0.19628 0.166938 0.525962 6.34083
24.75 0 -0.841295 -0.500197 0.0738917 0.0139488 0.019281 -6.84938e-05 0.18229 0.196377 0.167021 0.525955 -6.33105
24.75 1 0.841396 0.500363 0.0736968 0.013951 0.0192874 6.8176e-05 0.182314 0.196409 0.167034 0.526075 6.33087
24.8 0 -0.841003 -0.500229 0.0740998 0.01396 0.0193038 -7.1893e-05 0.182384 0.196493 0.167087 0.526225 -6.32107
24.8 1 0.840981 0.500349 0.0738658 0.0139615 0.0193007 6.57958e-05 0.182379 0.196477 0.167097 0.526026 6.32084
24.85 0 -0.84065 -0.500197 0.0743284 0.0139729 0.0193188 -6.92644e-05 0.18246 0.196569 0.167165 0.526117 -6.31114
24.85 1 0.840567 0.500354 0.0740917 0.0139687 0.0193189 6.9724e-05 0.182449 0.19657 0.167139 0.52633 6.31089
24.9 0 -0.840297 -0.500202 0.074517 0.0139851 0.0193349 -6.92627e-05 0.182538 0.196651 0.167238 0.52609 -6.30076
24.9 1 0.840214 0.500345 0.0743177 0.0139763 0.0193414 7.31518e-05 0.182531 0.196684 0.167185 0.52676 6.30102
24.95 0 -0.840005 -0.500179 0.0748147 0.0139965 0.0193577 -6.49067e-05 0.182631 0.196766 0.167306 0.526334 -6.29041
24.95 1 0.839922 0.500328 0.0745127 0.0139923 0.0193571 7.18666e-05 0.182618 0.196764 0.16728 0.526527 6.29065
25 0 -0.839591 -0.500165 0.0749831 0.0140072 0.0193705 -6.29776e-05 0.182696 0.196831 0.16737 0.526258 -6.28024
25 1 0.83957 0.500307 0.0747641 0.013999 0.0193814 6.71369e-05 0.182703 0.196887 0.167321 0.527049 6.28038
25.05 0 -0.83936 -0.500195 0.0752334 0.0140125 0.0194058 -7.07437e-05 0.182807 0.197011 0.167401 0.52726 -6.27007
25.05 1 0.839278 0.500327 0.0750014 0.0140126 0.0194002 6.35903e-05 0.182792 0.196982 0.167403 0.527041 6.2702
25.1 0 -0.839008 -0.500201 0.0754723 0.014024 0.0194233 -6.86296e-05 0.182886 0.1971 0.16747 0.527311 -6.25995
25.1 1 0.839109 0.50034 0.0752434 0.0140276 0.0194275 6.65503e-05 0.182907 0.197121 0.167492 0.527277 6.26006
25.15 0 -0.838717 -0.500217 0.0757016 0.0140295 0.0194536 -7.19981e-05 0.182984 0.197254 0.167503 0.528114 -6.24988
25.15 1 0.838818 0.500359 0.0754977 0.0140372 0.0194525 7.39354e-05 0.183002 0.197249 0.167548 0.527709 6.24997
25.2 0 -0.838304 -0.500221 0.0759114 0.0140417 0.0194647 -7.31844e-05 0.183048 0.197311 0.167575 0.527914 -6.23987
25.2 1 0.838406 0.500359 0.0756825 0.0140431 0.0194721 7.26493e-05 0.183072 0.197348 0.167584 0.528104 6.23996
25.25 0 -0.837953 -0.500188 0.0762062 0.014054 0.0194812 -6.72295e-05 0.183126 0.197393 0.16765 0.527881 -6.22985
25.25 1 0.837993 0.500352 0.0759106 0.0140511 0.0194888 7.08578e-05 0.183139 0.197432 0.167632 0.528295 6.22996
25.3 0 -0.837907 -0.500216 0.0764982 0.0140698 0.0195181 -7.16217e-05 0.18327 0.19758 0.167743 0.528417 -6.2199
25.3 1 0.837946 0.50036 0.0761889 0.0140701 0.0195217 6.70171e-05 0.183281 0.197598 0.167745 0.52852 6.22
25.35 0 -0.837679 -0.500252 0.0767334 0.01408 0.019547 -7.60764e-05 0.183377 0.197727 0.167803 0.528943 -6.21002
25.35 1 0.837657 0.500356 0.0764464 0.0140824 0.0195429 6.9392e-05 0.183372 0.197706 0.167818 0.528668 6.21008
25.4 0 -0.83739 -0.500302 0.076944 0.0140928 0.0195668 -8.56694e-05 0.183466 0.197829 0.167878 0.529034 -6.20019
25.4 1 0.837307 0.500384 0.0767346 0.0140926 0.0195614 7.65039e-05 0.18345 0.1978 0.167878 0.528831 6.20021
25.45 0 -0.83704 -0.500265 0.0771733 0.0141019 0.0195871 -8.56e-05 0.183546 0.197931 0.167932 0.529302 -6.19038
25.45 1 0.837018 0.500403 0.0769533 0.014103 0.0195849 7.99457e-05 0.183543 0.197919 0.16794 0.529155 6.1904
25.5 0 -0.836935 -0.500289 0.0774504 0.014114 0.0196239 -8.71124e-05 0.183679 0.198118 0.168004 0.529996 -6.18061
25.5 1 0.836791 0.500446 0.0771874 0.0141145 0.0196119 8.67253e-05 0.183648 0.198057 0.168007 0.529553 6.18064
25.55 0 -0.83683 -0.500256 0.0777689 0.014125 0.0196622 -8.72921e-05 0.183813 0.198311 0.168069 0.530789 -6.17088
25.55 1 0.836625 0.500415 0.0774461 0.0141242 0.0196467 8.13805e-05 0.183769 0.198231 0.168066 0.530275 6.1709
25.6 0 -0.836605 -0.500262 0.0781014 0.0141353 0.019691 -8.26187e-05 0.183919 0.198455 0.168131 0.531277 -6.1612
25.6 1 0.836582 0.500432 0.0777469 0.0141359 0.0196887 8.68998e-05 0.183915 0.198444 0.168134 0.531176 6.16121
25.65 0 -0.836319 -0.500247 0.0783343 0.0141412 0.0197212 -7.64323e-05 0.184017 0.198607 0.168167 0.532013 -6.15157
25.65 1 0.836357 0.500373 0.0780664 0.0141454 0.0197192 7.34725e-05 0.184023 0.198596 0.168193 0.531739 6.15154
25.7 0 -0.835972 -0.500269 0.0785928 0.014147 0.0197455 -8.02681e-05 0.184099 0.198729 0.168201 0.53257 -6.14199
25.7 1 0.835949 0.500367 0.0783023 0.0141517 0.0197383 7.0741e-05 0.184092 0.198692 0.168231 0.532083 6.14194
25.75 0 -0.835626 -0.500278 0.0788055 0.0141521 0.0197711 -8.1236e-05 0.184182 0.198858 0.168231 0.533205 -6.13245
25.75 1 0.835664 0.50038 0.0785784 0.014155 0.0197714 8.05373e-05 0.184191 0.198859 0.168249 0.533071 6.13239
25.8 0 -0.835524 -0.500242 0.0790571 0.0141741 0.0197936 -7.57559e-05 0.184303 0.198971 0.168363 0.532912 -6.12294
25.8 1 0.835257 0.500394 0.0788377 0.0141617 0.0197894 8.79415e-05 0.184258 0.198951 0.168287 0.533385 6.12288
25.85 0 -0.835178 -0.500275 0.0792913 0.0141859 0.0198101 -8.47903e-05 0.18438 0.199055 0.168431 0.532934 -6.11348
25.85 1 0.835277 0.500424 0.0791051 0.014191 0.0198126 8.90412e-05 0.184401 0.199068 0.168461 0.532786 6.11343
25.9 0 -0.834833 -0.500281 0.0796068 0.0142002 0.0198237 -8.71986e-05 0.184456 0.199123 0.168516 0.53272 -6.10408
25.9 1 0.834871 0.500411 0.0792822 0.0142009 0.0198261 8.63248e-05 0.184464 0.199135 0.16852 0.532767 6.10398
25.95 0 -0.834244 -0.500258 0.0798065 0.0142029 0.019832 -9.38739e-05 0.184485 0.199166 0.168531 0.532892 -6.09469
25.95 1 0.834587 0.500395 0.0795169 0.0142065 0.0198566 8.01786e-05 0.184562 0.199288 0.168555 0.53352 6.09458
26 0 -0.833837 -0.500272 0.0800451 0.0142086 0.019851 -9.57155e-05 0.184552 0.199262 0.168565 0.533269 -6.08535
26 1 0.833936 0.500385 0.0797519 0.0142145 0.0198521 8.44843e-05 0.184572 0.199265 0.168602 0.532998 6.08522
26.05 0 -0.833553 -0.500266 0.0803188 0.0142137 0.0198821 -9.93536e-05 0.18465 0.199418 0.168594 0.534089 -6.07606
26.05 1 0.833713 0.500415 0.0800089 0.0142196 0.0198877 9.23602e-05 0.184681 0.199445 0.16863 0.533981 6.07592
26.1 0 -0.833148 -0.500289 0.0806032 0.0142205 0.0198994 -0.000100872 0.184716 0.199505 0.168634 0.534353 -6.06683
26.1 1 0.833185 0.500378 0.0802815 0.0142239 0.0198991 9.33297e-05 0.184724 0.199502 0.168656 0.534162 6.06665
26.15 0 -0.832742 -0.500244 0.0808628 0.0142355 0.0199059 -9.37355e-05 0.184774 0.199537 0.168724 0.533849 -6.05761
26.15 1 0.832841 0.500378 0.0805319 0.0142265 0.0199279 0.000100038 0.184809 0.199648 0.16867 0.535026 6.05743
26.2 0 -0.832398 -0.500251 0.0811554 0.0142476 0.0199213 -8.91473e-05 0.184848 0.199613 0.168797 0.533788 -6.04847
26.2 1 0.832435 0.500345 0.0808249 0.0142427 0.0199325 9.64635e-05 0.184865 0.199671 0.168766 0.534412 6.04825
26.25 0 -0.83236 -0.500282 0.0814527 0.0142638 0.0199576 -9.32545e-05 0.18499 0.199796 0.168892 0.534254 -6.03938
26.25 1 0.832214 0.500396 0.081174 0.0142642 0.0199454 9.98792e-05 0.184958 0.199736 0.168893 0.533845 6.03918
26.3 0 -0.832017 -0.500301 0.081656 0.0142731 0.0199772 -9.45157e-05 0.185068 0.199894 0.168947 0.534476 -6.03026
26.3 1 0.832054 0.500421 0.0814588 0.0142836 0.019967 9.69324e-05 0.185069 0.199843 0.169009 0.53365 6.03011
26.35 0 -0.832102 -0.500378 0.0819508 0.0142994 0.0200095 -0.00010328 0.185227 0.200057 0.169101 0.534349 -6.02127
26.35 1 0.831956 0.500489 0.0817254 0.0142988 0.0199992 0.000106472 0.185197 0.200006 0.169096 0.534044 6.02108
26.4 0 -0.831699 -0.500404 0.0821191 0.0143107 0.020021 -0.000103246 0.185288 0.200114 0.169168 0.534205 -6.01221
26.4 1 0.831614 0.500495 0.0819338 0.014307 0.0200202 0.000106587 0.185276 0.200111 0.169145 0.53436 6.01203
26.45 0 -0.831601 -0.500379 0.0824171 0.0143181 0.0200644 -9.69552e-05 0.185425 0.20033 0.169212 0.53529 -6.00271
26.45 1 0.831394 0.500526 0.0821434 0.0143257 0.020037 0.00010723 0.185372 0.200195 0.169255 0.53405 6.003
26.5 0 -0.831626 -0.500426 0.0827164 0.0143375 0.0201017 -9.90286e-05 0.185578 0.200516 0.169327 0.535627 -5.99335
26.5 1 0.831236 0.500496 0.082417 0.0143339 0.0200739 9.97598e-05 0.185494 0.200378 0.169306 0.534876 5.99355
26.55 0 -0.83153 -0.500412 0.0830546 0.0143463 0.0201428 -9.10911e-05 0.185712 0.20072 0.16938 0.536556 -5.984
26.55 1 0.831384 0.500557 0.0827615 0.0143525 0.0201226 0.000106512 0.185675 0.200622 0.169414 0.535642 5.98419
26.6 0 -0.831374 -0.500428 0.0832798 0.0143651 0.020165 -8.97956e-05 0.185823 0.20083 0.169491 0.536415 -5.97481
26.6 1 0.831166 0.500536 0.0830234 0.014358 0.0201586 9.90022e-05 0.185786 0.2008 0.169448 0.536554 5.97494
26.65 0 -0.831278 -0.500413 0.0835107 0.0143897 0.0201832 -9.32344e-05 0.185938 0.200921 0.169636 0.535884 -5.96564
26.65 1 0.83101 0.500579 0.0832981 0.0143785 0.020178 9.70502e-05 0.185894 0.200896 0.169569 0.536241 5.96575
26.7 0 -0.831001 -0.50045 0.0838931 0.0144008 0.0202047 -8.50004e-05 0.186026 0.201027 0.169703 0.536059 -5.95644
26.7 1 0.830855 0.500585 0.0835622 0.0143872 0.0202135 0.000103736 0.186012 0.201074 0.169619 0.537023 5.95658
26.75 0 -0.830663 -0.50046 0.0841187 0.0144153 0.0202164 -9.44111e-05 0.186096 0.201087 0.169787 0.5358 -5.94735
26.75 1 0.8307 0.500531 0.0838628 0.0144085 0.0202307 8.98293e-05 0.186116 0.201157 0.169748 0.536569 5.94743
26.8 0 -0.830326 -0.500431 0.0843656 0.0144258 0.0202342 -9.24521e-05 0.186172 0.201175 0.169849 0.535891 -5.93827
26.8 1 0.83024 0.500563 0.0840712 0.0144165 0.0202408 9.01381e-05 0.186165 0.201207 0.169794 0.536535 5.93837
26.85 0 -0.830049 -0.500402 0.0846011 0.0144373 0.0202552 -8.59164e-05 0.186259 0.201278 0.169918 0.536038 -5.92924
26.85 1 0.82978 0.500547 0.084335 0.0144231 0.0202537 9.14913e-05 0.186217 0.201271 0.169833 0.536652 5.92932
26.9 0 -0.829528 -0.500398 0.0847938 0.0144431 0.0202636 -8.90382e-05 0.186297 0.20132 0.169951 0.536055 -5.92026
