[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e	 [13]maxvor 
111.35 1 0.369389 0.557276 2.02976 0.0150093 0.0293702 0.000163825 0.210664 0.242372 0.173248 0.699327 1.62331
111.4 0 -0.368911 -0.56607 2.03317 0.0150224 0.0292808 -0.000145417 0.210483 0.242001 0.173326 0.697876 -1.6225
111.4 1 0.36883 0.557143 2.03186 0.0149893 0.0293341 0.000167524 0.210531 0.242223 0.173132 0.699368 1.62264
111.45 0 -0.36866 -0.566039 2.0354 0.0149884 0.0293296 -0.000129662 0.210518 0.242202 0.173131 0.699306 -1.62189
111.45 1 0.368516 0.557098 2.03461 0.0149847 0.0293149 0.000175711 0.210475 0.242145 0.173104 0.699249 1.62204
111.5 0 -0.368285 -0.565934 2.03711 0.014951 0.0293604 -0.00014724 0.210503 0.24233 0.172913 0.700609 -1.62129
111.5 1 0.368326 0.557374 2.03637 0.0149825 0.0293063 0.000155921 0.210449 0.242108 0.173094 0.699177 1.6214
111.55 0 -0.368032 -0.566206 2.03934 0.014956 0.0293309 -0.000131095 0.210445 0.242207 0.172944 0.70011 -1.62077
111.55 1 0.368317 0.557464 2.03836 0.0149637 0.0293693 0.000166265 0.210554 0.242368 0.172985 0.700425 1.62081
111.6 0 -0.367719 -0.566587 2.0417 0.0149434 0.0293219 -0.000149724 0.210393 0.242171 0.172869 0.70032 -1.6199
111.6 1 0.367392 0.557518 2.04079 0.0149601 0.0292271 0.000137651 0.210208 0.241779 0.172967 0.698721 1.61996
111.65 0 -0.367163 -0.566213 2.04387 0.0149166 0.0292998 -0.000164561 0.210277 0.242081 0.172712 0.70071 -1.61897
111.65 1 0.367508 0.557566 2.04335 0.0149545 0.0292885 0.000170039 0.21034 0.242035 0.172931 0.69965 1.61903
111.7 0 -0.367459 -0.566235 2.04583 0.0149212 0.0293706 -0.000141515 0.210456 0.242371 0.172742 0.701455 -1.61819
111.7 1 0.367439 0.557536 2.04484 0.0149509 0.0293106 0.000161132 0.210384 0.242126 0.172911 0.700005 1.61825
111.75 0 -0.366536 -0.566617 2.04831 0.0149218 0.0292213 -0.000125161 0.210103 0.241754 0.172747 0.699578 -1.61755
111.75 1 0.366758 0.557568 2.04721 0.0149151 0.0292784 0.000146505 0.210223 0.241991 0.172706 0.700466 1.6175
111.8 0 -0.366711 -0.566539 2.05056 0.0149298 0.0292668 -0.000153303 0.21023 0.241944 0.17279 0.699969 -1.6169
111.8 1 0.366018 0.557689 2.0496 0.0148934 0.0292106 0.000199204 0.21001 0.241716 0.172573 0.700199 1.6168
111.85 0 -0.366155 -0.566458 2.05217 0.0148873 0.0292727 -0.000156363 0.210143 0.241969 0.172543 0.70108 -1.61626
111.85 1 0.3665 0.557767 2.05159 0.0149117 0.0292921 0.000174561 0.210247 0.24205 0.172682 0.700743 1.61621
111.9 0 -0.365903 -0.566612 2.05468 0.0148934 0.0292371 -0.000109971 0.210073 0.241818 0.172584 0.700459 -1.61578
111.9 1 0.366064 0.557975 2.05354 0.014888 0.0292842 0.000149575 0.210172 0.242016 0.172548 0.701201 1.61562
111.95 0 -0.365896 -0.566751 2.05667 0.0149043 0.0292382 -0.000154538 0.210101 0.241826 0.172642 0.700236 -1.61492
111.95 1 0.36508 0.557887 2.056 0.0148515 0.0291945 0.000124395 0.209871 0.241643 0.172339 0.700963 1.61489
112 0 -0.365583 -0.566569 2.05921 0.0148838 0.0292513 -0.000170274 0.210084 0.241882 0.172521 0.700913 -1.61401
112 1 0.365013 0.557933 2.05833 0.0148394 0.0292342 0.000176799 0.209937 0.241811 0.172263 0.701788 1.61401
112.05 0 -0.36521 -0.566699 2.06095 0.0148821 0.0292055 -0.000131536 0.209971 0.241689 0.172516 0.700355 -1.6133
112.05 1 0.365372 0.558115 2.06005 0.0148749 0.0292591 0.000172609 0.210081 0.241914 0.172469 0.70123 1.61321
112.1 0 -0.364959 -0.566747 2.06349 0.0149052 0.0291422 -0.00012324 0.209875 0.241426 0.172651 0.698992 -1.61262
112.1 1 0.364632 0.558108 2.0627 0.0148479 0.0291951 0.000130282 0.209864 0.241646 0.172318 0.70106 1.61249
112.15 0 -0.364769 -0.566946 2.06561 0.0148767 0.02919 -0.000185249 0.209921 0.241629 0.172478 0.700338 -1.61202
112.15 1 0.363954 0.558017 2.06476 0.0148202 0.0291519 0.000186791 0.209695 0.241472 0.17215 0.701248 1.61183
112.2 0 -0.364518 -0.566755 2.0678 0.014867 0.0291864 -0.000159504 0.209889 0.241612 0.172425 0.700509 -1.61141
112.2 1 0.364436 0.558097 2.06692 0.0148316 0.0292434 0.000183842 0.20994 0.24185 0.172216 0.7021 1.61122
112.25 0 -0.364328 -0.56684 2.06997 0.0148787 0.0291525 -0.000117559 0.209836 0.241468 0.172498 0.699767 -1.61089
112.25 1 0.36388 0.558172 2.06872 0.0148303 0.0291691 0.000157257 0.20976 0.24154 0.172213 0.701187 1.61061
112.3 0 -0.364199 -0.566921 2.07222 0.0148759 0.0291632 -0.000113213 0.209855 0.241512 0.172482 0.699968 -1.61003
112.3 1 0.363447 0.558141 2.07126 0.0148084 0.0291545 0.000140432 0.209673 0.241478 0.172088 0.701528 1.60991
112.35 0 -0.363644 -0.566948 2.07434 0.0148429 0.0291468 -0.000205195 0.209737 0.241453 0.172279 0.700646 -1.60916
112.35 1 0.363074 0.558169 2.07333 0.0147956 0.0291372 0.000194495 0.209601 0.241412 0.172005 0.701675 1.60899
112.4 0 -0.363332 -0.567083 2.07643 0.0148445 0.0291084 -0.000112466 0.209649 0.241285 0.1723 0.700054 -1.60839
112.4 1 0.363373 0.558276 2.07552 0.0148184 0.0291737 0.000166514 0.209743 0.24156 0.172142 0.701542 1.60814
112.45 0 -0.363204 -0.567033 2.07886 0.0148508 0.0291013 -0.000105229 0.209648 0.241255 0.172337 0.699804 -1.60765
112.45 1 0.362329 0.558311 2.07786 0.0148211 0.0289956 0.000128232 0.209324 0.240818 0.172162 0.699222 1.6074
112.5 0 -0.363015 -0.567096 2.08101 0.0148431 0.0291088 -0.000138409 0.209647 0.241289 0.172289 0.700108 -1.60701
112.5 1 0.361957 0.558004 2.08018 0.0147501 0.029095 0.000149334 0.209392 0.241233 0.171747 0.702224 1.60676
112.55 0 -0.362399 -0.56724 2.0832 0.0148189 0.0290588 -0.000158531 0.20947 0.241083 0.172146 0.700092 -1.60644
112.55 1 0.362317 0.558363 2.08199 0.0147694 0.0291471 0.000185958 0.209563 0.241452 0.171855 0.702428 1.60611
112.6 0 -0.361905 -0.567266 2.08532 0.0148275 0.0289783 -0.000141556 0.209298 0.240748 0.172198 0.698854 -1.6059
112.6 1 0.362067 0.558502 2.08446 0.0147864 0.029089 0.000134719 0.209465 0.241206 0.17196 0.70125 1.60513
112.65 0 -0.362264 -0.567224 2.08753 0.0148536 0.0290243 -0.000114534 0.209471 0.240937 0.172353 0.698773 -1.6051
112.65 1 0.361695 0.558379 2.08675 0.0147693 0.0290812 0.000141123 0.209405 0.241175 0.17186 0.701575 1.6044
112.7 0 -0.362015 -0.567251 2.08983 0.0148197 0.0290678 -0.000164045 0.209493 0.241121 0.17215 0.700188 -1.60425
112.7 1 0.361385 0.558219 2.08884 0.0147531 0.0290843 0.000154128 0.209374 0.241189 0.171764 0.702022 1.60381
112.75 0 -0.361522 -0.567481 2.09186 0.0147824 0.0290682 -0.000138816 0.209405 0.24112 0.171936 0.701092 -1.60354
112.75 1 0.361257 0.55867 2.09074 0.0147534 0.0290794 0.000189669 0.209363 0.241172 0.171761 0.701984 1.60297
112.8 0 -0.361333 -0.56743 2.09381 0.0148141 0.0290025 -0.000160443 0.209324 0.24085 0.172118 0.699506 -1.60282
112.8 1 0.360641 0.558678 2.09321 0.0147724 0.0289535 0.000141779 0.209108 0.240645 0.171878 0.699901 1.60224
112.85 0 -0.361021 -0.567448 2.09627 0.0147943 0.0290111 -0.000135859 0.209297 0.240883 0.172006 0.700082 -1.60217
112.85 1 0.360454 0.558305 2.09546 0.0147354 0.0290208 0.000176378 0.20918 0.240927 0.171658 0.701683 1.60162
112.9 0 -0.360773 -0.567502 2.09877 0.0147845 0.0290003 -0.000126704 0.209248 0.240838 0.17195 0.700181 -1.60161
112.9 1 0.360509 0.558563 2.09745 0.0147441 0.0290384 0.000151057 0.209243 0.240998 0.171712 0.70167 1.60101
112.95 0 -0.360219 -0.567477 2.10061 0.014801 0.0288927 -0.000152091 0.20903 0.240393 0.172043 0.698435 -1.60104
112.95 1 0.360138 0.558823 2.09974 0.0147399 0.0289984 0.000158164 0.209137 0.240832 0.171687 0.701277 1.60041
113 0 -0.359969 -0.567642 2.10272 0.0147821 0.0289131 -0.00014353 0.209034 0.240477 0.171934 0.699154 -1.60033
113 1 0.359767 0.558692 2.10173 0.0147458 0.0289469 0.00017516 0.209028 0.24062 0.171718 0.700503 1.59985
113.05 0 -0.360025 -0.567739 2.10546 0.0147693 0.0289721 -0.000153136 0.209144 0.240723 0.171858 0.700222 -1.59942
113.05 1 0.359457 0.55846 2.10409 0.0147214 0.028964 0.000154958 0.20901 0.240689 0.171579 0.7013 1.59897
113.1 0 -0.359777 -0.567647 2.10734 0.0147757 0.0289365 -0.000156906 0.209075 0.240575 0.171895 0.699617 -1.59861
113.1 1 0.359391 0.558909 2.10655 0.0147167 0.0289795 0.000135908 0.209036 0.240752 0.171554 0.701596 1.59809
113.15 0 -0.359284 -0.56779 2.10933 0.0147677 0.0288848 -0.00012081 0.208932 0.240357 0.171853 0.699136 -1.59791
113.15 1 0.35896 0.55889 2.10867 0.0147143 0.0289306 0.000164353 0.208914 0.240551 0.171537 0.701065 1.59734
113.2 0 -0.359157 -0.567681 2.11183 0.0147647 0.0289007 -0.000138111 0.208963 0.240425 0.171833 0.699423 -1.59722
113.2 1 0.358467 0.55882 2.11066 0.0146967 0.0289004 0.000199024 0.208799 0.24043 0.171429 0.701153 1.59665
113.25 0 -0.359092 -0.567854 2.114 0.0147494 0.0289366 -0.000153274 0.209012 0.240575 0.171742 0.700267 -1.59665
113.25 1 0.358401 0.55887 2.11305 0.0147006 0.0289049 0.000116351 0.208819 0.240441 0.171462 0.701045 1.59623
113.3 0 -0.3586 -0.567963 2.11618 0.0147484 0.0288717 -0.000145176 0.208854 0.240305 0.171737 0.699467 -1.59613
113.3 1 0.358275 0.558989 2.1155 0.0147201 0.0288665 0.00015772 0.208774 0.240284 0.171571 0.700109 1.59506
113.35 0 -0.358107 -0.568016 2.11815 0.0147312 0.0288378 -0.000133332 0.208732 0.240163 0.171639 0.699453 -1.59545
113.35 1 0.357722 0.558921 2.11753 0.0147125 0.0288067 0.000183408 0.208613 0.240038 0.171523 0.699566 1.59452
113.4 0 -0.35792 -0.567915 2.12075 0.0147231 0.0288477 -0.000122041 0.208736 0.240203 0.171593 0.699772 -1.59454
113.4 1 0.357657 0.558998 2.11963 0.0146626 0.02892 0.000147499 0.208764 0.240506 0.171237 0.702194 1.59387
113.45 0 -0.357794 -0.568155 2.12294 0.014721 0.0288503 -0.000148705 0.208737 0.240216 0.171577 0.699877 -1.59383
113.45 1 0.357591 0.559165 2.12191 0.0146721 0.0289094 0.000146135 0.208762 0.240462 0.171293 0.701825 1.59287
113.5 0 -0.357486 -0.56824 2.12491 0.014722 0.0288153 -0.000107565 0.208656 0.240067 0.171588 0.699382 -1.59315
113.5 1 0.357649 0.55906 2.12393 0.01471 0.0288717 0.000183787 0.208762 0.240308 0.171509 0.700449 1.59206
113.55 0 -0.357053 -0.568008 2.12737 0.0147136 0.0287778 -0.000122613 0.208546 0.239912 0.171537 0.699123 -1.59244
113.55 1 0.356791 0.559125 2.12628 0.0146744 0.0288078 0.000183817 0.208524 0.240043 0.171301 0.700525 1.59138
113.6 0 -0.357538 -0.568275 2.12965 0.0147071 0.0289078 -0.000157789 0.208842 0.240456 0.171495 0.700953 -1.59192
113.6 1 0.356543 0.55917 2.12848 0.0146448 0.0288411 0.000110424 0.208533 0.240175 0.171137 0.701619 1.59072
113.65 0 -0.356743 -0.568417 2.13169 0.0147073 0.0287779 -0.000135963 0.208531 0.239913 0.171499 0.69929 -1.59141
113.65 1 0.35654 0.559185 2.13099 0.0146749 0.0288097 0.000174953 0.20853 0.24005 0.171305 0.700529 1.59006
113.7 0 -0.35625 -0.568314 2.13376 0.0146808 0.0287646 -0.000135489 0.208436 0.239858 0.171344 0.699781 -1.59068
113.7 1 0.355927 0.559153 2.13316 0.0146449 0.0287798 0.000194121 0.208386 0.239927 0.171127 0.700913 1.58929
113.75 0 -0.356002 -0.568182 2.13604 0.0146709 0.0287675 -0.000147127 0.208419 0.239871 0.171285 0.700071 -1.58975
113.75 1 0.35574 0.559346 2.13509 0.0146439 0.0287678 0.000139273 0.208355 0.239871 0.171129 0.700738 1.58868
113.8 0 -0.355939 -0.568518 2.1386 0.0146838 0.0287549 -0.000147034 0.20842 0.239818 0.171361 0.69959 -1.58901
113.8 1 0.355614 0.559431 2.13723 0.0146534 0.0287553 0.000149262 0.208347 0.23982 0.171183 0.700353 1.5876
113.85 0 -0.355753 -0.568546 2.14028 0.0146667 0.0287755 -0.000135253 0.208428 0.239903 0.171262 0.700268 -1.58829
113.85 1 0.355612 0.559451 2.13969 0.0146538 0.0287752 0.000168251 0.208396 0.239905 0.171183 0.70061 1.58694
113.9 0 -0.354773 -0.568393 2.14266 0.014636 0.0286767 -0.000151749 0.208117 0.239493 0.171081 0.699792 -1.58758
113.9 1 0.354877 0.559459 2.14166 0.0146247 0.0287224 0.000193648 0.2082 0.239688 0.171009 0.700689 1.5862
113.95 0 -0.355136 -0.568636 2.14514 0.0146436 0.0287581 -0.000112929 0.208331 0.239829 0.17113 0.700604 -1.58704
113.95 1 0.354813 0.559445 2.14386 0.0146241 0.0287348 0.000136486 0.208228 0.239734 0.171013 0.700811 1.58569
114 0 -0.355074 -0.568685 2.14736 0.0146571 0.0287429 -0.000148187 0.208327 0.239768 0.171205 0.700102 -1.58651
114 1 0.354688 0.559614 2.14636 0.0146188 0.028748 0.000164055 0.208247 0.239791 0.170979 0.701132 1.58459
114.05 0 -0.354338 -0.56867 2.1495 0.0146299 0.0286827 -0.000140989 0.208117 0.239517 0.171047 0.70001 -1.58581
114.05 1 0.354198 0.559612 2.14859 0.0146051 0.0287076 0.000203886 0.208117 0.239627 0.170893 0.700999 1.58414
114.1 0 -0.353847 -0.568764 2.1515 0.0146092 0.0286572 -0.000132429 0.208006 0.23941 0.170926 0.700197 -1.585
114.1 1 0.35383 0.559844 2.15062 0.0146045 0.0286605 0.000180294 0.208002 0.239428 0.170893 0.700394 1.58313
114.15 0 -0.35415 -0.568805 2.15435 0.0146336 0.0286922 -0.000126372 0.208148 0.239555 0.17107 0.700028 -1.58421
114.15 1 0.353399 0.559588 2.15309 0.0145922 0.028634 0.000117738 0.207909 0.239311 0.170829 0.700314 1.58221
114.2 0 -0.353599 -0.568902 2.15622 0.0146027 0.028672 -0.000136383 0.208026 0.239472 0.170888 0.700549 -1.58354
114.2 1 0.353458 0.559821 2.15531 0.0145804 0.0286911 0.000176458 0.208018 0.239555 0.170753 0.701377 1.58153
114.25 0 -0.353048 -0.568857 2.15838 0.0145829 0.0286348 -0.00014783 0.207889 0.239317 0.170771 0.700578 -1.58289
114.25 1 0.35303 0.559776 2.15746 0.0145807 0.0286343 0.000165422 0.207882 0.239317 0.170755 0.700643 1.58104
114.3 0 -0.35274 -0.568904 2.16054 0.0145855 0.0286001 -0.000142907 0.207812 0.239172 0.170787 0.700068 -1.58231
114.3 1 0.352844 0.55987 2.15936 0.0145921 0.0286027 0.000154505 0.207834 0.239184 0.170824 0.699948 1.5805
114.35 0 -0.352983 -0.569237 2.16308 0.0145884 0.0286594 -0.000115011 0.207961 0.239417 0.170806 0.700731 -1.58187
114.35 1 0.35272 0.559985 2.16203 0.0145802 0.0286286 0.000126732 0.207867 0.239289 0.170758 0.70055 1.57985
114.4 0 -0.352066 -0.569061 2.16514 0.0145589 0.0285714 -0.000150801 0.207678 0.239053 0.17063 0.700374 -1.58109
114.4 1 0.352231 0.560001 2.16437 0.0145654 0.028591 0.000194172 0.207741 0.239139 0.170662 0.700502 1.57911
114.45 0 -0.352003 -0.569096 2.16701 0.0145616 0.0285788 -0.000144525 0.207703 0.239083 0.170646 0.700397 -1.58023
114.45 1 0.35223 0.559982 2.16615 0.0145675 0.028611 0.000157037 0.207794 0.239219 0.17068 0.700667 1.57871
114.5 0 -0.352062 -0.569437 2.16978 0.0145717 0.0285953 -0.000131695 0.207767 0.239151 0.170707 0.700343 -1.57948
114.5 1 0.351556 0.560014 2.16845 0.0145458 0.0285539 0.00013336 0.207605 0.238978 0.170555 0.700465 1.57799
114.55 0 -0.351693 -0.569403 2.17188 0.0145326 0.0286267 -0.000127709 0.207748 0.239282 0.170479 0.701712 -1.57311
114.55 1 0.351616 0.560053 2.17114 0.0145306 0.0286224 0.000184618 0.207733 0.239269 0.170459 0.701757 1.57725
114.6 0 -0.3509 -0.569244 2.17407 0.0144915 0.0285847 -0.000151885 0.207548 0.239108 0.170234 0.702225 -1.57207
114.6 1 0.351249 0.560227 2.17312 0.0145408 0.0285534 0.000184896 0.207591 0.23898 0.170519 0.700628 1.57657
114.65 0 -0.350592 -0.569506 2.17622 0.0145126 0.0285112 -0.000136951 0.207422 0.238799 0.17036 0.700753 -1.57122
114.65 1 0.350637 0.560306 2.17529 0.0145151 0.0285128 0.000156272 0.207432 0.238808 0.170373 0.700726 1.57612
114.7 0 -0.35096 -0.569638 2.17869 0.0145119 0.0286056 -0.000109977 0.207647 0.239192 0.170359 0.701951 -1.57415
114.7 1 0.350635 0.560136 2.17745 0.0145129 0.0285465 0.000134004 0.207508 0.238947 0.170362 0.701194 1.57502
114.75 0 -0.349922 -0.569641 2.18086 0.0144362 0.0285883 -0.000149293 0.207423 0.239123 0.169909 0.703644 -1.57401
114.75 1 0.350514 0.560242 2.17996 0.0145104 0.0285495 0.000172747 0.207509 0.238963 0.170343 0.701325 1.57454
114.8 0 -0.349494 -0.569779 2.18294 0.014451 0.0284989 -0.000113457 0.207243 0.238746 0.17 0.702123 -1.57373
114.8 1 0.350147 0.560507 2.18187 0.014506 0.0285121 0.000142699 0.207408 0.238804 0.170321 0.700935 1.57401
114.85 0 -0.349676 -0.569973 2.18516 0.0144671 0.0285275 -0.000165277 0.207351 0.23887 0.170089 0.70212 -1.57335
114.85 1 0.349657 0.560483 2.18412 0.0145084 0.0284416 0.000136924 0.207244 0.238508 0.170335 0.699971 1.57262
114.9 0 -0.349493 -0.569799 2.1878 0.0144467 0.0285601 -0.0001181 0.207381 0.239002 0.169975 0.703004 -1.57284
114.9 1 0.349473 0.560459 2.18682 0.0144728 0.0285021 0.000171889 0.207304 0.238764 0.170122 0.701663 1.57197
114.95 0 -0.348942 -0.569748 2.18968 0.014423 0.0285261 -0.000145955 0.207242 0.238862 0.169832 0.703188 -1.56708
114.95 1 0.349596 0.56063 2.18891 0.0144917 0.0285139 0.000163259 0.207378 0.238813 0.170234 0.701334 1.57146
115 0 -0.348393 -0.570027 2.19196 0.0144434 0.0284039 -0.000124217 0.206996 0.238349 0.169955 0.701112 -1.56628
115 1 0.34868 0.560684 2.19109 0.0144838 0.0283791 0.000166333 0.207034 0.238248 0.170187 0.699812 1.5709
115.05 0 -0.348637 -0.570166 2.19442 0.0144259 0.0285081 -0.000147116 0.207205 0.238787 0.169849 0.70289 -1.56554
115.05 1 0.348374 0.560519 2.19326 0.0144448 0.0284263 0.000135446 0.207053 0.238444 0.169962 0.701371 1.57022
115.1 0 -0.348149 -0.569869 2.19672 0.0143987 0.0284989 -0.000153334 0.207117 0.238749 0.169688 0.703457 -1.56478
115.1 1 0.348497 0.560802 2.19573 0.0144404 0.0284852 0.000164102 0.207185 0.238693 0.169932 0.702251 1.56964
115.15 0 -0.34754 -0.569933 2.19898 0.0143948 0.0284132 -0.000116 0.206901 0.238387 0.16967 0.702443 -1.56773
115.15 1 0.34807 0.560842 2.19772 0.0144545 0.028401 0.0001686 0.207016 0.23834 0.170014 0.700832 1.56912
115.2 0 -0.347601 -0.57013 2.20097 0.0144024 0.0284297 -0.000111409 0.206959 0.238456 0.169714 0.702461 -1.56761
115.2 1 0.34746 0.561003 2.19979 0.014417 0.02838 0.000141898 0.206874 0.23825 0.169797 0.701482 1.56851
115.25 0 -0.347601 -0.569986 2.2034 0.0143882 0.0284891 -0.000164351 0.207068 0.238709 0.169625 0.703603 -1.56723
115.25 1 0.347398 0.560911 2.20246 0.0144172 0.0283986 0.000157705 0.20692 0.238329 0.169797 0.701727 1.5676
115.3 0 -0.346869 -0.570081 2.20559 0.0143816 0.0283832 -0.000119717 0.206797 0.238261 0.169591 0.702395 -1.56207
115.3 1 0.3474 0.561261 2.20461 0.014384 0.0284897 0.000162963 0.20706 0.238712 0.1696 0.703716 1.56666
115.35 0 -0.346686 -0.57023 2.20752 0.0143796 0.0283768 -0.000104523 0.206776 0.238233 0.169581 0.702357 -1.56123
115.35 1 0.346852 0.561309 2.20692 0.0143922 0.0283928 0.000154282 0.206845 0.238304 0.16965 0.702277 1.56602
115.4 0 -0.346747 -0.570377 2.21011 0.0143751 0.028423 -0.000158499 0.206877 0.238432 0.169548 0.703093 -1.56046
115.4 1 0.345875 0.561117 2.20897 0.0143358 0.0283428 0.000168301 0.206588 0.238096 0.169315 0.703069 1.5655
115.45 0 -0.346443 -0.570155 2.21249 0.014364 0.0284124 -0.000159984 0.206824 0.238387 0.169483 0.703237 -1.55981
115.45 1 0.346609 0.561389 2.21146 0.0143758 0.0284286 0.000163826 0.206892 0.238456 0.169552 0.70315 1.56505
115.5 0 -0.345836 -0.570258 2.2146 0.0143726 0.0283027 -0.000121145 0.20658 0.237923 0.169538 0.701598 -1.56278
115.5 1 0.346 0.561403 2.21382 0.0143826 0.0283235 0.00014727 0.206655 0.238013 0.169594 0.701629 1.56414
115.55 0 -0.345592 -0.570397 2.21648 0.0143603 0.0283071 -0.000130888 0.206561 0.237942 0.169464 0.701969 -1.56254
115.55 1 0.345391 0.56132 2.21586 0.0143394 0.0283165 0.000163511 0.206533 0.237985 0.169337 0.70264 1.56337
115.6 0 -0.345532 -0.570426 2.21917 0.0143439 0.028353 -0.000197518 0.206632 0.238142 0.169358 0.703025 -1.56228
115.6 1 0.345147 0.561422 2.2179 0.0143384 0.0282988 0.000177725 0.206488 0.237912 0.169329 0.702453 1.56267
115.65 0 -0.345046 -0.57042 2.22178 0.0143501 0.0282712 -0.000109541 0.206449 0.23779 0.169406 0.701754 -1.56196
115.65 1 0.345271 0.561449 2.22072 0.0143587 0.0283081 0.000145766 0.206559 0.237948 0.169453 0.702035 1.56207
115.7 0 -0.344987 -0.570516 2.22362 0.0143392 0.0283062 -9.09021e-05 0.206508 0.237936 0.169344 0.702464 -1.56157
115.7 1 0.344907 0.561575 2.22255 0.0143499 0.0282778 0.000140999 0.206465 0.23782 0.169402 0.701864 1.56154
115.75 0 -0.344924 -0.570556 2.22597 0.0143325 0.0283349 -0.000171817 0.206561 0.238063 0.169295 0.703055 -1.55598
115.75 1 0.344115 0.561358 2.22471 0.0143325 0.0281864 0.00015282 0.206201 0.237437 0.169298 0.701141 1.56125
115.8 0 -0.344255 -0.570793 2.22845 0.0143201 0.0282484 -0.000148263 0.206321 0.237697 0.169225 0.702245 -1.55529
115.8 1 0.344787 0.561681 2.22707 0.0143473 0.0283091 0.000172478 0.206534 0.237955 0.169382 0.702356 1.56031
115.85 0 -0.344319 -0.570619 2.23041 0.0143285 0.0282715 -9.31564e-05 0.206398 0.23779 0.16928 0.702293 -1.55456
115.85 1 0.344302 0.561758 2.22971 0.0143475 0.0282405 0.000140611 0.206368 0.237663 0.169387 0.701448 1.55965
115.9 0 -0.344014 -0.570605 2.23242 0.0143342 0.0282315 -0.000109488 0.206315 0.237623 0.169313 0.701646 -1.55394
115.9 1 0.343694 0.561589 2.23193 0.0143004 0.0282428 0.000173595 0.20626 0.237676 0.169105 0.702695 1.55913
115.95 0 -0.343589 -0.570829 2.23526 0.0143055 0.0282266 -0.000162711 0.206233 0.237607 0.169137 0.702348 -1.55333
115.95 1 0.343511 0.561716 2.23379 0.0142995 0.0282353 0.000149128 0.20624 0.237642 0.169103 0.702599 1.55822
116 0 -0.343227 -0.570957 2.23737 0.014294 0.0282076 -0.00012249 0.206159 0.237523 0.169074 0.702363 -1.55263
116 1 0.343513 0.561787 2.23661 0.0143319 0.0281942 0.000151239 0.206219 0.23747 0.169294 0.701257 1.55731
116.05 0 -0.343229 -0.570871 2.23924 0.0143073 0.028205 -0.000126368 0.206185 0.237513 0.169151 0.701998 -1.55503
116.05 1 0.342906 0.561738 2.23863 0.0143102 0.028145 0.000158035 0.206046 0.237263 0.169165 0.701179 1.5567
116.1 0 -0.342863 -0.570848 2.24196 0.0143 0.0281766 -0.00014987 0.206098 0.237395 0.169106 0.701836 -1.55121
116.1 1 0.342604 0.561726 2.24049 0.0142932 0.0281496 0.000163935 0.206016 0.237283 0.169064 0.701673 1.55613
116.15 0 -0.342562 -0.571105 2.24439 0.0142877 0.0281635 -0.000148934 0.206037 0.23734 0.169033 0.701979 -1.55059
116.15 1 0.342422 0.561921 2.24328 0.0142927 0.0281363 0.000184605 0.205983 0.237229 0.169058 0.701534 1.55555
116.2 0 -0.342563 -0.570964 2.24623 0.0142776 0.0282096 -0.000133701 0.206124 0.237533 0.168975 0.702811 -1.54912
116.2 1 0.342547 0.561976 2.24549 0.0142881 0.0281921 0.00014983 0.206107 0.23746 0.169035 0.702335 1.5547
116.25 0 -0.341772 -0.571063 2.24867 0.0142662 0.028112 -0.000122654 0.20586 0.237121 0.168909 0.701841 -1.55075
116.25 1 0.34194 0.561895 2.24768 0.0142849 0.0281105 0.00017275 0.205902 0.237119 0.169014 0.701388 1.55396
116.3 0 -0.341898 -0.57117 2.25133 0.0142812 0.028123 -0.000115779 0.205923 0.237166 0.168998 0.701599 -1.5485
116.3 1 0.341637 0.561847 2.24952 0.0142765 0.0280933 0.000132903 0.205839 0.237043 0.168969 0.701346 1.55329
116.35 0 -0.341595 -0.571229 2.25297 0.0142684 0.0281141 -0.000160095 0.20587 0.237133 0.168918 0.70184 -1.54697
116.35 1 0.341518 0.562249 2.25224 0.0142687 0.0281066 0.000182375 0.205853 0.237103 0.168916 0.70176 1.55272
116.4 0 -0.341232 -0.571326 2.25524 0.0142483 0.0281119 -0.000124981 0.205816 0.237121 0.168802 0.702297 -1.54879
116.4 1 0.341339 0.561949 2.25468 0.0142701 0.0281003 0.00017135 0.205841 0.237076 0.168926 0.701631 1.55219
116.45 0 -0.340808 -0.571303 2.25804 0.0142571 0.0280375 -0.000145299 0.205657 0.236808 0.168852 0.701129 -1.54595
116.45 1 0.341158 0.562017 2.2566 0.0142761 0.0280778 0.000131669 0.205801 0.236977 0.168967 0.701155 1.55168
116.5 0 -0.341178 -0.57132 2.26005 0.0142757 0.0280967 -0.00016444 0.205846 0.23706 0.16896 0.701436 -1.54541
116.5 1 0.340551 0.562273 2.25915 0.0142586 0.0280148 0.000146269 0.205605 0.236713 0.168861 0.700799 1.55104
116.55 0 -0.340754 -0.57135 2.26223 0.0142319 0.0281254 -0.000106636 0.205809 0.237176 0.168707 0.702871 -1.54488
116.55 1 0.340554 0.56222 2.26158 0.0142325 0.0280934 0.00017182 0.205733 0.237046 0.168703 0.702495 1.55024
116.6 0 -0.339719 -0.571434 2.26468 0.0142259 0.0279658 -0.000142792 0.205406 0.236505 0.168668 0.700992 -1.54435
116.6 1 0.340375 0.562171 2.26362 0.0142725 0.028007 0.000176606 0.20562 0.236683 0.168939 0.70037 1.54953
