[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
3.1 0 -8.73681 -5.23743 -2.63922 0.0612557 0.0689022 -0.016797 0.360774 0.405723 0.309362 0.646995 
3.1 1 138.623 -1.84846 0.935264 0.175883 0.169681 -0.0108333 0.587846 0.606713 0.568354 0.349928 
3.1 2 111.492 1.56067 -1.64963 0.162234 0.155055 -0.0124619 0.563284 0.585855 0.53977 0.388763 
3.15 0 -8.69849 -5.09116 -2.8178 0.0633589 0.0673657 -0.0178641 0.361559 0.408261 0.307851 0.65681 
3.15 1 138.565 -1.9306 0.783537 0.178972 0.169145 -0.0103438 0.590015 0.609114 0.570275 0.351369 
3.15 2 111.285 1.68067 -1.49666 0.164279 0.154574 -0.0127937 0.564671 0.588404 0.539895 0.397601 
3.2 0 -8.62008 -4.93896 -2.99873 0.0651802 0.0651113 -0.0179617 0.360959 0.407695 0.307194 0.657459 
3.2 1 138.324 -1.99985 0.623763 0.181419 0.168277 -0.00963113 0.591351 0.610749 0.571295 0.353588 
3.2 2 111.114 1.78718 -1.33248 0.167833 0.152619 -0.011281 0.566085 0.58963 0.541516 0.395654 
3.25 0 -8.5463 -4.77004 -3.18303 0.0662488 0.063418 -0.0179089 0.360093 0.406935 0.306166 0.658741 
3.25 1 138.144 -2.05584 0.457803 0.183499 0.168112 -0.0090515 0.592968 0.612674 0.572584 0.355794 
3.25 2 110.944 1.87845 -1.16181 0.171066 0.151126 -0.0102802 0.56762 0.592312 0.541803 0.404076 
3.3 0 -8.53991 -4.58367 -3.36127 0.0689466 0.0621364 -0.0185062 0.362054 0.410751 0.305695 0.66792 
3.3 1 138.031 -2.09533 0.286494 0.186966 0.166959 -0.00722595 0.594916 0.615309 0.573799 0.361075 
3.3 2 110.982 1.95445 -0.982189 0.173493 0.151522 -0.00865069 0.570101 0.594121 0.545023 0.398058 
3.35 0 -8.35438 -4.38305 -3.54024 0.0700007 0.0591233 -0.0191445 0.359338 0.411009 0.298864 0.686481 
3.35 1 137.78 -2.12077 0.109918 0.189236 0.166244 -0.0058774 0.596222 0.617498 0.574159 0.368027 
3.35 2 111.004 2.01324 -0.797439 0.177227 0.150715 -0.00689209 0.572662 0.598183 0.545949 0.408677 
3.4 0 -8.46235 -4.16708 -3.70404 0.0749979 0.0577322 -0.0192765 0.364321 0.418297 0.300811 0.694872 
3.4 1 137.776 -2.12989 -0.0682189 0.191512 0.16673 -0.00385719 0.598533 0.619836 0.576444 0.367572 
3.4 2 110.688 2.05702 -0.608622 0.179179 0.14952 -0.00461771 0.573323 0.599802 0.54556 0.415559 
3.45 0 -8.45927 -3.94212 -3.87033 0.078631 0.0555414 -0.0188255 0.366295 0.422303 0.300009 0.703786 
3.45 1 137.763 -2.12241 -0.24857 0.193218 0.167708 -0.00213418 0.600771 0.621925 0.578845 0.365704 
3.45 2 110.777 2.08215 -0.415523 0.180723 0.151 -0.00219167 0.575955 0.601472 0.549253 0.407553 
3.5 0 -8.34197 -3.69398 -4.03246 0.0815837 0.0524023 -0.0183439 0.366041 0.425281 0.295141 0.719985 
3.5 1 137.576 -2.09906 -0.430668 0.194455 0.168213 -5.90186e-05 0.602219 0.623627 0.580021 0.367365 
3.5 2 110.391 2.08886 -0.221813 0.182101 0.149979 0.000861872 0.576264 0.60353 0.547642 0.420274 
3.55 0 -8.22566 -3.43538 -4.1877 0.0882702 0.0462547 -0.0150729 0.366776 0.431551 0.287773 0.745205 
3.55 1 137.475 -2.0559 -0.611879 0.195847 0.169021 0.00228558 0.604043 0.626163 0.581082 0.372571 
3.55 2 110.553 2.07871 -0.0254755 0.183155 0.152367 0.00313286 0.579243 0.605757 0.551456 0.41382 
3.6 0 -8.15047 -3.16013 -4.32734 0.0919226 0.0438057 -0.0142517 0.368413 0.437783 0.282493 0.763945 
3.6 1 137.417 -1.99805 -0.790035 0.197243 0.170098 0.00421542 0.606087 0.629098 0.582166 0.378999 
3.6 2 110.455 2.04968 0.168962 0.184241 0.153406 0.00666871 0.581074 0.609297 0.551407 0.425434 
3.65 0 -8.17658 -2.86433 -4.4589 0.0949764 0.042803 -0.0116262 0.371186 0.441474 0.284005 0.765605 
3.65 1 137.167 -1.92204 -0.96449 0.196825 0.171808 0.00667237 0.607151 0.630068 0.583334 0.377948 
3.65 2 110.239 2.00152 0.361165 0.183167 0.155522 0.00950199 0.58197 0.610112 0.552396 0.424557 
3.7 0 -8.24805 -2.5603 -4.57 0.102596 0.0406904 -0.0105462 0.378531 0.456821 0.279081 0.791693 
3.7 1 136.975 -1.82784 -1.13367 0.195953 0.174318 0.00919178 0.608498 0.631396 0.584705 0.377399 
3.7 2 109.99 1.93387 0.549511 0.182481 0.15731 0.0120535 0.582916 0.612082 0.552212 0.431348 
3.75 0 -7.98812 -2.24664 -4.67627 0.107266 0.0357621 -0.0059834 0.378191 0.464249 0.265574 0.820218 
3.75 1 137.056 -1.71727 -1.29649 0.196118 0.177303 0.0108239 0.611081 0.634115 0.587145 0.377701 
3.75 2 110.027 1.84866 0.731483 0.181587 0.16093 0.014433 0.585249 0.614827 0.554094 0.433363 
3.8 0 -8.12742 -1.90901 -4.75704 0.116035 0.0348735 -0.000950405 0.38847 0.48176 0.264055 0.83641 
3.8 1 136.705 -1.58902 -1.44963 0.19375 0.180362 0.0129509 0.611648 0.635035 0.587329 0.380268 
3.8 2 109.965 1.74616 0.906191 0.179653 0.16501 0.0165682 0.58708 0.617163 0.555369 0.436149 
3.85 0 -7.90049 -1.56399 -4.82388 0.114153 0.0337709 0.00587514 0.384609 0.478708 0.258239 0.842017 
3.85 1 136.444 -1.44675 -1.594 0.191914 0.183363 0.0140405 0.612598 0.636106 0.588152 0.380907 
3.85 2 109.84 1.62354 1.07183 0.176464 0.169931 0.018133 0.588553 0.619067 0.556368 0.438524 
3.9 0 -7.74803 -1.20462 -4.86606 0.12628 0.0302489 0.0104274 0.395638 0.504776 0.24137 0.878266 
3.9 1 136.459 -1.28707 -1.72451 0.190094 0.187932 0.0146354 0.614838 0.63826 0.590487 0.379599 
3.9 2 109.603 1.48498 1.22591 0.173472 0.17398 0.0190444 0.58945 0.620921 0.556201 0.444525 
3.95 0 -7.70512 -0.838762 -4.88622 0.129147 0.0319152 0.0199524 0.401325 0.51591 0.236559 0.88868 
3.95 1 136.241 -1.11625 -1.83997 0.188846 0.190572 0.0147991 0.615969 0.639583 0.591413 0.380733 
3.95 2 109.665 1.33173 1.36449 0.170718 0.179737 0.0191704 0.591992 0.624373 0.557734 0.44952 
4 0 -7.69934 -0.446565 -4.86469 0.135766 0.0345777 0.0303484 0.412727 0.536973 0.228795 0.904684 
4 1 136.195 -0.930482 -1.94028 0.187019 0.194892 0.01496 0.61799 0.642534 0.59243 0.38714 
4 2 109.538 1.16414 1.48769 0.167983 0.184228 0.0184372 0.593474 0.626503 0.558496 0.45312 
4.05 0 -7.69536 -0.0709201 -4.82725 0.138231 0.0405659 0.0419824 0.422843 0.55461 0.223608 0.915121 
4.05 1 136.094 -0.733295 -2.02043 0.184731 0.199272 0.0138537 0.61968 0.644433 0.593896 0.388193 
4.05 2 109.242 0.982661 1.59582 0.164082 0.18864 0.0163407 0.593904 0.627377 0.558428 0.455765 
4.1 0 -7.56913 0.331474 -4.74833 0.142128 0.0464208 0.0529005 0.434222 0.575513 0.214202 0.928155 
4.1 1 135.95 -0.527667 -2.08159 0.182509 0.203486 0.0125645 0.621286 0.647093 0.594358 0.395409 
4.1 2 109.301 0.792221 1.68193 0.161783 0.194084 0.0140617 0.596546 0.631423 0.559498 0.463513 
4.15 0 -7.47807 0.731049 -4.63593 0.144589 0.0581164 0.0680097 0.450228 0.603228 0.203779 0.941213 
4.15 1 135.858 -0.316621 -2.12135 0.18108 0.207123 0.0103193 0.623059 0.649178 0.595797 0.397109 
4.15 2 109.239 0.589839 1.74911 0.160048 0.197824 0.010505 0.598224 0.633323 0.560934 0.464257 
4.2 0 135.732 -0.0984972 -2.1385 0.180113 0.209897 0.00712304 0.624508 0.650404 0.59749 0.395085 
4.2 1 109.109 0.382211 1.79593 0.158139 0.201484 0.00591461 0.599686 0.636045 0.560974 0.471301 
4.2 2 -7.37742 1.12853 -4.47933 0.14086 0.0771018 0.0842242 0.466864 0.63093 0.194553 0.95127 
4.25 0 135.693 0.121678 -2.13133 0.179676 0.212818 0.00368035 0.626493 0.653027 0.598785 0.399031 
4.25 1 108.929 0.170876 1.81794 0.1581 0.202715 0.00169494 0.600679 0.636834 0.562203 0.469733 
4.25 2 -7.1892 1.51737 -4.28898 0.132844 0.100017 0.0980314 0.482556 0.657003 0.184576 0.959726 
4.3 0 135.591 0.341224 -2.10008 0.179755 0.214844 0.000504983 0.628171 0.655517 0.59958 0.404208 
4.3 1 108.856 -0.0429709 1.81812 0.158923 0.203917 -0.00416955 0.602362 0.639219 0.563098 0.473272 
4.3 2 -7.31806 1.90306 -4.04004 0.123127 0.13391 0.111535 0.506988 0.693086 0.183592 0.964278 
4.35 0 135.303 0.558819 -2.04372 0.179843 0.215787 -0.00382771 0.628991 0.657556 0.599065 0.412299 
4.35 1 108.827 -0.258234 1.79265 0.16038 0.204923 -0.00881079 0.604402 0.64281 0.563383 0.481514 
4.35 2 -6.96291 2.26553 -3.76179 0.104125 0.161174 0.113732 0.515072 0.706971 0.17547 0.968709 
4.4 0 135.22 0.76915 -1.96323 0.181484 0.216398 -0.00785788 0.630779 0.660432 0.599662 0.419003 
4.4 1 108.698 -0.470858 1.74429 0.163739 0.203105 -0.0141406 0.605677 0.64445 0.564245 0.483135 
4.4 2 -6.68893 2.61534 -3.41796 0.0838284 0.207084 0.115939 0.539363 0.743985 0.168261 0.97409 
4.45 0 135.029 0.970729 -1.85716 0.184381 0.214993 -0.0122066 0.631961 0.662216 0.600183 0.42258 
4.45 1 108.59 -0.676597 1.66984 0.1676 0.201063 -0.0187389 0.607176 0.647229 0.564287 0.489772 
4.45 2 -6.46687 2.92093 -3.04373 0.0592803 0.253945 0.105725 0.559665 0.775007 0.160668 0.978275 
4.5 0 108.489 -0.873584 1.57407 0.172742 0.197789 -0.0228395 0.608712 0.650097 0.564301 0.49652 
4.5 1 135.043 1.16028 -1.72829 0.188436 0.213797 -0.0158981 0.634218 0.665511 0.601299 0.428555 
4.5 2 -6.04851 3.19484 -2.59922 0.0328315 0.304931 0.0774978 0.581174 0.806791 0.15689 0.98091 
4.55 0 108.195 -1.06402 1.45437 0.178833 0.191974 -0.0252252 0.608939 0.650339 0.564511 0.496518 
4.55 1 134.76 1.33388 -1.57835 0.193387 0.209923 -0.0198801 0.635066 0.66811 0.600206 0.439251 
4.55 2 -5.80174 3.40861 -2.10056 0.0149223 0.344645 0.0304993 0.59964 0.833598 0.155723 0.982396 
4.6 0 108.214 -1.23765 1.31336 0.185692 0.187878 -0.026861 0.611204 0.65371 0.565512 0.501632 
4.6 1 134.59 1.48841 -1.40543 0.199457 0.205532 -0.0220389 0.636387 0.670435 0.600412 0.44495 
4.6 2 -5.33669 3.53186 -1.54412 0.0150112 0.391955 -0.039693 0.637939 0.890045 0.147491 0.986174 
4.65 0 108.194 -1.39639 1.15323 0.193818 0.182178 -0.0271618 0.613185 0.656926 0.566073 0.507418 
4.65 1 134.621 1.62072 -1.21747 0.206587 0.20158 -0.0235697 0.63888 0.674961 0.600635 0.456191 
4.65 2 -4.91767 3.57916 -0.993707 0.04586 0.387058 -0.113895 0.657965 0.918241 0.150563 0.986465 
4.7 0 108.154 -1.53725 0.975181 0.200549 0.177554 -0.0251698 0.614901 0.658366 0.568119 0.505335 
4.7 1 134.45 1.72895 -1.01546 0.213892 0.196118 -0.0234262 0.64032 0.678322 0.599917 0.466706 
4.7 2 -4.52972 3.48673 -0.385044 0.115075 0.363349 -0.191697 0.691682 0.96705 0.147183 0.98835 
4.75 0 107.886 -1.65593 0.78086 0.206281 0.172414 -0.0226463 0.615382 0.659735 0.567575 0.509776 
4.75 1 134.313 1.80896 -0.804083 0.222496 0.189707 -0.0209796 0.64203 0.682242 0.599125 0.478346 
4.75 2 -4.15102 3.2885 0.17616 0.2169 0.281443 -0.235995 0.705934 0.987282 0.148194 0.98867 
4.8 0 107.778 -1.75549 0.574827 0.213582 0.167271 -0.0191589 0.617133 0.664049 0.566343 0.522133 
4.8 1 134.204 1.86333 -0.586945 0.229853 0.184666 -0.0166153 0.643831 0.68601 0.598689 0.488235 
4.8 2 -3.54712 2.92229 0.707712 0.355612 0.186257 -0.245947 0.736118 1.03058 0.147099 0.989761 
4.85 0 107.825 -1.82799 0.35803 0.219549 0.164345 -0.0140832 0.619591 0.667734 0.567379 0.527253 
4.85 1 134.086 1.88932 -0.369262 0.235972 0.180712 -0.00882912 0.645511 0.688983 0.598892 0.494388 
4.85 2 -2.62444 2.22433 1.22913 0.359004 0.0335734 -0.0969842 0.62656 0.878311 0.117156 0.991064 
4.9 0 107.637 -1.87919 0.132904 0.222766 0.162235 -0.00791591 0.620485 0.669005 0.567833 0.528758 
4.9 1 133.768 1.88963 -0.153717 0.238569 0.178952 -0.00084108 0.646158 0.690769 0.59823 0.499982 
4.9 2 -1.76876 1.31833 1.43853 0.145521 0.0047403 0.013765 0.387635 0.541948 0.0825475 0.988332 
4.95 0 107.574 -1.90517 -0.0942115 0.225496 0.161609 -0.00122611 0.622178 0.671594 0.568482 0.532441 
4.95 1 133.893 1.86648 0.0551183 0.237733 0.182782 0.00884426 0.648471 0.691551 0.602317 0.491343 
4.95 2 -1.53342 0.66105 1.36296 0.0769615 0.00952312 0.0196499 0.294083 0.405633 0.0918188 0.974044 
5 0 107.473 -1.90788 -0.324816 0.227275 0.161846 0.00583337 0.623795 0.674968 0.568031 0.540153 
5 1 -1.55555 0.117267 1.1828 0.0506842 0.0105852 0.0105629 0.247527 0.326486 0.126277 0.922174 
5 2 133.575 1.82068 0.258001 0.23166 0.188578 0.0153441 0.648257 0.687846 0.606088 0.472856 
5.05 0 107.407 -1.8874 -0.553041 0.227197 0.16387 0.0118753 0.625354 0.677275 0.568712 0.543042 
5.05 1 -1.32462 -0.314658 0.962423 0.0404379 0.00723123 -0.00219734 0.218333 0.284895 0.11905 0.908505 
5.05 2 133.55 1.75572 0.449803 0.226021 0.195982 0.0192848 0.649618 0.686215 0.610833 0.455671 
5.1 0 107.377 -1.84088 -0.777258 0.225532 0.167822 0.019203 0.62718 0.680203 0.569239 0.547407 
5.1 1 -1.16314 -0.703462 0.768342 0.0462371 0.00852272 -0.0135705 0.234008 0.318159 0.0910751 0.958153 
5.1 2 133.411 1.67163 0.63116 0.221576 0.201349 0.0194514 0.650326 0.683207 0.615693 0.433444 
5.15 0 107.164 -1.7743 -0.999631 0.22133 0.172798 0.0255691 0.627796 0.681637 0.568881 0.550886 
5.15 1 -1.10731 -1.12499 0.588628 0.0619 0.0072358 -0.0157587 0.262937 0.363641 0.0776948 0.976909 
5.15 2 133.401 1.5714 0.802566 0.219465 0.205497 0.0191987 0.65189 0.68251 0.61976 0.418842 
5.2 0 107.06 -1.68435 -1.21458 0.218095 0.178401 0.0317374 0.629679 0.686557 0.567126 0.563605 
5.2 1 -0.90383 -1.60585 0.348587 0.0556473 0.00325615 -0.00728973 0.2427 0.336579 0.0672423 0.97984 
5.2 2 133.382 1.45413 0.960334 0.217915 0.20928 0.0196137 0.653601 0.683638 0.622116 0.414592 
5.25 0 106.839 -1.57199 -1.42191 0.211037 0.186913 0.0377442 0.630833 0.690797 0.564536 0.576319 
5.25 1 -0.674332 -2.14449 -0.0261248 0.025885 0.0035317 0.00430534 0.171513 0.231022 0.0739073 0.947446 
5.25 2 133.213 1.3249 1.10387 0.216339 0.212595 0.021831 0.65493 0.687572 0.620573 0.43057 
5.3 0 106.757 -1.4378 -1.61761 0.202448 0.19833 0.0424799 0.63307 0.697021 0.561889 0.59174 
5.3 1 -0.48865 -2.5272 -0.573899 0.0138203 0.00359843 0.00357906 0.13198 0.17291 0.0702834 0.913662 
5.3 2 133.091 1.18363 1.23004 0.21242 0.21842 0.0230453 0.656384 0.690883 0.619968 0.441307 
5.35 0 -0.523196 -2.73969 -1.21091 0.00669412 0.00691208 6.42943e-06 0.116646 0.117578 0.115706 0.17773 
5.35 1 106.784 -1.28027 -1.80168 0.19093 0.213627 0.0443373 0.636048 0.704337 0.559485 0.60747 
5.35 2 132.934 1.03202 1.34186 0.207147 0.225314 0.0224597 0.657618 0.693481 0.619683 0.448897 
5.4 0 -0.484245 -2.72563 -1.87197 0.00610845 0.00712049 -0.00248616 0.115017 0.135289 0.0903032 0.744626 
5.4 1 106.571 -1.10204 -1.9686 0.176926 0.229575 0.0406758 0.637574 0.709509 0.556417 0.620473 
5.4 2 132.765 0.872779 1.43647 0.202331 0.231556 0.0196986 0.658701 0.69494 0.62035 0.450716 
5.45 0 -0.409253 -2.58872 -2.48256 0.00693639 0.00894088 -0.00602742 0.126005 0.167623 0.0604723 0.932658 
5.45 1 106.421 -0.904941 -2.11599 0.165484 0.241757 0.0283477 0.638154 0.708716 0.558752 0.615162 
5.45 2 132.695 0.709012 1.51454 0.199443 0.236134 0.0145104 0.659983 0.69452 0.623536 0.440417 
5.5 0 -0.259984 -2.29352 -3.06372 0.00944542 0.00646214 -0.00720691 0.126125 0.175005 0.034471 0.980409 
5.5 1 106.004 -0.692364 -2.23934 0.159735 0.245365 0.0116863 0.636475 0.702754 0.562439 0.599553 
5.5 2 132.57 0.540871 1.57558 0.198614 0.238357 0.00988889 0.661038 0.693803 0.626562 0.429468 
5.55 0 -0.110278 -1.99201 -3.50273 0.00407454 0.00135955 -0.00203957 0.0737163 0.101657 0.0231093 0.973819 
5.55 1 106.105 -0.468976 -2.33814 0.16441 0.241332 -0.0019297 0.636979 0.69481 0.573344 0.564868 
5.55 2 132.539 0.370745 1.61887 0.198873 0.240098 0.00555698 0.662549 0.694023 0.629502 0.421059 
5.6 0 -2.29346 -1.59421 -3.83638 0.157922 0.0392524 -0.0678724 0.444043 0.614392 0.129891 0.977397 
5.6 1 106.887 -0.234232 -2.41005 0.175601 0.235841 -0.0100707 0.641438 0.689174 0.589851 0.517172 
5.6 2 133.304 0.197771 1.64472 0.202524 0.244083 0.00185763 0.668287 0.698808 0.636304 0.413385 
5.65 0 -2.06433 -1.15732 -4.14563 0.194694 0.0217225 -0.0511034 0.465206 0.646009 0.12452 0.981247 
5.65 1 106.823 0.00372161 -2.45302 0.183619 0.227613 -0.0113658 0.641274 0.678787 0.601426 0.463629 
5.65 2 133.281 0.0257583 1.65265 0.203773 0.245072 -0.00126126 0.669959 0.700158 0.638333 0.41086 
5.7 0 -1.62376 -0.820492 -4.36388 0.207412 0.0128521 -0.0375666 0.469323 0.654849 0.108172 0.986263 
5.7 1 106.579 0.245253 -2.46924 0.187028 0.223375 -0.00789755 0.640627 0.670846 0.60891 0.419673 
5.7 2 133.052 -0.145433 1.64485 0.203578 0.246238 -0.00433447 0.670683 0.702388 0.637404 0.420092 
5.75 0 -1.25199 -0.411816 -4.55895 0.181433 0.00482413 -0.0108695 0.431575 0.603489 0.0911885 0.988518 
5.75 1 106.46 0.484821 -2.45843 0.185656 0.226355 -0.00679034 0.64188 0.674475 0.60754 0.434316 
5.75 2 132.747 -0.312704 1.61655 0.204534 0.245535 -0.00801236 0.670871 0.702915 0.637218 0.422127 
5.8 0 -0.946106 -0.0997299 -4.71612 0.136803 0.00309832 -0.00143401 0.374034 0.523104 0.0785232 0.988669 
5.8 1 106.385 0.720506 -2.42258 0.183033 0.231764 -0.0102649 0.644047 0.683868 0.601597 0.475534 
5.8 2 132.92 -0.477733 1.57363 0.207679 0.246157 -0.0126061 0.673673 0.706992 0.638618 0.429033 
5.8 3 -0.0306864 0.742188 -4.57031 -0 -0 -0 -0 0 -0 -nan 
5.85 0 -0.654752 0.144132 -4.83071 0.0744167 0.0013558 0.000689481 0.275268 0.385806 0.0519479 0.990894 
5.85 1 106.418 0.950772 -2.36133 0.183268 0.235481 -0.0176741 0.647108 0.694119 0.596403 0.511603 
5.85 2 132.719 -0.636039 1.51452 0.211536 0.243178 -0.0165934 0.674325 0.707508 0.639422 0.428026 
5.85 3 -0.061374 0.859166 -4.72656 0.00152584 7.88861e-31 4.07943e-32 0.0390619 0.0552419 0 1 
5.9 0 132.647 -0.786633 1.43973 0.216758 0.239807 -0.0198935 0.675696 0.708905 0.640768 0.427777 
5.9 1 -0.30742 0.547006 -4.92188 0.0502768 0.00152588 0.00762563 0.227602 0.320755 0.0268669 0.996486 
5.9 2 105.995 1.17169 -2.27506 0.186099 0.232787 -0.0263811 0.647214 0.699527 0.590282 0.53661 
5.95 0 132.643 -0.929705 1.35168 0.222338 0.236517 -0.0216856 0.677389 0.710272 0.642826 0.42532 
5.95 1 106.043 1.38264 -2.16934 0.195526 0.227112 -0.0351706 0.650106 0.706926 0.587818 0.555507 
6 0 132.347 -1.06544 1.25054 0.227213 0.231789 -0.0221313 0.677497 0.709578 0.643819 0.420424 
6 1 106.028 1.57799 -2.04318 0.207386 0.21754 -0.0387348 0.651864 0.709266 0.588892 0.557341 
6.05 0 132.483 -1.1877 1.13837 0.232237 0.230004 -0.021468 0.679883 0.710799 0.647492 0.412547 
6.05 1 105.837 1.75916 -1.90093 0.218135 0.207002 -0.0373065 0.652026 0.707514 0.591353 0.549007 
6.1 0 132.366 -1.29869 1.01507 0.236636 0.227018 -0.0205174 0.680922 0.711197 0.649236 0.408233 
6.1 1 105.735 1.92714 -1.7426 0.227183 0.198215 -0.0309597 0.652225 0.702679 0.597526 0.526211 
6.15 0 132.306 -1.39779 0.883592 0.240296 0.22522 -0.0191314 0.682287 0.711787 0.651452 0.402923 
6.15 1 105.666 2.0761 -1.57367 0.232011 0.194311 -0.0252014 0.652934 0.699475 0.60281 0.507241 
6.2 0 132.248 -1.48362 0.746181 0.244766 0.222902 -0.0185623 0.683862 0.714669 0.6516 0.410743 
6.2 1 105.57 2.20744 -1.39086 0.2322 0.194307 -0.0188361 0.653075 0.692777 0.610798 0.471873 
6.25 0 132.186 -1.55573 0.602254 0.248648 0.221027 -0.0171543 0.685328 0.716742 0.652403 0.414096 
6.25 1 105.418 2.32202 -1.20128 0.233391 0.193881 -0.0163706 0.65366 0.691798 0.613154 0.463073 
6.3 0 132.101 -1.61257 0.453157 0.252563 0.218896 -0.0143399 0.686629 0.718112 0.653631 0.414154 
6.3 1 105.389 2.41698 -1.00215 0.23399 0.195141 -0.0158006 0.655081 0.69225 0.615672 0.457172 
6.35 0 131.867 -1.65606 0.301362 0.255955 0.216349 -0.0121764 0.687244 0.720276 0.652541 0.423366 
6.35 1 105.211 2.49177 -0.797446 0.237753 0.192848 -0.0161589 0.656202 0.697084 0.612598 0.477189 
6.4 0 131.908 -1.6858 0.147488 0.260065 0.21509 -0.00784151 0.689314 0.723039 0.653853 0.426871 
6.4 1 105.121 2.54852 -0.587306 0.243598 0.189324 -0.0146386 0.657968 0.70327 0.609308 0.499364 
6.45 0 131.811 -1.70052 -0.00839476 0.262561 0.214357 -0.0042443 0.690593 0.725165 0.654196 0.431457 
6.45 1 105.196 2.58436 -0.3748 0.251405 0.185607 -0.0111965 0.661069 0.7117 0.606224 0.523871 
6.5 0 131.678 -1.70246 -0.164619 0.263778 0.214535 -0.000351688 0.691602 0.726334 0.655031 0.432088 
6.5 1 104.89 2.59984 -0.16142 0.256121 0.181507 -0.00403085 0.661535 0.716015 0.602146 0.541084 
6.55 0 131.766 -1.69065 -0.319137 0.265046 0.216255 0.00390438 0.693758 0.7285 0.657182 0.43152 
6.55 1 104.816 2.59768 0.0510641 0.257564 0.181849 0.0043741 0.662882 0.718075 0.602656 0.54372 
6.6 0 131.514 -1.66545 -0.473692 0.263971 0.217686 0.00829472 0.694015 0.728577 0.657638 0.43041 
6.6 1 104.786 2.57428 0.263299 0.256787 0.184601 0.0133644 0.66437 0.719974 0.603666 0.54497 
6.65 0 131.523 -1.62749 -0.624884 0.263897 0.220202 0.0122178 0.695772 0.730864 0.658813 0.432951 
6.65 1 104.627 2.53196 0.472576 0.253818 0.188412 0.0201036 0.665004 0.720421 0.604528 0.543928 
6.7 0 131.126 -1.57554 -0.773141 0.260629 0.222661 0.0161968 0.69519 0.730205 0.658316 0.432675 
6.7 1 104.505 2.47154 0.674922 0.247369 0.19524 0.025307 0.665289 0.717821 0.608236 0.531056 
6.75 0 131.243 -1.51064 -0.917865 0.260251 0.226398 0.0193452 0.697602 0.733525 0.659726 0.437143 
6.75 1 104.443 2.39426 0.871796 0.242464 0.201201 0.0278756 0.666082 0.716257 0.611804 0.519997 
6.8 0 131.169 -1.43335 -1.05738 0.257367 0.230897 0.0215227 0.698758 0.734027 0.661612 0.433101 
6.8 1 104.288 2.29868 1.06316 0.238149 0.20613 0.0298116 0.666542 0.71551 0.613679 0.514183 
6.85 0 131.116 -1.34553 -1.18871 0.254103 0.236175 0.0244115 0.700199 0.736403 0.662018 0.437972 
6.85 1 104.14 2.18811 1.2426 0.234123 0.210647 0.030546 0.66691 0.714295 0.615891 0.506505 
6.9 0 130.895 -1.245 -1.31401 0.25096 0.239997 0.0259583 0.700683 0.737576 0.661736 0.44167 
6.9 1 104.041 2.0596 1.41282 0.230423 0.215904 0.0325968 0.668077 0.716322 0.616065 0.510229 
6.95 0 130.943 -1.13282 -1.43194 0.247602 0.246026 0.0268174 0.702587 0.739788 0.663302 0.442818 
6.95 1 104.076 1.92048 1.57113 0.227238 0.221853 0.0344105 0.670142 0.719807 0.61649 0.516205 
7 0 130.778 -1.01168 -1.53948 0.243302 0.251374 0.0266452 0.703332 0.740658 0.663911 0.443287 
7 1 103.872 1.76592 1.7174 0.221896 0.228276 0.0365905 0.670949 0.723624 0.61377 0.529692 
7.05 0 130.831 -0.880754 -1.63679 0.240506 0.256855 0.0259806 0.705238 0.742855 0.665499 0.444324 
7.05 1 103.903 1.59991 1.84849 0.216747 0.236524 0.0373765 0.673254 0.72842 0.613144 0.539874 
7.1 0 130.551 -0.740642 -1.7217 0.235986 0.261725 0.0250057 0.705486 0.744283 0.664428 0.450633 
7.1 1 103.799 1.42606 1.96484 0.210187 0.244863 0.0359672 0.674574 0.731372 0.61253 0.546424 
7.15 0 130.361 -0.594969 -1.79455 0.23151 0.267258 0.0227395 0.706235 0.746066 0.664019 0.455908 
7.15 1 103.637 1.24154 2.06577 0.203144 0.25296 0.0323921 0.675355 0.733367 0.611867 0.551271 
7.2 0 130.497 -0.442995 -1.85481 0.229347 0.272917 0.0199884 0.708706 0.749263 0.665682 0.458974 
7.2 1 103.484 1.05062 2.14974 0.196271 0.261283 0.0272993 0.676428 0.736513 0.610457 0.559475 
7.25 0 130.465 -0.285252 -1.90202 0.226452 0.278168 0.0165301 0.710366 0.75233 0.665763 0.465715 
7.25 1 103.516 0.853871 2.21631 0.193349 0.266508 0.0207781 0.678128 0.737561 0.612959 0.556179 
7.3 0 130.249 -0.123834 -1.93425 0.223996 0.281216 0.0115548 0.710783 0.752943 0.665959 0.466587 
7.3 1 103.361 0.651858 2.26659 0.190756 0.269687 0.0131113 0.678559 0.737302 0.614223 0.553171 
7.35 0 130.167 0.0395906 -1.95196 0.222125 0.285007 0.0067502 0.712132 0.755941 0.665445 0.474441 
7.35 1 103.205 0.445709 2.29874 0.190137 0.270712 0.00607398 0.678858 0.736433 0.615925 0.548178 
7.4 0 130.106 0.204506 -1.9548 0.221916 0.287111 0.000847689 0.713461 0.757789 0.666191 0.476592 
7.4 1 103.24 0.240142 2.3109 0.191456 0.271599 -0.000623537 0.680481 0.737026 0.618791 0.543239 
7.45 0 130.207 0.370147 -1.94278 0.223848 0.288178 -0.00496645 0.71556 0.759682 0.668531 0.474948 
