[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
4 0 -13.0655 -0.774551 -5.67904 0.0822976 0.0457489 0.00551106 0.357836 0.407702 0.299786 0.677734 
4 1 -5.90967 -2.51888 -2.54305 0.0642695 0.0836001 -0.0486544 0.384538 0.497071 0.220588 0.896138 
4 2 148.058 -1.47901 -1.72032 0.155006 0.172703 -0.0207079 0.572458 0.61053 0.531667 0.491586 
4 3 -6.15257 -0.389321 -0.876167 0.0741585 0.071248 -0.0444419 0.381322 0.484085 0.237645 0.871207 
4 4 -0.128392 0.507812 0.742153 -0 0.00406785 -0 0.0637797 0.0901981 0 1 
4 5 120.208 1.76553 1.03602 0.140704 0.153159 0.00980714 0.542092 0.563115 0.520219 0.382815 
4 6 -0.0856519 3.00781 1.32812 -0 0.00152588 -0 0.0390625 0.0552427 0 1 
4.05 0 -13.0516 -0.498249 -5.66367 0.0837776 0.0454778 0.00825885 0.359521 0.413479 0.295881 0.698522 
4.05 1 -6.04011 -1.76233 -3.06344 0.166752 0.020554 -0.0236668 0.432788 0.58393 0.183402 0.949396 
4.05 2 148.143 -1.33509 -1.83657 0.190257 0.14075 -0.0119431 0.575332 0.621268 0.525395 0.53369 
4.05 3 -5.99048 -0.788852 -0.631864 0.201896 0.0169264 -0.0242888 0.467785 0.640363 0.166073 0.965785 
4.05 4 -0.258909 0.637974 0.286501 0.00338371 0.00692681 -0.00371992 0.101541 0.136202 0.0454981 0.942556 
4.05 5 120.158 1.64136 1.17521 0.14349 0.15055 0.00192232 0.542254 0.549617 0.53479 0.230708 
4.05 6 -0.171815 2.61718 2.03129 0.00304717 0.00762022 -0.00457076 0.103283 0.14453 0.021115 0.989271 
4.1 0 -13.0968 -0.210958 -5.62958 0.0854855 0.0453883 0.0098078 0.361765 0.418941 0.293659 0.713205 
4.1 1 148.267 -1.18015 -1.93864 0.195236 0.141078 0.0239836 0.579926 0.639265 0.513778 0.595034 
4.1 2 -5.87961 -0.82945 -3.11281 0.191751 0.044565 0.0737157 0.486124 0.666815 0.167303 0.968014 
4.1 3 -5.74017 -1.39857 -0.7604 0.286897 0.0407904 0.0888623 0.572439 0.794516 0.155299 0.980711 
4.1 4 120.157 1.50111 1.30501 0.151436 0.143853 0.0018012 0.543404 0.551075 0.535624 0.235137 
4.1 5 -0.25857 0.937299 0.117213 0.00962595 0.00202236 -0.00303354 0.107927 0.146205 0.0438272 0.954013 
4.1 6 -0.259247 1.92707 2.51304 0.0109987 0.00135582 -0.00271211 0.111151 0.15303 0.0359266 0.972051 
4.15 0 -13.0338 0.0738903 -5.58277 0.0833411 0.0464882 0.0111725 0.360318 0.415845 0.294502 0.706011 
4.15 1 148.041 -1.01528 -2.02967 0.163762 0.17589 0.0419479 0.582797 0.651476 0.504861 0.632023 
4.15 2 -5.84953 -0.025759 -2.69352 0.097012 0.171716 0.113517 0.51839 0.712557 0.172391 0.970293 
4.15 3 -5.74031 -1.93673 -1.32169 0.155546 0.173933 0.148533 0.574002 0.791905 0.178451 0.974279 
4.15 4 120.243 1.3478 1.42514 0.155661 0.142375 0.0116294 0.545927 0.569931 0.520817 0.406109 
4.15 5 -0.129643 1.44525 0.195313 0.00406061 7.70372e-34 2.97114e-33 0.063723 0.0901179 0 1 
4.15 6 -0.34605 1.13294 2.64656 0.0212848 0.0029394 0.00683252 0.155641 0.217024 0.0367251 0.985578 
4.2 0 -13.0707 0.372171 -5.51343 0.0847742 0.0471915 0.0142361 0.363271 0.423221 0.291231 0.725586 
4.2 1 -5.82189 -2.07991 -2.20582 0.0235388 0.208913 0.0287244 0.482132 0.653087 0.195908 0.953948 
4.2 2 148.126 -0.841339 -2.10763 0.134099 0.20598 0.015972 0.583163 0.647101 0.511292 0.612942 
4.2 3 -5.97818 0.395836 -1.97818 0.0195403 0.22422 0.0199416 0.493721 0.672525 0.1877 0.960263 
4.2 4 120.23 1.18316 1.53355 0.14804 0.152541 0.0195856 0.548253 0.583104 0.511031 0.481589 
4.2 5 -0.217255 0.352101 2.38335 0.0121404 0.0121404 0.0121404 0.155823 0.220367 0 1 
4.2 6 -0.0428245 1.75781 0.507812 -0 -0 -0 -0 0 -0 -nan 
4.2 7 -0.0427724 1.99219 0.664062 -0 -0 -0 -0 0 -0 -nan 
4.25 0 -5.80921 -1.70811 -2.97917 0.0482098 0.111447 -0.0449604 0.399571 0.519218 0.222994 0.903076 
4.25 1 147.966 -0.65855 -2.17325 0.146066 0.191009 -0.0201919 0.580582 0.630473 0.525979 0.551369 
4.25 2 -5.9112 0.3888 -1.30984 0.0454501 0.111532 -0.0432425 0.396209 0.51558 0.21941 0.904931 
4.25 3 -0.303187 -0.161853 1.75772 0.00149449 0.0243843 0.00522935 0.160869 0.225931 0.0266979 0.992994 
4.25 4 -13.1902 0.677083 -5.42511 0.0851798 0.0496001 0.017471 0.367124 0.429707 0.291396 0.734945 
4.25 5 120.073 1.01314 1.62702 0.135304 0.166394 0.0156054 0.549271 0.588006 0.507588 0.504802 
4.25 6 -0.0864556 2.14844 1.32822 -0 0.00152587 -0 0.0390624 0.0552426 0 1 
4.25 7 -0.129112 2.22656 1.6015 -0 0.00406323 -0 0.0637435 0.0901469 0 1 
4.3 0 -5.68363 -0.954014 -3.48338 0.110714 0.0301703 -0.0254567 0.375345 0.485973 0.213537 0.898291 
4.3 1 148.209 -0.469202 -2.22246 0.182802 0.154509 -0.0183761 0.580785 0.619429 0.539379 0.491694 
4.3 2 -5.76546 0.0855187 -0.927495 0.101536 0.0316304 -0.0190651 0.36492 0.461297 0.231382 0.865105 
4.3 3 -0.392605 -0.230144 1.04634 0.00284595 0.0195004 -0.00570185 0.149487 0.20623 0.0464956 0.974254 
4.3 4 119.959 0.837343 1.70529 0.131782 0.169727 0.00217786 0.549098 0.58284 0.513142 0.474204 
4.3 5 -13.1017 0.990942 -5.31736 0.0865298 0.0488051 0.0192761 0.367879 0.435056 0.2853 0.754955 
4.3 6 -0.388671 1.94023 2.25244 0.00270216 0.0243147 -0.00675549 0.164368 0.22914 0.039098 0.985335 
4.35 0 147.963 -0.27398 -2.25377 0.192849 0.146253 0.0157301 0.582324 0.628748 0.531864 0.533326 
4.35 1 -5.86039 -0.0579191 -3.54838 0.14904 0.0346941 0.0494094 0.428643 0.578675 0.180568 0.95007 
4.35 2 -5.76829 -0.367521 -0.900589 0.167705 0.0390234 0.0624803 0.454673 0.621369 0.165399 0.963922 
4.35 3 -0.481645 -0.0598724 0.628398 0.00894472 0.0103253 -0.00793205 0.138816 0.187601 0.057844 0.951278 
4.35 4 119.988 0.655043 1.76219 0.140128 0.161371 -0.00784306 0.549089 0.572631 0.524492 0.401332 
4.35 5 -13.1361 1.30171 -5.19294 0.0867239 0.0516824 0.0240446 0.37203 0.444869 0.280899 0.775441 
4.35 6 -0.432208 1.35132 2.85942 0.00948677 0.00782968 -0.0071704 0.131592 0.178193 0.0536677 0.953568 
4.4 0 147.782 -0.0745102 -2.26493 0.166344 0.17663 0.0365513 0.58564 0.645598 0.518798 0.595179 
4.4 1 -5.75738 -0.799477 -1.27131 0.165505 0.173069 0.158028 0.581871 0.809148 0.149759 0.982723 
4.4 2 119.906 0.464235 1.80089 0.151049 0.150092 -0.00376017 0.548763 0.555627 0.541811 0.221613 
4.4 3 -13.2101 1.60366 -5.04503 0.0877438 0.0534394 0.0264887 0.375744 0.451993 0.279409 0.786044 
4.4 4 -5.65371 0.808106 -3.13854 0.097879 0.143498 0.104956 0.491301 0.675416 0.16299 0.970446 
4.4 5 -0.567816 0.279467 0.435773 0.0125735 0.0032293 -0.000977009 0.125709 0.159214 0.079098 0.867864 
4.4 6 -0.437714 0.547161 3.11702 0.0136659 0.00146214 -1.68495e-05 0.122996 0.165324 0.0540761 0.944992 
4.45 0 -5.76884 -1.00621 -2.02004 0.0437551 0.332136 0.0903919 0.613099 0.846317 0.188492 0.974882 
4.45 1 147.837 0.127622 -2.25643 0.134861 0.2128 0.0185544 0.589628 0.658775 0.511213 0.630726 
4.45 2 119.974 0.265754 1.82006 0.151541 0.151539 0.0085455 0.550527 0.565837 0.534779 0.326744 
4.45 3 -0.570362 -0.273038 2.99003 0.0177133 0.00666122 0.00884988 0.156123 0.212701 0.0592247 0.960453 
4.45 4 -13.0179 1.90277 -4.87405 0.0836931 0.0544246 0.0267284 0.371642 0.446164 0.2778 0.782508 
4.45 5 -5.82399 1.32573 -2.38693 0.0209591 0.246835 0.0312319 0.517488 0.708623 0.182867 0.966129 
4.45 6 -0.483065 0.62177 0.53634 0.0125771 0.0069191 0.0078383 0.139629 0.190165 0.053196 0.960077 
4.5 0 -5.561 -0.736348 -2.8431 0.033975 0.226671 -0.058998 0.510535 0.697566 0.18626 0.963693 
4.5 1 147.632 0.330723 -2.22947 0.138863 0.208172 -0.0215274 0.589096 0.654697 0.51521 0.617024 
4.5 2 119.907 0.0642001 1.82254 0.139239 0.166734 0.0135932 0.553148 0.587059 0.517018 0.473692 
4.5 3 -0.612354 -0.904409 2.58884 0.00992721 0.0248086 0.014148 0.186376 0.258276 0.0525855 0.979054 
4.5 4 -12.9596 2.22067 -4.6612 0.079293 0.0578502 0.0276795 0.370329 0.443295 0.278884 0.777311 
4.5 5 -5.55592 1.38619 -1.55437 0.0443397 0.17951 -0.0689039 0.473128 0.645666 0.175545 0.962331 
4.5 6 -0.567847 0.928546 0.952718 0.0145007 0.0339017 0.021232 0.220005 0.308364 0.0414282 0.990934 
4.55 0 -5.25633 -0.0360879 -3.39579 0.0918074 0.0611997 -0.0520186 0.391161 0.511325 0.211095 0.910804 
4.55 1 147.753 0.535867 -2.18363 0.174666 0.170334 -0.0316499 0.587367 0.639099 0.530615 0.557385 
4.55 2 -0.700334 -1.31324 1.83615 0.00130443 0.0454558 1.79597e-06 0.216241 0.301516 0.0510769 0.985547 
4.55 3 119.855 -0.136859 1.80503 0.129126 0.179482 0.00191879 0.555526 0.599259 0.508042 0.530342 
4.55 4 -13.1564 2.53174 -4.42682 0.0754792 0.0675218 0.032784 0.378155 0.45722 0.277402 0.79492 
4.55 5 -5.50122 1.0565 -0.928535 0.097873 0.0640342 -0.0585121 0.402377 0.532659 0.200222 0.926664 
4.55 6 -0.478318 1.01918 1.67237 0.00151326 0.0337966 0.00531088 0.187909 0.263241 0.0363875 0.9904 
4.6 0 148.002 0.73856 -2.11789 0.195937 0.14895 -0.00255093 0.587271 0.626219 0.545549 0.490966 
4.6 1 -5.60212 0.609325 -0.691667 0.0996128 0.0305045 0.00811091 0.360718 0.448446 0.243168 0.84022 
4.6 2 -0.61508 -1.28877 1.08734 0.0146615 0.0420236 -0.0237139 0.238086 0.333826 0.0439354 0.991301 
4.6 3 119.938 -0.331339 1.76883 0.133436 0.177523 -0.0165288 0.557637 0.605032 0.505821 0.548693 
4.6 4 -5.37413 0.840543 -3.47724 0.10799 0.0260486 0.01171 0.366113 0.468253 0.220943 0.881681 
4.6 5 -13.0879 2.83799 -4.16706 0.0698084 0.0757547 0.035811 0.381527 0.466296 0.271468 0.81306 
4.6 6 -0.391346 0.637971 2.44389 0.00809027 0.0320577 -0.0152805 0.20037 0.281045 0.03619 0.991675 
4.65 0 147.642 0.936603 -2.03187 0.176121 0.169299 0.0264599 0.587724 0.631488 0.540427 0.517307 
4.65 1 -5.52323 0.236957 -0.792038 0.0706796 0.0990788 0.0678838 0.412018 0.555396 0.176217 0.948331 
4.65 2 119.933 -0.520623 1.71046 0.150577 0.160164 -0.0234254 0.557442 0.598801 0.512757 0.516469 
4.65 3 -0.571443 -0.880525 0.495659 0.0215644 0.0100845 -0.0132752 0.177901 0.24612 0.0521819 0.977266 
4.65 4 -0.524029 -0.117185 2.90373 0.0191754 0.00641113 -0.00960072 0.159958 0.220553 0.0502952 0.973651 
4.65 5 -5.23818 1.71452 -3.11218 0.0848454 0.0875231 0.0724854 0.415173 0.563351 0.165448 0.955902 
4.65 6 -13.1471 3.12691 -3.89287 0.0694494 0.0810487 0.0391383 0.387941 0.479197 0.267145 0.830186 
4.7 0 -5.4607 0.0256015 -1.24588 0.0353612 0.291725 0.0855293 0.571914 0.797044 0.137449 0.985019 
4.7 1 119.977 -0.703292 1.631 0.164605 0.145491 -0.0135112 0.556863 0.585829 0.526304 0.439193 
4.7 2 -0.750204 -0.466016 0.287277 0.019963 0.00373015 -0.00267643 0.153926 0.201955 0.0812434 0.915515 
4.7 3 -0.656412 -0.930098 2.91422 0.015234 0.003379 0.000728932 0.136429 0.174806 0.0816621 0.884174 
4.7 4 147.532 1.12685 -1.92314 0.144177 0.205195 0.0179537 0.591077 0.648206 0.5278 0.580519 
4.7 5 -5.25451 2.31248 -2.37629 0.0269665 0.190581 0.050432 0.46642 0.640121 0.15919 0.968584 
4.7 6 -12.986 3.39562 -3.59184 0.0643212 0.0871071 0.0400447 0.389138 0.484454 0.261076 0.842365 
4.75 0 -5.14965 0.14006 -1.90382 0.0191612 0.402028 -0.0461356 0.648991 0.902784 0.16541 0.983071 
4.75 1 119.635 -0.88139 1.52697 0.160132 0.147801 0.00157704 0.554917 0.56627 0.543328 0.281755 
4.75 2 -0.662857 -1.65459 2.60636 0.0134346 0.00795618 0.00752486 0.146256 0.193408 0.0733141 0.92537 
4.75 3 -0.842707 -0.121139 0.331002 0.0104695 0.0113368 0.00596254 0.147669 0.183747 0.0992456 0.841587 
4.75 4 147.604 1.30599 -1.79359 0.139168 0.2151 -0.0191632 0.595204 0.662816 0.518857 0.622265 
4.75 5 -5.25568 2.49332 -1.43989 0.0317442 0.197501 -0.0571134 0.478796 0.656163 0.167158 0.967007 
4.75 6 -12.9949 3.64234 -3.25264 0.0580208 0.0903441 0.0351361 0.385182 0.475094 0.266487 0.827874 
4.8 0 119.682 -1.05128 1.40289 0.144383 0.165423 0.00347567 0.556603 0.576164 0.536328 0.365378 
4.8 1 -0.661576 -2.23162 1.95663 0.00361715 0.0240522 0.00627445 0.166341 0.227266 0.0607355 0.963629 
4.8 2 -0.79635 0.0392599 0.547578 0.00403931 0.03376 0.00808282 0.19442 0.267642 0.0629815 0.971918 
4.8 3 -4.83341 0.711031 -2.57484 0.123784 0.188619 -0.138232 0.55893 0.772248 0.168636 0.975866 
4.8 4 147.638 1.4738 -1.64647 0.172543 0.183053 -0.0420811 0.596319 0.663636 0.520366 0.620618 
4.8 5 -5.01183 2.20102 -0.635648 0.129906 0.0966625 -0.0986864 0.475992 0.653239 0.162528 0.968554 
4.8 6 -13.0354 3.86667 -2.88319 0.0524735 0.0972384 0.0318883 0.386926 0.477107 0.267942 0.82741 
4.85 0 -0.703859 -2.46072 1.21011 0.0030254 0.0333132 -0.00607095 0.190627 0.26262 0.0608908 0.97275 
4.85 1 119.745 -1.20875 1.26052 0.139206 0.173958 -0.0114275 0.559611 0.595616 0.521123 0.484247 
4.85 2 -0.436227 0.0236841 1.01505 0.000964941 0.0498722 -0.0048156 0.225471 0.317307 0.0314734 0.995069 
4.85 3 -4.85143 1.57176 -2.78567 0.147077 0.0307969 -0.039487 0.421751 0.564302 0.19316 0.939591 
4.85 4 147.4 1.62727 -1.4786 0.20445 0.148334 -0.0221292 0.593956 0.651347 0.530392 0.580445 
4.85 5 -5.18011 1.61423 -0.164136 0.167159 0.0224588 -0.0319263 0.435451 0.589729 0.177357 0.953705 
4.85 6 -12.9864 4.07286 -2.48463 0.0446181 0.108211 0.0266165 0.390934 0.485554 0.26438 0.838767 
4.9 0 -0.572187 -2.31647 0.417054 0.019344 0.0239982 -0.0205575 0.208188 0.291067 0.044323 0.988338 
4.9 1 119.657 -1.34823 1.10574 0.150983 0.165578 -0.0283053 0.562637 0.612391 0.508034 0.55837 
4.9 2 -0.0428394 -0.351562 1.67969 -0 4.93038e-32 -0 2.22045e-16 3.14018e-16 0 1 
4.9 3 -4.74352 2.42079 -2.49335 0.090991 0.0362786 0.0310977 0.356749 0.458372 0.210794 0.887984 
4.9 4 147.55 1.76683 -1.29616 0.199667 0.152328 0.0145002 0.593292 0.638366 0.544498 0.521983 
4.9 5 -5.16581 1.01979 -0.0848686 0.0932787 0.0330707 0.0243619 0.355457 0.451445 0.221124 0.871827 
4.9 6 -12.8848 4.25755 -2.06402 0.0367531 0.123311 0.0204684 0.400081 0.505781 0.253602 0.865212 
4.95 0 -0.481591 -1.7365 -0.216646 0.0266383 0.00342148 -0.00785646 0.173378 0.241027 0.0450064 0.982412 
4.95 1 119.692 -1.47001 0.937474 0.173666 0.145136 -0.02847 0.564626 0.618458 0.505089 0.577076 
4.95 2 -0.128754 -1.21075 2.0963 0.00407439 0.00135486 -0.00203482 0.0736834 0.101607 0.0231207 0.973766 
4.95 3 147.448 1.88988 -1.09624 0.166094 0.185497 0.0216939 0.592951 0.631759 0.551418 0.488025 
4.95 4 -5.07032 0.668159 -0.27034 0.0271576 0.0920926 0.0159479 0.345326 0.437717 0.216574 0.869017 
4.95 5 -4.68924 3.05784 -1.78867 0.0288494 0.111911 0.0369958 0.375181 0.501996 0.17182 0.9396 
4.95 6 -12.6859 4.40085 -1.6392 0.0313475 0.137642 0.0162281 0.411083 0.529272 0.240521 0.890779 
5 0 119.647 -1.56725 0.756501 0.187955 0.131101 -0.00976817 0.56485 0.615769 0.508861 0.563111 
5 1 -0.530109 -1.09294 -0.403746 0.0357755 0.00135371 0.00404014 0.192689 0.269233 0.0420921 0.987703 
5 2 -0.173903 -2.03149 1.91406 0.00760716 -0 -0 0.087219 0.123346 0 1 
5 3 -4.89537 0.608157 -0.637082 0.0189165 0.207338 -0.0440288 0.475662 0.658967 0.135173 0.978735 
5 4 147.396 1.98957 -0.88209 0.14791 0.206666 -0.00620007 0.595463 0.643915 0.542701 0.538203 
5 5 -4.59286 3.29556 -0.846211 0.0135768 0.164336 -0.0195868 0.421797 0.577649 0.14882 0.966244 
5 6 -12.6497 4.49742 -1.21004 0.0278472 0.14937 0.0109555 0.420972 0.548361 0.231808 0.906256 
5.05 0 119.43 -1.64558 0.5618 0.178232 0.138162 0.0097418 0.562489 0.60079 0.521381 0.496868 
5.05 1 -0.708584 -0.590278 -0.322046 0.0132455 0.00670666 0.0054587 0.141252 0.180771 0.0850082 0.882531 
5.05 2 -0.303068 -2.66208 1.41174 0.00841455 0.00495271 0.00544285 0.115617 0.157449 0.0440948 0.959983 
5.05 3 -4.75957 0.891179 -1.09671 0.117981 0.276967 -0.170212 0.628449 0.877876 0.138671 0.987445 
5.05 4 147.319 2.06519 -0.657443 0.169273 0.189106 -0.036402 0.598648 0.658663 0.531905 0.589796 
5.05 5 -4.4854 3.109 0.090269 0.0749725 0.112154 -0.0794852 0.432581 0.591935 0.154485 0.965343 
5.05 6 -12.7161 4.54641 -0.757799 0.0264382 0.155389 0.000700449 0.426413 0.557482 0.229932 0.910981 
5.1 0 119.66 -1.70099 0.353088 0.160214 0.156051 0.0109354 0.562375 0.581832 0.542219 0.362671 
5.1 1 -0.705869 -0.29811 -0.131504 0.00583004 0.0100103 -0.000352658 0.125859 0.141703 0.107708 0.649811 
5.1 2 -0.39009 -3.01643 0.707129 0.00329173 0.00692053 0.00239539 0.101056 0.127367 0.0648251 0.860787 
5.1 3 -4.35015 1.59492 -1.47837 0.272674 0.0990608 -0.148985 0.6097 0.846518 0.16394 0.981068 
5.1 4 147.331 2.11457 -0.42444 0.208406 0.153549 -0.0324185 0.601627 0.668495 0.526332 0.61652 
5.1 5 -12.5677 4.54571 -0.283688 0.0265524 0.153585 -0.0109952 0.424427 0.555932 0.226308 0.913393 
5.1 6 -4.6266 2.50632 0.768016 0.183918 0.031326 -0.0566573 0.463944 0.636639 0.158681 0.96844 
5.15 0 -0.349746 -3.04689 -0.117678 0.00152588 0.00911869 -0.00153185 0.103172 0.13723 0.0495676 0.932488 
5.15 1 119.458 -1.73331 0.139303 0.152357 0.163451 -0.00437246 0.561968 0.574398 0.549256 0.29262 
5.15 2 -0.570719 -0.249582 0.0876083 0.00688642 0.0191111 -0.00953301 0.161237 0.220558 0.0578704 0.964964 
5.15 3 147.085 2.13822 -0.187153 0.221068 0.140268 0.0048314 0.601113 0.665366 0.529113 0.60632 
5.15 4 -4.28583 2.5332 -1.39533 0.201817 0.0144028 0.0128682 0.464994 0.636705 0.164459 0.966066 
5.15 5 -12.5516 4.48716 0.214442 0.0302907 0.154022 -0.0266332 0.429317 0.564821 0.222717 0.918976 
5.15 6 -4.66792 1.71565 1.00674 0.195758 0.0200387 0.03833 0.46454 0.638366 0.155188 0.970001 
5.2 0 -0.350559 -2.77326 -0.859582 0.00911425 0.00758509 -0.00758673 0.129226 0.178745 0.038066 0.97706 
5.2 1 119.493 -1.74221 -0.0754521 0.166268 0.152818 -0.0178223 0.564877 0.597648 0.530083 0.461869 
5.2 2 -0.259796 -0.468922 0.390797 0.0177008 0.0177008 -0.0177008 0.188153 0.266089 0 1 
5.2 3 147.215 2.13566 0.0527479 0.193542 0.166958 0.0314333 0.600416 0.654795 0.540596 0.564263 
5.2 4 -4.15574 3.1748 -0.80647 0.075193 0.0550121 0.0462549 0.360839 0.474226 0.188466 0.917637 
5.2 5 -12.4376 4.39096 0.714142 0.0376174 0.155334 -0.0434885 0.439262 0.582507 0.215843 0.928816 
5.2 6 -4.54337 1.03751 0.853614 0.0955314 0.0693517 0.067188 0.406058 0.54935 0.167274 0.952514 
5.25 0 119.513 -1.72564 -0.288519 0.187964 0.135394 -0.0125539 0.568646 0.617751 0.514879 0.552559 
5.25 1 -0.259893 -2.18665 -1.41952 0.017738 0.00134976 -0.004049 0.138158 0.193307 0.0284241 0.98913 
5.25 2 -4.5903 0.656666 0.483545 0.0294271 0.0756774 0.0152289 0.324198 0.400603 0.222993 0.830751 
5.25 3 147.098 2.1053 0.294789 0.16011 0.198211 0.0176324 0.598599 0.640497 0.553538 0.503095 
5.25 4 -4.25347 3.4722 0.077955 0.019585 0.0982331 0.00832967 0.343246 0.445209 0.193455 0.900659 
5.25 5 -12.521 4.2475 1.20379 0.0512497 0.15648 -0.0619038 0.455773 0.608453 0.212705 0.936905 
5.3 0 119.313 -1.68295 -0.494032 0.19583 0.12978 0.0106084 0.570623 0.628478 0.506198 0.592683 
5.3 1 -0.30221 -1.36678 -1.62384 0.0243033 0.00297185 0.00780332 0.165152 0.231746 0.0290539 0.99211 
5.3 2 -4.72969 0.604521 0.13614 0.0542021 0.0706876 -0.0422724 0.353397 0.459377 0.196857 0.903528 
5.3 3 147.054 2.04895 0.532267 0.161205 0.197627 -0.0160418 0.599027 0.638256 0.557041 0.488158 
5.3 4 -4.00129 3.30878 1.02638 0.0373042 0.0988575 -0.0475911 0.369001 0.499513 0.151032 0.953194 
5.3 5 -12.4541 4.05438 1.66664 0.0653053 0.153787 -0.075437 0.468073 0.627692 0.210206 0.942258 
5.35 0 119.486 -1.61418 -0.694339 0.181877 0.146103 0.031037 0.572695 0.632158 0.506296 0.598798 
5.35 1 -0.173171 -0.624761 -1.40601 0.00760287 0.00760287 0.00760287 0.123312 0.174389 0 1 
5.35 2 -4.39734 0.8596 -0.117959 0.179927 0.0607134 -0.0960317 0.490551 0.68315 0.120775 0.984248 
5.35 3 147.153 1.95979 0.764962 0.194504 0.167934 -0.0275436 0.602028 0.650844 0.548888 0.537367 
5.35 4 -3.98927 2.7448 1.8222 0.114676 0.0538233 -0.0674962 0.410487 0.562649 0.142917 0.967203 
5.35 5 -12.336 3.79971 2.10968 0.075162 0.136374 -0.0767879 0.459931 0.613891 0.214968 0.936685 
5.4 0 119.217 -1.51985 -0.887061 0.157234 0.168065 0.0298724 0.57035 0.621303 0.514374 0.560883 
5.4 1 -0.259427 -0.18228 -0.911446 0.00286719 0.00692425 0.00320611 0.0989517 0.131831 0.0469418 0.934457 
5.4 2 -4.31539 1.37338 -0.164391 0.454543 0.0233354 -0.0748791 0.691287 0.966618 0.146306 0.988479 
5.4 3 146.813 1.84535 0.986154 0.220961 0.144127 -0.00254957 0.604225 0.664899 0.536736 0.590218 
5.4 4 -4.10481 1.88461 2.27133 0.15802 0.0114806 0.0048949 0.411704 0.562464 0.150448 0.963564 
5.4 5 -12.2102 3.49105 2.51812 0.088298 0.110294 -0.074914 0.445636 0.591629 0.217158 0.930201 
5.45 0 119.218 -1.40188 -1.07126 0.145197 0.177671 0.0101999 0.568215 0.601014 0.533403 0.4608 
5.45 1 -0.390617 -0.0478122 -0.533623 0.00330042 0.00540371 -0.000895647 0.0932959 0.107083 0.0770807 0.694161 
5.45 2 -3.76364 2.24369 0.142681 0.285256 0.0517545 0.105655 0.580526 0.807423 0.148626 0.982912 
5.45 3 147.086 1.70269 1.19482 0.211391 0.158141 0.0335574 0.607892 0.67469 0.532784 0.613529 
5.45 4 -3.99596 1.00537 2.25323 0.125419 0.0650864 0.0791136 0.436469 0.599871 0.145485 0.970145 
5.45 5 -11.9874 3.11903 2.8928 0.0997399 0.0811716 -0.0646965 0.425337 0.558238 0.224038 0.915934 
5.5 0 119.276 -1.26286 -1.24368 0.155802 0.166524 -0.00502456 0.567738 0.580535 0.554645 0.295303 
5.5 1 -0.391823 -0.0823598 -0.28223 0.00691449 0.00328781 -0.00239096 0.101006 0.127295 0.0648125 0.860676 
5.5 2 -3.84129 0.333659 1.8067 0.0445552 0.147251 0.069445 0.437957 0.603772 0.138105 0.973488 
5.5 3 146.997 1.53999 1.38462 0.17309 0.19649 0.0397073 0.607931 0.672585 0.535527 0.605003 
5.5 4 -3.57379 2.72261 0.912668 0.0695698 0.11734 0.0792042 0.432331 0.593603 0.146476 0.969077 
5.5 5 -11.7689 2.6891 3.24626 0.118814 0.0565431 -0.0543934 0.418757 0.548367 0.223626 0.913069 
5.55 0 119.203 -1.10536 -1.39839 0.173767 0.149728 -8.80324e-05 0.568766 0.589521 0.547225 0.371947 
5.55 1 -0.214653 -0.195373 -0.195313 0.012174 7.70372e-34 8.97228e-34 0.110336 0.156038 0 1 
5.55 2 -4.02415 0.0274335 1.20134 0.0131203 0.137627 0.00430317 0.388262 0.524929 0.16107 0.951761 
5.55 3 146.82 1.35422 1.55293 0.149919 0.217231 0.00849861 0.605929 0.660739 0.545642 0.563954 
5.55 4 -3.6095 2.68108 1.82032 0.0158287 0.103621 0.00224168 0.345615 0.455364 0.177603 0.920804 
5.55 5 -11.5005 2.22739 3.53772 0.148723 0.0374118 -0.0428527 0.431433 0.571505 0.213661 0.927486 
5.6 0 119.011 -0.933587 -1.53108 0.17724 0.148982 0.0194455 0.571158 0.611796 0.527398 0.506826 
5.6 1 -4.00728 0.0541167 0.703849 0.0363088 0.0551701 -0.0190387 0.302455 0.366021 0.221328 0.796464 
5.6 2 146.813 1.15125 1.6965 0.167714 0.197685 -0.0212949 0.604482 0.646125 0.55975 0.499492 
5.6 3 -3.56905 2.21029 2.6046 0.0484792 0.0532154 -0.0344553 0.318896 0.413241 0.180614 0.899429 
5.6 4 -11.5476 1.73583 3.77582 0.187872 0.0256967 -0.0254771 0.462135 0.619322 0.208751 0.941482 
5.65 0 119.309 -0.749261 -1.63743 0.161295 0.170836 0.0330138 0.576308 0.631541 0.515187 0.578389 
5.65 1 -3.93493 0.275107 0.45251 0.0969886 0.0154153 0.00139107 0.335267 0.440482 0.175451 0.917248 
5.65 2 146.855 0.930313 1.81471 0.199774 0.166072 -0.0153429 0.604852 0.641424 0.565921 0.47071 
5.65 3 -11.2993 1.23588 3.93743 0.224235 0.0191892 -0.00362293 0.49338 0.669775 0.195577 0.956417 
5.65 4 -3.51557 1.38252 3.11234 0.106616 0.0144744 -0.019294 0.34798 0.470091 0.145585 0.950836 
5.7 0 119.086 -0.552964 -1.72009 0.138132 0.195754 0.0241685 0.577829 0.639608 0.5086 0.606379 
