[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
1.95 2 -2.27217 0.1777 0.592455 0.0351867 0.128944 -0.055893 0.405131 0.556804 0.135025 0.970151 
1.95 3 -0.633053 -1.719 3.00764 0.0114209 0.00398176 0.00396955 0.124108 0.162119 0.0672522 0.909897 
1.95 4 148.857 1.18478 1.13517 0.126325 0.131474 0.00270114 0.507739 0.515035 0.500336 0.237206 
1.95 5 -0.0491033 0.117188 1.52344 -0 -0 -0 -0 0 -0 -nan 
1.95 6 -2.38609 2.19943 1.54188 0.0333157 0.187515 -0.0588896 0.469926 0.6441 0.163696 0.967166 
2 0 -12.5351 -5.77593 -0.0666634 0.0437693 0.0641271 0.00743443 0.328476 0.364837 0.287553 0.615459 
2 1 120.183 -2.10459 -1.61972 0.116895 0.117534 0.00671876 0.484179 0.497878 0.470082 0.329456 
2 2 -2.33946 0.582021 0.238369 0.146895 0.0340873 -0.0585971 0.425421 0.586215 0.13534 0.972984 
2 3 -0.572053 -1.99302 2.77285 0.0108223 0.00329066 0.00326764 0.118798 0.155193 0.0643524 0.909976 
2 4 148.809 1.07619 1.25211 0.132185 0.127379 0.00142456 0.509474 0.514928 0.503962 0.205279 
2 5 -2.39217 1.54824 2.24995 0.156039 0.0434205 -0.0680073 0.446609 0.613226 0.151237 0.969111 
2.05 0 -12.4212 -5.81922 -0.314435 0.0415986 0.0655279 0.00567317 0.327302 0.365526 0.283978 0.629623 
2.05 1 120.095 -1.97344 -1.78633 0.1164 0.119262 0.00579664 0.485451 0.497598 0.472992 0.310571 
2.05 2 -0.366993 -2.24956 2.49455 0.00637418 0.00149619 0.000765309 0.0887151 0.113942 0.0525156 0.887454 
2.05 3 -2.43792 0.6095 2.36769 0.1839 0.0356082 0.0660058 0.468517 0.646565 0.144809 0.974597 
2.05 4 -2.43045 1.3376 0.37283 0.213983 0.0522429 0.0889475 0.515971 0.711797 0.160612 0.97421 
2.05 5 148.88 0.961033 1.35708 0.13398 0.12825 0.00757822 0.512083 0.527667 0.49601 0.34116 
2.1 0 -12.4556 -5.85701 -0.554752 0.0435114 0.063163 0.00450397 0.32661 0.358179 0.291645 0.580524 
2.1 1 120.285 -1.83137 -1.93986 0.117199 0.120966 0.0059922 0.488021 0.500727 0.474976 0.316558 
2.1 2 -0.311669 -2.49959 2.18777 0.00549526 0.00152581 0.00149494 0.0837918 0.109501 0.0452942 0.91044 
2.1 3 -2.33073 -0.15062 1.77996 0.0466196 0.21971 0.0847913 0.516071 0.713196 0.154953 0.976112 
2.1 4 148.952 0.837031 1.45226 0.128041 0.136631 0.00886155 0.514462 0.53326 0.494951 0.372182 
2.1 5 -2.59847 1.83096 1.11885 0.0526809 0.226814 0.0893548 0.528673 0.727333 0.173137 0.971254 
2.15 0 -12.3379 -5.87626 -0.79233 0.0433436 0.0620459 0.00422845 0.324637 0.354845 0.291314 0.570982 
2.15 1 119.903 -1.67943 -2.07909 0.116338 0.122174 0.00666634 0.488377 0.503056 0.473242 0.339147 
2.15 2 -0.30786 -2.69517 1.87496 0.00402979 0.00152588 1.67761e-05 0.0745363 0.0897764 0.0552407 0.788282 
2.15 3 -2.30133 -0.292974 0.991488 0.0314126 0.146838 -0.0561947 0.422197 0.582541 0.130946 0.974408 
2.15 4 148.874 0.707247 1.53527 0.126326 0.139698 0.00147447 0.515775 0.528883 0.502325 0.312904 
2.15 5 -2.72799 1.69806 2.01944 0.0411809 0.193612 -0.0701748 0.484555 0.664828 0.166101 0.968287 
2.2 0 -12.3264 -5.88968 -1.02645 0.042369 0.0633646 0.00286316 0.325167 0.357066 0.289778 0.58428 
2.2 1 120.131 -1.52044 -2.20082 0.116052 0.125226 0.00662827 0.4912 0.507346 0.474506 0.353928 
2.2 2 -0.253154 -2.85178 1.52383 0.00245026 0.00239184 8.4815e-08 0.0695852 0.0700038 0.0691641 0.154419 
2.2 3 -2.36301 0.13888 0.523226 0.129571 0.0280424 -0.0469732 0.397006 0.544003 0.138881 0.966863 
2.2 4 149.063 0.573848 1.60737 0.134123 0.134245 -0.000854846 0.518043 0.519695 0.516386 0.112663 
2.2 5 -2.73835 1.03431 2.64081 0.161242 0.0487488 -0.0719495 0.458247 0.626612 0.165345 0.964558 
2.25 0 -12.3177 -5.88604 -1.25617 0.0429402 0.0625646 0.00198144 0.324815 0.354295 0.292377 0.56479 
2.25 1 120.196 -1.35539 -2.31069 0.115728 0.12749 0.00439666 0.493171 0.507842 0.47805 0.337471 
2.25 2 -0.300305 -3.00728 1.17186 0.0040268 0.00152588 1.30948e-07 0.0745163 0.0897418 0.0552427 0.788079 
2.25 3 148.921 0.434174 1.66789 0.136388 0.133762 0.00656553 0.51976 0.532486 0.506714 0.307338 
2.25 4 -2.7987 0.0957406 2.72492 0.177471 0.0325947 0.0579734 0.458329 0.628988 0.156541 0.968535 
2.25 5 -2.51069 0.801094 0.615564 0.160659 0.0416182 0.0687618 0.449752 0.619811 0.142789 0.973102 
2.3 0 -12.5045 -5.87351 -1.48215 0.0443897 0.0634626 0.000911119 0.328409 0.356388 0.297813 0.549273 
2.3 1 120.275 -1.1826 -2.40512 0.117284 0.127857 0.00348371 0.495117 0.507743 0.48216 0.313418 
2.3 2 -0.150927 -3.1118 0.794448 0.00135155 0.0013517 -0.000668837 0.0519927 0.0635682 0.0369536 0.813673 
2.3 3 -2.93547 -0.662266 2.17188 0.0515826 0.211539 0.087187 0.512954 0.706929 0.162772 0.973131 
2.3 4 149.017 0.292884 1.71649 0.128905 0.144326 0.00902164 0.522715 0.544946 0.499496 0.399812 
2.3 5 -2.48923 1.31188 1.32053 0.0365115 0.169659 0.0677126 0.45406 0.629355 0.127492 0.979267 
2.35 0 -12.4933 -5.85299 -1.70173 0.0450795 0.062603 -0.00118851 0.32815 0.354071 0.299997 0.531147 
2.35 1 120.384 -1.00603 -2.48426 0.11856 0.128707 0.00391978 0.497259 0.509989 0.484194 0.31401 
2.35 2 -0.149168 -3.18985 0.403924 0.00134973 0.001349 -0.000664435 0.0519493 0.0634634 0.0370116 0.812331 
2.35 3 -2.71224 -0.860434 1.30857 0.0290397 0.194918 -0.0589722 0.473242 0.65383 0.142908 0.975821 
2.35 4 149.066 0.149492 1.75283 0.125871 0.149525 -0.000932783 0.524782 0.546921 0.501666 0.398303 
2.35 5 -2.80977 1.17643 2.18779 0.0255847 0.190088 -0.0530616 0.464405 0.641433 0.141099 0.975506 
2.4 0 -12.5154 -5.82898 -1.90913 0.0442488 0.0646748 -0.000709349 0.330036 0.359721 0.297403 0.562554 
2.4 1 120.238 -0.826578 -2.54909 0.117123 0.131371 0.00368293 0.498492 0.514328 0.482136 0.348226 
2.4 2 -0.0999128 -3.20316 0.0390625 0.00152588 -0 -0 0.0390625 0.0552427 0 1 
2.4 3 -2.76367 -0.473245 0.691139 0.108701 0.0481614 -0.0615525 0.396059 0.542262 0.140275 0.965962 
2.4 4 148.887 0.00544316 1.7787 0.135965 0.139921 -0.00576219 0.525249 0.536723 0.51352 0.290849 
2.4 5 -2.97828 0.478595 2.84462 0.12573 0.0436457 -0.0627026 0.411553 0.565028 0.139624 0.968988 
2.45 0 -12.522 -5.784 -2.11624 0.046243 0.0620053 -0.00121903 0.329011 0.352417 0.303807 0.506797 
2.45 1 -0.0991595 -3.20323 -0.351562 0.00152587 -0 -0 0.0390624 0.0552425 0 1 
2.45 2 120.177 -0.646289 -2.59929 0.116509 0.133463 0.00210164 0.499971 0.517145 0.482187 0.361422 
2.45 3 148.961 -0.141148 1.79348 0.142167 0.135756 0.00298456 0.527185 0.535428 0.51881 0.247207 
2.45 4 -2.92648 0.137577 0.647185 0.130948 0.0211697 0.0352558 0.390022 0.531592 0.147122 0.96094 
2.45 5 -2.9601 -0.449153 2.91719 0.149566 0.0191832 0.0358335 0.410791 0.563498 0.141308 0.968047 
2.5 0 -12.3482 -5.73503 -2.3222 0.045628 0.0608722 -0.000921378 0.326344 0.349078 0.301902 0.502018 
2.5 1 -0.0495388 -3.16406 -0.742188 -0 -0 -0 -0 0 -0 -nan 
2.5 2 120.359 -0.463267 -2.63291 0.11831 0.133948 -0.000102209 0.502253 0.517588 0.486435 0.34169 
2.5 3 -3.00989 -1.23716 2.41363 0.0550116 0.130919 0.074778 0.431196 0.594682 0.134958 0.973909 
2.5 4 148.914 -0.286851 1.79593 0.133281 0.147153 0.00951925 0.52956 0.551353 0.506831 0.393675 
2.5 5 -2.94331 0.657179 1.18338 0.0507215 0.130094 0.0718827 0.425225 0.587398 0.128821 0.975656 
2.55 0 -12.442 -5.68679 -2.50851 0.0462498 0.0615764 -0.00188808 0.328369 0.351584 0.303383 0.505368 
2.55 1 120.185 -0.277966 -2.65296 0.119683 0.133336 -0.000956275 0.50301 0.516532 0.489114 0.321476 
2.55 2 -3.12998 -1.52337 1.56572 0.0135618 0.194042 -0.0294149 0.455635 0.63042 0.133332 0.977379 
2.55 3 148.96 -0.433931 1.78667 0.125848 0.157472 -0.00173434 0.532278 0.561368 0.501504 0.449339 
2.55 4 -3.22457 0.651083 2.03092 0.0140162 0.194878 -0.0280809 0.45705 0.631091 0.13969 0.975195 
2.6 0 -12.3876 -5.62036 -2.70633 0.0470715 0.0600338 -0.00269837 0.327269 0.34806 0.305065 0.481455 
2.6 1 120.226 -0.0935748 -2.65926 0.121285 0.133391 -0.000546005 0.504655 0.516557 0.492464 0.301838 
2.6 2 -3.03323 -1.19783 0.784234 0.09807 0.0782058 -0.0790469 0.419852 0.579321 0.13015 0.974437 
2.6 3 149.015 -0.579125 1.76698 0.136489 0.148409 -0.0129094 0.533759 0.559764 0.50642 0.426046 
2.6 4 -3.15027 0.0567298 2.74422 0.0942765 0.0707477 -0.0718558 0.406232 0.557359 0.139281 0.968273 
2.65 0 -12.4722 -5.54807 -2.88263 0.0476241 0.0608191 -0.00287439 0.329307 0.35048 0.306676 0.48409 
2.65 1 120.219 0.0900322 -2.65143 0.120787 0.135553 -0.0012826 0.506301 0.520891 0.491277 0.33237 
2.65 2 -3.16083 -0.590257 0.516768 0.119214 0.0100734 0.00367512 0.359566 0.488544 0.141066 0.957406 
2.65 3 148.834 -0.723581 1.73536 0.149387 0.135565 -0.00386991 0.533809 0.548446 0.518759 0.324546 
2.65 4 -3.38623 -0.843889 2.92769 0.136036 0.00980495 0.00376712 0.381891 0.52182 0.139231 0.963747 
2.7 0 -12.4613 -5.47167 -3.06284 0.0485736 0.0598608 -0.00370761 0.329294 0.349198 0.308106 0.470642 
2.7 1 120.034 0.272028 -2.62843 0.120174 0.137089 -0.00382936 0.50721 0.525196 0.488563 0.366927 
2.7 2 148.783 -0.86416 1.69213 0.142196 0.144581 0.00972334 0.535516 0.553507 0.516899 0.357631 
2.7 3 -3.4527 -1.69993 2.55781 0.0674405 0.0733217 0.059916 0.375183 0.510626 0.144174 0.959312 
2.7 4 -3.18771 -0.0458741 0.806669 0.0650491 0.0741924 0.0607238 0.373151 0.510914 0.132099 0.965997 
2.75 0 -13.1264 -5.38287 -3.24001 0.0542684 0.0631116 -0.0046093 0.342608 0.360769 0.323428 0.443053 
2.75 1 -0.408464 -2.61633 -2.69533 0.00401022 0.00402389 -4.56964e-05 0.0896332 0.0901472 0.0891162 0.150806 
2.75 2 120.725 0.450909 -2.5908 0.123722 0.138087 -0.00585535 0.511672 0.529473 0.493229 0.363624 
2.75 3 -5.1154 -2.12223 1.76583 0.0185687 0.249793 0.014592 0.518036 0.70811 0.187891 0.964155 
2.75 4 149.131 -1.00429 1.63628 0.12778 0.163751 0.00221247 0.539936 0.572514 0.505261 0.470257 
2.75 5 -5.17165 0.0892636 1.4931 0.0196594 0.274107 0.0246203 0.542002 0.743596 0.186005 0.968209 
2.8 0 -13.1602 -5.2869 -3.41137 0.0552145 0.062973 -0.00583834 0.343784 0.363602 0.322751 0.460522 
2.8 1 -0.44804 -2.38342 -3.04706 0.00363499 0.0062678 -0.00178126 0.0995127 0.119719 0.0739795 0.786222 
2.8 2 120.429 0.627895 -2.53918 0.12641 0.135317 -0.00603436 0.511592 0.526048 0.496716 0.329255 
2.8 3 -5.12805 -2.02722 0.899071 0.090209 0.193544 -0.114461 0.532684 0.73138 0.180524 0.96906 
2.8 4 149.295 -1.13922 1.5709 0.134842 0.159999 -0.0175285 0.542993 0.581369 0.501689 0.505299 
2.8 5 -5.16819 -0.262795 2.23846 0.0892758 0.205035 -0.115889 0.542504 0.743901 0.187705 0.967642 
2.85 0 -13.0282 -5.18885 -3.57613 0.055104 0.0611523 -0.0047656 0.340964 0.357134 0.323988 0.420725 
2.85 1 -0.315471 -2.1495 -3.39732 0.00345957 0.00345663 -0.00171668 0.0831637 0.101733 0.0590156 0.814543 
2.85 2 120.716 0.802395 -2.47452 0.128675 0.135715 -0.00486685 0.514188 0.52574 0.502372 0.294824 
2.85 3 -5.28062 -1.44445 0.336212 0.210141 0.0439358 -0.0695935 0.50406 0.686196 0.193102 0.959588 
2.85 4 149.037 -1.27082 1.49498 0.156418 0.138333 -0.0164768 0.54291 0.57649 0.50711 0.475619 
2.85 5 -5.35994 -1.0757 2.64382 0.20506 0.0418405 -0.0625679 0.496891 0.672733 0.203056 0.953359 
2.9 0 -13.2262 -5.0753 -3.73222 0.0584635 0.0610642 -0.00676761 0.345728 0.365117 0.325184 0.454728 
2.9 1 -0.312955 -1.92512 -3.65573 0.004188 0.00293915 -0.00109693 0.0844225 0.0982423 0.0678436 0.723262 
2.9 2 -5.51366 -0.829934 0.305031 0.145618 0.0444593 0.0504898 0.435978 0.57707 0.217126 0.926516 
2.9 3 -5.45406 -1.95595 2.48149 0.1643 0.046108 0.0587544 0.458702 0.614063 0.209144 0.940212 
2.9 4 149.084 -1.39599 1.40785 0.158875 0.136456 0.0057354 0.543444 0.56614 0.519758 0.396414 
2.9 5 120.566 0.969362 -2.39679 0.128431 0.136843 -0.00502234 0.515047 0.527613 0.502167 0.306805 
2.95 0 -13.0874 -4.9616 -3.88766 0.056633 0.061023 -0.00530462 0.34301 0.359357 0.325844 0.421688 
2.95 1 -0.31026 -1.66847 -3.92281 0.00419214 0.00294817 -0.00110658 0.0845004 0.0983825 0.0678344 0.724289 
2.95 2 -5.42297 -2.61364 1.82568 0.0412996 0.157439 0.0558074 0.445801 0.599847 0.194062 0.946222 
2.95 3 149.051 -1.51447 1.31043 0.1378 0.159509 0.0105285 0.54526 0.572322 0.516783 0.429727 
2.95 4 -5.48581 -0.436447 0.731871 0.0387298 0.164637 0.0536808 0.450962 0.607317 0.19468 0.947229 
2.95 5 120.476 1.12987 -2.30652 0.12938 0.137145 -0.00740236 0.516261 0.532205 0.499807 0.343576 
3 0 -13.1208 -4.83736 -4.03704 0.0590405 0.0596711 -0.00722135 0.344545 0.364922 0.322886 0.465957 
3 1 -0.222464 -1.38281 -4.14849 0.00339781 0.00146395 -0.000730654 0.0697263 0.085356 0.0493749 0.815712 
3 2 -5.53666 -2.74239 0.925312 0.0324561 0.206403 -0.0553482 0.488732 0.667115 0.180767 0.962588 
3 3 149.053 -1.62582 1.20363 0.130566 0.170688 -0.012509 0.548866 0.59037 0.503955 0.520889 
3 4 -5.32128 -0.510703 1.43869 0.0300028 0.238451 -0.0609558 0.518125 0.714097 0.164234 0.973193 
3 5 120.551 1.28256 -2.20299 0.132619 0.135956 -0.00989314 0.518242 0.537253 0.498507 0.372875 
3.05 0 -13.0202 -4.70469 -4.17524 0.0604905 0.0571347 -0.00697031 0.342965 0.363268 0.321382 0.46617 
3.05 1 -5.44426 -2.36306 0.138656 0.156036 0.0911263 -0.104073 0.497154 0.682052 0.170673 0.968185 
3.05 2 -0.176043 -1.11273 -4.35526 0.00414628 0.00113639 -0.00112184 0.0726819 0.0950621 0.0390964 0.911513 
3.05 3 148.93 -1.72968 1.08798 0.154465 0.149291 -0.027692 0.55114 0.599483 0.498127 0.556382 
3.05 4 -5.44075 -1.09703 2.02435 0.159547 0.113908 -0.118166 0.52293 0.717045 0.18099 0.96762 
3.05 5 120.505 1.4295 -2.0845 0.136258 0.133377 -0.00872104 0.519264 0.536017 0.501953 0.350799 
3.1 0 -13.1352 -4.56762 -4.31498 0.0604238 0.0590618 -0.0069667 0.345667 0.365357 0.324786 0.457993 
3.1 1 -5.6685 -1.63194 -0.230482 0.197922 0.018613 -0.00722757 0.465333 0.629623 0.191427 0.952661 
3.1 2 -0.217639 -0.804589 -4.52313 0.00340797 0.00145989 -0.000727413 0.0697701 0.0854355 0.0493609 0.816209 
3.1 3 149.011 -1.82539 0.963668 0.175778 0.129022 -0.00889379 0.552087 0.595673 0.504752 0.531011 
3.1 4 -5.5516 -1.97985 2.14352 0.205193 0.0187774 -0.00784124 0.473255 0.641127 0.192084 0.954064 
3.1 5 120.418 1.56691 -1.95964 0.13827 0.132216 -0.00615481 0.520083 0.533108 0.506723 0.310698 
3.15 0 -13.1292 -4.43031 -4.44503 0.0610008 0.0587373 -0.00768444 0.346032 0.367795 0.322806 0.479249 
3.15 1 -0.13083 -0.507585 -4.64844 0.00404479 7.88861e-31 8.83251e-33 0.0635987 0.0899421 0 1 
3.15 2 148.801 -1.91177 0.832553 0.160328 0.143175 0.0156536 0.550911 0.58241 0.517499 0.458785 
3.15 3 -5.71336 -1.01323 -0.0813515 0.0938092 0.0674975 0.0538198 0.40163 0.521647 0.224717 0.902455 
3.15 4 -5.89341 -2.7766 1.72661 0.107252 0.0775196 0.0671365 0.429851 0.567712 0.217362 0.923801 
3.15 5 120.42 1.69323 -1.82516 0.137001 0.134723 -0.00499606 0.521272 0.531011 0.511347 0.269612 
3.2 0 -13.1152 -4.27316 -4.57624 0.0631893 0.0566913 -0.0071058 0.346238 0.368113 0.322884 0.48025 
3.2 1 148.931 -1.98706 0.69544 0.13578 0.169879 0.00586999 0.552865 0.584571 0.519226 0.459421 
3.2 2 -0.0863635 -0.234204 -4.72656 0.00152585 -0 -0 0.0390621 0.0552422 0 1 
3.2 3 -5.96858 -0.756812 0.417082 0.0200793 0.167025 0.00589494 0.432556 0.57838 0.199215 0.93881 
3.2 4 -5.83939 -3.21517 0.920844 0.0212076 0.154643 0.0144802 0.419345 0.55892 0.198264 0.93497 
3.2 5 120.526 1.80721 -1.6822 0.137825 0.136018 -0.0070073 0.5233 0.536632 0.50962 0.313271 
3.25 0 -13.0986 -4.10994 -4.69738 0.0631411 0.056755 -0.00659112 0.34626 0.366802 0.32442 0.466624 
3.25 1 -5.96669 -3.12281 0.0149205 0.0721021 0.150637 -0.086376 0.471953 0.642265 0.181586 0.9592 
3.25 2 148.802 -2.05013 0.550388 0.142588 0.166616 -0.0235313 0.556061 0.601702 0.506322 0.540284 
3.25 3 -5.82778 -0.965489 1.02796 0.0748234 0.187921 -0.103327 0.512586 0.705919 0.164823 0.97236 
3.25 4 -0.0856589 0.0781965 -4.80469 0.00152587 -0 -0 0.0390624 0.0552426 0 1 
3.25 5 120.428 1.90814 -1.52906 0.140434 0.134714 -0.00927934 0.524546 0.542742 0.505696 0.363119 
3.3 0 -13.1784 -3.94074 -4.81186 0.0662089 0.055156 -0.00630909 0.348375 0.371671 0.323404 0.492812 
3.3 1 -5.83989 -2.54818 -0.661261 0.213961 0.0503816 -0.0837209 0.514143 0.705993 0.173952 0.96917 
3.3 2 148.642 -2.10203 0.401334 0.175143 0.137335 -0.026349 0.558997 0.614276 0.497614 0.586317 
3.3 3 -5.81132 -1.65107 1.45154 0.219594 0.0679321 -0.102309 0.536214 0.736357 0.18119 0.969254 
3.3 4 -0.0859315 0.390671 -4.88281 0.00152588 -0 -0 0.0390625 0.0552427 0 1 
3.3 5 120.605 1.99881 -1.36826 0.146423 0.131293 -0.00854348 0.526988 0.548215 0.50487 0.389718 
3.35 0 -13.2075 -3.7644 -4.92897 0.0650086 0.0568987 -0.00651459 0.349152 0.370478 0.326436 0.472894 
3.35 1 148.687 -2.14307 0.247328 0.187444 0.126282 0.00408335 0.560112 0.612724 0.502016 0.573338 
3.35 2 -6.05112 -1.74026 -0.876113 0.214844 0.0228078 0.0335547 0.487495 0.664135 0.185006 0.960417 
3.35 3 -5.85273 -2.52507 1.37097 0.218281 0.0227795 0.0290461 0.490979 0.667091 0.192641 0.957396 
3.35 4 120.52 2.07683 -1.20184 0.148439 0.130035 -0.00356171 0.527706 0.546084 0.508664 0.363803 
3.4 0 -13.0731 -3.58069 -5.0318 0.0661686 0.0541621 -0.00524038 0.346887 0.369145 0.323099 0.483645 
3.4 1 148.705 -2.17201 0.0920361 0.160906 0.151875 0.0229421 0.559268 0.599621 0.515768 0.51003 
3.4 2 -5.88877 -1.08612 -0.620615 0.0774839 0.0839699 0.0567232 0.401813 0.524486 0.218683 0.908931 
3.4 3 -5.96721 -3.20445 0.818147 0.0897331 0.097995 0.0711616 0.433276 0.574709 0.212521 0.929116 
3.4 4 120.436 2.14182 -1.03396 0.145665 0.133352 -0.000922552 0.52822 0.539877 0.516301 0.292284 
3.45 0 -13.2334 -3.39042 -5.12626 0.0690542 0.0541303 -0.00607777 0.350977 0.377402 0.322392 0.519879 
3.45 1 -6.04537 -3.47108 -0.0388414 0.023092 0.147522 -0.00257894 0.413055 0.543278 0.214656 0.918633 
3.45 2 148.719 -2.189 -0.0652852 0.137472 0.175782 0.00167642 0.559691 0.593053 0.524211 0.467639 
3.45 3 -5.94147 -0.874803 -0.12897 0.0237288 0.140659 -0.0129704 0.405448 0.533068 0.211222 0.918148 
3.45 4 120.53 2.19272 -0.861398 0.144195 0.136467 -0.00187369 0.529776 0.537821 0.521607 0.243695 
3.5 0 -13.0853 -3.18771 -5.22292 0.0695877 0.0523008 -0.0059532 0.349125 0.377993 0.317645 0.542053 
3.5 1 -5.95714 -3.22798 -0.917475 0.0897428 0.10984 -0.0820555 0.446747 0.604086 0.185057 0.951922 
3.5 2 148.563 -2.18987 -0.225881 0.15354 0.162732 -0.0261012 0.56238 0.607682 0.513094 0.535796 
3.5 3 -5.887 -1.1163 0.393242 0.103642 0.129884 -0.101973 0.483246 0.662687 0.167029 0.967715 
3.5 4 120.511 2.22632 -0.686091 0.146805 0.135425 -0.00515952 0.531254 0.545521 0.516593 0.321313 
3.55 0 -12.9443 -2.98327 -5.31137 0.071185 0.0495248 -0.00471264 0.347433 0.37991 0.311589 0.572128 
3.55 1 -5.91231 -2.55055 -1.50435 0.22382 0.0293537 -0.056326 0.503164 0.691312 0.168626 0.969795 
3.55 2 148.5 -2.17847 -0.387749 0.189452 0.131359 -0.0193018 0.566402 0.624949 0.501059 0.597645 
3.55 3 -6.10466 -1.75662 0.683412 0.273468 0.0455962 -0.0891641 0.564858 0.780013 0.172363 0.97528 
3.55 4 120.439 2.24491 -0.507107 0.152465 0.131283 -0.00458295 0.53268 0.553921 0.510556 0.387875 
3.6 0 -12.9806 -2.76778 -5.38789 0.0727095 0.0488673 -0.00327312 0.348679 0.382494 0.311211 0.581374 
3.6 1 -6.12792 -1.67418 -1.62195 0.224144 0.0383974 0.0670664 0.512388 0.701181 0.18283 0.965407 
3.6 2 148.583 -2.15346 -0.548209 0.194745 0.128629 0.0149998 0.568659 0.629267 0.500769 0.605562 
3.6 3 -5.95988 -2.61721 0.528767 0.243313 0.0331892 0.0585059 0.525835 0.719034 0.189723 0.964561 
3.6 4 120.319 2.25024 -0.324363 0.156471 0.128468 0.00104476 0.533797 0.559483 0.506812 0.42358 
3.65 0 -13.0114 -2.54293 -5.46022 0.0737893 0.048671 -0.0026085 0.349943 0.384857 0.311136 0.588569 
3.65 1 148.572 -2.11792 -0.70829 0.162066 0.160096 0.0299654 0.567594 0.618163 0.512054 0.560214 
3.65 2 -6.02292 -3.20641 -0.104309 0.0983733 0.119612 0.0861715 0.466889 0.625805 0.210568 0.941692 
3.65 3 -5.99522 -0.998692 -1.29401 0.0868217 0.115986 0.0800952 0.450342 0.604675 0.19996 0.943739 
3.65 4 120.424 2.24354 -0.142585 0.153739 0.132683 0.00635312 0.535184 0.557687 0.511692 0.397675 
3.7 0 -13.1249 -2.31063 -5.51812 0.0732765 0.0505415 -0.00285943 0.351878 0.383746 0.31682 0.564261 
3.7 1 -6.15515 -3.36136 -0.968785 0.0257609 0.135688 -0.00332109 0.401807 0.521131 0.226542 0.900569 
3.7 2 148.568 -2.06844 -0.866764 0.13904 0.181855 0.003475 0.566476 0.603548 0.526802 0.488003 
3.7 3 -6.10335 -0.724398 -0.758175 0.029395 0.124086 -0.00957885 0.391767 0.500091 0.238477 0.878975 
3.7 4 120.216 2.22144 0.0356926 0.147248 0.138736 0.00614093 0.534775 0.548569 0.520616 0.315145 
3.75 0 -13.0708 -2.07431 -5.57034 0.0742692 0.0493928 -0.00130529 0.351656 0.385584 0.314084 0.580069 
3.75 1 -6.07311 -3.03299 -1.80578 0.0895993 0.0862728 -0.0685486 0.419371 0.559473 0.196811 0.936083 
3.75 2 148.535 -2.00314 -1.02146 0.159 0.163706 -0.0232565 0.568072 0.607829 0.525315 0.503067 
3.75 3 -6.02715 -0.907158 -0.291181 0.0987434 0.0864145 -0.0744623 0.4303 0.578439 0.189007 0.945109 
3.75 4 120.401 2.18438 0.210045 0.146244 0.141532 0.00149697 0.536448 0.541627 0.531218 0.195099 
3.8 0 -13.0249 -1.82896 -5.62213 0.0776187 0.0468204 -0.000170869 0.352759 0.394004 0.306005 0.629928 
3.8 1 -6.06421 -2.28808 -2.34454 0.207259 0.0218309 -0.0368138 0.478634 0.654676 0.171986 0.964877 
3.8 2 148.28 -1.92397 -1.17208 0.193889 0.132709 -0.0130257 0.571488 0.626972 0.510002 0.581652 
3.8 3 -6.13575 -1.45927 -0.0529261 0.272452 0.0269963 -0.0610105 0.547219 0.757338 0.159173 0.977664 
3.8 4 120.298 2.12734 0.382217 0.15146 0.137385 -0.00111101 0.537443 0.550541 0.524018 0.306643 
3.85 0 -13.1759 -1.57656 -5.651 0.0798569 0.0474044 0.000187358 0.356737 0.399645 0.307907 0.637498 
3.85 1 148.333 -1.82993 -1.31833 0.197496 0.133494 0.0227043 0.575317 0.639893 0.502509 0.619114 
3.85 2 -5.989 -2.22615 -0.232385 0.277897 0.0399372 0.0799318 0.563768 0.777501 0.176526 0.973885 
3.85 3 -5.95399 -1.37411 -2.40036 0.218175 0.048348 0.082595 0.516258 0.709534 0.172068 0.970149 
3.85 4 120.348 2.05703 0.555269 0.158332 0.132859 0.00417649 0.539621 0.563914 0.514182 0.410613 
3.85 5 -0.0855647 2.18751 1.75781 0.00152588 4.93038e-32 -1.23797e-32 0.0390625 0.0552427 0 1 
3.9 0 -13.0425 -1.32403 -5.6757 0.0811779 0.0453958 0.0010376 0.355772 0.403009 0.301217 0.664352 
3.9 1 -5.93664 -2.79128 -0.884106 0.109271 0.142582 0.106177 0.50185 0.68323 0.192103 0.959658 
3.9 2 148.405 -1.72486 -1.45971 0.163773 0.167953 0.0371737 0.575957 0.637331 0.507209 0.605516 
3.9 3 -5.93518 -0.633119 -2.00453 0.0902511 0.150893 0.100005 0.491064 0.670928 0.179285 0.963636 
3.9 4 120.298 1.972 0.724007 0.157159 0.135726 0.0129124 0.541189 0.571354 0.509239 0.453446 
3.95 0 -13.0745 -1.05383 -5.68472 0.0810839 0.0461744 0.00413001 0.356733 0.403896 0.302299 0.663181 
3.95 1 -6.14367 -2.87965 -1.74896 0.0250061 0.156619 0.0111131 0.426175 0.561339 0.219428 0.920432 
3.95 2 148.292 -1.60751 -1.59497 0.137595 0.19163 0.00960093 0.573781 0.621748 0.521421 0.54469 
3.95 3 -5.95407 -0.296467 -1.40581 0.0241604 0.147376 0.0125608 0.41417 0.54524 0.213976 0.919776 
3.95 4 120.215 1.8741 0.884876 0.148308 0.145161 0.0158233 0.541728 0.570326 0.511533 0.442204 
