[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
10.8 0 0.951561 -0.495472 -0.0678037 0.00666236 0.00589953 0.00010109 0.11208 0.115547 0.108502 0.343829 
10.8 1 0.95173 0.495689 0.0661765 0.00666711 0.00591194 0.000104059 0.112156 0.115596 0.108608 0.342407 
10.9 0 0.951707 -0.49326 -0.0828473 0.00667937 0.00592365 0.000120221 0.112263 0.115741 0.108674 0.344094 
10.9 1 0.952003 0.493502 0.0811573 0.00669075 0.00593463 0.000125837 0.112363 0.115855 0.108759 0.344592 
11 0 0.951847 -0.490474 -0.0977353 0.00668693 0.00595639 0.000145726 0.112443 0.115887 0.108889 0.342246 
11 1 0.951481 0.490794 0.0959858 0.00669313 0.00595075 0.000143213 0.112445 0.115929 0.108849 0.344113 
11.1 0 0.951581 -0.487217 -0.112561 0.00669694 0.00597412 0.00016786 0.112566 0.116052 0.108968 0.344022 
11.1 1 0.951514 0.487576 0.110837 0.00670453 0.00597725 0.000170719 0.112613 0.116126 0.108988 0.345194 
11.2 0 0.951431 -0.483703 -0.127262 0.00670423 0.00599825 0.000192356 0.112705 0.116217 0.10908 0.345041 
11.2 1 0.951242 0.484011 0.125592 0.00671038 0.00599829 0.000187186 0.112733 0.116246 0.109106 0.345064 
11.3 0 0.951159 -0.479547 -0.141876 0.00670681 0.00602253 0.000213361 0.112824 0.116343 0.109192 0.34519 
11.3 1 0.951204 0.479949 0.140255 0.00671896 0.00602526 0.000210976 0.11289 0.116431 0.109235 0.346107 
11.4 0 0.950825 -0.475067 -0.156323 0.00671222 0.00604227 0.000233176 0.112936 0.116494 0.109262 0.346843 
11.4 1 0.951048 0.475446 0.154769 0.00672585 0.00604995 0.000234656 0.11303 0.116613 0.10933 0.34788 
11.5 0 0.950975 -0.470114 -0.170779 0.00672432 0.00607247 0.000258717 0.113123 0.116743 0.109382 0.349471 
11.5 1 0.951253 0.470492 0.169074 0.00672701 0.0060915 0.000256188 0.113219 0.116768 0.109554 0.346039 
11.6 0 0.950947 -0.464698 -0.184885 0.00671336 0.00611688 0.000275719 0.113271 0.116801 0.109626 0.34509 
11.6 1 0.950914 0.465066 0.183323 0.0067153 0.0061269 0.000275082 0.113323 0.116824 0.109712 0.343579 
11.7 0 0.950853 -0.458916 -0.198969 0.00671405 0.00614924 0.000296086 0.113416 0.116968 0.109749 0.345869 
11.7 1 0.951006 0.459365 0.19733 0.0067305 0.00615286 0.000299075 0.113505 0.117111 0.109781 0.348225 
11.8 0 0.950707 -0.452641 -0.212815 0.00671938 0.00617532 0.000310554 0.113555 0.117134 0.109859 0.346931 
11.8 1 0.950784 0.453116 0.211237 0.00673124 0.0061805 0.000309707 0.11363 0.11722 0.109922 0.347336 
11.9 0 0.950661 -0.446007 -0.226458 0.00671531 0.00621416 0.000330425 0.113708 0.117298 0.11 0.347218 
11.9 1 0.950378 0.446447 0.224785 0.00672233 0.00621235 0.000334548 0.113731 0.117371 0.10997 0.349483 
12 0 0.950507 -0.438903 -0.239843 0.00671556 0.00624573 0.000350917 0.113848 0.117498 0.110076 0.349786 
12 1 0.950544 0.439361 0.238221 0.00672274 0.00625372 0.000351414 0.113914 0.117564 0.110143 0.349667 
12.1 0 0.950183 -0.431412 -0.25314 0.00671049 0.00627584 0.000365786 0.113958 0.117632 0.110161 0.350705 
12.1 1 0.950321 0.431955 0.251524 0.00671606 0.00628909 0.000367568 0.11404 0.117709 0.11025 0.350309 
12.2 0 0.950264 -0.423576 -0.266104 0.00670197 0.00632234 0.000375322 0.114124 0.117752 0.110377 0.348331 
12.2 1 0.949923 0.424061 0.264435 0.00669963 0.00632766 0.000381861 0.114137 0.1178 0.110353 0.349905 
12.3 0 0.949995 -0.415302 -0.278863 0.00669409 0.00635822 0.000395579 0.114247 0.117948 0.110421 0.351517 
12.3 1 0.950204 0.415813 0.277252 0.0067072 0.00636573 0.000390135 0.114337 0.118003 0.11055 0.349761 
12.4 0 0.949895 -0.406656 -0.29132 0.00669381 0.00639105 0.000403067 0.114389 0.118093 0.110561 0.351415 
12.4 1 0.950173 0.407182 0.289682 0.00669931 0.0064089 0.000404381 0.114491 0.118184 0.110675 0.350779 
12.5 0 0.949944 -0.397543 -0.303602 0.00668646 0.00643531 0.00040889 0.11455 0.118225 0.110753 0.349871 
12.5 1 0.949533 0.398174 0.302009 0.00668622 0.00643599 0.000412149 0.114552 0.118252 0.110728 0.351009 
12.6 0 0.949842 -0.388152 -0.315493 0.00666877 0.00648662 0.00042555 0.114697 0.11843 0.110838 0.352294 
12.6 1 0.949444 0.388714 0.313834 0.00667098 0.0064846 0.00042558 0.114698 0.118435 0.110834 0.352472 
12.7 0 0.949463 -0.378442 -0.327159 0.00666343 0.00651446 0.000428472 0.114795 0.118523 0.110942 0.351901 
12.7 1 0.949489 0.379051 0.325579 0.00666785 0.00652558 0.000433875 0.114863 0.118629 0.110969 0.353511 
12.8 0 0.949485 -0.368394 -0.338519 0.00664723 0.00656713 0.000431426 0.114954 0.118663 0.111121 0.350832 
12.8 1 0.949457 0.368981 0.336948 0.00665578 0.00657152 0.000431131 0.11501 0.118717 0.11118 0.350634 
12.9 0 0.949263 -0.357846 -0.349517 0.00663797 0.00660437 0.000431793 0.115075 0.118771 0.111257 0.350043 
12.9 1 0.949359 0.358499 0.347965 0.00664709 0.00661444 0.0004445 0.115159 0.118959 0.111229 0.354582 
13 0 0.949185 -0.347072 -0.360363 0.00663068 0.00664596 0.000439735 0.115224 0.11898 0.111342 0.35252 
13 1 0.949084 0.34777 0.358649 0.00663755 0.00665034 0.000445518 0.115273 0.119076 0.111341 0.354537 
13.1 0 0.948723 -0.336046 -0.370685 0.00660684 0.00668972 0.000439135 0.115311 0.119074 0.11142 0.352754 
13.1 1 0.949065 0.33675 0.369142 0.00662753 0.00669496 0.000441184 0.115423 0.119195 0.111524 0.352951 
13.2 0 0.949066 -0.324616 -0.380702 0.00661089 0.00673417 0.00044253 0.115521 0.119326 0.111586 0.354286 
13.2 1 0.948978 0.325274 0.379157 0.00662207 0.0067333 0.000440675 0.115565 0.119347 0.111656 0.353178 
13.3 0 0.948728 -0.312964 -0.390485 0.00658602 0.00678354 0.000438224 0.115627 0.119449 0.111674 0.354875 
13.3 1 0.948688 0.313598 0.388917 0.00659515 0.00678646 0.00043584 0.115679 0.119474 0.111755 0.353613 
13.4 0 0.94875 -0.300886 -0.399798 0.00658515 0.0068219 0.000437937 0.115789 0.119643 0.111802 0.356046 
13.4 1 0.948843 0.301659 0.398174 0.00658937 0.00683384 0.00043094 0.115859 0.119662 0.111926 0.353739 
13.5 0 0.948178 -0.288618 -0.408696 0.00656234 0.00686039 0.000428377 0.115856 0.119707 0.111873 0.355816 
13.5 1 0.94815 0.289357 0.407196 0.00656373 0.00687199 0.000429415 0.115913 0.119784 0.111907 0.356638 
13.6 0 0.948135 -0.276154 -0.417292 0.00656169 0.00689613 0.000425991 0.116008 0.119888 0.111994 0.356874 
13.6 1 0.948475 0.276852 0.415801 0.00657188 0.00691221 0.000429501 0.116121 0.120034 0.112072 0.358129 
13.7 0 0.947931 -0.263365 -0.425602 0.00654052 0.00694671 0.000415779 0.116135 0.120053 0.112079 0.358362 
13.7 1 0.948025 0.264141 0.423955 0.00655087 0.0069519 0.000407221 0.116201 0.120044 0.112227 0.354956 
13.8 0 0.948029 -0.250242 -0.43335 0.00652958 0.00699661 0.000399089 0.116302 0.120212 0.112256 0.357754 
13.8 1 0.947984 0.250965 0.431844 0.00653822 0.00700027 0.00040074 0.116355 0.120265 0.112309 0.357665 
13.9 0 0.948111 -0.237015 -0.440854 0.00653112 0.00703479 0.00039392 0.116473 0.12042 0.112387 0.359121 
13.9 1 0.94807 0.237829 0.439275 0.00654108 0.00703684 0.000395334 0.116524 0.120462 0.112449 0.358641 
14 0 0.947907 -0.223651 -0.447884 0.00651568 0.00707906 0.000377329 0.116596 0.120567 0.112485 0.35996 
14 1 0.947507 0.224429 0.446356 0.00652473 0.00706798 0.000373167 0.116588 0.120482 0.112559 0.356632 
14.1 0 0.947646 -0.20988 -0.454517 0.00651311 0.00710754 0.000362724 0.116708 0.120659 0.112618 0.358946 
14.1 1 0.947601 0.210676 0.452919 0.00651762 0.00711481 0.000357383 0.116758 0.120681 0.112699 0.357641 
14.2 0 0.947914 -0.195938 -0.460596 0.0065094 0.00715632 0.000336811 0.1169 0.120829 0.112835 0.357689 
14.2 1 0.947333 0.196801 0.459078 0.00650655 0.0071529 0.00034572 0.116874 0.120855 0.112752 0.360006 
14.3 0 0.947037 -0.18188 -0.466366 0.00649173 0.00717972 0.000328028 0.116925 0.120922 0.112786 0.360597 
14.3 1 0.947487 0.182809 0.464899 0.00650786 0.00719277 0.000327958 0.11705 0.121033 0.112926 0.359825 
14.4 0 0.947366 -0.167765 -0.471781 0.00649275 0.00722641 0.00030332 0.117129 0.121125 0.112992 0.360245 
14.4 1 0.9474 0.168641 0.470279 0.00649833 0.00723541 0.000304405 0.117191 0.121201 0.113039 0.360776 
14.5 0 0.94728 -0.153359 -0.47665 0.00648919 0.00726301 0.000281453 0.11727 0.121281 0.113116 0.360708 
14.5 1 0.947257 0.154257 0.475109 0.00649828 0.00726538 0.000281667 0.117319 0.121307 0.11319 0.359654 
14.6 0 0.946775 -0.138832 -0.48109 0.00649094 0.00727773 0.000261049 0.11734 0.121297 0.113245 0.35827 
14.6 1 0.947359 0.139679 0.479569 0.00649677 0.00730711 0.000263147 0.11749 0.121532 0.113303 0.361715 
14.7 0 0.947299 -0.124161 -0.485125 0.00649144 0.00733325 0.00023635 0.117578 0.121615 0.113399 0.361322 
14.7 1 0.94685 0.125075 0.48363 0.00648911 0.00733182 0.000237946 0.117562 0.121609 0.113372 0.361778 
14.8 0 0.946653 -0.109403 -0.488596 0.00648652 0.00735052 0.000210857 0.117631 0.121649 0.113471 0.360467 
14.8 1 0.946885 0.110289 0.487194 0.00649573 0.00736113 0.000202965 0.117715 0.121708 0.113582 0.359252 
14.9 0 0.946622 -0.0945006 -0.491836 0.00648721 0.00738508 0.000187283 0.117781 0.121841 0.113576 0.362032 
14.9 1 0.946847 0.0954593 0.490327 0.00649441 0.00739792 0.000182246 0.117866 0.121929 0.113658 0.362031 
15 0 0.946423 -0.0795017 -0.494444 0.0064887 0.00741214 0.000154668 0.117902 0.121962 0.113697 0.361862 
15 1 0.946523 0.0804978 0.492972 0.00649376 0.00742297 0.000159841 0.117969 0.122063 0.113728 0.36319 
15.1 0 0.94632 -0.0644878 -0.496638 0.00648928 0.00744519 0.000135585 0.118044 0.122181 0.113758 0.364859 
15.1 1 0.946123 0.0654911 0.495143 0.00649089 0.00744766 0.00012739 0.118062 0.122183 0.113791 0.364207 
15.2 0 0.946232 -0.0494393 -0.498381 0.00649562 0.00747139 0.000101804 0.118182 0.122327 0.113887 0.365002 
15.2 1 0.94615 0.0504619 0.496958 0.00649601 0.00748013 0.000100035 0.118221 0.122394 0.113894 0.366163 
15.3 0 0.946086 -0.0342913 -0.499693 0.0065033 0.00749436 7.85351e-05 0.118312 0.122479 0.113992 0.365762 
15.3 1 0.946311 0.0354242 0.498266 0.00651174 0.00750579 7.89655e-05 0.118396 0.122573 0.114066 0.366042 
15.4 0 0.945573 -0.0191337 -0.500583 0.00650909 0.00750515 4.62119e-05 0.118382 0.122534 0.114078 0.365033 
15.4 1 0.946226 0.0202434 0.499059 0.00651994 0.00753057 4.72994e-05 0.118535 0.122742 0.114173 0.367084 
15.5 0 0.945856 -0.00404088 -0.500857 0.00653369 0.00752535 1.51525e-05 0.118571 0.122683 0.114311 0.363087 
15.5 1 0.945895 0.00503682 0.499448 0.00653064 0.00754308 1.72715e-05 0.118633 0.122828 0.114283 0.366461 
15.6 0 0.945529 0.0111541 -0.500786 0.0065417 0.00754135 -1.37021e-05 0.118672 0.122813 0.114381 0.364145 
15.6 1 0.945934 -0.0101049 0.49933 0.00654617 0.00756472 -1.83937e-05 0.118789 0.123004 0.114419 0.367052 
15.7 0 0.945328 0.0262537 -0.500196 0.00654623 0.00756694 -4.90337e-05 0.118799 0.123039 0.114402 0.368062 
15.7 1 0.945789 -0.025265 0.498811 0.00655893 0.00758272 -4.44765e-05 0.118919 0.123164 0.114516 0.36809 
15.8 0 0.945311 0.0414202 -0.499233 0.00656583 0.00758201 -7.60808e-05 0.118945 0.123188 0.114544 0.367992 
15.8 1 0.945703 -0.0403978 0.49781 0.00657789 0.00759589 -7.46814e-05 0.119054 0.123299 0.114651 0.367909 
15.9 0 0.945471 0.0565736 -0.497721 0.00658817 0.00760155 -0.000112594 0.119121 0.123401 0.114681 0.369246 
15.9 1 0.94538 -0.055517 0.496392 0.00659217 0.00760528 -0.000106513 0.119153 0.123421 0.114727 0.368683 
16 0 0.945147 0.0716588 -0.495791 0.00660636 0.00760626 -0.000134899 0.119217 0.123484 0.114791 0.368564 
16 1 0.94535 -0.0706118 0.494408 0.00661711 0.00761408 -0.00013509 0.119295 0.123548 0.114884 0.367888 
16.1 0 0.944822 0.0866675 -0.493304 0.00663556 0.00759898 -0.000167658 0.119309 0.12351 0.114954 0.365711 
16.1 1 0.945097 -0.0856344 0.491975 0.00663584 0.00762197 -0.000169912 0.119406 0.123697 0.114955 0.369239 
16.2 0 0.944871 0.101586 -0.490545 0.0066516 0.00762193 -0.000193126 0.119472 0.123766 0.115018 0.36927 
16.2 1 0.945013 -0.100507 0.489136 0.00665599 0.00763499 -0.000200352 0.119545 0.12389 0.115035 0.371266 
16.3 0 0.944535 0.116419 -0.487245 0.00667419 0.00762302 -0.000227598 0.119571 0.123893 0.115086 0.370297 
16.3 1 0.944306 -0.115363 0.485927 0.00667842 0.00762072 -0.000226916 0.119579 0.123875 0.115123 0.369211 
16.4 0 0.944572 0.131185 -0.48343 0.00670187 0.00763295 -0.000256523 0.119728 0.124088 0.115203 0.371592 
16.4 1 0.944965 -0.130023 0.482135 0.00671863 0.00764041 -0.0002579 0.119829 0.124158 0.115338 0.370192 
16.5 0 0.944606 0.145745 -0.479256 0.00674265 0.00762751 -0.000284099 0.119876 0.124184 0.115406 0.369292 
16.5 1 0.944817 -0.14462 0.477907 0.00675362 0.00763413 -0.000282313 0.119949 0.124233 0.115507 0.368167 
16.6 0 0.944652 0.160181 -0.474583 0.00677716 0.00763082 -0.000316696 0.120033 0.124382 0.115521 0.370695 
16.6 1 0.944503 -0.159079 0.473314 0.00677611 0.00763661 -0.000315175 0.120053 0.124416 0.115525 0.37124 
16.7 0 0.944015 0.174527 -0.469512 0.00681434 0.00760315 -0.000336814 0.120073 0.124317 0.115673 0.366384 
16.7 1 0.944349 -0.173419 0.468215 0.00681247 0.00762986 -0.000343976 0.120176 0.124542 0.115646 0.371159 
16.8 0 0.944117 0.188765 -0.463989 0.00683777 0.00762198 -0.000368898 0.120249 0.124645 0.115685 0.372297 
16.8 1 0.944018 -0.187611 0.462731 0.00684296 0.00762244 -0.000368351 0.120272 0.124651 0.115728 0.371554 
16.9 0 0.944201 0.202727 -0.458016 0.00688166 0.00761648 -0.000393696 0.120408 0.1248 0.11585 0.371885 
16.9 1 0.94418 -0.201524 0.456747 0.00688324 0.00762317 -0.000391064 0.120443 0.124832 0.115887 0.371732 
17 0 0.944045 -0.215254 0.450448 0.00691567 0.00762159 -0.000414941 0.120571 0.125007 0.115964 0.373418 
17 1 0.944064 0.216498 -0.451687 0.00692072 0.00760843 -0.000422312 0.120537 0.124973 0.115931 0.373465 
17.1 0 0.943597 -0.228971 0.443672 0.00695212 0.00760309 -0.000434394 0.120645 0.125063 0.116059 0.372582 
17.1 1 0.943446 0.230081 -0.444895 0.00694978 0.0075904 -0.00043482 0.120583 0.124981 0.116017 0.371883 
17.2 0 0.943696 -0.242322 0.43649 0.00700735 0.00758662 -0.000461491 0.120805 0.125234 0.116208 0.372773 
17.2 1 0.943296 0.243481 -0.437684 0.00699508 0.00757454 -0.000455 0.120705 0.125094 0.11615 0.371326 
17.3 0 0.943626 -0.255515 0.428912 0.00705106 0.00757523 -0.00047829 0.120939 0.125368 0.116342 0.372561 
17.3 1 0.943413 0.256662 -0.430085 0.00704195 0.00756752 -0.000476392 0.12087 0.12529 0.116281 0.372339 
17.4 0 0.943469 -0.26843 0.420877 0.00709266 0.0075638 -0.000499464 0.121064 0.125543 0.116413 0.374369 
17.4 1 0.943141 0.269676 -0.422118 0.00707507 0.00756014 -0.000491921 0.120976 0.125428 0.116354 0.37343 
17.5 0 0.943099 -0.281111 0.412545 0.00712849 0.00754916 -0.000513969 0.121151 0.125652 0.116477 0.375095 
17.5 1 0.943058 0.282263 -0.413688 0.00712123 0.00754594 -0.000507183 0.121108 0.125566 0.11648 0.373489 
17.6 0 0.943007 -0.293518 0.403811 0.00717966 0.00752904 -0.000523891 0.121279 0.125751 0.116637 0.373755 
17.6 1 0.942863 0.294787 -0.404989 0.00716535 0.00752989 -0.000520859 0.121224 0.125694 0.116583 0.373783 
17.7 0 0.942867 -0.305695 0.394706 0.00722777 0.00750943 -0.000529078 0.121397 0.125826 0.1168 0.371922 
17.7 1 0.943204 0.306956 -0.395847 0.00723036 0.00751255 -0.000532755 0.12142 0.125878 0.116793 0.372997 
17.8 0 0.942979 -0.31756 0.385066 0.00727597 0.00750206 -0.000548443 0.121565 0.126087 0.116868 0.375355 
17.8 1 0.942386 0.31882 -0.386275 0.00727004 0.00747793 -0.000545187 0.121441 0.125928 0.116782 0.374159 
17.9 0 0.942723 -0.329204 0.375239 0.0073149 0.00749017 -0.000564326 0.121676 0.126282 0.116888 0.378477 
17.9 1 0.942866 0.330376 -0.376366 0.00731874 0.00748401 -0.000560193 0.121667 0.126235 0.11692 0.377013 
18 0 0.942588 -0.340428 0.365037 0.00736668 0.00746774 -0.000567797 0.121797 0.12639 0.117023 0.377807 
18 1 0.942532 0.341564 -0.366194 0.00735801 0.007467 -0.000561563 0.121758 0.126307 0.117033 0.376115 
18.1 0 0.942575 -0.351399 0.354524 0.00743383 0.00743503 -0.00057154 0.121938 0.126538 0.117157 0.37786 
18.1 1 0.942277 0.352605 -0.355584 0.00742078 0.00743009 -0.00056626 0.121864 0.126426 0.117125 0.376453 
18.2 0 0.942312 -0.362069 0.34365 0.00745741 0.00743612 -0.000571047 0.122039 0.126633 0.117266 0.377449 
18.2 1 0.942011 0.363212 -0.344752 0.00745356 0.00742268 -0.000567986 0.121968 0.126541 0.117217 0.376745 
18.3 0 0.942051 -0.372406 0.332412 0.00751778 0.00740168 -0.000574994 0.122145 0.126788 0.117319 0.379213 
18.3 1 0.942171 0.37359 -0.333457 0.00752515 0.00739334 -0.000570398 0.122141 0.126755 0.117346 0.378088 
18.4 0 0.942088 -0.382332 0.321078 0.00757653 0.00737839 -0.000564339 0.12229 0.126889 0.117512 0.377286 
18.4 1 0.942097 0.383513 -0.32211 0.00757013 0.00738145 -0.000571169 0.122277 0.126923 0.117447 0.379136 
18.5 0 0.942079 -0.391809 0.309128 0.00762341 0.00736691 -0.000565973 0.122435 0.127086 0.1176 0.37911 
18.5 1 0.941638 0.39313 -0.310222 0.00761153 0.00735747 -0.000563903 0.122348 0.126984 0.117528 0.378666 
18.6 0 0.942057 -0.40115 0.297136 0.00768259 0.00734329 -0.000561684 0.12258 0.127277 0.117696 0.380633 
18.6 1 0.941991 0.402352 -0.298179 0.00767684 0.00734222 -0.000561395 0.122552 0.127242 0.117675 0.380426 
18.7 0 0.941794 -0.410051 0.28475 0.00772703 0.00732374 -0.000552498 0.122682 0.127385 0.11779 0.380761 
18.7 1 0.941789 0.411272 -0.285809 0.00772368 0.00732199 -0.000546484 0.122661 0.127319 0.117819 0.379037 
18.8 0 0.941595 -0.418477 0.272124 0.00778637 0.00729145 -0.000532692 0.122792 0.127485 0.117911 0.38021 
18.8 1 0.94164 0.419763 -0.273192 0.00777261 0.00730467 -0.00054463 0.12279 0.127526 0.117863 0.381831 
18.9 0 0.941457 -0.426615 0.259296 0.00781693 0.00729188 -0.00053509 0.122918 0.127675 0.117969 0.382433 
18.9 1 0.941389 0.427849 -0.260314 0.00781252 0.00728907 -0.000528071 0.122889 0.127594 0.117995 0.380533 
19 0 0.94138 -0.434358 0.246199 0.007863 0.00727592 -0.000507996 0.12304 0.12772 0.118176 0.3793 
19 1 0.941306 0.435514 -0.247217 0.00786376 0.0072703 -0.000512114 0.123021 0.127741 0.118111 0.380901 
19.1 0 0.940884 -0.441656 0.232838 0.00790934 0.00724695 -0.000495924 0.123111 0.127863 0.118168 0.381975 
19.1 1 0.940869 0.442918 -0.233808 0.00791308 0.00724005 -0.000493881 0.123098 0.127861 0.118143 0.382392 
19.2 0 0.940668 -0.448511 0.219211 0.00795756 0.00722562 -0.000473362 0.12322 0.127984 0.118265 0.38225 
19.2 1 0.941022 0.449852 -0.220337 0.00794759 0.00724549 -0.00047735 0.12326 0.127977 0.118355 0.380412 
19.3 0 0.940957 -0.454986 0.205482 0.00800529 0.00722373 -0.000453236 0.123406 0.128164 0.118457 0.381747 
19.3 1 0.941007 0.456316 -0.206606 0.00800551 0.00722359 -0.000457815 0.123406 0.128192 0.118427 0.382807 
19.4 0 0.940885 -0.46111 0.191631 0.0080515 0.0072102 -0.000432133 0.123538 0.128327 0.118556 0.382731 
19.4 1 0.940637 0.462388 -0.192641 0.00805599 0.00719482 -0.000429765 0.123494 0.128326 0.118466 0.384411 
19.5 0 0.940629 -0.466815 0.177495 0.00809083 0.00719531 -0.00040217 0.123637 0.128413 0.118669 0.382092 
19.5 1 0.940566 0.468044 -0.178476 0.00809046 0.00719182 -0.000406676 0.123622 0.12843 0.118618 0.383362 
19.6 0 0.940441 -0.47187 0.163182 0.00813078 0.00718416 -0.000384945 0.123754 0.128589 0.118721 0.384168 
19.6 1 0.94036 0.473212 -0.164213 0.00813041 0.0071792 -0.000379046 0.123732 0.128553 0.118715 0.383673 
19.7 0 0.940303 -0.476757 0.148691 0.00816703 0.00717725 -0.000360749 0.123872 0.128721 0.118825 0.384506 
19.7 1 0.939921 0.478032 -0.149688 0.00816427 0.00716424 -0.00035578 0.123808 0.12867 0.118748 0.385055 
19.8 0 0.940226 -0.481024 0.134105 0.00821307 0.00716376 -0.00032562 0.124003 0.128887 0.11892 0.385599 
19.8 1 0.939957 0.482292 -0.135107 0.00820983 0.00715622 -0.000328187 0.12396 0.12887 0.118847 0.386642 
19.9 0 0.939779 -0.484944 0.119477 0.0082413 0.00715228 -0.000285351 0.124071 0.128931 0.119013 0.384613 
19.9 1 0.939758 0.486201 -0.120471 0.00823451 0.00715692 -0.000287856 0.124062 0.128892 0.119036 0.383512 
20 0 0.940007 -0.488329 0.104673 0.00829055 0.00714891 -0.000260733 0.124256 0.129207 0.119098 0.387762 
20 1 0.939928 0.489631 -0.105752 0.00828431 0.00715063 -0.000258855 0.124237 0.129156 0.119116 0.386555 
20.1 0 0.939692 -0.491351 0.0898134 0.00831698 0.00714534 -0.000229063 0.124348 0.129307 0.119182 0.387915 
20.1 1 0.939732 0.492546 -0.090734 0.00831388 0.00714887 -0.000227658 0.124349 0.129281 0.119214 0.386882 
20.2 0 0.939612 -0.493883 0.0748344 0.00834529 0.00714872 -0.000199941 0.124475 0.129444 0.1193 0.38806 
20.2 1 0.939293 0.495207 -0.0757795 0.00833103 0.00714853 -0.000195625 0.124417 0.129326 0.119306 0.385931 
20.3 0 0.939179 -0.495971 0.0597475 0.00836368 0.00714742 -0.00016095 0.124544 0.129496 0.119386 0.387368 
20.3 1 0.939594 0.49722 -0.0607549 0.00837188 0.00715531 -0.000167856 0.124608 0.129573 0.119437 0.387737 
20.4 0 0.939474 -0.497584 0.0446717 0.00839687 0.00716078 -0.000128961 0.12473 0.129693 0.119561 0.38748 
20.4 1 0.939336 0.498805 -0.0455961 0.00838999 0.00716102 -0.000118344 0.124704 0.129625 0.11958 0.385969 
20.5 0 0.939339 -0.498739 0.0295457 0.00841945 0.00716754 -8.50138e-05 0.124848 0.129809 0.119681 0.387241 
20.5 1 0.93902 0.499907 -0.0304288 0.00841081 0.00716313 -8.26222e-05 0.124796 0.12974 0.119647 0.386705 
20.6 0 0.939145 -0.499342 0.0143579 0.00843518 0.00717842 -4.23143e-05 0.124954 0.129897 0.119808 0.386396 
20.6 1 0.939187 0.50058 -0.0152312 0.00844786 0.00716907 -4.7204e-05 0.124968 0.129997 0.119727 0.389557 
20.7 0 0.938948 -0.499546 -0.000850896 0.00845504 0.0071861 -9.23559e-06 0.125065 0.130039 0.119884 0.387422 
20.7 1 0.93881 0.500876 -6.91627e-05 0.00846335 0.00717398 -8.35543e-06 0.125049 0.130103 0.119782 0.390332 
20.8 0 0.938874 -0.499288 -0.0160315 0.00847524 0.00719824 2.81656e-05 0.125194 0.130199 0.11998 0.388342 
20.8 1 0.938926 0.500603 0.015102 0.00848252 0.00719364 3.48195e-05 0.125204 0.130257 0.119939 0.390065 
20.9 0 0.938619 -0.498642 -0.0312278 0.00848273 0.00721468 6.19883e-05 0.125289 0.130275 0.120097 0.387486 
20.9 1 0.938552 0.499887 0.0303234 0.00848793 0.00720774 6.82528e-05 0.125282 0.130319 0.120034 0.389378 
21 0 0.938667 -0.497482 -0.0464002 0.00849904 0.00723526 0.000108843 0.125436 0.130448 0.120216 0.388228 
21 1 0.938238 0.498688 0.045501 0.00849262 0.00722495 0.000110083 0.12537 0.1304 0.120129 0.389015 
21.1 0 0.93829 -0.495856 -0.0615487 0.00851097 0.00724451 0.00014909 0.125521 0.130601 0.120226 0.39059 
21.1 1 0.938228 0.497126 0.0606467 0.00850773 0.00724457 0.00014618 0.125508 0.130571 0.120232 0.389997 
21.2 0 0.938461 -0.493789 -0.0765903 0.00853095 0.00726736 0.000191584 0.125691 0.130839 0.120324 0.392766 
21.2 1 0.938455 0.495005 0.0757306 0.00853128 0.00726695 0.000194157 0.125691 0.130847 0.120315 0.39307 
21.3 0 0.938022 -0.491273 -0.0916318 0.00852472 0.00728962 0.000219836 0.125755 0.130864 0.12043 0.39129 
21.3 1 0.938017 0.492497 0.0906964 0.00852936 0.00728588 0.000226239 0.125759 0.130914 0.120383 0.39296 
21.4 0 0.938132 -0.488229 -0.106462 0.00852878 0.00732509 0.000270531 0.125912 0.131048 0.120558 0.392033 
21.4 1 0.937828 0.489466 0.105557 0.0085173 0.00732294 0.000263164 0.125858 0.130941 0.120561 0.390191 
21.5 0 0.938305 -0.484766 -0.121295 0.00853656 0.00735868 0.000303578 0.126076 0.131227 0.120707 0.392308 
21.5 1 0.938117 0.486027 0.120388 0.00853149 0.00735685 0.000309024 0.126049 0.131208 0.120669 0.392682 
21.6 0 0.937512 -0.480952 -0.135964 0.00851337 0.00738331 0.000336552 0.126082 0.131195 0.120753 0.390947 
21.6 1 0.937748 0.482061 0.135085 0.00851667 0.00738933 0.000330706 0.126119 0.131199 0.120826 0.389701 
21.7 0 0.937686 -0.47655 -0.150553 0.00852033 0.00741919 0.000374623 0.126252 0.131421 0.120862 0.392719 
21.7 1 0.937855 0.477748 0.149701 0.00853048 0.00741775 0.000379076 0.126286 0.131509 0.120838 0.394598 
21.8 0 0.937614 -0.471773 -0.165021 0.00851695 0.00745437 0.000406551 0.126378 0.131565 0.120968 0.393189 
21.8 1 0.937174 0.473005 0.164133 0.00850745 0.0074474 0.000408687 0.126313 0.131505 0.120898 0.393458 
21.9 0 0.936876 -0.4665 -0.179302 0.00849483 0.00748179 0.000441156 0.126399 0.131606 0.120968 0.393862 
21.9 1 0.937032 0.467649 0.178359 0.00849427 0.00748897 0.000439355 0.126425 0.1316 0.121029 0.392676 
22 0 0.937034 -0.460795 -0.193359 0.00849134 0.00752673 0.000475684 0.126562 0.131806 0.121092 0.394932 
