[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e	 [13]maxvor 
5.2 0 0.92839 0.00300487 -0.500284 0.00756429 0.0090652 2.92496e-05 0.128955 0.134653 0.122994 0.407043 15.3005
5.2 1 0.928042 -0.0039871 0.500434 0.00756058 0.00905976 3.1182e-05 0.12892 0.134614 0.122963 0.406949 15.3046
5.25 0 0.928049 0.0106359 -0.500227 0.00759035 0.00910796 7.4536e-06 0.129222 0.134967 0.12321 0.408206 15.2257
5.25 1 0.927821 -0.0115676 0.500303 0.00759 0.00910395 1.21674e-05 0.129205 0.134937 0.123206 0.407818 15.2301
5.3 0 0.92765 0.0182243 -0.499982 0.00761665 0.00914773 -1.78354e-05 0.129477 0.135262 0.123422 0.409162 15.1516
5.3 1 0.927359 -0.0191592 0.500059 0.00761178 0.00914617 -1.14073e-05 0.129452 0.13525 0.123383 0.40961 15.1557
5.35 0 0.927191 0.025781 -0.49969 0.00764492 0.00918215 -3.84996e-05 0.129719 0.135522 0.123644 0.409398 15.0783
5.35 1 0.926958 -0.0267294 0.499727 0.00764075 0.00918235 -3.77361e-05 0.129704 0.135523 0.123611 0.409965 15.082
5.4 0 0.926851 0.0333593 -0.499239 0.00767417 0.00922117 -5.73555e-05 0.129982 0.135818 0.123871 0.410108 15.0059
5.4 1 0.926313 -0.0343813 0.499286 0.0076609 0.0092182 -5.64325e-05 0.12992 0.135796 0.123765 0.411513 15.0099
5.45 0 0.926759 0.040918 -0.498615 0.00770659 0.0092683 -8.48038e-05 0.130288 0.136183 0.124113 0.41159 14.9349
5.45 1 0.926217 -0.0419319 0.498667 0.00768888 0.00927058 -7.9353e-05 0.130228 0.136195 0.123975 0.414002 14.9384
5.5 0 0.926491 0.0484934 -0.497867 0.0077376 0.00930857 -0.000105512 0.130561 0.136496 0.124343 0.412496 14.8655
5.5 1 0.92619 -0.0494353 0.497965 0.00773378 0.00930527 -0.000107137 0.130534 0.136474 0.12431 0.412687 14.8684
5.55 0 0.926165 0.0560557 -0.497129 0.00776771 0.00934712 -0.000127985 0.130824 0.136802 0.124558 0.413508 14.7976
5.55 1 0.926105 -0.0569931 0.497158 0.00776334 0.00935601 -0.000127267 0.130841 0.136866 0.124525 0.414974 14.8004
5.6 0 0.925591 0.0636291 -0.496247 0.00779315 0.0093797 -0.000151422 0.131045 0.13707 0.12473 0.414656 14.7319
5.6 1 0.925288 -0.0645198 0.496272 0.00778927 0.00937621 -0.000147216 0.131017 0.137038 0.124705 0.414598 14.7343
5.65 0 0.925388 0.0711017 -0.495162 0.00783332 0.0094125 -0.000185556 0.131323 0.137361 0.124994 0.414671 14.6595
5.65 1 0.924837 -0.0720518 0.495182 0.00782454 0.00940299 -0.000181819 0.131254 0.137286 0.124931 0.41459 14.6618
5.7 0 0.924695 0.0786686 -0.494077 0.00786253 0.00943464 -0.000207606 0.131519 0.137562 0.125185 0.414553 14.5878
5.7 1 0.924515 -0.0795747 0.494069 0.00785685 0.00943893 -0.000206567 0.131513 0.13759 0.125142 0.415629 14.5899
5.75 0 0.924551 0.0861522 -0.492809 0.00789191 0.00948345 -0.000234218 0.131816 0.137965 0.125365 0.417517 14.5186
5.75 1 0.92437 -0.0871303 0.492806 0.00789176 0.00948085 -0.00023231 0.131805 0.137943 0.125367 0.417155 14.5204
5.8 0 0.924167 0.0936539 -0.491401 0.00791959 0.00952322 -0.000264051 0.132071 0.138315 0.125517 0.420122 14.4523
5.8 1 0.923987 -0.0945738 0.491397 0.00792467 0.00951398 -0.000262395 0.132055 0.138247 0.125559 0.418503 14.4534
5.85 0 0.923724 0.101127 -0.489959 0.00795364 0.00955156 -0.000290105 0.132307 0.138583 0.125719 0.420755 14.3892
5.85 1 0.923604 -0.102054 0.489965 0.00795068 0.00955554 -0.000289651 0.132311 0.138609 0.125698 0.421445 14.39
5.9 0 0.923276 0.10854 -0.488358 0.00798838 0.00957916 -0.000312403 0.132543 0.13884 0.12593 0.421096 14.3303
5.9 1 0.923338 -0.109478 0.488368 0.00798746 0.00958924 -0.000313733 0.132577 0.138914 0.125922 0.422252 14.3308
5.95 0 0.923071 0.115962 -0.486616 0.00802944 0.00961085 -0.000335324 0.132817 0.139133 0.126185 0.421272 14.2598
5.95 1 0.922584 -0.116892 0.486634 0.00801542 0.00960985 -0.000333509 0.13276 0.139117 0.126083 0.422617 14.2602
6 0 0.922505 0.123338 -0.484763 0.00806002 0.00963777 -0.000358766 0.133033 0.139395 0.126351 0.422374 14.1937
6 1 0.922147 -0.124338 0.484717 0.00804776 0.00964145 -0.000362925 0.133001 0.139429 0.126246 0.424454 14.1933
6.05 0 0.922622 0.13068 -0.482853 0.0081058 0.00967983 -0.000389916 0.133363 0.139794 0.126606 0.424001 14.1327
6.05 1 0.921952 -0.131697 0.482764 0.00809031 0.00967239 -0.000396336 0.133277 0.139758 0.126464 0.425667 14.132
6.1 0 0.921937 0.138037 -0.480878 0.00814394 0.00969309 -0.000428004 0.133555 0.140025 0.126756 0.4249 14.0772
6.1 1 0.921636 -0.139029 0.48079 0.00813851 0.00968971 -0.000419336 0.133522 0.13997 0.126747 0.424283 14.0762
6.15 0 0.921925 0.145336 -0.478623 0.00818553 0.00973394 -0.000450003 0.133864 0.140394 0.126998 0.426296 14.0115
6.15 1 0.92162 -0.146232 0.478587 0.00818016 0.00973233 -0.000457714 0.133838 0.140408 0.126927 0.427564 14.0099
6.2 0 0.921249 0.152588 -0.476332 0.00822729 0.00974158 -0.000469272 0.134048 0.140536 0.127229 0.424743 13.9488
6.2 1 0.920822 -0.153489 0.476228 0.00822083 0.00973321 -0.000463283 0.133993 0.140455 0.127202 0.424043 13.9472
6.25 0 0.921004 0.159822 -0.474024 0.00826536 0.00977542 -0.00049854 0.134316 0.140891 0.127402 0.426987 13.8906
6.25 1 0.9207 -0.160765 0.47393 0.00826213 0.00976985 -0.000498249 0.134283 0.140852 0.127376 0.426839 13.8918
6.3 0 0.920684 0.167094 -0.471534 0.00830104 0.00981032 -0.000533854 0.134578 0.14128 0.127525 0.430402 13.8282
6.3 1 0.920323 -0.16798 0.471438 0.00830209 0.00979641 -0.000531751 0.134531 0.141183 0.127532 0.428991 13.8331
6.35 0 0.920072 0.174213 -0.468855 0.00833807 0.00982664 -0.00055192 0.134777 0.141485 0.127717 0.430294 13.761
6.35 1 0.920197 -0.17511 0.468812 0.00834455 0.00983156 -0.00055962 0.134819 0.141553 0.12773 0.43101 13.7661
6.4 0 0.9197 0.1813 -0.466179 0.00839292 0.00983575 -0.000586244 0.135014 0.141732 0.127943 0.430236 13.7033
6.4 1 0.919523 -0.18229 0.466054 0.00838154 0.00984531 -0.000582317 0.135007 0.141765 0.127892 0.43145 13.7082
6.45 0 0.920121 0.188415 -0.463357 0.00844625 0.00988375 -0.000607048 0.135388 0.142168 0.128251 0.431498 13.6425
6.45 1 0.919453 -0.189361 0.463239 0.00842969 0.00987554 -0.00060476 0.135297 0.142093 0.128141 0.432122 13.6459
6.5 0 0.919332 0.195445 -0.460362 0.00848537 0.00989072 -0.000636366 0.135558 0.14238 0.128375 0.4325 13.5798
6.5 1 0.919089 -0.196336 0.460269 0.00848169 0.00988847 -0.000638463 0.135537 0.142373 0.128337 0.432964 13.5827
6.55 0 0.91867 0.202439 -0.457402 0.00853717 0.0098887 -0.000666964 0.135742 0.142565 0.128557 0.432273 13.5287
6.55 1 0.91867 -0.203346 0.457336 0.00854048 0.00988963 -0.000664506 0.135758 0.142562 0.128594 0.431696 13.531
6.6 0 0.918728 0.20943 -0.45423 0.00858122 0.00993087 -0.000689226 0.136059 0.142973 0.128775 0.434456 13.4651
6.6 1 0.918792 -0.21032 0.454069 0.00858285 0.00993725 -0.00069042 0.136089 0.143018 0.128786 0.434883 13.4663
6.65 0 0.917818 0.216332 -0.450939 0.00862317 0.00992788 -0.000714194 0.136202 0.143128 0.128905 0.434593 13.4118
6.65 1 0.917763 -0.217218 0.450775 0.00862857 0.00992436 -0.000717229 0.136209 0.143129 0.128918 0.43442 13.4124
6.7 0 0.918061 0.223148 -0.447632 0.00868438 0.00996118 -0.000748003 0.136549 0.14357 0.129146 0.436848 13.3588
6.7 1 0.917393 -0.224103 0.447489 0.00866576 0.00995414 -0.000742665 0.136455 0.143479 0.129049 0.437066 13.3575
6.75 0 0.917577 0.229946 -0.444139 0.00874187 0.00995919 -0.000761988 0.136752 0.143706 0.129424 0.434619 13.2997
6.75 1 0.917212 -0.230853 0.443941 0.00872821 0.00996198 -0.000761668 0.136712 0.143703 0.129344 0.435723 13.303
6.8 0 0.917227 -0.237618 0.44043 0.00879092 0.00998322 -0.000800573 0.137019 0.14412 0.129529 0.438436 13.2498
6.8 1 0.917529 0.236747 -0.440597 0.00879442 0.00998746 -0.000791733 0.137047 0.144099 0.129612 0.43699 13.245
6.85 0 0.916746 -0.24423 0.436707 0.00883629 0.00999722 -0.000820261 0.137235 0.144372 0.129706 0.43914 13.1862
6.85 1 0.91687 0.243407 -0.436953 0.00883088 0.0100051 -0.000822253 0.137244 0.144418 0.129674 0.440191 13.182
6.9 0 0.916204 -0.251 0.433088 0.0088866 0.010001 -0.000835949 0.137432 0.144558 0.129917 0.438524 13.1352
6.9 1 0.916384 0.250116 -0.433256 0.00888994 0.0100027 -0.000841753 0.137451 0.144605 0.129902 0.439335 13.1327
6.95 0 0.91603 -0.25756 0.429098 0.00893949 0.0100214 -0.000856934 0.137699 0.144871 0.130131 0.439478 13.0742
6.95 1 0.916454 0.256656 -0.429285 0.00894653 0.0100306 -0.000862476 0.137757 0.144963 0.130153 0.440336 13.0721
7 0 0.915558 -0.263987 0.425163 0.00900769 0.0100137 -0.000895089 0.137918 0.145172 0.130261 0.441447 13.0269
7 1 0.915926 0.263181 -0.425301 0.00900999 0.0100231 -0.000889269 0.13796 0.145189 0.130331 0.44068 13.0265
7.05 0 0.91557 -0.270489 0.421014 0.00905934 0.0100437 -0.00090902 0.138214 0.1455 0.13052 0.441939 12.971
7.05 1 0.915814 0.269611 -0.421205 0.00906312 0.0100469 -0.000910646 0.138239 0.145534 0.130537 0.442117 12.9711
7.1 0 0.914547 -0.27694 0.416861 0.00910335 0.0100333 -0.000933044 0.138335 0.145676 0.130582 0.443277 12.9234
7.1 1 0.914544 0.276087 -0.417088 0.00910399 0.010027 -0.000929481 0.138315 0.145624 0.130597 0.442427 12.9185
7.15 0 0.914495 -0.283156 0.412605 0.00916509 0.0100536 -0.000967342 0.138632 0.146109 0.130728 0.446606 12.8629
7.15 1 0.914622 0.282263 -0.412793 0.00915833 0.0100609 -0.000962438 0.138633 0.1461 0.130741 0.446318 12.8582
7.2 0 0.913968 -0.289393 0.408223 0.00921626 0.0100541 -0.000969119 0.138818 0.146226 0.130992 0.444421 12.8096
7.2 1 0.914463 0.288567 -0.408447 0.00922701 0.0100635 -0.000976989 0.13889 0.146342 0.131015 0.445529 12.8072
7.25 0 0.913449 -0.29567 0.403701 0.00927612 0.0100517 -0.000995376 0.139025 0.146507 0.131116 0.446177 12.7593
7.25 1 0.91357 0.294835 -0.403839 0.00927391 0.0100568 -0.00100113 0.139035 0.146563 0.131076 0.447403 12.7573
7.3 0 0.913338 -0.301815 0.399163 0.00933121 0.0100728 -0.00101186 0.139298 0.146831 0.131334 0.447149 12.7081
7.3 1 0.913643 0.300985 -0.399455 0.00934728 0.0100666 -0.00101655 0.139334 0.146869 0.131367 0.447166 12.7082
7.35 0 0.912883 -0.307883 0.394491 0.00940086 0.0100622 -0.00103598 0.13951 0.147099 0.131484 0.448365 12.6654
7.35 1 0.913553 0.307065 -0.394766 0.00941584 0.010073 -0.00103064 0.139602 0.147147 0.131626 0.447035 12.6592
7.4 0 0.912715 -0.313797 0.389761 0.00946326 0.0100739 -0.00105618 0.139775 0.147431 0.131675 0.449803 12.6027
7.4 1 0.912717 0.313037 -0.389992 0.00945595 0.0100775 -0.00105687 0.139762 0.147434 0.131644 0.450244 12.5987
7.45 0 0.912369 -0.31983 0.384971 0.00952842 0.010072 -0.00106881 0.140001 0.147669 0.131889 0.449774 12.5537
7.45 1 0.912735 0.31899 -0.385239 0.00953652 0.0100757 -0.0010652 0.140044 0.147681 0.131965 0.448911 12.5517
7.5 0 0.912154 -0.32563 0.379938 0.00959593 0.0100774 -0.00109643 0.140262 0.148049 0.132016 0.452613 12.5082
7.5 1 0.912274 0.324756 -0.380162 0.00959572 0.0100774 -0.00108968 0.140261 0.148004 0.132065 0.451424 12.5068
7.55 0 0.911752 -0.331298 0.374968 0.00964574 0.0100874 -0.00110144 0.140475 0.148256 0.132236 0.452144 12.4558
7.55 1 0.911753 0.330581 -0.37524 0.00964344 0.0100873 -0.00110805 0.140466 0.148293 0.132176 0.453376 12.4507
7.6 0 0.9113 -0.337053 0.369907 0.00971433 0.0100768 -0.00111452 0.140681 0.14849 0.132411 0.452594 12.4061
7.6 1 0.911665 0.336291 -0.370158 0.00972212 0.0100825 -0.00111688 0.140729 0.148551 0.132446 0.452845 12.4027
7.65 0 0.911145 -0.342673 0.364585 0.00979142 0.0100747 -0.00113574 0.140947 0.148846 0.132579 0.454576 12.3565
7.65 1 0.911141 0.34189 -0.364904 0.00979102 0.0100719 -0.00114051 0.140936 0.148866 0.132532 0.455424 12.3533
7.7 0 0.910558 -0.348286 0.359506 0.0098418 0.0100733 -0.00113125 0.141121 0.148961 0.132819 0.452759 12.3091
7.7 1 0.910674 0.347518 -0.359784 0.00984396 0.0100728 -0.00113172 0.141127 0.148969 0.132822 0.452802 12.3074
7.75 0 0.910164 -0.353605 0.354046 0.00990951 0.0100698 -0.00115475 0.141348 0.149313 0.132907 0.45572 12.2607
7.75 1 0.910712 0.352817 -0.354324 0.00991919 0.0100807 -0.00114915 0.141421 0.149345 0.133026 0.454531 12.2564
7.8 0 0.90971 -0.358975 0.348592 0.0099657 0.0100701 -0.00115781 0.141548 0.149512 0.133108 0.455401 12.2121
7.8 1 0.909949 0.358319 -0.348837 0.00997076 0.0100758 -0.00116902 0.141586 0.149623 0.133065 0.457258 12.208
7.85 0 0.909554 -0.364264 0.343138 0.0100588 0.0100532 -0.00117837 0.141817 0.149896 0.133249 0.458016 12.1644
7.85 1 0.909857 0.363544 -0.343398 0.0100605 0.010063 -0.00118104 0.141857 0.149952 0.133272 0.458364 12.1625
7.9 0 0.909415 -0.369587 0.337459 0.0101277 0.0100594 -0.00119449 0.142082 0.150257 0.133406 0.460125 12.117
7.9 1 0.909954 0.368846 -0.337769 0.0101289 0.0100825 -0.00120063 0.142167 0.150377 0.133453 0.460887 12.112
7.95 0 0.909201 -0.374675 0.331747 0.0101948 0.0100627 -0.00120299 0.142329 0.150556 0.133596 0.461095 12.0727
7.95 1 0.909191 0.373948 -0.33205 0.0101886 0.0100629 -0.00119425 0.142308 0.150477 0.13364 0.459631 12.0697
8 0 0.908199 -0.379589 0.325969 0.0102498 0.0100359 -0.00119452 0.142428 0.150613 0.133743 0.459866 12.0264
8 1 0.908316 0.378866 -0.32636 0.0102538 0.010037 -0.0012058 0.142446 0.150706 0.133677 0.461756 12.0237
8.05 0 0.908055 -0.384609 0.32013 0.0103225 0.0100396 -0.00121246 0.142696 0.151008 0.133868 0.462735 11.9751
8.05 1 0.908594 0.383839 -0.32046 0.0103375 0.0100461 -0.00120647 0.142771 0.151043 0.13399 0.461591 11.9698
8.1 0 0.907913 -0.389451 0.314258 0.0103921 0.0100422 -0.00121431 0.142948 0.151288 0.134092 0.463044 11.9299
8.1 1 0.90821 0.388729 -0.314594 0.0103965 0.0100478 -0.00120994 0.142984 0.151292 0.134162 0.462199 11.9272
8.15 0 0.907699 -0.394207 0.308251 0.0104672 0.0100367 -0.00121418 0.143192 0.151559 0.134304 0.463393 11.8937
8.15 1 0.907935 0.393561 -0.308586 0.0104682 0.0100434 -0.00121242 0.143219 0.15157 0.13435 0.462942 11.8888
8.2 0 0.906964 -0.3988 0.302236 0.0105387 0.0100128 -0.00122823 0.143358 0.151867 0.134311 0.466737 11.8399
8.2 1 0.9072 0.398251 -0.302512 0.0105373 0.0100214 -0.00122434 0.143383 0.151859 0.134374 0.465859 11.8349
8.25 0 0.906758 -0.403457 0.296023 0.010615 0.0100049 -0.00122249 0.143597 0.152118 0.134536 0.466692 11.7961
8.25 1 0.907172 0.402855 -0.296283 0.0106268 0.0100105 -0.00122168 0.143657 0.152175 0.134601 0.466513 11.793
8.3 0 0.90655 -0.408027 0.289871 0.0106784 0.0100099 -0.00121946 0.143835 0.152372 0.134757 0.46674 11.7498
8.3 1 0.906903 0.407387 -0.290225 0.0106862 0.0100174 -0.00122278 0.143888 0.152444 0.13479 0.467118 11.7446
8.35 0 0.9061 -0.412311 0.283572 0.0107418 0.0100043 -0.00121705 0.144035 0.152609 0.134918 0.467347 11.7075
8.35 1 0.906395 0.411696 -0.283892 0.0107543 0.0100069 -0.00122609 0.144087 0.152724 0.134898 0.468844 11.7047
8.4 0 0.905363 -0.416681 0.277283 0.0108171 0.00997277 -0.00120868 0.144187 0.152808 0.135016 0.468312 11.6696
8.4 1 0.90578 0.416069 -0.277636 0.0108176 0.00998894 -0.00120697 0.144245 0.152836 0.135109 0.467465 11.6631
8.45 0 0.905409 -0.420803 0.270824 0.0108964 0.00997544 -0.00120473 0.144471 0.153138 0.135249 0.469025 11.6201
8.45 1 0.9054 0.420174 -0.271204 0.0108827 0.00998607 -0.00121116 0.14446 0.15314 0.135225 0.469338 11.6153
8.5 0 0.904663 -0.425005 0.264341 0.0109552 0.00996209 -0.00121058 0.144628 0.153409 0.135279 0.471585 11.5784
8.5 1 0.90526 0.424293 -0.264663 0.0109687 0.00997323 -0.00120111 0.144713 0.153435 0.135431 0.470006 11.5718
8.55 0 0.904956 -0.428914 0.257783 0.0110552 0.00995798 -0.0012052 0.144959 0.153823 0.135517 0.473132 11.5308
8.55 1 0.904821 0.428366 -0.258103 0.0110429 0.00996117 -0.00120979 0.144928 0.1538 0.135476 0.473383 11.5266
8.6 0 0.904206 -0.43276 0.251156 0.0111074 0.00994432 -0.00118282 0.145092 0.153909 0.135704 0.471773 11.4922
8.6 1 0.90456 0.432257 -0.25154 0.0111157 0.00995127 -0.00118256 0.145145 0.153959 0.13576 0.471633 11.487
8.65 0 0.903648 -0.436714 0.244654 0.011175 0.00993139 -0.00118166 0.14528 0.154198 0.135779 0.473954 11.4491
8.65 1 0.904002 0.436151 -0.24499 0.0111795 0.00994063 -0.00117937 0.145328 0.154222 0.135852 0.473324 11.4454
8.7 0 0.90352 -0.440291 0.23792 0.0112516 0.00992832 -0.00117128 0.145533 0.1545 0.135976 0.474787 11.4127
8.7 1 0.903449 0.439765 -0.238204 0.0112373 0.00993457 -0.00116927 0.145506 0.154431 0.135996 0.473805 11.4075
8.75 0 0.903213 -0.443969 0.231102 0.0113213 0.00992072 -0.00115262 0.145746 0.154723 0.136179 0.474709 11.368
8.75 1 0.903506 0.443367 -0.231465 0.0113281 0.00992766 -0.00115954 0.145793 0.154806 0.136186 0.47549 11.3628
8.8 0 0.903016 -0.447471 0.22434 0.0113955 0.00991852 -0.00114905 0.145993 0.155067 0.136317 0.476674 11.3253
8.8 1 0.903187 0.446941 -0.224691 0.0113913 0.00992902 -0.00115453 0.146015 0.155092 0.136335 0.476712 11.3189
8.85 0 0.902466 -0.450803 0.217357 0.0114597 0.00990387 -0.00112397 0.146163 0.155234 0.136491 0.476339 11.2833
8.85 1 0.902881 0.450225 -0.217751 0.0114722 0.0099102 -0.00112303 0.146227 0.1553 0.136552 0.476303 11.2791
8.9 0 0.902396 -0.453994 0.210476 0.0115462 0.00989799 -0.0011215 0.146438 0.155652 0.136604 0.47935 11.24
8.9 1 0.902324 0.453514 -0.210816 0.011552 0.00988979 -0.00113103 0.14643 0.155721 0.136509 0.48117 11.2348
8.95 0 0.90154 -0.457311 0.203533 0.0116005 0.0098776 -0.0010928 0.146554 0.15576 0.13673 0.478983 11.2046
8.95 1 0.901895 0.456761 -0.203912 0.0116177 0.00987809 -0.00109595 0.146614 0.155866 0.136739 0.479971 11.1997
9 0 0.901299 -0.460302 0.196519 0.0116785 0.00986661 -0.00106999 0.146782 0.156042 0.136898 0.479911 11.1606
9 1 0.90147 0.459847 -0.196863 0.0116764 0.00987373 -0.00106805 0.146799 0.156029 0.136949 0.479186 11.1561
9.05 0 0.901115 -0.46325 0.189377 0.011765 0.00985343 -0.00105445 0.147032 0.156412 0.137011 0.482377 11.1234
9.05 1 0.901408 0.462772 -0.189751 0.0117622 0.00986676 -0.00105303 0.147068 0.156405 0.137097 0.481305 11.1182
9.1 0 0.900685 -0.466133 0.182176 0.0118277 0.00985076 -0.00104646 0.147236 0.156708 0.137111 0.48422 11.0856
9.1 1 0.901097 0.465568 -0.182566 0.0118402 0.00985609 -0.00103874 0.147297 0.156745 0.137199 0.483582 11.0821
9.15 0 0.899956 -0.468871 0.175082 0.0118777 0.00983876 -0.00101251 0.147365 0.156813 0.137269 0.483453 11.0454
9.15 1 0.900305 0.468428 -0.175388 0.0119031 0.00983305 -0.00101438 0.147432 0.156954 0.137251 0.485094 11.0412
9.2 0 0.899772 -0.471518 0.167873 0.0119429 0.00984155 -0.000983832 0.147595 0.157045 0.137498 0.483163 11.0109
9.2 1 0.900183 0.471056 -0.168257 0.0119566 0.00984894 -0.000990948 0.147667 0.157158 0.137522 0.484018 11.0042
9.25 0 0.899591 -0.474025 0.160644 0.012031 0.00982688 -0.000957748 0.147844 0.15741 0.137614 0.485493 10.9706
9.25 1 0.899944 0.473585 -0.161039 0.0120313 0.00984224 -0.00096409 0.147897 0.157451 0.137682 0.485122 10.9652
9.3 0 0.899471 -0.476316 0.153395 0.0120902 0.00983934 -0.000938094 0.148086 0.15767 0.137838 0.485535 10.9288
9.3 1 0.899885 0.475914 -0.153778 0.0121033 0.00984737 -0.000944525 0.148158 0.157775 0.13787 0.486214 10.9228
9.35 0 0.899226 -0.478722 0.146076 0.0121703 0.00982698 -0.000899605 0.148315 0.157961 0.137996 0.486629 10.8916
9.35 1 0.899699 0.478276 -0.146445 0.0121786 0.00984188 -0.000907347 0.148393 0.158048 0.138065 0.486713 10.8851
9.4 0 0.898624 -0.480944 0.138742 0.0122255 0.00982058 -0.000879266 0.148479 0.158194 0.138083 0.487954 10.8556
9.4 1 0.899341 0.480517 -0.139143 0.0122514 0.00983103 -0.000874499 0.148602 0.158331 0.138189 0.488099 10.8508
9.45 0 0.898018 -0.483013 0.131359 0.0122783 0.00981442 -0.000846759 0.148636 0.158375 0.138213 0.488259 10.8143
9.45 1 0.898186 0.482612 -0.131834 0.0122748 0.00982378 -0.000851828 0.148656 0.158378 0.138252 0.487853 10.809
9.5 0 0.897969 -0.485028 0.124021 0.0123656 0.00980713 -0.000812848 0.148905 0.158758 0.138353 0.49045 10.7764
9.5 1 0.898196 0.484593 -0.124395 0.0123681 0.0098134 -0.000810196 0.148935 0.158766 0.138406 0.489935 10.7706
9.55 0 0.897133 -0.486838 0.116528 0.0124186 0.00979113 -0.000782601 0.149029 0.158959 0.138389 0.492006 10.7412
9.55 1 0.897725 0.486474 -0.116876 0.0124355 0.00980204 -0.000773416 0.149123 0.159034 0.138504 0.491442 10.7352
9.6 0 0.896896 -0.488441 0.10904 0.0124838 0.00979418 -0.000758041 0.149258 0.159265 0.13853 0.493395 10.7071
9.6 1 0.897062 0.488089 -0.109391 0.0124876 0.00979723 -0.000756486 0.149281 0.159284 0.138558 0.49327 10.7014
9.65 0 0.8966 -0.490119 0.101544 0.0125411 0.00979781 -0.000707687 0.149462 0.159455 0.138752 0.492765 10.6675
9.65 1 0.896703 0.489798 -0.101894 0.0125446 0.00979925 -0.000713512 0.149479 0.159493 0.138744 0.493218 10.6627
9.7 0 0.896861 -0.491685 0.0939807 0.0126331 0.00980218 -0.000674185 0.149784 0.159909 0.138923 0.495225 10.6301
9.7 1 0.896962 0.491337 -0.0943248 0.0126238 0.00981398 -0.000685419 0.149793 0.159888 0.138965 0.494564 10.625
9.75 0 0.896143 -0.492951 0.0864677 0.0126841 0.00979378 -0.000641782 0.149926 0.160126 0.13898 0.496673 10.5946
9.75 1 0.896185 0.492661 -0.0868001 0.0126749 0.00980173 -0.000643923 0.149922 0.160079 0.139025 0.495726 10.5892
9.8 0 0.895544 -0.494234 0.0789005 0.0127214 0.00980005 -0.000597828 0.150071 0.160243 0.139158 0.495839 10.5604
9.8 1 0.895829 0.493939 -0.0791948 0.0127329 0.00980361 -0.000600546 0.150122 0.16032 0.139178 0.496341 10.5547
9.85 0 0.895009 -0.495353 0.0712856 0.0127755 0.00979711 -0.000551341 0.150242 0.160464 0.139272 0.496681 10.5271
9.85 1 0.895415 0.495091 -0.0716137 0.0127847 0.00980821 -0.000556772 0.150309 0.160533 0.139338 0.496618 10.5214
9.9 0 0.8949 -0.49643 0.0636117 0.0128367 0.00980885 -0.00050754 0.150485 0.160745 0.139471 0.497176 10.4931
9.9 1 0.895183 0.496144 -0.0640177 0.012845 0.009814 -0.00050664 0.150529 0.160794 0.13951 0.497209 10.4886
9.95 0 0.894674 -0.4974 0.0560809 0.012896 0.00981639 -0.000473184 0.150706 0.161041 0.139609 0.498452 10.4566
9.95 1 0.89508 0.497108 -0.0564092 0.0129166 0.00981855 -0.000472132 0.150782 0.161164 0.13963 0.499384 10.452
10 0 0.894202 -0.498184 0.0484927 0.0129524 0.00981515 -0.000424109 0.150889 0.1613 0.139706 0.499827 10.4212
10 1 0.894487 0.497889 -0.0488412 0.0129543 0.00982562 -0.000425864 0.15093 0.161315 0.139776 0.499212 10.4166
10.05 0 0.893797 -0.498917 0.0407908 0.0129947 0.00982757 -0.000374775 0.15107 0.161483 0.139884 0.499617 10.3864
10.05 1 0.894447 0.498623 -0.0411478 0.0130153 0.00984101 -0.000372558 0.151183 0.161607 0.139985 0.49969 10.3817
10.1 0 0.893695 -0.499383 0.0331244 0.0130542 0.00984234 -0.000325331 0.151316 0.161783 0.140069 0.500415 10.3522
10.1 1 0.893981 0.499111 -0.0335331 0.0130649 0.00984638 -0.000326519 0.151365 0.16185 0.140097 0.500739 10.3476
10.15 0 0.89329 -0.499758 0.0254649 0.0130948 0.00985679 -0.000278873 0.151498 0.161979 0.140235 0.500461 10.3186
10.15 1 0.893637 0.499529 -0.0258061 0.0131124 0.0098591 -0.000282159 0.151563 0.162091 0.140248 0.501346 10.3138
10.2 0 0.892761 -0.500041 0.0178246 0.0131389 0.0098639 -0.000239527 0.151667 0.162212 0.140332 0.501576 10.2852
10.2 1 0.892986 0.499834 -0.0181252 0.0131455 0.0098684 -0.000239505 0.151703 0.162253 0.140364 0.501609 10.2804
10.25 0 0.892292 -0.500302 0.0101496 0.0131996 0.00986153 -0.000191142 0.151859 0.162545 0.140361 0.504316 10.2522
10.25 1 0.892517 0.500118 -0.0104309 0.0132056 0.0098667 -0.000197195 0.151896 0.162587 0.140393 0.504354 10.2474
10.3 0 0.89213 -0.500412 0.00240946 0.0132573 0.00987613 -0.000143492 0.152097 0.16287 0.1405 0.505809 10.2193
10.3 1 0.892476 0.500172 -0.00274997 0.0132713 0.00988038 -0.00014462 0.152157 0.162957 0.140529 0.506278 10.2144
10.35 0 0.892032 -0.500398 -0.0052628 0.0133067 0.00989941 -8.39658e-05 0.152335 0.163149 0.140694 0.506289 10.1867
10.35 1 0.892135 0.500225 0.00490358 0.0133081 0.00990171 -8.71347e-05 0.152348 0.163158 0.140709 0.506216 10.1821
10.4 0 0.891695 -0.500287 -0.0128943 0.0133503 0.0099165 -2.57678e-05 0.152535 0.163404 0.140828 0.50718 10.1543
10.4 1 0.891982 0.500157 0.0126245 0.0133556 0.0099246 -2.67691e-05 0.152578 0.163437 0.140886 0.506875 10.1497
