t ekin epot bpot nu_top nu_bot nu_vol nu_eps nu_tmp nu_mix 
23.750000 0.0132165624 0.0296808417 -0.0318487974 3.84069073 3.92621195 3.42926254 2.02998366 3.13378317 2.30458109 
23.800000 0.0132384232 0.0297015607 -0.0321168161 3.82738928 3.92903042 3.50537449 2.03023501 3.12838463 2.28372712 
23.850000 0.0132640543 0.0297182278 -0.0318985624 3.81448538 3.93255487 3.58116405 2.03105679 3.12387848 2.30166253 
23.900000 0.0132934098 0.0297308873 -0.0322987381 3.80197862 3.93678032 3.65661764 2.03244637 3.1202673 2.27036332 
23.950000 0.0133264438 0.0297395843 -0.0322861795 3.78987048 3.941701 3.73171965 2.03440334 3.1175538 2.26831185 
24.000000 0.0133631095 0.0297443642 -0.0323586225 3.77816171 3.94731063 3.80646568 2.03692718 3.11574092 2.26795841 
24.050000 0.0134033597 0.0297452726 -0.0323272792 3.76685366 3.95359959 3.88084173 2.04001962 3.11483171 2.28000186 
24.100000 0.013447147 0.0297423554 -0.0324118764 3.75594755 3.96056106 3.95484304 2.04368167 3.11482939 2.27287105 
24.150000 0.0134944234 0.0297356586 -0.0325323324 3.74544558 3.96818164 4.0284668 2.04791576 3.1157373 2.27833923 
24.200000 0.0135451404 0.0297252281 -0.0327516905 3.73534795 3.97645591 4.10170979 2.05272618 3.11755885 2.26750557 
24.250000 0.0135992502 0.0297111096 -0.0328498774 3.72565943 3.98537013 4.17457132 2.05811649 3.12029746 2.26906537 
24.300000 0.0136567036 0.0296933484 -0.0327581822 3.71638153 3.9949123 4.24705423 2.06409259 3.12395659 2.2957029 
24.350000 0.0137174521 0.0296719899 -0.0329344099 3.707517 4.00507264 4.31916213 2.07066072 3.12853957 2.29861216 
24.400000 0.0137814471 0.0296470784 -0.0328816433 3.69906974 4.01583597 4.39089974 2.07782625 3.13404962 2.31834678 
24.450000 0.0138486393 0.0296186581 -0.0329267068 3.69104224 4.0271948 4.46227058 2.08559837 3.14048974 2.33178203 
24.500000 0.0139189797 0.0295867727 -0.0330400319 3.68343744 4.03913181 4.53328326 2.09398475 3.1478627 2.33953867 
24.550000 0.0139924192 0.0295514649 -0.0332326777 3.67625907 4.05163633 4.60394955 2.10299635 3.15617088 2.34833563 
24.600000 0.0140689091 0.0295127769 -0.0333270997 3.6695105 4.06469845 4.67427583 2.11264299 3.16541619 2.36176776 
24.650000 0.0141483999 0.0294707503 -0.033380245 3.66319522 4.07829967 4.7442698 2.1229373 3.17560013 2.38056458 
24.700000 0.0142308423 0.0294254258 -0.0334213539 3.65731708 4.09243041 4.81394106 2.1338921 3.18672357 2.39968538 
24.750000 0.0143161866 0.0293768434 -0.0333751748 3.6518792 4.10707653 4.88330104 2.14552034 3.19878676 2.43413277 
24.800000 0.0144043827 0.0293250426 -0.0333770474 3.64688421 4.12222394 4.95235408 2.15783678 3.21178925 2.45748444 
24.850000 0.0144953805 0.0292700621 -0.0337917638 3.64233828 4.13785789 5.02110532 2.17085836 3.22572976 2.45613804 
24.900000 0.0145891287 0.0292119402 -0.0339403438 3.63824116 4.15396659 5.08955843 2.18460228 3.24060623 2.47594239 
24.950000 0.0146855755 0.0291507146 -0.0337243246 3.63459699 4.17053515 5.15771958 2.19908659 3.2564157 2.52560521 
25.000000 0.0147846682 0.029086423 -0.0339582468 3.63140962 4.1875484 5.22557892 2.21433062 3.27315423 2.54453553 
25.050000 0.0148863526 0.0290191028 -0.0340661073 3.62868099 4.20498901 5.29313125 2.23035457 3.29081695 2.56905471 
25.100000 0.014990573 0.0289487913 -0.0339790244 3.62641427 4.22284273 5.36036989 2.24717925 3.30939796 2.60379376 
25.150000 0.0150972721 0.0288755266 -0.0341125252 3.62461038 4.2410925 5.42727763 2.26482603 3.32889037 2.63130141 
25.200000 0.0152063908 0.0287993467 -0.0341046282 3.62327397 4.25972113 5.49382922 2.28331821 3.34928622 2.66522305 
25.250000 0.0153178665 0.0287202908 -0.0341922584 3.62240372 4.27871086 5.56000261 2.3026789 3.37057662 2.6921041 
25.300000 0.0154316352 0.0286383992 -0.03421907 3.62200426 4.29804154 5.62575681 2.32292909 3.39275154 2.73630511 
25.350000 0.0155476288 0.0285537134 -0.0342422247 3.62207577 4.3176949 5.69105907 2.3440945 3.41580008 2.77440258 
25.400000 0.0156657763 0.0284662768 -0.0343713785 3.62262026 4.33764867 5.75585336 2.36619543 3.43971036 2.80365026 
25.450000 0.0157860027 0.0283761348 -0.034269101 3.62363969 4.35788158 5.82008394 2.3892544 3.46446966 2.85097859 
25.500000 0.0159082285 0.0282833356 -0.0344544639 3.62513371 4.37837049 5.8836898 2.41329277 3.49006449 2.88519431 
25.550000 0.0160323701 0.0281879297 -0.0345249489 3.62710551 4.39909101 5.94659644 2.43833102 3.51648056 2.92226913 
25.600000 0.0161583388 0.0280899713 -0.0347551657 3.62955495 4.42001822 6.00872357 2.46438553 3.54370309 2.9583038 
25.650000 0.0162860413 0.0279895179 -0.0347082191 3.63248297 4.44113036 6.06998266 2.49147105 3.57171669 3.00978899 
25.700000 0.0164153782 0.0278866312 -0.0347949041 3.63589182 4.46239921 6.13027799 2.51960142 3.60050559 3.04002951 
25.750000 0.0165462452 0.027781377 -0.0347118908 3.63978305 4.48379567 6.18951409 2.54878654 3.63005372 3.08675531 
25.800000 0.0166785318 0.0276738258 -0.034811581 3.64415677 4.5052962 6.24757139 2.57902926 3.66034484 3.13357261 
25.850000 0.0168121222 0.0275640531 -0.0348754976 3.64901633 4.52686972 6.30433966 2.61033071 3.69136264 3.17875464 
25.900000 0.016946894 0.0274521396 -0.0349166139 3.65436338 4.54848649 6.35970115 2.64268809 3.72309081 3.21888377 
25.950000 0.0170827201 0.0273381714 -0.0349781651 3.6601987 4.57012458 6.41353389 2.67609223 3.75551313 3.26839211 
26.000000 0.0172194664 0.0272222402 -0.0348412148 3.66652457 4.591751 6.46570225 2.71052506 3.78861347 3.32913252 
26.050000 0.0173569941 0.0271044436 -0.0348461238 3.67334369 4.61334016 6.51608818 2.74596747 3.822376 3.37034042 
26.100000 0.0174951596 0.0269848849 -0.0349212691 3.68065871 4.63486243 6.5645536 2.78238837 3.85678488 3.41971761 
26.150000 0.0176338136 0.0268636732 -0.0351752838 3.68847489 4.65629076 6.6109796 2.81975419 3.89182446 3.45895111 
26.200000 0.0177728031 0.0267409237 -0.0348820839 3.69679402 4.67759779 6.6552338 2.85802127 3.92747909 3.52518553 
26.250000 0.0179119711 0.026616757 -0.0347367096 3.70562062 4.69876412 6.69719387 2.89713877 3.96373297 3.56886051 
26.300000 0.0180511575 0.0264912994 -0.0349238508 3.71495844 4.71976051 6.73674219 2.93705077 4.00056999 3.61650827 
26.350000 0.0181901985 0.0263646829 -0.0350355571 3.72480972 4.74056725 6.7737677 2.97769349 4.03797362 3.6939098 
26.400000 0.0183289291 0.0262370438 -0.0350436535 3.7351812 4.76116303 6.80816427 3.01899853 4.07592648 3.74089791 
26.450000 0.0184671831 0.0261085237 -0.0349986014 3.74607616 4.78153003 6.83983517 3.06088517 4.1144102 3.79549892 
26.500000 0.0186047942 0.0259792684 -0.0350206325 3.75750043 4.80165183 6.86869062 3.10327678 4.15340485 3.86403479 
26.550000 0.0187415943 0.0258494277 -0.0350342757 3.76945628 4.82151291 6.89466338 3.14608687 4.19288911 3.91303391 
26.600000 0.0188774187 0.0257191546 -0.035091801 3.78195089 4.84110291 6.91767555 3.18922469 4.23283932 3.97332668 
26.650000 0.0190121025 0.025588605 -0.0349213247 3.79498842 4.86040932 6.93767711 3.23259784 4.27322971 4.03175463 
26.700000 0.0191454845 0.0254579375 -0.0348942708 3.80857165 4.87942559 6.95462048 3.2761164 4.31403173 4.08552813 
26.750000 0.0192774048 0.0253273123 -0.0352435444 3.82270564 4.89814685 6.9684902 3.31968543 4.35521402 4.15033574 
26.800000 0.0194077906 0.0251968304 -0.0353092051 3.83739536 4.91656044 6.97919345 3.3633046 4.39679924 4.22995252 
26.850000 0.01953646 0.0250666788 -0.0350050562 3.852617 4.93459691 6.98701905 3.40675255 4.43873078 4.28467289 
26.900000 0.0196632176 0.0249370499 -0.0352390725 3.86839016 4.95235272 6.9916623 3.45001903 4.48094124 4.34590216 
26.950000 0.0197879238 0.0248081058 -0.0353166093 3.88472671 4.96983046 6.99321037 3.49298787 4.52338211 4.41467542 
27.000000 0.0199104403 0.0246800086 -0.0350728526 3.9016257 4.98703831 6.99168602 3.5355835 4.56600328 4.4710792 
27.050000 0.0200306362 0.024552919 -0.0352287998 3.91908704 5.00399206 6.98712762 3.57773169 4.60875109 4.51878785 
27.100000 0.0201483836 0.0244269962 -0.0353820641 3.93710562 5.02069653 6.9795711 3.61936729 4.65156894 4.60963026 
27.150000 0.0202635627 0.0243023972 -0.0351855201 3.95567655 5.0371722 6.96907225 3.6604326 4.69439704 4.67704695 
27.200000 0.0203760571 0.0241792762 -0.0350660085 3.97478979 5.05342517 6.95568504 3.70087513 4.73717306 4.73609594 
27.250000 0.0204857575 0.0240577849 -0.0352207263 3.99443448 5.06947371 6.93947348 3.74065043 4.77983216 4.81265094 
27.300000 0.0205925589 0.0239380713 -0.0350145723 4.01459364 5.08532954 6.92050054 3.77972176 4.82230758 4.88239704 
27.350000 0.0206963619 0.0238202804 -0.0351642151 4.03524772 5.10100989 6.89884257 3.81805942 4.86453087 4.92982744 
27.400000 0.020797072 0.023704553 -0.0352533833 4.05637323 5.11653106 6.87456729 3.85563785 4.9064325 5.00806389 
27.450000 0.0208945997 0.0235910261 -0.0350857014 4.07794209 5.13190949 6.8477533 3.89243774 4.94794226 5.08539399 
27.500000 0.0209888601 0.0234798325 -0.0347279481 4.09992173 5.14715994 6.81847459 3.92844514 4.98898966 5.11777365 
27.550000 0.0210797716 0.0233711008 -0.0349876127 4.12227262 5.16229323 6.78680569 3.96365034 5.02950474 5.20682686 
27.600000 0.0211672585 0.0232649547 -0.0349516186 4.14495068 5.17732928 6.75283004 3.99804682 5.06941806 5.27596228 
27.650000 0.021251249 0.0231615137 -0.034743618 4.16790715 5.19228169 6.7166149 4.03162473 5.10866137 5.34993154 
27.700000 0.0213316745 0.0230608922 -0.0347554575 4.19108501 5.20715858 6.67824034 4.06438271 5.14716813 5.3973332 
27.750000 0.0214084706 0.0229631997 -0.0350193358 4.21442191 5.22197296 6.63777567 4.09631407 5.18487375 5.46857028 
27.800000 0.0214815768 0.0228685408 -0.0343211225 4.23784899 5.23672992 6.59529117 4.12741302 5.22171587 5.52383046 
27.850000 0.0215509359 0.0227770148 -0.0349258297 4.26128876 5.25143321 6.55086302 4.15767338 5.25763482 5.59755976 
27.900000 0.0216164962 0.0226887155 -0.0347770904 4.28466152 5.26609185 6.50455265 4.18708451 5.29257333 5.66028983 
27.950000 0.021678208 0.0226037314 -0.0344719355 4.30787976 5.28069901 6.45643314 4.21563275 5.32647716 5.72637887 
28.000000 0.0217360268 0.0225221451 -0.0345639975 4.33085126 5.29525276 6.40656502 4.24330292 5.35929476 5.76213978 
28.050000 0.0217899122 0.0224440336 -0.0345051787 4.35347942 5.30974533 6.3550133 4.27007496 5.3909774 5.81695719 
28.100000 0.0218396598 0.0223695059 -0.0343292862 4.37569208 5.32423857 6.30174621 4.29574998 5.4213907 5.88596455 
28.150000 0.0218854014 0.0222985962 -0.0345035815 4.39734362 5.33864586 6.24688101 4.32053712 5.45056269 5.94898052 
28.200000 0.0219271147 0.0222313623 -0.0342446445 4.41836594 5.35295411 6.19052789 4.34434 5.47845464 5.97164154 
28.250000 0.021964776 0.0221678566 -0.0341504973 4.43863392 5.36712673 6.13275932 4.36714318 5.50503225 6.02521696 
28.300000 0.0219983683 0.0221081238 -0.0342600009 4.45803841 5.38112963 6.07364293 4.38891519 5.5302621 6.07347391 
28.350000 0.0220278792 0.022052202 -0.0339105415 4.47648073 5.3949237 6.01323652 4.40962253 5.55411219 6.1070972 
28.400000 0.022053301 0.0220001224 -0.0342109616 4.49386215 5.40847649 5.95161876 4.42923456 5.57655187 6.16674065 
28.450000 0.0220746321 0.0219519095 -0.0340617622 4.5100977 5.42175077 5.88886388 4.44772058 5.5975514 6.21058329 
28.500000 0.0220918751 0.021907581 -0.0334110406 4.52510397 5.4347045 5.82504797 4.46505104 5.61708239 6.21466624 
28.550000 0.0221050387 0.0218671474 -0.033793978 4.53880986 5.44729678 5.76024623 4.48119625 5.63511739 6.27676485 
28.600000 0.0221141368 0.0218306129 -0.0334598916 4.55115255 5.45947845 5.6945456 4.49612919 5.65163024 6.28425747 
28.650000 0.0221191898 0.0217979747 -0.0335853888 4.56208478 5.47120395 5.62802657 4.50982582 5.66659576 6.33027376 
28.700000 0.022120222 0.0217692232 -0.0334244123 4.5715669 5.48241981 5.56078362 4.52226409 5.67999055 6.35610676 
28.750000 0.0221172652 0.0217443422 -0.0336961631 4.57957261 5.49307365 5.49291186 4.53343076 5.69179252 6.40843632 
28.800000 0.0221103555 0.021723309 -0.0335718094 4.58608922 5.50311446 5.42450046 4.5433053 5.70198165 6.43229368 
28.850000 0.0220995348 0.0217060945 -0.0333686524 4.59111555 5.51248077 5.35565393 4.55187789 5.71054007 6.44287289 
28.900000 0.0220848513 0.0216926635 -0.0330763698 4.59466655 5.52112075 5.28647243 4.55914176 5.7174519 6.44637358 
28.950000 0.0220663578 0.0216829743 -0.0329700503 4.59676663 5.52897537 5.21706418 4.56509279 5.72270439 6.45922517 
29.000000 0.0220441141 0.0216769798 -0.0329761474 4.59745637 5.53599461 5.14753161 4.56972635 5.72628714 6.47989641 
29.050000 0.022018184 0.0216746271 -0.0331967362 4.59678484 5.54211752 5.07798843 4.5730484 5.72819338 6.52071695 
29.100000 0.0219886367 0.0216758578 -0.0326023704 4.59481461 5.54729388 5.00854198 4.57505767 5.72841972 6.48417938 
29.150000 0.0219555474 0.0216806084 -0.0329047374 4.59161811 5.55147226 4.93930468 4.57576439 5.72696633 6.5306919 
29.200000 0.0219189965 0.0216888107 -0.0327133679 4.58727741 5.55460305 4.87038981 4.57517958 5.72383746 6.52998508 
29.250000 0.0218790692 0.0217003916 -0.0326991902 4.58188093 5.5566395 4.80190742 4.57331298 5.71904149 6.53886954 
29.300000 0.0218358551 0.0217152738 -0.0325036696 4.57552858 5.55753867 4.73396854 4.5701804 5.7125914 6.53031403 
29.350000 0.0217894493 0.0217333762 -0.0326045918 4.56832118 5.55726165 4.66668344 4.5658007 5.70450459 6.5524014 
29.400000 0.0217399512 0.0217546136 -0.0322872788 4.56036899 5.55577179 4.60016239 4.56019466 5.69480363 6.53384364 
29.450000 0.0216874643 0.0217788975 -0.0327132 4.5517825 5.55304022 4.53450611 4.55338138 5.68351589 6.56895966 
29.500000 0.0216320957 0.0218061366 -0.0324598709 4.54267567 5.54903434 4.46981948 4.545389 5.67067398 6.56650722 
29.550000 0.021573957 0.0218362364 -0.0322256315 4.53316421 5.54373688 4.40620198 4.5362459 5.65631567 6.53355144 
29.600000 0.0215131624 0.0218691001 -0.0324226468 4.52336382 5.53712589 4.34374841 4.52598234 5.64048403 6.54117733 
29.650000 0.0214498295 0.0219046288 -0.0323197553 4.51338797 5.52919216 4.28254871 4.51463078 5.62322731 6.53695933 
29.700000 0.0213840781 0.0219427218 -0.032172931 4.50334946 5.51992476 4.22268857 4.50222708 5.60459882 6.52454181 
29.750000 0.0213160308 0.0219832767 -0.0320154429 4.49335597 5.50932071 4.16424639 4.48880775 5.58465696 6.49248675 
29.800000 0.021245812 0.0220261901 -0.0319939234 4.48351441 5.49738325 4.10729813 4.47441366 5.56346454 6.48686607 
29.850000 0.0211735467 0.0220713575 -0.0318600703 4.47392385 5.48411884 4.05191173 4.45908638 5.54108895 6.46657309 
29.900000 0.0210993617 0.0221186742 -0.0318162161 4.4646797 5.4695389 3.99814891 4.44286754 5.51760138 6.44427049 
29.950000 0.0210233849 0.0221680347 -0.031649952 4.45587243 5.45365958 3.94606602 4.4258013 5.49307655 6.41273438 
30.000000 0.0209457435 0.0222193338 -0.0317136495 4.44758431 5.43650373 3.89571113 4.40793283 5.46759221 6.39721926 
30.050000 0.0208665658 0.0222724666 -0.0315850374 4.43989208 5.41809687 3.84712875 4.38930672 5.44122845 6.36762625 
30.100000 0.0207859788 0.0223273286 -0.0314159457 4.43286432 5.39846853 3.80035447 4.36996839 5.41406729 6.32435512 
30.150000 0.0207041092 0.0223838158 -0.0314561889 4.42656191 5.37765165 3.75542048 4.34996211 5.38619197 6.30911956 
30.200000 0.0206210829 0.0224418256 -0.0313615523 4.42103956 5.35568629 3.71235053 4.32933267 5.35768625 6.2755736 
30.250000 0.0205370247 0.0225012562 -0.0312287357 4.41634648 5.3326129 3.67116314 4.30812065 5.32863377 6.24173235 
30.300000 0.0204520577 0.0225620073 -0.0310985297 4.41251823 5.30847582 3.6318739 4.28637068 5.29911748 6.19465728 
30.350000 0.0203663039 0.0226239798 -0.030877852 4.40958877 5.28332464 3.59449207 4.26412146 5.26921891 6.14382675 
30.400000 0.0202798834 0.0226870765 -0.031033794 4.4075822 5.25720968 3.55901919 4.24141179 5.23901767 6.13524119 
30.450000 0.0201929142 0.0227512017 -0.0308735631 4.40651584 5.23018041 3.52545873 4.21827889 5.20859099 6.08632453 
30.500000 0.0201055129 0.0228162614 -0.0307772966 4.40640097 5.20229463 3.49380631 4.19475831 5.17801291 6.04331005 
30.550000 0.0200177936 0.0228821635 -0.0305821829 4.40724076 5.17360949 3.46405718 4.17088118 5.14735422 5.99242592 
30.600000 0.019929869 0.0229488177 -0.0305329255 4.4090345 5.14418069 3.43619874 4.1466794 5.11668162 5.94749269 
30.650000 0.0198418488 0.0230161355 -0.0306559624 4.41177371 5.11406902 3.41022153 4.12218311 5.08605791 5.92457383 
30.700000 0.0197538416 0.0230840304 -0.0306112634 4.4154442 5.08333624 3.38611251 4.09742003 5.05554127 5.88485233 
30.750000 0.0196659529 0.0231524176 -0.0305915538 4.42002877 5.0520401 3.36385703 4.07241756 5.02518548 5.84412715 
30.800000 0.0195782871 0.0232212139 -0.0304645039 4.42550349 5.02024401 3.34343728 4.04719949 4.99503951 5.78925844 
30.850000 0.0194909465 0.0232903383 -0.0301027826 4.43184151 4.98801108 3.32483802 4.02178963 4.96514761 5.71126702 
30.900000 0.0194040296 0.023359711 -0.0303415318 4.43901201 4.95539653 3.30803867 3.99621198 4.93554945 5.69015293 
30.950000 0.019317635 0.0234292539 -0.0300214006 4.44697939 4.92246567 3.29302337 3.97048982 4.90627999 5.61414293 
31.000000 0.0192318583 0.0234988905 -0.030189642 4.4557057 4.88928151 3.27977475 3.94464598 4.87736979 5.59651142 
31.050000 0.0191467927 0.0235685458 -0.0301325969 4.46515097 4.85589798 3.26827372 3.91870146 4.84884518 5.54885034 
31.100000 0.0190625305 0.0236381457 -0.0301630802 4.475272 4.82238074 3.25850155 3.89267841 4.82072842 5.51429831 
31.150000 0.0189791607 0.023707618 -0.0302227985 4.48602412 4.78878355 3.25044107 3.86660057 4.79303813 5.48044995 
31.200000 0.0188967711 0.0237768911 -0.0299483621 4.49735967 4.7551653 3.24407794 3.8404917 4.76578949 5.41101261 
31.250000 0.0188154469 0.0238458947 -0.0299528678 4.50923199 4.72158133 3.23939071 3.8143743 4.73899457 5.35773464 
31.300000 0.0187352719 0.0239145595 -0.030031374 4.52159057 4.68808746 3.23636641 3.78827382 4.71266269 5.32093029 
31.350000 0.018656327 0.023982817 -0.0298721254 4.53438612 4.65473857 3.23498906 3.76221674 4.68680077 5.26378083 
31.400000 0.0185786918 0.0240505998 -0.0297633178 4.54756768 4.62158699 3.23524173 3.73622853 4.66141358 5.21411422 
31.450000 0.0185024431 0.0241178409 -0.0300165284 4.56108377 4.58868426 3.23711054 3.71033824 4.63650422 5.18581196 
31.500000 0.018427656 0.0241844745 -0.0297499246 4.57488282 4.55608106 3.24057759 3.68457388 4.61207429 5.11554507 
31.550000 0.0183544028 0.0242504351 -0.0296492398 4.58891356 4.52382527 3.24563304 3.65896691 4.58812432 5.05577033 
31.600000 0.0182827539 0.0243156582 -0.0295491112 4.60312475 4.49196654 3.25225533 3.63354634 4.56465389 5.01097133 
31.650000 0.018212777 0.0243800797 -0.0298817718 4.61746594 4.46054981 3.26043433 3.60834599 4.54166201 4.98789938 
31.700000 0.0181445379 0.0244436363 -0.0295395811 4.63188548 4.42962115 3.27015241 3.58339716 4.51914729 4.92068281 
31.750000 0.0180780994 0.0245062653 -0.0296611691 4.64633566 4.3992268 3.2813937 3.55873598 4.49710807 4.87324887 
31.800000 0.0180135218 0.0245679046 -0.0298492573 4.66076534 4.3694059 3.29414212 3.53439508 4.47554285 4.84306027 
31.850000 0.0179508629 0.0246284929 -0.0298129117 4.67512789 4.34020035 3.30837913 3.5104093 4.45445014 4.78960549 
31.900000 0.017890178 0.0246879696 -0.0296017181 4.68937524 4.31165391 3.32408763 3.48681281 4.43382873 4.73393432 
31.950000 0.0178315192 0.0247462747 -0.0296969644 4.70346296 4.28380212 3.34124849 3.46364172 4.41367784 4.68751647 
32.000000 0.0177749366 0.0248033492 -0.0295168187 4.71734532 4.25668398 3.35984222 3.44093157 4.39399714 4.64035281 
32.050000 0.0177204765 0.0248591349 -0.0296380695 4.73098024 4.2303359 3.37984472 3.41871525 4.37478683 4.58847408 
32.100000 0.0176681827 0.0249135746 -0.0296206876 4.74432594 4.20479199 3.40123675 3.39702833 4.35604776 4.54066322 
32.150000 0.0176180969 0.024966612 -0.0297477114 4.75734339 4.18008741 3.4239922 3.37590343 4.33778135 4.49922242 
32.200000 0.0175702566 0.0250181919 -0.0294588028 4.76999352 4.15625524 3.44808698 3.35537273 4.31998976 4.44824216 
32.250000 0.0175246973 0.0250682604 -0.0296036423 4.78224213 4.13332452 3.4734924 3.33546764 4.30267584 4.40361163 
32.300000 0.0174814506 0.0251167649 -0.029600353 4.79405435 4.11132485 3.50018168 3.31621978 4.28584316 4.35772508 
32.350000 0.0174405458 0.0251636539 -0.0295614374 4.80539931 4.09028704 3.5281262 3.29765731 4.26949599 4.31148137 
32.400000 0.0174020092 0.0252088775 -0.029618823 4.8162467 4.07023351 3.55729223 3.27980729 4.25363934 4.27343365 
32.450000 0.0173658641 0.0252523876 -0.0296210745 4.82657097 4.05119371 3.58764802 3.26269631 4.23827888 4.22564515 
32.500000 0.0173321307 0.0252941373 -0.0295812887 4.83634691 4.03318735 3.61915826 3.24634704 4.22342111 4.18516715 
32.550000 0.017300826 0.0253340818 -0.0296311913 4.84555354 4.01623779 3.65178789 3.23078265 4.20907308 4.14352156 
32.600000 0.0172719646 0.0253721779 -0.0298714609 4.85417074 4.00036399 3.68550127 3.2160234 4.19524257 4.10536771 
32.650000 0.0172455581 0.0254083845 -0.0298619771 4.86218267 3.98558428 3.72025692 3.20208722 4.18193797 4.06282316 
32.700000 0.017221615 0.0254426625 -0.029718874 4.86957532 3.97191517 3.75601787 3.18898955 4.16916829 4.02445842 
32.750000 0.0172001405 0.0254749749 -0.0299532628 4.87633778 3.95936896 3.79274012 3.17674604 4.1569431 3.97606329 
32.800000 0.0171811383 0.0255052866 -0.029764985 4.88246268 3.94796171 3.83038527 3.16536764 4.14527245 3.94673266 
32.850000 0.0171646084 0.0255335653 -0.029964367 4.88794302 3.93770103 3.86890764 3.1548638 4.13416693 3.89684365 
32.900000 0.0171505486 0.0255597804 -0.0300766809 4.89277807 3.92859512 3.90826533 3.14524229 4.12363751 3.86367147 
32.950000 0.0171389542 0.0255839042 -0.0298775656 4.89696693 3.92065142 3.94841398 3.13650931 4.11369552 3.82943209 
33.000000 0.0171298183 0.025605911 -0.0299112352 4.90051303 3.91387416 3.98930739 3.12866593 4.10435261 3.79493227 
33.050000 0.017123131 0.0256257778 -0.0300728136 4.90342182 3.90826418 4.03089945 3.12171452 4.0956207 3.75331453 
33.100000 0.0171188803 0.025643484 -0.0297916821 4.90570182 3.90382176 4.0731489 3.1156541 4.08751189 3.73486457 
33.150000 0.0171170524 0.0256590115 -0.0300916729 4.90736321 3.90054675 4.11600733 3.11048084 4.08003836 3.68731824 
33.200000 0.0171176312 0.0256723446 -0.0300817333 4.90841976 3.89843257 4.15943011 3.10619032 4.07321235 3.663034 
33.250000 0.0171205984 0.0256834703 -0.0302922683 4.90888649 3.89747489 4.20337489 3.10277632 4.0670461 3.62254328 
33.300000 0.0171259346 0.0256923777 -0.0302279126 4.90878152 3.89766542 4.24779434 3.10022843 4.06155172 3.60281121 
33.350000 0.0171336181 0.0256990589 -0.0301728237 4.9081245 3.89899312 4.29264871 3.09853788 4.05674116 3.57879407 
33.400000 0.0171436259 0.0257035077 -0.0300996618 4.9069369 3.90144892 4.33789311 3.09769161 4.05262607 3.55697681 
33.450000 0.0171559333 0.025705721 -0.0302498801 4.90524245 3.90501736 4.38348766 3.09767669 4.04921782 3.53363509 
33.500000 0.0171705146 0.0257056973 -0.030407042 4.90306641 3.90968339 4.42939231 3.0984784 4.04652737 3.50452409 
33.550000 0.017187343 0.0257034378 -0.0304301362 4.90043536 3.91543232 4.47556706 3.10008042 4.04456518 3.4861194 
33.600000 0.0172063902 0.0256989457 -0.0303685654 4.89737695 3.92224334 4.52197768 3.1024664 4.04334121 3.48023404 
33.650000 0.0172276274 0.0256922261 -0.0304791674 4.89392016 3.93009828 4.56858813 3.10561808 4.04286473 3.45560394 
33.700000 0.0172510252 0.0256832864 -0.0304573858 4.89009601 3.93897748 4.61536356 3.10951723 4.04314433 3.44746177 
33.750000 0.0172765531 0.0256721354 -0.030633698 4.88593477 3.94885712 4.66227391 3.11414465 4.04418784 3.42204079 
33.800000 0.0173041805 0.0256587841 -0.0304333079 4.88146856 3.95971557 4.7092907 3.11948116 4.0460023 3.43789531 
33.850000 0.0173338758 0.0256432449 -0.0307608564 4.876729 3.97152789 4.75638472 3.12550756 4.04859378 3.40719404 
33.900000 0.0173656077 0.0256255317 -0.03045854 4.87174908 3.98426889 4.80353072 3.13220415 4.05196745 3.42915044 
33.950000 0.0173993442 0.0256056599 -0.030863581 4.86656056 3.9979137 4.85070574 3.13955178 4.05612746 3.39242605 
34.000000 0.0174350536 0.0255836462 -0.0306540931 4.86119745 4.01243586 4.89788867 3.1475313 4.06107685 3.4239321 
34.050000 0.0174727041 0.0255595084 -0.0308384006 4.85569181 4.02780846 4.94506084 3.15612539 4.0668175 3.40959122 
34.100000 0.0175122636 0.0255332654 -0.0307753043 4.85007645 4.04400295 4.99220164 3.16531549 4.07335016 3.42833923 
34.150000 0.0175536999 0.025504937 -0.0311438384 4.84438227 4.06099135 5.03929944 3.17508611 4.08067433 3.3969279 
34.200000 0.0175969817 0.0254745438 -0.0307620079 4.83864135 4.07874652 5.08633814 3.18542105 4.08878817 3.44082434 
34.250000 0.0176420774 0.0254421072 -0.0312690132 4.83288513 4.09723792 5.13330516 3.1963061 4.09768848 3.41148522 
34.300000 0.0176889553 0.0254076492 -0.0309784512 4.82714306 4.1164364 5.18019021 3.20772818 4.10737071 3.45815241 
34.350000 0.0177375841 0.0253711922 -0.0313002407 4.82144499 4.13631238 5.22698327 3.21967584 4.11782883 3.44463423 
34.400000 0.0177879324 0.0253327591 -0.0311677562 4.81581806 4.156835 5.27367403 3.23213841 4.12905533 3.47374253 
34.450000 0.0178399687 0.0252923733 -0.0313889514 4.81029072 4.17797491 5.3202563 3.24510839 4.14104116 3.47805165 
34.500000 0.0178936623 0.0252500583 -0.0312299694 4.80488881 4.19970059 5.36672119 3.25857732 4.15377565 3.52035124 
34.550000 0.0179489817 0.0252058378 -0.0316115451 4.79963744 4.22197835 5.41306223 3.27254096 4.16724663 3.51149742 
34.600000 0.0180058956 0.0251597358 -0.0312411409 4.79456 4.24477705 5.45927011 3.28699445 4.18144024 3.56736832 
34.650000 0.0180643721 0.0251117764 -0.0316705718 4.78967898 4.26806534 5.50533827 3.30193661 4.19634094 3.55489912 
