t ekin epot bpot nu_top nu_bot nu_vol nu_eps nu_tmp nu_mix 
47.850000 0.0215567166 0.0191332066 -0.0302310109 5.51246122 5.64762675 5.77744937 4.81958315 5.77189745 6.04972678 
47.900000 0.0215513249 0.0191240131 -0.0299106741 5.51808311 5.64744027 5.74984183 4.82103582 5.7758583 6.04971103 
47.950000 0.0215444807 0.0191163373 -0.0299686678 5.5235349 5.64696365 5.72208104 4.82211909 5.77936191 6.06390886 
48.000000 0.0215361961 0.0191101744 -0.0299524753 5.52880318 5.64620816 5.69420056 4.82283378 5.78240898 6.07362187 
48.050000 0.0215264849 0.019105518 -0.0299131547 5.53387534 5.64518631 5.66623233 4.82318047 5.78500089 6.08248412 
48.100000 0.0215153625 0.0191023601 -0.0297489789 5.53873947 5.64391015 5.6382093 4.82316024 5.78713974 6.08383349 
48.150000 0.0215028456 0.019100691 -0.0299347369 5.54338429 5.64239298 5.6101635 4.82277421 5.78882821 6.10102063 
48.200000 0.0214889529 0.0191004998 -0.0296551924 5.54779929 5.64064828 5.58212681 4.82202384 5.79006963 6.09932317 
48.250000 0.0214737044 0.0191017736 -0.0298613297 5.55197455 5.63868968 5.5541315 4.82091103 5.79086788 6.11427744 
48.300000 0.0214571214 0.0191044983 -0.0296577312 5.55590104 5.63653165 5.52620865 4.81943761 5.7912274 6.11155427 
48.350000 0.021439227 0.0191086585 -0.0298127311 5.55957082 5.6341875 5.49838964 4.81760593 5.79115312 6.12442317 
48.400000 0.0214200454 0.019114237 -0.0294100658 5.562976 5.63167174 5.47070561 4.8154188 5.79065049 6.11233599 
48.450000 0.0213996026 0.0191212157 -0.0296098282 5.56611044 5.62899862 5.44318666 4.81287874 5.78972538 6.12375728 
48.500000 0.0213779254 0.0191295747 -0.0293742673 5.56896786 5.62618209 5.4158632 4.80998924 5.78838411 6.11877742 
48.550000 0.0213550424 0.0191392933 -0.0296654234 5.57154349 5.6232369 5.38876541 4.80675413 5.78663334 6.13263101 
48.600000 0.0213309835 0.0191503491 -0.0291468447 5.57383317 5.62017598 5.36192247 4.8031773 5.78448011 6.11159339 
48.650000 0.0213057796 0.0191627189 -0.0296259638 5.57583353 5.61701296 5.33536311 4.79926317 5.7819318 6.13484561 
48.700000 0.0212794627 0.019176378 -0.0292975569 5.57754195 5.61376132 5.30911642 4.79501663 5.7789961 6.12173443 
48.750000 0.0212520663 0.0191913007 -0.029540778 5.57895648 5.61043384 5.28320984 4.79044301 5.77568093 6.13104229 
48.800000 0.0212236248 0.0192074602 -0.0293230324 5.58007604 5.60704252 5.2576711 4.78554821 5.77199453 6.12244947 
48.850000 0.0211941738 0.0192248285 -0.0295459697 5.5809005 5.60360043 5.23252703 4.78033806 5.76794529 6.12908559 
48.900000 0.0211637495 0.0192433768 -0.0290672339 5.5814298 5.6001177 5.20780393 4.77481918 5.76354188 6.10553387 
48.950000 0.0211323896 0.0192630749 -0.0294012634 5.58166519 5.59660526 5.18352728 4.76899865 5.75879308 6.11780186 
49.000000 0.0211001324 0.0192838921 -0.0292299119 5.58160806 5.59307407 5.15972245 4.76288389 5.7537079 6.10935143 
49.050000 0.021067017 0.0193057964 -0.0294010367 5.58126111 5.58953338 5.13641316 4.75648279 5.74829543 6.11153705 
49.100000 0.0210330835 0.019328755 -0.0291610749 5.58062693 5.58599226 5.11362345 4.74980378 5.74256494 6.09947897 
49.150000 0.0209983724 0.0193527344 -0.0294239511 5.57970884 5.58245836 5.09137622 4.74285539 5.7365258 6.1032259 
49.200000 0.0209629253 0.0193777 -0.0289010151 5.57851102 5.57894011 5.06969232 4.73564665 5.73018747 6.07299963 
49.250000 0.0209267839 0.0194036166 -0.0293455175 5.57703793 5.57544365 5.04859421 4.72818745 5.72355953 6.08613157 
49.300000 0.020889991 0.0194304481 -0.0290048852 5.57529458 5.57197588 5.02810148 4.72048783 5.71665162 6.06419408 
49.350000 0.0208525891 0.0194581579 -0.0291652554 5.57328599 5.56854114 5.0082339 4.71255781 5.70947351 6.06434054 
49.400000 0.0208146219 0.0194867084 -0.0289229114 5.57101854 5.56514458 4.98900908 4.70440783 5.70203497 6.04462003 
49.450000 0.0207761329 0.0195160615 -0.0290652369 5.56849834 5.56178955 4.97044557 4.69604932 5.69434593 6.04096917 
49.500000 0.0207371662 0.0195461787 -0.0289075427 5.56573238 5.55847976 4.95255937 4.68749337 5.68641629 6.02532966 
49.550000 0.0206977662 0.0195770205 -0.0289665509 5.56272727 5.55521788 4.93536647 4.67875144 5.67825609 6.01635532 
49.600000 0.0206579767 0.0196085473 -0.0288257023 5.55949075 5.55200405 4.91888111 4.66983561 5.66987542 5.99885908 
49.650000 0.0206178425 0.0196407188 -0.0290915517 5.55603056 5.54884168 4.90311716 4.66075764 5.66128438 6.0000995 
49.700000 0.020577408 0.0196734943 -0.0287883938 5.55235454 5.54572884 4.88808649 4.65152982 5.65249322 5.97589362 
49.750000 0.0205367177 0.0197068326 -0.0288951431 5.5484715 5.5426663 4.87380138 4.64216453 5.6435122 5.96752854 
49.800000 0.020495816 0.0197406923 -0.028698718 5.54438969 5.53965382 4.86027207 4.63267442 5.63435165 5.94601195 
49.850000 0.0204547468 0.0197750317 -0.0289573288 5.54011845 5.53668882 4.84750755 4.62307172 5.625022 5.94146283 
49.900000 0.0204135544 0.0198098087 -0.0286193969 5.53566663 5.53376987 4.83551618 4.61336951 5.61553375 5.91249225 
49.950000 0.0203722825 0.019844981 -0.0286934055 5.53104411 5.53089446 4.82430595 4.60358047 5.60589744 5.90313592 
50.000000 0.0203309744 0.0198805064 -0.0285939629 5.52626012 5.52805994 4.81388217 4.59371722 5.59612371 5.88545722 
50.050000 0.020289673 0.0199163422 -0.0288477996 5.52132438 5.52526347 4.80425063 4.58379261 5.58622328 5.88065169 
50.100000 0.0202484212 0.0199524459 -0.028507719 5.51624731 5.52250076 4.79541516 4.57381943 5.57620696 5.84845078 
50.150000 0.0202072612 0.0199887748 -0.028754953 5.5110388 5.51976814 4.7873789 4.56381012 5.56608561 5.84408719 
50.200000 0.0201662341 0.0200252864 -0.0285456471 5.50570951 5.51706169 4.78014403 4.55377765 5.55587018 5.82217547 
50.250000 0.0201253813 0.0200619382 -0.0285297412 5.5002697 5.51437715 4.77371102 4.54373395 5.54557169 5.79875022 
50.300000 0.0200847432 0.0200986877 -0.0284253742 5.49472974 5.51171069 4.76808048 4.53369159 5.53520122 5.7800836 
50.350000 0.0200443597 0.0201354929 -0.0287351555 5.48910081 5.50905752 4.76325099 4.5236624 5.5247699 5.77366921 
50.400000 0.0200042698 0.0201723116 -0.0284280985 5.48339291 5.50641278 4.75922164 4.51365899 5.51428897 5.74682004 
50.450000 0.0199645118 0.0202091023 -0.028601684 5.47761738 5.50377283 4.75598861 4.50369247 5.50376967 5.73460101 
50.500000 0.0199251234 0.0202458236 -0.0285077596 5.47178481 5.50113248 4.75354843 4.49377449 5.49322331 5.71218682 
50.550000 0.0198861413 0.0202824344 -0.0285273372 5.46590632 5.49848837 4.75189691 4.4839167 5.48266121 5.69163503 
50.600000 0.0198476014 0.0203188942 -0.0283671534 5.45999247 5.49583575 4.75102856 4.47412998 5.47209476 5.66628875 
50.650000 0.0198095393 0.0203551629 -0.0285583601 5.45405424 5.49317153 4.75093684 4.46442444 5.46153528 5.65357503 
50.700000 0.0197719888 0.0203912008 -0.028125882 5.44810206 5.49049183 4.75161463 4.45481106 5.45099414 5.62046977 
50.750000 0.0197349836 0.0204269689 -0.0286552444 5.44214676 5.48779312 4.75305494 4.44530014 5.44048268 5.61883262 
50.800000 0.0196985561 0.0204624288 -0.0282480448 5.43619914 5.48507344 4.75524863 4.4359012 5.43001218 5.58774584 
50.850000 0.0196627377 0.0204975427 -0.0285620936 5.43026919 5.48232924 4.75818611 4.42662366 5.4195939 5.57927866 
50.900000 0.0196275589 0.0205322734 -0.028164567 5.42436728 5.4795584 4.76185865 4.41747706 5.40923902 5.54299298 
50.950000 0.0195930493 0.0205665845 -0.0285255226 5.41850367 5.47675955 4.76625477 4.40846989 5.3989586 5.52928154 
51.000000 0.0195592375 0.0206004403 -0.0282829616 5.41268822 5.47393098 4.77136393 4.3996108 5.38876366 5.50602344 
51.050000 0.019526151 0.020633806 -0.0284119369 5.40693061 5.47107165 4.77717426 4.39090784 5.37866506 5.4864497 
51.100000 0.0194938166 0.0206666475 -0.0283023012 5.40124045 5.4681815 4.78367409 4.38236904 5.36867348 5.46880109 
51.150000 0.0194622598 0.0206989316 -0.028432344 5.39562645 5.46526014 4.7908503 4.37400181 5.35879953 5.44628928 
51.200000 0.0194315053 0.020730626 -0.0281637747 5.3900981 5.46230801 4.79869019 4.36581334 5.34905356 5.42228661 
51.250000 0.0194015763 0.0207616991 -0.0284200778 5.38466371 5.45932593 4.80718012 4.35781037 5.33944576 5.40753679 
51.300000 0.0193724957 0.0207921206 -0.028050079 5.37933173 5.45631511 4.81630594 4.34999926 5.32998611 5.37981726 
51.350000 0.0193442847 0.0208218609 -0.0285020778 5.37411002 5.45327734 4.8260537 4.34238587 5.32068434 5.3661478 
51.400000 0.0193169638 0.0208508913 -0.0281233285 5.36900653 5.45021446 4.83640871 4.3349765 5.31154993 5.34086488 
51.450000 0.0192905526 0.0208791842 -0.0284158295 5.3640286 5.44712911 4.84735627 4.3277766 5.3025921 5.32489403 
51.500000 0.0192650694 0.0209067132 -0.0281180471 5.35918279 5.44402418 4.85888114 4.32079115 5.29381981 5.30206913 
51.550000 0.0192405316 0.0209334524 -0.0284385104 5.35447594 5.44090259 4.87096776 4.31402493 5.28524171 5.2851063 
51.600000 0.0192169556 0.0209593775 -0.0283452128 5.34991437 5.43776856 4.88360075 4.30748268 5.27686613 5.26381122 
51.650000 0.0191943565 0.0209844649 -0.0285226993 5.34550345 5.43462553 4.89676401 4.30116854 5.26870113 5.24760786 
51.700000 0.0191727491 0.021008692 -0.0282141894 5.34124908 5.43147759 4.91044179 4.29508632 5.26075439 5.22657715 
51.750000 0.0191521464 0.0210320375 -0.0286240578 5.33715598 5.42832954 4.92461781 4.28924015 5.25303329 5.21305703 
51.800000 0.0191325608 0.0210544809 -0.0283351433 5.33322882 5.42518563 4.93927549 4.28363306 5.24554484 5.19194914 
51.850000 0.0191140038 0.0210760029 -0.0287258581 5.32947167 5.4220514 4.95439863 4.27826847 5.23829571 5.17704741 
51.900000 0.0190964856 0.0210965852 -0.0282625297 5.3258883 5.41893142 4.96997068 4.27314926 5.23129222 5.1631091 
51.950000 0.0190800156 0.0211162106 -0.0285800164 5.32248205 5.41583144 4.98597523 4.26827834 5.22454033 5.14629964 
52.000000 0.0190646024 0.0211348628 -0.0282836894 5.31925593 5.41275618 5.00239484 4.26365785 5.21804561 5.13347378 
52.050000 0.0190502533 0.0211525268 -0.0285424407 5.31621232 5.40971166 5.0192134 4.25929029 5.2118133 5.11663636 
52.100000 0.019036975 0.0211691885 -0.0283448291 5.31335348 5.40670329 5.03641361 4.25517761 5.20584825 5.09804639 
52.150000 0.0190247728 0.0211848347 -0.0285094584 5.31068101 5.40373671 5.05397861 4.25132157 5.20015497 5.08520956 
52.200000 0.0190136515 0.0211994534 -0.0283606323 5.30819632 5.40081748 5.07189145 4.24772402 5.19473759 5.07072982 
52.250000 0.0190036146 0.0212130337 -0.0285906273 5.30590022 5.39795132 5.09013492 4.2443862 5.1895999 5.05573303 
52.300000 0.0189946652 0.0212255656 -0.0281792208 5.30379318 5.39514414 5.1086921 4.24130968 5.18474531 5.0461893 
52.350000 0.0189868048 0.02123704 -0.0286887 5.30187558 5.39240101 5.12754571 4.23849537 5.18017689 5.02720072 
52.400000 0.0189800346 0.021247449 -0.0283305736 5.3001471 5.38972773 5.14667858 4.2359444 5.17589738 5.01547328 
52.450000 0.0189743544 0.0212567855 -0.0287851815 5.2986072 5.3871297 5.16607337 4.23365718 5.17190916 4.99777512 
52.500000 0.0189697636 0.0212650436 -0.0283529383 5.29725498 5.38461244 5.18571299 4.23163497 5.16821429 4.99149029 
52.550000 0.0189662601 0.0212722183 -0.0286232732 5.29608931 5.38218092 5.20557998 4.22987779 5.16481451 4.978467 
52.600000 0.0189638415 0.0212783054 -0.0283353987 5.29510863 5.37984037 5.22565696 4.22838627 5.16171122 4.97226879 
52.650000 0.0189625041 0.0212833018 -0.0286680184 5.29431109 5.37759596 5.24592653 4.22716048 5.15890553 4.95676486 
52.700000 0.0189622435 0.0212872054 -0.0284792903 5.29369455 5.37545214 5.26637102 4.22620033 5.15639826 4.9494063 
52.750000 0.0189630544 0.0212900149 -0.028666318 5.29325665 5.37341382 5.28697311 4.22550594 5.15418992 4.93834124 
52.800000 0.0189649306 0.0212917301 -0.028527394 5.2929948 5.37148548 5.30771498 4.22507676 5.15228075 4.93438519 
52.850000 0.018967865 0.0212923515 -0.0287461718 5.29290609 5.36967126 5.32857888 4.22491242 5.1506707 4.92192239 
52.900000 0.0189718497 0.0212918808 -0.0286891088 5.2929874 5.36797535 5.34954713 4.2250124 5.14935948 4.91615843 
52.950000 0.0189768759 0.0212903203 -0.0286163864 5.29323549 5.36640154 5.37060212 4.22537606 5.14834653 4.91581021 
53.000000 0.0189829341 0.0212876735 -0.0286211219 5.29364673 5.36495381 5.39172554 4.22600243 5.14763105 4.91382188 
53.050000 0.0189900136 0.0212839445 -0.028674568 5.29421747 5.36363539 5.41289952 4.22689036 5.14721201 4.90585615 
53.100000 0.0189981034 0.0212791386 -0.0286354973 5.29494386 5.36244994 5.43410602 4.22803881 5.14708813 4.90004644 
53.150000 0.019007191 0.0212732619 -0.0285093806 5.29582183 5.36140024 5.45532715 4.22944647 5.14725796 4.90310582 
53.200000 0.0190172636 0.0212663211 -0.0284954316 5.29684752 5.36048926 5.47654423 4.23111154 5.14771979 4.90135264 
53.250000 0.0190283073 0.0212583242 -0.0289680467 5.29801641 5.35971982 5.49773916 4.2330323 5.14847173 4.88309881 
53.300000 0.0190403074 0.0212492798 -0.0288102249 5.29932426 5.35909435 5.51889361 4.23520697 5.14951169 4.88935952 
53.350000 0.0190532483 0.0212391975 -0.028993965 5.30076676 5.35861509 5.53998891 4.2376333 5.1508374 4.88261767 
53.400000 0.0190671141 0.0212280877 -0.0287103356 5.30233937 5.35828411 5.56100651 4.24030885 5.1524464 4.8939943 
53.450000 0.0190818872 0.0212159617 -0.0290564663 5.30403755 5.35810313 5.58192811 4.24323117 5.15433606 4.87802519 
53.500000 0.0190975499 0.0212028316 -0.0289111189 5.30585677 5.35807408 5.60273483 4.24639772 5.15650358 4.88466737 
53.550000 0.0191140837 0.0211887106 -0.0291207422 5.30779254 5.35819823 5.62340759 4.24980504 5.15894599 4.88006768 
53.600000 0.0191314689 0.0211736124 -0.0288135969 5.30984029 5.35847651 5.64392851 4.2534504 5.16166017 4.89561424 
53.650000 0.0191496854 0.0211575518 -0.0290563566 5.31199556 5.35891064 5.66427809 4.25733035 5.16464282 4.88286012 
53.700000 0.019168712 0.0211405444 -0.0288382513 5.31425378 5.35950118 5.68443774 4.26144092 5.16789051 4.89790681 
53.750000 0.0191885271 0.0211226066 -0.0290406739 5.31661038 5.36024828 5.70438849 4.26577848 5.17139966 4.89426403 
53.800000 0.0192091081 0.0211037557 -0.0288728134 5.31906115 5.36115272 5.72411192 4.27033899 5.17516653 4.90492306 
53.850000 0.0192304318 0.0210840098 -0.0289887003 5.32160175 5.3622145 5.74358899 4.27511794 5.17918724 4.90684659 
53.900000 0.0192524743 0.0210633878 -0.0290459003 5.32422791 5.36343428 5.76280113 4.28011096 5.18345774 4.90867977 
53.950000 0.0192752108 0.0210419096 -0.0291619834 5.32693541 5.36481101 5.78172948 4.28531298 5.18797386 4.91062623 
54.000000 0.0192986161 0.0210195956 -0.0290617379 5.32972026 5.36634505 5.80035574 4.2907192 5.19273127 4.92160311 
54.050000 0.0193226642 0.0209964675 -0.0294471062 5.33257867 5.36803502 5.81866134 4.2963241 5.19772552 4.91073639 
54.100000 0.0193473284 0.0209725472 -0.0289785894 5.3355065 5.3698807 5.8366281 4.30212219 5.20295196 4.93964818 
54.150000 0.0193725815 0.020947858 -0.0292087978 5.33850036 5.37188031 5.85423758 4.30810767 5.20840584 4.9381461 
54.200000 0.0193983958 0.0209224234 -0.0291160892 5.34155654 5.37403348 5.87147245 4.31427478 5.21408222 4.95027778 
54.250000 0.0194247429 0.0208962683 -0.0294991426 5.34467163 5.37633839 5.88831405 4.32061689 5.21997603 4.93855668 
54.300000 0.0194515935 0.0208694178 -0.0291275816 5.34784219 5.37879341 5.90474575 4.32712774 5.22608202 4.96548102 
54.350000 0.0194789182 0.020841898 -0.0294603516 5.35106531 5.38139645 5.92074991 4.33380038 5.23239479 4.96150352 
54.400000 0.0195066872 0.0208137358 -0.0292559233 5.35433795 5.38414578 5.93630927 4.34062795 5.23890876 4.98367336 
54.450000 0.0195348697 0.0207849586 -0.0293759502 5.35765713 5.38703894 5.95140771 4.34760347 5.2456182 4.98912918 
54.500000 0.0195634349 0.0207555948 -0.0290786471 5.36102013 5.39007353 5.96602906 4.35471951 5.25251721 5.01156906 
54.550000 0.0195923513 0.0207256731 -0.0295690679 5.36442438 5.3932466 5.98015689 4.36196834 5.2595997 5.00557706 
54.600000 0.0196215873 0.0206952231 -0.0291750514 5.36786747 5.3965553 5.9937763 4.36934268 5.26685941 5.03117519 
54.650000 0.0196511107 0.020664275 -0.0295398146 5.37134702 5.39999624 6.00687206 4.37683429 5.27428991 5.02936121 
54.700000 0.019680889 0.0206328595 -0.0294340424 5.37486105 5.40356638 6.01942956 4.38443511 5.28188457 5.04549476 
54.750000 0.0197108892 0.020601008 -0.0296033206 5.37840697 5.40726128 6.03143503 4.39213697 5.28963661 5.05262804 
54.800000 0.0197410786 0.0205687523 -0.0292404078 5.3819833 5.41107826 6.04287503 4.39993159 5.29753902 5.08405426 
54.850000 0.0197714239 0.0205361249 -0.0296505859 5.38558812 5.41501268 6.05373655 4.40781048 5.3055846 5.07752061 
54.900000 0.0198018917 0.0205031586 -0.0294530838 5.38921952 5.41905987 6.06400693 4.41576491 5.31376602 5.10057288 
54.950000 0.0198324483 0.0204698867 -0.0298061009 5.39287607 5.42321586 6.07367512 4.4237863 5.32207569 5.10201965 
55.000000 0.0198630599 0.0204363431 -0.0294240605 5.39655594 5.42747573 6.08272944 4.43186568 5.33050589 5.13105968 
55.050000 0.0198936928 0.0204025617 -0.0296035649 5.40025786 5.43183415 6.09116061 4.43999443 5.33904868 5.13762296 
55.100000 0.0199243132 0.020368577 -0.0292856964 5.4039802 5.43628617 6.09895756 4.4481633 5.34769595 5.16725569 
55.150000 0.019954887 0.0203344239 -0.0297257529 5.40772169 5.44082674 6.10611226 4.45636354 5.3564394 5.16712859 
55.200000 0.0199853807 0.0203001372 -0.0294699508 5.41148092 5.4454498 6.11261625 4.4645861 5.36527058 5.19350843 
55.250000 0.0200157604 0.0202657523 -0.029723545 5.41525642 5.45014975 6.11846225 4.47282201 5.37418083 5.19929749 
55.300000 0.0200459926 0.0202313045 -0.0293376619 5.41904705 5.45492057 6.12364388 4.48106221 5.38316135 5.23315113 
55.350000 0.0200760435 0.0201968293 -0.0296770812 5.42285165 5.45975653 6.12815434 4.48929731 5.39220317 5.23412205 
55.400000 0.0201058802 0.0201623623 -0.0296140761 5.42666862 5.46465098 6.13198976 4.4975189 5.40129717 5.25367289 
55.450000 0.0201354694 0.0201279392 -0.0298507725 5.43049676 5.46959699 6.13514487 4.50571745 5.41043411 5.26357727 
55.500000 0.0201647784 0.0200935957 -0.0294624353 5.43433469 5.47458818 6.13761725 4.51388468 5.4196046 5.28953006 
55.550000 0.0201937748 0.0200593672 -0.0296952989 5.438181 5.47961845 6.13940389 4.52201135 5.42879914 5.30208195 
55.600000 0.0202224264 0.0200252893 -0.0292548131 5.44203423 5.48468042 6.14050348 4.53008874 5.43800811 5.33165148 
55.650000 0.0202507013 0.0199913973 -0.0298509947 5.44589274 5.48976667 6.14091466 4.53810805 5.44722182 5.33235602 
55.700000 0.0202785686 0.0199577263 -0.0296680385 5.44975545 5.49487058 6.14063823 4.54606105 5.45643046 5.35400855 
55.750000 0.0203059971 0.0199243112 -0.0298077653 5.4536203 5.49998468 6.13967439 4.55393903 5.46562418 5.36796409 
55.800000 0.0203329565 0.0198911865 -0.0294404405 5.45748573 5.50510176 6.13802559 4.56173376 5.47479307 5.39304559 
55.850000 0.0203594171 0.0198583866 -0.0298693161 5.46135005 5.51021448 6.13569418 4.56943687 5.4839272 5.40334385 
55.900000 0.0203853497 0.0198259454 -0.0295886474 5.46521127 5.51531558 6.13268345 4.57704037 5.49301658 5.42326788 
55.950000 0.0204107256 0.0197938961 -0.029886504 5.4690674 5.52039745 6.12899851 4.58453661 5.50205126 5.43619489 
56.000000 0.0204355169 0.0197622718 -0.0295924825 5.47291646 5.52545312 6.12464404 4.59191755 5.51102127 5.45792348 
56.050000 0.0204596962 0.019731105 -0.0298506232 5.4767562 5.53047489 6.11962622 4.59917558 5.51991668 5.47211863 
56.100000 0.0204832371 0.0197004274 -0.0296228599 5.48058445 5.53545539 6.11395226 4.60630361 5.52872763 5.49145633 
56.150000 0.0205061135 0.0196702703 -0.0297565034 5.48439883 5.54038742 6.10762981 4.61329429 5.53744429 5.50785237 
56.200000 0.0205283007 0.0196406644 -0.0296481734 5.48819694 5.54526386 6.10066691 4.62014033 5.54605694 5.52697902 
56.250000 0.0205497741 0.0196116396 -0.0298410715 5.49197605 5.55007759 6.09307379 4.6268352 5.55455597 5.54030038 
56.300000 0.0205705105 0.019583225 -0.0294246895 5.49573366 5.55482158 6.08485992 4.6333723 5.56293187 5.55771851 
56.350000 0.0205904873 0.019555449 -0.0297794838 5.49946683 5.55948889 6.07603644 4.63974501 5.5711753 5.57354352 
56.400000 0.0206096829 0.0195283393 -0.0295074182 5.50317301 5.56407296 6.06661498 4.6459472 5.57927703 5.59175588 
56.450000 0.0206280765 0.0195019227 -0.0299770344 5.506849 5.56856679 6.05660797 4.65197307 5.58722807 5.605791 
56.500000 0.0206456483 0.0194762249 -0.0294344283 5.51049191 5.5729648 6.04602823 4.6578164 5.59501955 5.62173198 
56.550000 0.0206623794 0.0194512711 -0.0298331773 5.51409868 5.57726053 6.03488982 4.66347188 5.60264286 5.63682894 
56.600000 0.0206782521 0.0194270853 -0.0297501739 5.51766601 5.58144776 6.02320687 4.66893417 5.6100896 5.65095525 
56.650000 0.0206932494 0.0194036905 -0.0297870308 5.52119085 5.58552124 6.01099464 4.67419801 5.6173516 5.66797246 
56.700000 0.0207073557 0.019381109 -0.0297218645 5.52466967 5.58947532 5.99826854 4.67925863 5.62442096 5.68150121 
56.750000 0.0207205561 0.0193593617 -0.0297663846 5.52809931 5.59330492 5.9850451 4.68411137 5.63129003 5.69672529 
56.800000 0.020732837 0.0193384687 -0.0295035276 5.53147626 5.59700516 5.97134098 4.68875171 5.63795146 5.70907018 
56.850000 0.0207441856 0.019318449 -0.0298204304 5.53479713 5.60057158 5.95717344 4.69317549 5.64439819 5.72447095 
56.900000 0.0207545906 0.0192993206 -0.0295092901 5.53805854 5.60399948 5.94256047 4.69737877 5.65062345 5.73416486 
56.950000 0.0207640413 0.0192811002 -0.0298120515 5.54125707 5.60728538 5.92752042 4.70135762 5.6566208 5.74990751 
57.000000 0.0207725288 0.0192638035 -0.0295430288 5.54438908 5.61042554 5.91207204 4.70510877 5.66238412 5.76150241 
57.050000 0.0207800444 0.0192474452 -0.0295174165 5.54745119 5.61341641 5.89623441 4.70862876 5.66790763 5.7734955 
57.100000 0.0207865816 0.0192320386 -0.0294801267 5.55043982 5.61625556 5.88002759 4.71191489 5.67318587 5.78188288 
57.150000 0.0207921343 0.0192175961 -0.0295945609 5.5533517 5.61893988 5.8634712 4.71496424 5.67821373 5.79650897 
57.200000 0.0207966977 0.0192041288 -0.0296374175 5.5561833 5.62146745 5.8465857 4.71777418 5.68298647 5.80876468 
57.250000 0.0208002681 0.0191916466 -0.029439829 5.55893123 5.62383605 5.82939171 4.72034249 5.6874997 5.81764356 
57.300000 0.0208028434 0.0191801584 -0.0296157507 5.56159215 5.62604447 5.81191031 4.72266742 5.69174937 5.83058 
57.350000 0.020804422 0.0191696717 -0.0296160581 5.5641628 5.62809109 5.7941627 4.72474702 5.69573181 5.84000791 
57.400000 0.020805004 0.0191601931 -0.0295961589 5.56663997 5.62997527 5.77617031 4.72657985 5.69944371 5.8493993 
57.450000 0.0208045901 0.0191517278 -0.0297163639 5.56902035 5.63169666 5.75795468 4.72816456 5.70288213 5.86138482 
57.500000 0.0208031829 0.0191442798 -0.0296373796 5.5713011 5.63325451 5.73953784 4.7295004 5.70604448 5.86845228 
57.550000 0.0208007853 0.0191378521 -0.0296808226 5.57347896 5.6346497 5.72094154 4.73058647 5.70892855 5.87794694 
57.600000 0.020797402 0.0191324465 -0.0295879126 5.57555123 5.6358821 5.702188 4.73142251 5.71153247 5.8842918 
57.650000 0.0207930384 0.0191280635 -0.0295700174 5.57751514 5.63695258 5.68329921 4.73200808 5.71385476 5.89251243 
57.700000 0.0207877013 0.0191247025 -0.0292620701 5.57936775 5.63786236 5.66429746 4.73234372 5.71589426 5.89201966 
57.750000 0.0207813983 0.0191223619 -0.029649002 5.58110677 5.63861262 5.64520488 4.7324294 5.7176502 5.90720239 
57.800000 0.0207741385 0.0191210388 -0.029239541 5.58272944 5.63920522 5.62604377 4.73226595 5.71912214 5.90350607 
57.850000 0.0207659318 0.0191207292 -0.0295205148 5.58423373 5.63964184 5.6068364 4.73185439 5.72030999 5.91581249 
57.900000 0.0207567889 0.0191214279 -0.0292727819 5.58561721 5.63992462 5.58760438 4.73119569 5.72121398 5.91544202 
57.950000 0.0207467219 0.0191231289 -0.0294547823 5.58687794 5.64005591 5.56837015 4.73029123 5.72183472 5.92433134 
58.000000 0.0207357441 0.0191258248 -0.0292717152 5.58801399 5.64003851 5.54915549 4.72914319 5.7221731 5.92492695 
58.050000 0.0207238693 0.0191295073 -0.0293800812 5.58902359 5.63987503 5.52998198 4.72775329 5.72223037 5.93105615 
58.100000 0.0207111127 0.0191341669 -0.0293287629 5.58990504 5.63956845 5.51087113 4.72612386 5.72200808 5.93354413 
58.150000 0.02069749 0.0191397932 -0.0293736978 5.5906569 5.63912207 5.49184409 4.72425735 5.7215081 5.93740796 
58.200000 0.0206830182 0.0191463747 -0.0291423065 5.59127794 5.63853909 5.47292232 4.72215689 5.72073258 5.93404137 
58.250000 0.020667715 0.0191538991 -0.0294023705 5.591767 5.6378228 5.45412627 4.71982526 5.71968401 5.94354234 
58.300000 0.0206515992 0.0191623528 -0.0291188088 5.59212317 5.63697678 5.43547651 4.71726611 5.71836514 5.93870991 
58.350000 0.0206346899 0.0191717216 -0.0294556297 5.5923457 5.63600485 5.41699308 4.7144827 5.71677899 5.94654501 
58.400000 0.0206170079 0.01918199 -0.0291646903 5.59243375 5.63491062 5.39869594 4.71147935 5.7149289 5.93844471 
58.450000 0.020598574 0.019193142 -0.0291656608 5.59238718 5.6336979 5.38060465 4.70826021 5.71281844 5.9382071 
58.500000 0.02057941 0.0192051603 -0.0291326414 5.59220546 5.63237066 5.36273775 4.70482918 5.71045147 5.93952784 
58.550000 0.0205595383 0.0192180272 -0.0291478598 5.59188864 5.63093246 5.34511435 4.70119122 5.7078321 5.93638871 
58.600000 0.0205389823 0.0192317237 -0.0290600542 5.59143704 5.62938782 5.32775216 4.69735097 5.70496465 5.93384576 
58.650000 0.0205177655 0.0192462305 -0.0291646887 5.59085074 5.62774002 5.31066925 4.69331373 5.70185374 5.93480362 
58.700000 0.0204959127 0.0192615272 -0.0289552966 5.59013027 5.62599364 5.29388245 4.68908462 5.69850416 5.92757275 
58.750000 0.0204734485 0.0192775927 -0.0291285627 5.58927628 5.62415225 5.27740902 4.68466916 5.69492098 5.92848092 
