[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
1.1 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.1 43 -0.501456 3.30564 2.2939 0.00497672 0.00326057 0.000354097 0.0907595 0.100468 0.0798796 0.606511 
1.15 0 136.677 0.983469 -1.19983 0.068566 0.081004 0.00238541 0.386743 0.403598 0.369119 0.404429 
1.15 1 111.022 -1.31728 1.97252 0.0754074 0.0759808 -0.00289448 0.389086 0.396492 0.381538 0.272045 
1.15 2 -10.4496 -1.80641 4.31405 0.0743835 0.0259376 0.0130562 0.316735 0.394153 0.212805 0.841726 
1.15 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 15 -2.65099 2.62756 -2.33534 0.0240855 0.0232725 0.0203273 0.217619 0.296683 0.0818253 0.961215 
1.15 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 27 -0.158054 1.38813 0.0514013 0.00733596 0.00378869 -0.00462422 0.105473 0.145017 0.0349178 0.970579 
1.15 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 37 -0.479639 3.10815 2.53121 0.00497483 0.00312015 0.00054511 0.0899721 0.101224 0.0770948 0.64802 
1.15 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.15 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 1 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 7 -10.366 -2.22217 4.17431 0.0716572 0.0287712 0.0164676 0.316904 0.393067 0.215302 0.836643 
1.2 8 110.997 -1.5331 1.82551 0.0770509 0.0763028 -0.00291174 0.391604 0.39903 0.384034 0.271568 
1.2 9 137.651 1.1121 -1.09283 0.0795327 0.0773613 -0.0085463 0.396099 0.417282 0.373717 0.444865 
1.2 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 22 -2.58751 3.02515 -1.85268 0.0132273 0.0190133 0.0129084 0.179557 0.242276 0.0760486 0.949459 
1.2 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 26 -0.209071 1.80258 0.222783 0.0251254 0.0106882 -0.0159686 0.189245 0.2662 0.0276547 0.994589 
1.2 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 38 -0.390715 2.8956 2.75389 0.00413285 0.00244592 3.5587e-07 0.0811096 0.0909158 0.0699416 0.638887 
1.2 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 42 0.0938284 2.1495 0.197266 0.00683755 0.00406296 -0.00504832 0.104405 0.14619 0.0207262 0.989899 
1.2 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.2 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
