1 10 3.62227e-07 1.34002e-06 5.17472e-05
2 10 4.74424e-07 1.68776e-06 7.40968e-05
5 10 6.44493e-07 1.99906e-06 9.04443e-05
10 10 8.91602e-07 2.38201e-06 0.00010944
